areas,bathrooms,bedrooms,latitude,longitude,r$_pmo,coord
78.0,3.0,2.0,-22.9434938,-43.1613911,3000,"(-22.9434938, -43.1613911)"
35.0,1.0,1.0,-22.9628638,-43.1699883,1950,"(-22.9628638, -43.1699883)"
61.0,2.0,2.0,-22.9209625,-43.1763804,1700,"(-22.9209625, -43.1763804)"
49.0,1.0,2.0,-22.8182767,-43.3918985,400,"(-22.8182767, -43.3918985)"
93.0,3.0,3.0,-23.021078,-43.4902845,2500,"(-23.021078, -43.4902845)"
80.0,1.0,2.0,-22.9674748,-43.18745360000001,2600,"(-22.9674748, -43.18745360000001)"
140.0,4.0,3.0,-22.9803652,-43.2139765,4800,"(-22.9803652, -43.2139765)"
135.0,3.0,3.0,-22.951239800000003,-43.1752885,5000,"(-22.951239800000003, -43.1752885)"
140.0,,3.0,-22.9819833,-43.206933,4950,"(-22.9819833, -43.206933)"
82.0,3.0,2.0,-22.9789357,-43.2283484,3250,"(-22.9789357, -43.2283484)"
80.0,1.0,2.0,-22.9090942,-43.2678381,1116,"(-22.9090942, -43.2678381)"
75.0,1.0,2.0,-22.9243928,-43.3739849,2000,"(-22.9243928, -43.3739849)"
82.0,1.0,3.0,-22.9073832,-43.2876155,1300,"(-22.9073832, -43.2876155)"
78.0,1.0,1.0,-22.8234392,-43.3004581,980,"(-22.8234392, -43.3004581)"
35.0,1.0,1.0,-22.9681327,-43.1830609,1800,"(-22.9681327, -43.1830609)"
75.0,2.0,2.0,-22.9241242,-43.23563950000001,2300,"(-22.9241242, -43.23563950000001)"
40.0,1.0,1.0,-22.9248707,-43.1767511,650,"(-22.9248707, -43.1767511)"
100.0,3.0,2.0,-27.5660564,-53.9719817,3000,"(-27.5660564, -53.9719817)"
38.0,1.0,1.0,-23.0251884,-43.485235,1400,"(-23.0251884, -43.485235)"
44.0,1.0,2.0,-22.951949300000006,-43.3884078,1120,"(-22.951949300000006, -43.3884078)"
40.0,,1.0,-22.90038,-43.2309388,800,"(-22.90038, -43.2309388)"
50.0,1.0,1.0,-23.707409600000002,-47.42523189999999,720,"(-23.707409600000002, -47.42523189999999)"
52.0,1.0,2.0,-22.9301996,-43.3938251,1000,"(-22.9301996, -43.3938251)"
60.0,1.0,2.0,-22.835540100000006,-43.2737295,850,"(-22.835540100000006, -43.2737295)"
100.0,2.0,3.0,-22.9862375,-43.2091782,8200,"(-22.9862375, -43.2091782)"
90.0,2.0,2.0,-23.001908,-43.3501969,2500,"(-23.001908, -43.3501969)"
58.0,1.0,2.0,-22.9859524,-43.1911156,2200,"(-22.9859524, -43.1911156)"
87.0,2.0,2.0,-22.9577904,-43.18483079999999,2800,"(-22.9577904, -43.18483079999999)"
36.0,1.0,1.0,-22.9183909,-43.3971464,1300,"(-22.9183909, -43.3971464)"
53.0,1.0,2.0,-22.8917275,-43.2826428,900,"(-22.8917275, -43.2826428)"
80.0,1.0,3.0,-22.9077385,-43.2887029,1200,"(-22.9077385, -43.2887029)"
159.0,4.0,3.0,-22.985511,-43.19287620000001,3500,"(-22.985511, -43.19287620000001)"
76.0,1.0,2.0,-22.934022100000004,-43.176146,3300,"(-22.934022100000004, -43.176146)"
79.0,2.0,3.0,-22.9642979,-43.1771955,3500,"(-22.9642979, -43.1771955)"
80.0,1.0,1.0,-22.9047427,-43.2549889,799,"(-22.9047427, -43.2549889)"
50.0,1.0,1.0,-22.9847565,-43.19540679999999,2500,"(-22.9847565, -43.19540679999999)"
198.0,2.0,3.0,-22.9681327,-43.1830609,5000,"(-22.9681327, -43.1830609)"
78.0,1.0,2.0,-22.9026425,-43.281726299999995,1400,"(-22.9026425, -43.281726299999995)"
75.0,2.0,2.0,-23.0247877,-43.4906561,1600,"(-23.0247877, -43.4906561)"
61.0,1.0,2.0,-22.8961484,-43.3478335,600,"(-22.8961484, -43.3478335)"
60.0,1.0,2.0,-22.999740399999997,-43.3659929,2200,"(-22.999740399999997, -43.3659929)"
57.0,2.0,2.0,-22.9770236,-43.230294,1800,"(-22.9770236, -43.230294)"
70.0,1.0,2.0,-22.9120005,-43.2444441,1200,"(-22.9120005, -43.2444441)"
99.0,2.0,2.0,-23.0014459,-43.3715864,2200,"(-23.0014459, -43.3715864)"
40.0,1.0,1.0,-22.8887124,-43.2681563,1052,"(-22.8887124, -43.2681563)"
80.0,2.0,3.0,-22.9099622,-43.27971160000001,1400,"(-22.9099622, -43.27971160000001)"
75.0,2.0,3.0,-22.9226695,-43.3743143,1200,"(-22.9226695, -43.3743143)"
106.0,3.0,2.0,-22.955651,-43.1737289,5000,"(-22.955651, -43.1737289)"
37.0,2.0,1.0,-22.9373944,-43.177594,1650,"(-22.9373944, -43.177594)"
65.0,1.0,2.0,-22.9180484,-43.2541291,900,"(-22.9180484, -43.2541291)"
50.0,2.0,1.0,-22.9859524,-43.1911156,5000,"(-22.9859524, -43.1911156)"
105.0,3.0,2.0,-6.5899848,-37.9149013,3500,"(-6.5899848, -37.9149013)"
97.0,2.0,3.0,-22.941976,-43.1820186,2800,"(-22.941976, -43.1820186)"
80.0,2.0,2.0,-22.9429878,-43.1920398,2400,"(-22.9429878, -43.1920398)"
70.0,1.0,2.0,-22.911197100000006,-43.21369979999999,1600,"(-22.911197100000006, -43.21369979999999)"
170.0,4.0,4.0,-23.014309,-43.45027260000001,5000,"(-23.014309, -43.45027260000001)"
190.0,4.0,4.0,-22.9971839,-43.25708570000001,5899,"(-22.9971839, -43.25708570000001)"
113.0,3.0,2.0,-22.9654545,-43.18084520000001,3200,"(-22.9654545, -43.18084520000001)"
150.0,2.0,3.0,-22.9843423,-43.2007642,6000,"(-22.9843423, -43.2007642)"
170.0,4.0,4.0,-22.9860948,-43.2254539,11000,"(-22.9860948, -43.2254539)"
65.0,1.0,2.0,-22.8264095,-43.1726886,1950,"(-22.8264095, -43.1726886)"
36.0,,1.0,-22.9770236,-43.230294,3000,"(-22.9770236, -43.230294)"
140.0,4.0,4.0,-22.9202866,-43.1815614,3500,"(-22.9202866, -43.1815614)"
99.0,1.0,2.0,-23.0217111,-43.4869678,1700,"(-23.0217111, -43.4869678)"
83.0,2.0,1.0,-22.9276427,-43.366564200000006,900,"(-22.9276427, -43.366564200000006)"
55.0,1.0,2.0,-22.8960388,-43.2764297,1200,"(-22.8960388, -43.2764297)"
108.0,2.0,3.0,-22.926758300000003,-43.2432095,2000,"(-22.926758300000003, -43.2432095)"
121.0,2.0,2.0,-23.006916600000004,-43.4527851,2500,"(-23.006916600000004, -43.4527851)"
75.0,3.0,2.0,-23.0015257,-43.395351700000006,2300,"(-23.0015257, -43.395351700000006)"
70.0,,2.0,-22.9662234,-43.3827688,2600,"(-22.9662234, -43.3827688)"
110.0,3.0,3.0,-22.9855992,-43.1969718,5500,"(-22.9855992, -43.1969718)"
115.0,2.0,3.0,-23.0149238,-43.407209,3800,"(-23.0149238, -43.407209)"
50.0,1.0,1.0,-22.8373235,-43.3210006,800,"(-22.8373235, -43.3210006)"
45.0,1.0,1.0,-22.9009336,-43.3492341,600,"(-22.9009336, -43.3492341)"
131.0,2.0,2.0,-23.019305600000006,-43.480878,1500,"(-23.019305600000006, -43.480878)"
61.0,1.0,2.0,-22.894402,-43.2685289,1200,"(-22.894402, -43.2685289)"
140.0,2.0,3.0,-22.9681327,-43.1830609,5500,"(-22.9681327, -43.1830609)"
168.0,2.0,3.0,-22.9454515,-43.33619829999999,2100,"(-22.9454515, -43.33619829999999)"
90.0,2.0,2.0,-22.9500463,-43.1910548,3800,"(-22.9500463, -43.1910548)"
100.0,2.0,2.0,-23.0048388,-43.3662798,2800,"(-23.0048388, -43.3662798)"
54.0,1.0,2.0,-22.7904418,-43.31496420000001,1700,"(-22.7904418, -43.31496420000001)"
60.0,1.0,2.0,-22.8997237,-43.2858449,1200,"(-22.8997237, -43.2858449)"
120.0,2.0,3.0,-23.013892,-43.4634254,1700,"(-23.013892, -43.4634254)"
52.0,1.0,2.0,-22.8990537,-43.2803589,1050,"(-22.8990537, -43.2803589)"
49.0,1.0,1.0,-22.919845,-43.17533529999999,1600,"(-22.919845, -43.17533529999999)"
110.0,3.0,3.0,-22.9252297,-43.2213959,2900,"(-22.9252297, -43.2213959)"
65.0,1.0,2.0,-22.9235907,-43.2617675,1650,"(-22.9235907, -43.2617675)"
70.0,2.0,3.0,-22.9090942,-43.2678381,1500,"(-22.9090942, -43.2678381)"
46.0,1.0,2.0,-22.8869255,-43.2937512,800,"(-22.8869255, -43.2937512)"
75.0,1.0,2.0,-22.9226695,-43.3743143,1300,"(-22.9226695, -43.3743143)"
62.0,1.0,2.0,-22.8811146,-43.3098844,950,"(-22.8811146, -43.3098844)"
180.0,3.0,3.0,-22.9282465,-43.170790419174786,4900,"(-22.9282465, -43.170790419174786)"
32.0,1.0,1.0,-22.9628638,-43.1699883,1900,"(-22.9628638, -43.1699883)"
150.0,3.0,3.0,-22.9848957,-43.1952136,5500,"(-22.9848957, -43.1952136)"
130.0,3.0,3.0,-22.968384550000003,-43.22869449858106,3800,"(-22.968384550000003, -43.22869449858106)"
280.0,5.0,4.0,-23.0149238,-43.407209,15000,"(-23.0149238, -43.407209)"
50.0,1.0,1.0,-22.921267800000006,-43.2555654,1200,"(-22.921267800000006, -43.2555654)"
80.0,2.0,3.0,-22.9237187,-43.2558997,1700,"(-22.9237187, -43.2558997)"
25.0,1.0,1.0,-22.949243300000006,-43.1932515,800,"(-22.949243300000006, -43.1932515)"
55.0,2.0,1.0,-22.915698100000004,-43.2319433,1500,"(-22.915698100000004, -43.2319433)"
500.0,,4.0,-23.0149238,-43.407209,18500,"(-23.0149238, -43.407209)"
100.0,2.0,3.0,-23.0091645,-43.4215641,2900,"(-23.0091645, -43.4215641)"
90.0,2.0,2.0,-22.984592000000006,-43.2241076,5500,"(-22.984592000000006, -43.2241076)"
63.0,1.0,2.0,-22.8976585,-43.3523512,1000,"(-22.8976585, -43.3523512)"
244.0,5.0,4.0,-22.9720897,-43.1900211,6000,"(-22.9720897, -43.1900211)"
200.0,3.0,1.0,-23.0149238,-43.407209,8000,"(-23.0149238, -43.407209)"
317.0,2.0,4.0,-22.9758762,-43.2187075,11000,"(-22.9758762, -43.2187075)"
255.0,2.0,4.0,-22.9721962,-43.1865848,4500,"(-22.9721962, -43.1865848)"
69.0,1.0,2.0,-22.9632619,-43.20233020000001,2600,"(-22.9632619, -43.20233020000001)"
67.0,2.0,2.0,-22.9248493,-43.3596031,950,"(-22.9248493, -43.3596031)"
110.0,3.0,2.0,-22.9862375,-43.2091782,9000,"(-22.9862375, -43.2091782)"
300.0,,4.0,-22.9622039,-43.2099987,22000,"(-22.9622039, -43.2099987)"
65.0,1.0,2.0,-22.9877577,-43.2286995,3000,"(-22.9877577, -43.2286995)"
60.0,1.0,2.0,-22.8825033,-43.301931,1000,"(-22.8825033, -43.301931)"
70.0,2.0,2.0,-22.924047,-43.23641660000001,1500,"(-22.924047, -43.23641660000001)"
237.0,1.0,4.0,-23.0048388,-43.3662798,7500,"(-23.0048388, -43.3662798)"
152.0,3.0,4.0,-22.9110137,-43.2093727,11000,"(-22.9110137, -43.2093727)"
100.0,2.0,3.0,-22.9681327,-43.1830609,2500,"(-22.9681327, -43.1830609)"
52.0,1.0,1.0,-22.9997404,-43.3659929,2800,"(-22.9997404, -43.3659929)"
345.0,3.0,4.0,-22.986815,-43.23017279999999,23000,"(-22.986815, -43.23017279999999)"
83.0,2.0,2.0,-22.9152219,-43.2472627,1300,"(-22.9152219, -43.2472627)"
100.0,1.0,3.0,-22.984592000000006,-43.2241076,3900,"(-22.984592000000006, -43.2241076)"
65.0,2.0,3.0,-22.928988,-43.3534191,1500,"(-22.928988, -43.3534191)"
150.0,3.0,4.0,-22.9971839,-43.25708570000001,6000,"(-22.9971839, -43.25708570000001)"
144.0,1.0,2.0,-22.8981957,-43.1818071,1500,"(-22.8981957, -43.1818071)"
55.0,,2.0,-22.9252297,-43.2213959,1500,"(-22.9252297, -43.2213959)"
140.0,5.0,4.0,-22.9202866,-43.1815614,3480,"(-22.9202866, -43.1815614)"
70.0,1.0,2.0,-22.9180484,-43.2541291,1300,"(-22.9180484, -43.2541291)"
47.0,,1.0,-6.5899848,-37.9149013,2500,"(-6.5899848, -37.9149013)"
103.0,2.0,3.0,-22.9422731,-43.3295813,1800,"(-22.9422731, -43.3295813)"
126.0,2.0,3.0,-22.9803652,-43.2139765,3400,"(-22.9803652, -43.2139765)"
60.0,1.0,2.0,-22.9997404,-43.3659929,1400,"(-22.9997404, -43.3659929)"
92.0,2.0,3.0,-23.0185151,-43.4634021,2450,"(-23.0185151, -43.4634021)"
110.0,3.0,3.0,-22.9210288,-43.2609171,1615,"(-22.9210288, -43.2609171)"
52.0,1.0,3.0,-22.8202335,-43.3058318,900,"(-22.8202335, -43.3058318)"
91.0,1.0,2.0,-22.9323641,-43.1821872,2800,"(-22.9323641, -43.1821872)"
110.0,3.0,3.0,-23.0048388,-43.3662798,2300,"(-23.0048388, -43.3662798)"
84.0,2.0,3.0,-23.0063466,-43.4358159,2500,"(-23.0063466, -43.4358159)"
100.0,3.0,3.0,-23.707409600000002,-47.42523189999999,3149,"(-23.707409600000002, -47.42523189999999)"
96.0,2.0,3.0,-22.9862574,-43.1922967,2200,"(-22.9862574, -43.1922967)"
65.0,2.0,2.0,-22.999740399999997,-43.3659929,1400,"(-22.999740399999997, -43.3659929)"
72.0,1.0,2.0,-22.9333806,-43.3347821,1200,"(-22.9333806, -43.3347821)"
71.0,1.0,2.0,-22.9207621,-43.222878,1900,"(-22.9207621, -43.222878)"
80.0,2.0,3.0,-22.9228633,-43.2280357,2200,"(-22.9228633, -43.2280357)"
150.0,4.0,3.0,-23.006916600000004,-43.4527851,3600,"(-23.006916600000004, -43.4527851)"
90.0,1.0,1.0,-22.9217795,-43.182587700000006,2790,"(-22.9217795, -43.182587700000006)"
70.0,2.0,2.0,-22.9842762,-43.2198988,3200,"(-22.9842762, -43.2198988)"
70.0,2.0,1.0,-22.9662234,-43.3827688,2000,"(-22.9662234, -43.3827688)"
69.0,2.0,2.0,-23.0007252,-43.4211427,2500,"(-23.0007252, -43.4211427)"
120.0,2.0,3.0,-22.9805083,-43.2134793,3565,"(-22.9805083, -43.2134793)"
70.0,2.0,3.0,-22.8929679,-43.2788216,1000,"(-22.8929679, -43.2788216)"
32.0,,1.0,-22.9282465,-43.170790419174786,1250,"(-22.9282465, -43.170790419174786)"
50.0,,2.0,-21.5126656,-44.9033355,1500,"(-21.5126656, -44.9033355)"
77.0,2.0,2.0,-22.924047,-43.23641660000001,2200,"(-22.924047, -43.23641660000001)"
72.0,3.0,3.0,-23.0200683,-43.4642256,2100,"(-23.0200683, -43.4642256)"
77.0,,2.0,-22.9332164,-43.2381453,2600,"(-22.9332164, -43.2381453)"
95.0,1.0,3.0,-22.9662234,-43.3827688,3000,"(-22.9662234, -43.3827688)"
50.0,1.0,2.0,-22.8639308,-43.3330383,800,"(-22.8639308, -43.3330383)"
65.0,2.0,3.0,-22.9770236,-43.230294,2200,"(-22.9770236, -43.230294)"
60.0,1.0,1.0,-23.0004173,-43.332459,1800,"(-23.0004173, -43.332459)"
100.0,3.0,3.0,-22.9205272,-43.2382218,1700,"(-22.9205272, -43.2382218)"
200.0,3.0,4.0,-22.9766415,-43.188297,9000,"(-22.9766415, -43.188297)"
100.0,3.0,3.0,-22.9653753,-43.1837385,4100,"(-22.9653753, -43.1837385)"
57.0,2.0,2.0,-22.915698100000004,-43.2319433,1300,"(-22.915698100000004, -43.2319433)"
30.0,1.0,,-22.9281825,-43.1748537,99887,"(-22.9281825, -43.1748537)"
174.0,3.0,3.0,-22.9821776,-43.2133851,12000,"(-22.9821776, -43.2133851)"
39.0,1.0,1.0,-22.9026953,-43.255175,850,"(-22.9026953, -43.255175)"
60.0,2.0,2.0,-22.9014952,-43.3525042,1100,"(-22.9014952, -43.3525042)"
435.0,,4.0,-23.0004173,-43.332459,12000,"(-23.0004173, -43.332459)"
120.0,1.0,3.0,-22.9831584,-43.2050161,3900,"(-22.9831584, -43.2050161)"
83.0,2.0,2.0,-22.8076969,-43.1849034,1400,"(-22.8076969, -43.1849034)"
70.0,2.0,2.0,-22.9709611,-43.3953514,1700,"(-22.9709611, -43.3953514)"
23.0,1.0,1.0,-22.9210997,-43.2188249,2000,"(-22.9210997, -43.2188249)"
25.0,1.0,1.0,-22.9248707,-43.1767511,1200,"(-22.9248707, -43.1767511)"
554.0,5.0,5.0,-23.0004173,-43.332459,30000,"(-23.0004173, -43.332459)"
122.0,2.0,3.0,-22.9204055,-43.1847866,2600,"(-22.9204055, -43.1847866)"
75.0,,2.0,-22.9775074,-43.1941173,4500,"(-22.9775074, -43.1941173)"
46.0,1.0,2.0,-22.9248493,-43.3596031,700,"(-22.9248493, -43.3596031)"
73.0,,2.0,-23.0004173,-43.332459,2550,"(-23.0004173, -43.332459)"
70.0,2.0,2.0,-22.981271300000003,-43.2004164,5000,"(-22.981271300000003, -43.2004164)"
86.0,,3.0,-23.0210848,-43.4733742,1800,"(-23.0210848, -43.4733742)"
250.0,3.0,4.0,-22.9166067,-43.3698172,2100,"(-22.9166067, -43.3698172)"
195.0,2.0,3.0,-22.9494698,-43.1929853,3900,"(-22.9494698, -43.1929853)"
97.0,1.0,3.0,-22.9305836,-43.1781740399696,2300,"(-22.9305836, -43.1781740399696)"
70.0,1.0,2.0,-22.9237187,-43.2558997,1500,"(-22.9237187, -43.2558997)"
223.0,2.0,3.0,-22.9847565,-43.19540679999999,6150,"(-22.9847565, -43.19540679999999)"
146.0,3.0,2.0,-22.9814243,-43.2383245,3900,"(-22.9814243, -43.2383245)"
101.0,1.0,1.0,-22.9770236,-43.230294,3600,"(-22.9770236, -43.230294)"
30.0,1.0,2.0,-22.924178,-43.2374494,1600,"(-22.924178, -43.2374494)"
65.0,1.0,2.0,-22.9050183,-43.2907075,1000,"(-22.9050183, -43.2907075)"
403.0,5.0,4.0,-22.9883399,-43.3529408,16000,"(-22.9883399, -43.3529408)"
80.0,3.0,2.0,-22.9913592,-43.2675329,2650,"(-22.9913592, -43.2675329)"
70.0,1.0,1.0,-23.0149238,-43.407209,2500,"(-23.0149238, -43.407209)"
140.0,3.0,3.0,-22.9877577,-43.2286995,9500,"(-22.9877577, -43.2286995)"
130.0,3.0,4.0,-22.9627039,-43.1767378,4000,"(-22.9627039, -43.1767378)"
150.0,1.0,3.0,-22.9819833,-43.206933,6800,"(-22.9819833, -43.206933)"
218.0,5.0,4.0,-23.0075012,-43.33842355524003,5000,"(-23.0075012, -43.33842355524003)"
31.0,1.0,1.0,-23.030253100000003,-43.4750257,900,"(-23.030253100000003, -43.4750257)"
80.0,1.0,2.0,-22.9396582,-43.3369363,1400,"(-22.9396582, -43.3369363)"
60.0,1.0,2.0,-22.9966799,-43.4249176,1300,"(-22.9966799, -43.4249176)"
217.0,2.0,3.0,-22.9862375,-43.2091782,15500,"(-22.9862375, -43.2091782)"
69.0,1.0,2.0,-23.0278361,-43.4690364,1700,"(-23.0278361, -43.4690364)"
65.0,2.0,2.0,-22.9078654,-43.2929966,1200,"(-22.9078654, -43.2929966)"
69.0,,2.0,-22.939664,-43.1755967,2300,"(-22.939664, -43.1755967)"
96.0,3.0,2.0,-23.0048388,-43.3662798,3000,"(-23.0048388, -43.3662798)"
84.0,3.0,2.0,-23.0129521,-43.3143693,3200,"(-23.0129521, -43.3143693)"
130.0,2.0,3.0,-22.944898100000003,-43.1608852,3500,"(-22.944898100000003, -43.1608852)"
104.0,3.0,3.0,-23.0211861,-43.4540997,1800,"(-23.0211861, -43.4540997)"
55.0,1.0,1.0,-22.9855992,-43.1969718,2400,"(-22.9855992, -43.1969718)"
121.0,2.0,3.0,-22.929723899999995,-43.24596939999999,1800,"(-22.929723899999995, -43.24596939999999)"
75.0,1.0,2.0,-22.9042905,-43.2861522,1100,"(-22.9042905, -43.2861522)"
53.0,1.0,2.0,-22.9167189,-43.1986573,1100,"(-22.9167189, -43.1986573)"
180.0,3.0,3.0,-22.9865648,-43.2324401,12000,"(-22.9865648, -43.2324401)"
118.0,2.0,3.0,-22.9279379,-43.236188,2100,"(-22.9279379, -43.236188)"
202.0,4.0,4.0,-22.9855992,-43.1969718,8800,"(-22.9855992, -43.1969718)"
410.0,4.0,3.0,-22.9997388,-43.2684256,18000,"(-22.9997388, -43.2684256)"
,,1.0,-22.9855992,-43.1969718,2400,"(-22.9855992, -43.1969718)"
,,3.0,-22.929723899999995,-43.24596939999999,1800,"(-22.929723899999995, -43.24596939999999)"
,,2.0,-22.9042905,-43.2861522,1100,"(-22.9042905, -43.2861522)"
,,2.0,-22.9167189,-43.1986573,1100,"(-22.9167189, -43.1986573)"
,,3.0,-22.9865648,-43.2324401,12000,"(-22.9865648, -43.2324401)"
,,2.0,-22.9454515,-43.33619829999999,1500,"(-22.9454515, -43.33619829999999)"
,,3.0,-22.9279379,-43.236188,2100,"(-22.9279379, -43.236188)"
,,4.0,-22.9855992,-43.1969718,8800,"(-22.9855992, -43.1969718)"
,,3.0,-22.9997388,-43.2684256,18000,"(-22.9997388, -43.2684256)"
,,2.0,-22.999740399999997,-43.3659929,1700,"(-22.999740399999997, -43.3659929)"
,,2.0,-22.999740399999997,-43.3659929,2200,"(-22.999740399999997, -43.3659929)"
,,4.0,-22.9883399,-43.3529408,12000,"(-22.9883399, -43.3529408)"
,,2.0,-23.0007252,-43.4211427,2500,"(-23.0007252, -43.4211427)"
,,4.0,-22.9864374,-43.20719879999999,7000,"(-22.9864374, -43.20719879999999)"
,,1.0,-22.9631401,-43.399085,1053,"(-22.9631401, -43.399085)"
,,3.0,-22.9628006,-43.2070138,5000,"(-22.9628006, -43.2070138)"
,,1.0,-22.925157100000003,-43.23006760000001,1000,"(-22.925157100000003, -43.23006760000001)"
,,2.0,-23.014309,-43.45027260000001,1600,"(-23.014309, -43.45027260000001)"
,,3.0,-10.8040231,-37.1658336,3000,"(-10.8040231, -37.1658336)"
,,2.0,-22.917009,-43.25892879999999,1200,"(-22.917009, -43.25892879999999)"
,,3.0,-23.0240469,-43.4620723,2100,"(-23.0240469, -43.4620723)"
,,4.0,-22.9890302,-43.3549717,9000,"(-22.9890302, -43.3549717)"
,,3.0,-23.0217111,-43.4869678,1500,"(-23.0217111, -43.4869678)"
,,2.0,-22.9344154,-43.2100703,1260,"(-22.9344154, -43.2100703)"
,,1.0,-22.9065343,-43.22061420000001,1400,"(-22.9065343, -43.22061420000001)"
,,4.0,-22.9805083,-43.2134793,25000,"(-22.9805083, -43.2134793)"
,,3.0,-22.951515,-43.1825274,3900,"(-22.951515, -43.1825274)"
,,4.0,-23.0015257,-43.395351700000006,8500,"(-23.0015257, -43.395351700000006)"
,,3.0,-22.9279379,-43.236188,1800,"(-22.9279379, -43.236188)"
,,3.0,-22.9691174,-43.3859074,2350,"(-22.9691174, -43.3859074)"
,,3.0,-22.9408594,-43.1915055,2400,"(-22.9408594, -43.1915055)"
,,2.0,-22.933986,-43.1760735,3500,"(-22.933986, -43.1760735)"
,,2.0,-23.004933800000003,-43.3312167,2300,"(-23.004933800000003, -43.3312167)"
,,3.0,-22.9228633,-43.2280357,2500,"(-22.9228633, -43.2280357)"
,,2.0,-22.9218864,-43.384646,800,"(-22.9218864, -43.384646)"
,,3.0,-23.0197777,-43.4791589,2500,"(-23.0197777, -43.4791589)"
,,3.0,-23.0111148,-43.46874260000001,2718,"(-23.0111148, -43.46874260000001)"
,,2.0,-22.9137159,-43.2716515,650,"(-22.9137159, -43.2716515)"
,,2.0,-22.8747999,-43.44951939999999,1080,"(-22.8747999, -43.44951939999999)"
,,3.0,-22.9803652,-43.2139765,3500,"(-22.9803652, -43.2139765)"
,,2.0,-22.8996367,-43.295828,1300,"(-22.8996367, -43.295828)"
,,1.0,-22.8878784,-43.2746974,750,"(-22.8878784, -43.2746974)"
,,2.0,-22.94884465,-43.179829096252966,4250,"(-22.94884465, -43.179829096252966)"
,,3.0,-22.9218864,-43.384646,1200,"(-22.9218864, -43.384646)"
,,3.0,-22.9408594,-43.1915055,3100,"(-22.9408594, -43.1915055)"
,,2.0,-22.969351,-43.4257664,1000,"(-22.969351, -43.4257664)"
,,2.0,-22.8380413,-43.3304365,780,"(-22.8380413, -43.3304365)"
,,2.0,-22.8841816,-43.3283969,1000,"(-22.8841816, -43.3283969)"
,,2.0,-22.9094655,-43.2710218,900,"(-22.9094655, -43.2710218)"
,,2.0,-22.9698434,-43.39976179999999,1400,"(-22.9698434, -43.39976179999999)"
,,2.0,-22.9628638,-43.1699883,1900,"(-22.9628638, -43.1699883)"
,,2.0,-22.9847565,-43.19540679999999,3500,"(-22.9847565, -43.19540679999999)"
,,2.0,-22.9681176,-43.17983579999999,2450,"(-22.9681176, -43.17983579999999)"
,,1.0,-22.9218349,-43.1782298,1900,"(-22.9218349, -43.1782298)"
,,1.0,-22.9681327,-43.1830609,2450,"(-22.9681327, -43.1830609)"
,,1.0,-23.0149238,-43.407209,2600,"(-23.0149238, -43.407209)"
,,3.0,-22.9805083,-43.2134793,4800,"(-22.9805083, -43.2134793)"
,,2.0,-22.9665038,-43.371319299999996,1500,"(-22.9665038, -43.371319299999996)"
,,2.0,-23.0063466,-43.4358159,1800,"(-23.0063466, -43.4358159)"
,,2.0,-22.9180484,-43.2541291,1200,"(-22.9180484, -43.2541291)"
,,2.0,-22.9243251,-43.251933,1600,"(-22.9243251, -43.251933)"
,,4.0,-22.9849095,-43.219824,9900,"(-22.9849095, -43.219824)"
,,2.0,-22.981271300000003,-43.2004164,2800,"(-22.981271300000003, -43.2004164)"
,,2.0,-23.0004173,-43.332459,4000,"(-23.0004173, -43.332459)"
,,1.0,-22.9130558,-43.2656751,750,"(-22.9130558, -43.2656751)"
,,2.0,-22.9279379,-43.236188,1300,"(-22.9279379, -43.236188)"
,,3.0,-22.983556,-43.224937700000005,7000,"(-22.983556, -43.224937700000005)"
,,3.0,-23.0278361,-43.4690364,3000,"(-23.0278361, -43.4690364)"
,,2.0,-22.9267941,-43.2615768,1200,"(-22.9267941, -43.2615768)"
,,3.0,-22.924047,-43.23641660000001,1600,"(-22.924047, -43.23641660000001)"
73.0,2.0,2.0,-22.9819833,-43.206933,5000,"(-22.9819833, -43.206933)"
69.0,2.0,1.0,-22.986987300000006,-43.1909986,2900,"(-22.986987300000006, -43.1909986)"
78.0,1.0,2.0,-23.0063466,-43.4358159,1900,"(-23.0063466, -43.4358159)"
47.0,,2.0,-22.9117384,-43.5461167,800,"(-22.9117384, -43.5461167)"
200.0,3.0,3.0,-22.9766415,-43.188297,7500,"(-22.9766415, -43.188297)"
85.0,2.0,3.0,-22.9804105,-43.221005700000006,4000,"(-22.9804105, -43.221005700000006)"
70.0,3.0,2.0,-22.968633,-43.1873717,2800,"(-22.968633, -43.1873717)"
30.0,1.0,1.0,-22.9339841,-43.1745744,2800,"(-22.9339841, -43.1745744)"
72.0,2.0,2.0,-22.922873100000004,-43.227312100000006,1500,"(-22.922873100000004, -43.227312100000006)"
200.0,2.0,4.0,-23.0240469,-43.4620723,2650,"(-23.0240469, -43.4620723)"
72.0,1.0,2.0,-27.5660564,-53.9719817,1800,"(-27.5660564, -53.9719817)"
48.0,1.0,2.0,-22.8691567,-43.3030307,700,"(-22.8691567, -43.3030307)"
210.0,3.0,3.0,-22.9804176,-43.2025893,17000,"(-22.9804176, -43.2025893)"
65.0,1.0,1.0,-22.9803652,-43.2139765,3100,"(-22.9803652, -43.2139765)"
120.0,2.0,3.0,-22.9848957,-43.1952136,3200,"(-22.9848957, -43.1952136)"
210.0,5.0,4.0,-22.9387681,-43.1972024,6000,"(-22.9387681, -43.1972024)"
62.0,2.0,1.0,-22.9454241,-43.18079099640421,2400,"(-22.9454241, -43.18079099640421)"
