,address,areas,bathrooms,bedrooms,parking-spaces,price,price-item-0,price-item-1,
5,"Rua Barata Ribeiro, Copacabana",,,3,,R$ 2.500 /mês,condomínio R$ 1.239,IPTU R$ 318,1
6,"Avenida Pepe, Barra da Tijuca",,,2,,R$ 6.500 /mês,condomínio R$ 2.900,IPTU R$ 650,2
7,"Avenida São Josemaria Escrivá, Itanhangá",,,2,,R$ 750 /mês,condomínio R$ 529,IPTU R$ 34,56 m²
8,"Avenida Gomes Freire, Centro",,,2,,R$ 2.450 /mês,condomínio R$ 650,IPTU R$ 90,2
9,"Rua Doutor Pache de Faria, Méier",,,1,,R$ 1.000 /mês,condomínio R$ 260,IPTU R$ 10,1
10,"Rua Bias Fortes, Bonsucesso",,,1,,R$ 700 /mês,condomínio R$ 525,,1
11,"Rua Riachuelo, Centro",,,1,,R$ 1.000 /mês,condomínio R$ 349,,1
12,"Rua Carlos de Vasconcelos, Tijuca",,,2,,R$ 1.700 /mês,condomínio R$ 1.205,IPTU R$ 94,1
13,"Rua João Líra, Leblon",,,2,,R$ 10.000 /mês,condomínio R$ 1.300,IPTU R$ 528,2
14,"Rua César Lattes, Barra da Tijuca",,,3,,R$ 3.000 /mês,condomínio R$ 2.025,IPTU R$ 330,3
15,"Rua Farme de Amoedo, Ipanema",,,3,,R$ 6.500 /mês,condomínio R$ 2.187,IPTU R$ 573,3
16,"Rua Marechal Ramon Castilla, Botafogo",,,2,,R$ 5.000 /mês,condomínio R$ 1.178,IPTU R$ 391,2
17,"Rua Bulhões de Carvalho, Copacabana",,,3,,R$ 10.200 /mês,condomínio R$ 2.800,IPTU R$ 500,4
18,"Avenida Glaucio Gil, Recreio dos Bandeirantes",,,3,,R$ 1.900 /mês,condomínio R$ 850,IPTU R$ 350,2
19,"Rua Paulo Pires, Tomás Coelho",,,2,,R$ 650 /mês,condomínio R$ 200,,1
20,"Avenida Prefeito Dulcídio Cardoso, Barra da Tijuca",,,2,,R$ 3.300 /mês,condomínio R$ 1.750,IPTU R$ 298,2
21,"Avenida General San Martin, Leblon",,,3,,R$ 9.000 /mês,condomínio R$ 3.108,IPTU R$ 945,3
22,"Rua Gustavo Sampaio, Leme",,,3,,R$ 3.000 /mês,condomínio R$ 1.707,IPTU R$ 293,3
23,"Rua Senador Vergueiro, Flamengo",,,2,,R$ 2.700 /mês,condomínio R$ 842,IPTU R$ 168,2
24,"Avenida Jornalista Tim Lopes, Barra da Tijuca",,,2,,R$ 3.200 /mês,condomínio R$ 1.450,,2
25,"Rua Nascimento Silva, Ipanema",,,3,,R$ 6.500 /mês,condomínio R$ 2.300,IPTU R$ 1.047,3
26,"Avenida Dom Hélder Câmara, Manguinhos",,,2,,R$ 1.200 /mês,condomínio R$ 300,IPTU R$ 30,1
27,"Travessa dos Cardosos, Cascadura",,,2,,R$ 700 /mês,condomínio R$ 460,IPTU R$ 93,1
28,"Avenida Prefeito Dulcídio Cardoso, Barra da Tijuca",,,4,,R$ 14.000 /mês,condomínio R$ 2.850,IPTU R$ 890,6
29,"Rua Pompeu Loureiro, Copacabana",,,3,,R$ 4.200 /mês,condomínio R$ 980,IPTU R$ 360,2
30,"Avenida Vieira Souto, Ipanema",,,4,,R$ 16.000 /mês,condomínio R$ 4.700,IPTU R$ 2.900,4
31,"Rua Rainha Guilhermina, Leblon",,,4,,R$ 9.500 /mês,condomínio R$ 3.400,IPTU R$ 909,2
32,"Rua Major Mascarenhas, Todos os Santos",,,2,,R$ 850 /mês,condomínio R$ 400,,1
33,"Rua Maria Amália, Tijuca",,,3,,R$ 1.600 /mês,condomínio R$ 600,IPTU R$ 645,2
34,"Avenida Flamboyants da Península, Barra da Tijuca",,,5,,R$ 11.997 /mês,,,4
35,"Avenida Flamboyants da Península, Barra da Tijuca",,,3,,R$ 6.000 /mês,condomínio R$ 1.600,IPTU R$ 400,3
0,"Rua Bauhíneas da Península, Barra da Tijuca",80 m²,3,3,2,R$ 3.200 /mês,condomínio R$ 1.466,IPTU R$ 250,
1,"Rua do Humaitá, Humaitá",63 m²,1,2,,R$ 2.000 /mês,condomínio R$ 696,IPTU R$ 162,
2,"Rua Marquês de São Vicente, Gávea",120 m²,2,3,1,R$ 2.900 /mês,condomínio R$ 1.466,IPTU R$ 346,
3,"Avenida Flamboyants da Península, Barra da Tijuca",120 m²,3,3,2,R$ 6.000 /mês,condomínio R$ 1.600,IPTU R$ 400,
4,"Rua Edgard Werneck, Pechincha",70 m²,1,2,1,R$ 600 /mês,condomínio R$ 636,IPTU R$ 51,
5,"Rua Barão do Flamengo, Flamengo",126 m²,,3,,R$ 2.800 /mês,condomínio R$ 1.066,IPTU R$ 299,
6,"Rua Domingos Ferreira, Copacabana",90 m²,2,3,,R$ 2.400 /mês,condomínio R$ 895,IPTU R$ 300,
7,"Avenida Marechal Rondon, Engenho Novo",55 m²,1,2,1,R$ 869 /mês,condomínio R$ 500,,
8,"Avenida Lúcio Costa, Barra da Tijuca",304 m²,6,4,2,R$ 8.000 /mês,condomínio R$ 4.400,IPTU R$ 1.550,
9,"Avenida Vice-Presidente José Alencar, Jacarepaguá",75 m²,2,2,1,R$ 2.000 /mês,condomínio R$ 1.210,IPTU R$ 1.462,
10,"Rua Soriano de Sousa, Tijuca",75 m²,2,2,,R$ 2.000 /mês,condomínio R$ 575,,
11,"Rua Barão de Ipanema, Copacabana",92 m²,2,1,,R$ 3.500 /mês,condomínio R$ 1.170,IPTU R$ 266,
12,"Rua José Carlos Nogueira Diniz, Recreio dos Bandeirantes",66 m²,,2,1,R$ 1.600 /mês,condomínio R$ 810,IPTU R$ 124,
13,"Rua Constante Ramos, Copacabana",78 m²,,2,,R$ 2.500 /mês,condomínio R$ 781,IPTU R$ 226,
14,"Avenida Epitácio Pessoa, Ipanema",170 m²,,3,1,R$ 9.800 /mês,condomínio R$ 1.510,IPTU R$ 737,
15,"Avenida Lúcio Costa, Barra da Tijuca",160 m²,2,4,2,R$ 4.300 /mês,condomínio R$ 1.749,IPTU R$ 990,
17,"Rua Misael de Mendonça, Parada de Lucas",50 m²,2,2,1,R$ 900 /mês,condomínio R$ 500,IPTU R$ 10,
18,"Rua Paulo Assis Ribeiro, Barra da Tijuca",160 m²,3,3,2,R$ 3.500 /mês,condomínio R$ 1.150,IPTU R$ 430,
19,"Rua Capistrano de Abreu, Humaitá",62 m²,1,2,,R$ 1.500 /mês,condomínio R$ 865,IPTU R$ 112,
20,"Avenida Lúcio Costa, Recreio dos Bandeirantes",218 m²,2,4,3,R$ 8.000 /mês,condomínio R$ 1.921,IPTU R$ 974,
21,"Rua Ministro Correia de Melo, Leblon",102 m²,3,3,1,R$ 6.000 /mês,condomínio R$ 1.200,IPTU R$ 380,
22,"Rua Barão de Jaguaripe, Ipanema",130 m²,2,3,1,R$ 7.000 /mês,condomínio R$ 1.950,IPTU R$ 700,
23,"Rua Doutor Walter Guimarães de Moraes, Recreio dos Bandeirantes",77 m²,2,3,2,R$ 1.800 /mês,condomínio R$ 920,IPTU R$ 159,
24,"Avenida Nossa Senhora de Copacabana, Copacabana",110 m²,2,3,,R$ 7.000 /mês,,,
25,"Rua Professor Artur Thire, Vila da Penha",60 m²,2,2,,R$ 800 /mês,condomínio R$ 397,,
26,"Rua Sá Ferreira, Copacabana",76 m²,1,2,,R$ 3.100 /mês,condomínio R$ 730,IPTU R$ 251,
27,"Leme, Rio de Janeiro",190 m²,4,4,1,R$ 13.000 /mês,condomínio R$ 2.400,IPTU R$ 900,
28,"Rua Araújo Leitão, Engenho Novo",69 m²,1,2,1,R$ 1.200 /mês,condomínio R$ 800,IPTU R$ 50,
29,"Rua Presidente Nereu Ramos, Recreio dos Bandeirantes",94 m²,2,2,2,R$ 2.500 /mês,condomínio R$ 700,IPTU R$ 392,
30,"Rua Alves de Brito, Tijuca",72 m²,1,2,1,R$ 1.800 /mês,condomínio R$ 400,IPTU R$ 85,
31,"Avenida Gilka Machado, Recreio dos Bandeirantes",129 m²,3,3,2,R$ 1.800 /mês,condomínio R$ 905,IPTU R$ 2.926,
32,"Rua Edwaldo de Vasconcelos, Recreio dos Bandeirantes",177 m²,4,4,3,R$ 3.650 /mês,condomínio R$ 874,IPTU R$ 524,
33,"Rua Cupertino Durão, Leblon",290 m²,,4,4,R$ 21.000 /mês,condomínio R$ 3.000,IPTU R$ 900,
34,"Rua Clarimundo de Melo, Piedade",52 m²,2,2,1,R$ 1.100 /mês,condomínio R$ 480,IPTU R$ 13,
35,"Rua Bolivar, Copacabana",40 m²,1,1,,R$ 3.000 /mês,condomínio R$ 772,IPTU R$ 120,
0,"Avenida Tim Maia, Recreio dos Bandeirantes",67 m²,1,2,1,R$ 2.200 /mês,condomínio R$ 718,IPTU R$ 183,
1,"Rua do Catete, Catete",100 m²,3,3,,R$ 2.400 /mês,condomínio R$ 920,IPTU R$ 250,
2,"Rua Barão do Flamengo, Flamengo",195 m²,3,3,1,R$ 3.950 /mês,condomínio R$ 1.512,IPTU R$ 476,
3,"Avenida Beira-Mar, Centro",97 m²,1,2,,R$ 2.700 /mês,condomínio R$ 775,IPTU R$ 202,
4,"Rua Dúlio Costa, Colégio",48 m²,1,2,,R$ 900 /mês,condomínio R$ 170,,
5,"Rua Sorocaba, Botafogo",77 m²,2,2,1,R$ 3.600 /mês,condomínio R$ 901,IPTU R$ 2.248,
6,"Avenida Epitácio Pessoa, Lagoa",90 m²,3,2,1,R$ 2.800 /mês,condomínio R$ 1.870,,
7,"Rua Prudente de Morais, Ipanema",600 m²,6,6,6,R$ 30.000 /mês,condomínio R$ 8.000,IPTU R$ 1.970,
8,"Rua José Linhares, Leblon",205 m²,5,4,1,R$ 11.000 /mês,condomínio R$ 6.000,IPTU R$ 1.250,
9,"Rua do Senado, Centro",100 m²,2,3,,R$ 1.500 /mês,condomínio R$ 556,IPTU R$ 142,
10,"Rua Bolivar, Copacabana",60 m²,,1,,R$ 1.590 /mês,condomínio R$ 510,IPTU R$ 150,
11,"Rua 5 de Julho, Copacabana",56 m²,,2,,R$ 3.000 /mês,,,
12,"Estrada do Tindiba, Taquara",54 m²,1,2,1,R$ 1.000 /mês,condomínio R$ 340,IPTU R$ 49,
13,"Avenida Vice-Presidente José Alencar, Jacarepaguá",80 m²,2,2,1,R$ 2.300 /mês,condomínio R$ 1.300,IPTU R$ 120,
14,"Rua Pompeu Loureiro, Copacabana",170 m²,2,5,1,R$ 7.000 /mês,condomínio R$ 1.800,IPTU R$ 459,
15,"Rua Itapiru, Rio Comprido",30 m²,1,1,,R$ 800 /mês,,,
16,"Rua Domingos Ferreira, Copacabana",56 m²,1,1,,R$ 1.500 /mês,condomínio R$ 700,IPTU R$ 56,
17,"Avenida Maracanã, Tijuca",39 m²,1,1,,R$ 1.100 /mês,condomínio R$ 800,IPTU R$ 26,
18,"Rua Ibituruna, Maracanã",60 m²,1,2,,R$ 1.500 /mês,condomínio R$ 749,IPTU R$ 68,
19,"Rua Venâncio Veloso, Recreio dos Bandeirantes",85 m²,4,3,2,R$ 1.700 /mês,condomínio R$ 720,IPTU R$ 211,
20,"Rua São Clemente, Botafogo",89 m²,2,3,1,R$ 3.200 /mês,condomínio R$ 800,IPTU R$ 250,
21,"Rua Cosme Velho, Cosme Velho",70 m²,2,2,,R$ 2.800 /mês,condomínio R$ 400,IPTU R$ 110,
23,"Rua Julieta, Piedade",50 m²,1,2,,R$ 850 /mês,condomínio R$ 150,,
24,"Estrada da Gávea, São Conrado",380 m²,2,3,2,R$ 7.000 /mês,condomínio R$ 3.000,IPTU R$ 834,
25,"Rua Monsenhor Magaldi, Ilha do Governador",115 m²,3,3,1,R$ 1.900 /mês,condomínio R$ 567,IPTU R$ 1.087,
26,"Estrada dos Bandeirantes, Jacarepaguá",46 m²,1,1,1,R$ 2.200 /mês,condomínio R$ 1.400,IPTU R$ 250,
27,"Rua Dezenove de Fevereiro, Botafogo",82 m²,,2,1,R$ 3.900 /mês,condomínio R$ 1.200,IPTU R$ 325,
28,"Rua Barão do Bom Retiro, Grajau",75 m²,1,2,,R$ 1.200 /mês,condomínio R$ 500,IPTU R$ 55,
29,"Rua Cristóvão de Alencar, Recreio dos Bandeirantes",89 m²,2,2,1,R$ 1.600 /mês,condomínio R$ 745,IPTU R$ 204,
30,"Rua Carolina Santos, Lins de Vasconcelos",60 m²,1,2,1,R$ 1.100 /mês,condomínio R$ 653,IPTU R$ 51,
31,"Avenida Epitácio Pessoa, Ipanema",300 m²,,4,4,R$ 15.000 /mês,condomínio R$ 3.911,IPTU R$ 1.665,
32,"Rua São Brás, Todos os Santos",70 m²,1,2,,R$ 900 /mês,condomínio R$ 220,IPTU R$ 50,
33,"Travessa Doutor Araújo, Tijuca",70 m²,2,2,,R$ 1.400 /mês,condomínio R$ 150,IPTU R$ 20,
34,"Estrada dos Bandeirantes, Jacarepaguá",35 m²,1,1,1,R$ 2.000 /mês,,,
35,"Avenida Atlântica, Copacabana",389 m²,2,4,2,R$ 9.500 /mês,condomínio R$ 4.016,IPTU R$ 1.631,
1,"Avenida Epitácio Pessoa, Lagoa",214 m²,2,4,3,R$ 12.000 /mês,condomínio R$ 3.250,IPTU R$ 1.260,
2,"Avenida Epitácio Pessoa, Ipanema",95 m²,2,3,1,R$ 4.700 /mês,condomínio R$ 1.306,IPTU R$ 515,
3,"Rua Engenheiro Francelino Mota, Braz de Pina",75 m²,1,2,1,R$ 1.000 /mês,,,
4,"Recreio dos Bandeirantes, Rio de Janeiro",78 m²,1,2,2,R$ 1.600 /mês,condomínio R$ 965,IPTU R$ 121,
5,"Avenida Atlântica, Copacabana",300 m²,5,4,3,R$ 18.000 /mês,condomínio R$ 2.820,,
6,"Rua Garcia D'Avila, Ipanema",130 m²,4,3,2,R$ 6.000 /mês,condomínio R$ 2.045,IPTU R$ 779,
7,"Rua Barão de Jaguaripe, Ipanema",130 m²,2,3,1,R$ 7.500 /mês,condomínio R$ 2.050,IPTU R$ 500,
8,"Rua Macunaíma, Vaz Lobo",70 m²,2,2,1,R$ 1.000 /mês,condomínio R$ 320,,
9,"Praça Santos Dumont, Gávea",68 m²,2,2,1,R$ 3.200 /mês,condomínio R$ 800,IPTU R$ 214,
10,"Rua Duque de Caxias, Vila Isabel",60 m²,1,1,1,R$ 1.700 /mês,condomínio R$ 650,IPTU R$ 69,
11,"Estrada dos Bandeirantes, Jacarepaguá",47 m²,1,2,1,R$ 1.300 /mês,condomínio R$ 490,IPTU R$ 80,
12,"Avenida Lúcio Costa, Barra da Tijuca",150 m²,1,4,2,R$ 9.000 /mês,condomínio R$ 1.700,IPTU R$ 580,
13,"Rua Correa Dutra, Flamengo",77 m²,2,3,1,R$ 2.400 /mês,condomínio R$ 1.276,IPTU R$ 179,
14,"Rua do Humaitá, Humaitá",72 m²,2,2,1,R$ 2.200 /mês,condomínio R$ 1.769,IPTU R$ 256,
15,"Rua Paulo Antunes Ribeiro, Recreio dos Bandeirantes",71 m²,1,1,,R$ 1.300 /mês,condomínio R$ 686,IPTU R$ 112,
16,"Avenida Henrique Dumont, Ipanema",47 m²,1,1,,R$ 2.600 /mês,condomínio R$ 535,IPTU R$ 170,
17,"Rua Hilário de Gouveia, Copacabana",25 m²,1,1,,R$ 1.490 /mês,condomínio R$ 615,IPTU R$ 95,
18,"Rua Conde de Bonfim, Tijuca",105 m²,3,3,1,R$ 2.000 /mês,condomínio R$ 1.013,IPTU R$ 112,
19,"Rua Benjamim Batista, Jardim Botânico",185 m²,3,3,1,R$ 6.900 /mês,condomínio R$ 2.488,,
20,"Rua Cambaúba, Jardim Guanabara",54 m²,2,1,1,R$ 1.600 /mês,condomínio R$ 450,IPTU R$ 130,
21,"Avenida Nossa Senhora de Copacabana, Copacabana",45 m²,1,1,,R$ 2.000 /mês,condomínio R$ 561,IPTU R$ 102,
22,"Rua Conselheiro Lafaiete, Copacabana",110 m²,2,2,1,R$ 2.200 /mês,condomínio R$ 1.630,IPTU R$ 343,
23,"Rua São Clemente, Botafogo",70 m²,2,2,1,R$ 3.500 /mês,condomínio R$ 986,IPTU R$ 223,
24,"Rua Pareto, Tijuca",88 m²,2,3,,R$ 2.200 /mês,condomínio R$ 930,IPTU R$ 105,
25,"Rua Prudente de Morais, Ipanema",260 m²,4,4,1,R$ 17.800 /mês,condomínio R$ 3.340,IPTU R$ 925,
26,"Avenida Lúcio Costa, Barra da Tijuca",230 m²,6,4,3,R$ 15.000 /mês,condomínio R$ 4.972,IPTU R$ 1.568,
27,"Rua Torres Homem, Vila Isabel",109 m²,2,2,1,R$ 1.950 /mês,condomínio R$ 350,IPTU R$ 72,
28,"Copacabana, Rio de Janeiro",90 m²,3,2,2,R$ 3.200 /mês,condomínio R$ 930,IPTU R$ 246,
29,"Rua Gomes Carneiro, Ipanema",62 m²,2,1,,R$ 2.100 /mês,condomínio R$ 924,IPTU R$ 266,
30,"Botafogo, Rio de Janeiro",95 m²,2,3,1,R$ 3.500 /mês,condomínio R$ 1.400,IPTU R$ 140,
31,"Rua Sá Ferreira, Copacabana",72 m²,1,3,,R$ 3.000 /mês,condomínio R$ 924,IPTU R$ 109,
32,"Avenida Lúcio Costa, Barra da Tijuca",50 m²,1,1,1,R$ 2.950 /mês,condomínio R$ 880,IPTU R$ 565,
33,"Avenida Atlântica, Copacabana",220 m²,5,4,1,R$ 10.000 /mês,condomínio R$ 1.777,IPTU R$ 690,
34,"Avenida Marechal Rondon, Sampaio",80 m²,1,2,1,R$ 800 /mês,condomínio R$ 890,IPTU R$ 55,
35,"Ladeira do Barroso, Gamboa",48 m²,1,1,,R$ 800 /mês,,,
0,"Rua Luís de Brito, Maria da Graça",35 m²,1,1,,R$ 500 /mês,condomínio R$ 285,IPTU R$ 34,
1,"Rua Pio Correia, Jardim Botânico",147 m²,4,3,2,R$ 4.500 /mês,condomínio R$ 1.496,IPTU R$ 428,
2,"Avenida das Américas, Recreio dos Bandeirantes",62 m²,3,2,1,R$ 2.000 /mês,condomínio R$ 1.000,IPTU R$ 116,
4,"Rua Coruripe, Marechal Hermes",55 m²,1,2,,R$ 1.100 /mês,IPTU R$ 64,,
5,"Rua Bartolomeu Portela, Botafogo",56 m²,,2,,R$ 1.950 /mês,condomínio R$ 643,IPTU R$ 107,
6,"Rua Ituverava, Anil",180 m²,1,2,2,R$ 2.700 /mês,condomínio R$ 1.507,IPTU R$ 281,
7,"Avenida Lúcio Costa, Barra da Tijuca",167 m²,3,3,2,R$ 5.000 /mês,condomínio R$ 2.200,IPTU R$ 9.706,
8,"Avenida Lúcio Costa, Recreio dos Bandeirantes",230 m²,3,3,2,R$ 8.000 /mês,condomínio R$ 1.532,IPTU R$ 1.028,
9,"Avenida Atlântica, Copacabana",300 m²,6,4,1,R$ 11.000 /mês,condomínio R$ 2.900,IPTU R$ 1.250,
11,"Rua Antônio Pinto da Mota, Tijuca",80 m²,1,2,1,R$ 1.550 /mês,condomínio R$ 700,IPTU R$ 79,
12,"Rua Barata Ribeiro, Copacabana",90 m²,1,2,,R$ 2.600 /mês,condomínio R$ 885,IPTU R$ 150,
13,"Rua Fortunato de Brito, Freguesia (Jacarepaguá)",65 m²,1,2,,R$ 1.000 /mês,condomínio R$ 220,,
14,"Rua Aguiar, Tijuca",70 m²,2,2,1,R$ 1.600 /mês,condomínio R$ 580,IPTU R$ 93,
15,"Copacabana, Rio de Janeiro",79 m²,1,2,,R$ 3.000 /mês,condomínio R$ 830,IPTU R$ 113,
16,"Rua Comandante Rúbens Silva, Freguesia (Jacarepaguá)",75 m²,1,2,1,R$ 5.000 /mês,condomínio R$ 800,IPTU R$ 75,
17,"Rua Monsenhor Magaldi, Jardim Guanabara",75 m²,2,2,1,R$ 1.200 /mês,condomínio R$ 598,IPTU R$ 91,
18,"Rua Pereira de Siqueira, Tijuca",119 m²,2,3,2,R$ 1.700 /mês,condomínio R$ 1.000,IPTU R$ 191,
19,"Rua João Líra, Leblon",325 m²,2,4,3,R$ 19.000 /mês,condomínio R$ 3.538,IPTU R$ 1.800,
20,"Rua General Severiano, Botafogo",110 m²,1,3,1,R$ 5.000 /mês,condomínio R$ 557,IPTU R$ 188,
21,"Avenida Embaixador Abelardo Bueno, Jacarepaguá",77 m²,2,2,1,R$ 2.000 /mês,condomínio R$ 1.100,IPTU R$ 180,
22,"Avenida Vieira Souto, Ipanema",300 m²,,3,3,R$ 25.000 /mês,condomínio R$ 5.500,IPTU R$ 2.600,
23,"Rua Prudente de Morais, Ipanema",82 m²,,2,1,R$ 14.000 /mês,condomínio R$ 4.097,IPTU R$ 598,
24,"Rua Cupertino Durão, Leblon",140 m²,,3,1,R$ 11.000 /mês,condomínio R$ 1.112,IPTU R$ 743,
25,"Avenida Nelson Cardoso, Tanque",60 m²,1,2,,R$ 1.000 /mês,condomínio R$ 80,IPTU R$ 75,
26,"Avenida Nossa Senhora de Copacabana, Copacabana",90 m²,,2,1,R$ 3.400 /mês,,,
27,"Estrada dos Bandeirantes, Jacarepaguá",57 m²,,2,1,R$ 1.350 /mês,condomínio R$ 550,IPTU R$ 80,
28,"Rua do Matoso, Rio Comprido",104 m²,1,3,1,R$ 1.600 /mês,condomínio R$ 804,IPTU R$ 789,
29,"Rua Rino Levi, Barra da Tijuca",93 m²,1,2,1,R$ 2.200 /mês,condomínio R$ 1.674,IPTU R$ 230,
30,"Rua Pires de Almeida, Laranjeiras",110 m²,1,,,R$ 10.000 /mês,,,
31,"Rua Joaquim Nabuco, Copacabana",212 m²,2,4,2,R$ 9.000 /mês,condomínio R$ 2.200,IPTU R$ 914,
32,"Estrada do Barro Vermelho, Rocha Miranda",50 m²,1,2,1,R$ 810 /mês,condomínio R$ 380,,
33,"Rua Igarapava, Leblon",200 m²,4,4,2,R$ 14.000 /mês,condomínio R$ 3.055,IPTU R$ 500,
34,"Rua Francisco Otaviano, Copacabana",140 m²,2,3,2,R$ 8.000 /mês,condomínio R$ 2.400,IPTU R$ 520,
35,"Rua Almirante Guilhem, Leblon",150 m²,2,3,2,R$ 9.500 /mês,condomínio R$ 3.150,IPTU R$ 750,
0,"Avenida Alda Garrido, Barra da Tijuca",180 m²,4,3,2,R$ 4.300 /mês,condomínio R$ 1.000,IPTU R$ 400,
1,"Rua Xingú, Jacarepaguá",80 m²,1,2,1,R$ 1.200 /mês,condomínio R$ 709,IPTU R$ 58,
2,"Rua Professor Gastão Bahiana, Copacabana",95 m²,1,2,1,R$ 3.690 /mês,condomínio R$ 1.175,IPTU R$ 334,
3,"Rua Coelho Neto, Laranjeiras",63 m²,2,2,1,R$ 2.500 /mês,condomínio R$ 917,IPTU R$ 154,
4,"Rua Henrique Stamile Coutinho, Recreio dos Bandeirantes",80 m²,3,3,2,R$ 1.800 /mês,condomínio R$ 640,IPTU R$ 229,
6,"Avenida Marechal Henrique Lott, Barra da Tijuca",60 m²,2,1,1,R$ 1.700 /mês,condomínio R$ 1.052,IPTU R$ 167,
7,"Rua Silva Pinto, Vila Isabel",89 m²,2,3,1,R$ 1.050 /mês,condomínio R$ 406,,
8,"Estrada de Jacarepaguá, Freguesia (Jacarepaguá)",60 m²,1,1,1,R$ 1.000 /mês,condomínio R$ 423,IPTU R$ 39,
9,"Estrada Sete Riachos, Santíssimo",72 m²,1,2,1,R$ 800 /mês,,,
10,"Rua do Tijolo, Piedade",50 m²,1,2,1,R$ 800 /mês,condomínio R$ 305,IPTU R$ 10,
11,"Rua Conde de Azambuja, Maria da Graça",50 m²,,2,1,R$ 1.000 /mês,condomínio R$ 490,IPTU R$ 46,
12,"Avenida das Américas, Barra da Tijuca",70 m²,1,1,2,R$ 2.000 /mês,condomínio R$ 1.230,,
13,"Avenida Professor Fausto Moreira, Barra da Tijuca",52 m²,2,1,1,R$ 1.800 /mês,condomínio R$ 800,IPTU R$ 92,
14,"Rua Santa Clara, Copacabana",49 m²,1,1,,R$ 1.700 /mês,condomínio R$ 670,IPTU R$ 65,
15,"Estrada Cachamorra, Campo Grande",75 m²,1,2,1,R$ 1.400 /mês,condomínio R$ 530,IPTU R$ 37,
16,"Avenida Glaucio Gil, Recreio dos Bandeirantes",86 m²,2,3,2,R$ 2.400 /mês,condomínio R$ 735,IPTU R$ 189,
17,"Rua Moacir de Almeida, Tomás Coelho",60 m²,1,2,1,R$ 1.200 /mês,condomínio R$ 300,IPTU R$ 101,
18,"Rua Santos Titara, Todos os Santos",68 m²,1,2,1,R$ 1.200 /mês,condomínio R$ 876,IPTU R$ 64,
19,"Rua Castorino Francisco Nunes, Cocotá",52 m²,1,2,1,R$ 1.100 /mês,condomínio R$ 300,IPTU R$ 25,
20,"Rua Antero Manoel de Sá Filho, Recreio dos Bandeirantes",70 m²,2,2,1,R$ 1.800 /mês,condomínio R$ 700,IPTU R$ 165,
21,"Rua São Brás, Todos os Santos",69 m²,2,2,1,R$ 1.500 /mês,condomínio R$ 600,IPTU R$ 84,
22,"Rua Propícia, Engenho Novo",76 m²,2,2,,R$ 1.200 /mês,condomínio R$ 170,IPTU R$ 17,
23,"Avenida Tenente-Coronel Muniz de Aragão, Anil",50 m²,1,2,1,R$ 1.100 /mês,condomínio R$ 450,IPTU R$ 120,
24,"Praia da Bica, Jardim Guanabara",92 m²,1,2,2,R$ 3.000 /mês,condomínio R$ 450,IPTU R$ 91,
25,"Rua Aroazes, Jacarepaguá",66 m²,2,2,1,R$ 1.650 /mês,condomínio R$ 863,IPTU R$ 78,
26,"Rua São Salvador, Flamengo",85 m²,2,2,,R$ 2.600 /mês,condomínio R$ 789,IPTU R$ 212,
27,"Rua José Américo de Almeida, Recreio dos Bandeirantes",194 m²,,3,3,R$ 3.400 /mês,condomínio R$ 1.000,IPTU R$ 512,
28,"Rua Augusto Barbosa, Todos os Santos",90 m²,2,2,1,R$ 1.700 /mês,condomínio R$ 273,IPTU R$ 53,
29,"Rua Riachuelo, Centro",80 m²,2,2,,R$ 1.700 /mês,condomínio R$ 681,IPTU R$ 107,
30,"Rua Francisco Fragoso, Encantado",94 m²,1,2,1,R$ 800 /mês,condomínio R$ 590,IPTU R$ 78,
31,"Estrada Benvindo de Novaes, Recreio dos Bandeirantes",100 m²,1,2,2,R$ 2.400 /mês,condomínio R$ 810,IPTU R$ 150,
32,"Rua Paulo Silva Araújo, Méier",60 m²,2,2,2,R$ 1.200 /mês,condomínio R$ 630,IPTU R$ 55,
33,"Rua Doutor Satamini, Tijuca",70 m²,2,2,,R$ 1.450 /mês,condomínio R$ 500,IPTU R$ 680,
34,"Rua Aurelino Ferreira, Curicica",100 m²,2,2,1,R$ 1.200 /mês,condomínio R$ 250,,
35,"Bonsucesso, Rio de Janeiro",60 m²,2,2,1,R$ 1.150 /mês,condomínio R$ 840,IPTU R$ 57,
0,"Rua Belisário Távora, Laranjeiras",148 m²,3,3,1,R$ 4.500 /mês,condomínio R$ 965,IPTU R$ 213,
1,"Rua Professor Henrique Costa, Pechincha",60 m²,2,2,1,R$ 1.300 /mês,condomínio R$ 500,IPTU R$ 51,
2,"Rua Figueiredo Magalhães, Copacabana",180 m²,3,4,,R$ 4.300 /mês,condomínio R$ 1.425,IPTU R$ 493,
3,"Avenida Lúcio Costa, Barra da Tijuca",104 m²,1,2,1,R$ 4.800 /mês,condomínio R$ 2.570,IPTU R$ 794,
4,"Avenida Rui Barbosa, Flamengo",300 m²,5,4,,R$ 5.000 /mês,condomínio R$ 2.000,IPTU R$ 520,
5,"Rua Barata Ribeiro, Copacabana",130 m²,2,3,1,R$ 3.000 /mês,condomínio R$ 1.450,IPTU R$ 251,
6,"Praça Henrique Gonzales, Tomás Coelho",44 m²,1,2,1,R$ 1.200 /mês,condomínio R$ 263,,
7,"Rua Bauhíneas da Península, Barra da Tijuca",144 m²,3,3,2,R$ 4.000 /mês,condomínio R$ 1.800,IPTU R$ 300,
