address,areas,bathrooms,bedrooms,parking-spaces,zap_price_pmo,zap_price_cls,zap_price_iptu,latitude,longitude,street,neighborhood,r$_pmo,usd_pmo
"Rua Monsenhor Alves Rocha, Penha",111 m²,1.0,2.0,1.0,R$ 850 /mês,condomínio R$ 620,IPTU R$ 50,-22.8418438,-43.2746429,Rua Monsenhor Alves Rocha, Penha,850,197.58
"Avenida Jaime Poggi, Jacarepaguá",72 m²,1.0,2.0,1.0,R$ 1.500 /mês,,,-22.9681661,-43.3910094,Avenida Jaime Poggi, Jacarepaguá,1500,348.67
"Rua Zeferino de Faria, Recreio dos Bandeirantes",80 m²,2.0,2.0,1.0,R$ 1.700 /mês,condomínio R$ 710,IPTU R$ 120,-23.015578899999998,-43.4480826,Rua Zeferino de Faria, Recreio dos Bandeirantes,1700,395.16
"Rua Henrique Stamile Coutinho, Recreio dos Bandeirantes",72 m²,3.0,3.0,2.0,R$ 2.100 /mês,condomínio R$ 420,IPTU R$ 220,-23.020068300000002,-43.4642256,Rua Henrique Stamile Coutinho, Recreio dos Bandeirantes,2100,488.14
"Avenida de Santa Cruz, Realengo",76 m²,2.0,2.0,1.0,R$ 1.200 /mês,condomínio R$ 564,,-22.877726199999998,-43.442653,Avenida de Santa Cruz, Realengo,1200,278.94
"Rua Teodoro da Silva, Vila Isabel",61 m²,2.0,2.0,1.0,R$ 1.200 /mês,condomínio R$ 670,IPTU R$ 68,-22.917662399999998,-43.245957700000005,Rua Teodoro da Silva, Vila Isabel,1200,278.94
"Rua Barão de Lucena, Botafogo",77 m²,2.0,2.0,1.0,R$ 2.600 /mês,condomínio R$ 1.120,IPTU R$ 226,-22.9494286,-43.1873596,Rua Barão de Lucena, Botafogo,2600,604.36
"Avenida Nossa Senhora de Copacabana, Copacabana",41 m²,1.0,1.0,,R$ 1.700 /mês,condomínio R$ 575,IPTU R$ 71,-22.968132699999998,-43.1830609,Avenida Nossa Senhora de Copacabana, Copacabana,1700,395.16
"Rua Paulo Moura, Barra da Tijuca",100 m²,,3.0,2.0,R$ 3.400 /mês,condomínio R$ 1.300,IPTU R$ 360,-22.9920076,-43.4023471,Rua Paulo Moura, Barra da Tijuca,3400,790.32
"Rua Pinheiro Guimarães, Botafogo",83 m²,2.0,2.0,1.0,R$ 2.600 /mês,condomínio R$ 1.090,IPTU R$ 218,-22.95854,-43.1949511,Rua Pinheiro Guimarães, Botafogo,2600,604.36
"Rua Maranhão, Méier",61 m²,1.0,2.0,1.0,R$ 1.100 /mês,condomínio R$ 490,IPTU R$ 13,-22.9078654,-43.2929966,Rua Maranhão, Méier,1100,255.69
"Rua Imuta, Jacarepaguá",70 m²,,2.0,1.0,R$ 500 /mês,condomínio R$ 662,IPTU R$ 57,-22.9665038,-43.3713193,Rua Imuta, Jacarepaguá,500,116.22
"Rua Mário Covas Júnior, Barra da Tijuca",105 m²,2.0,3.0,2.0,R$ 4.500 /mês,condomínio R$ 1.500,,-23.0056458,-43.330188299999996,Rua Mário Covas Júnior, Barra da Tijuca,4500,1046.01
"Campo Grande, Rio de Janeiro",48 m²,1.0,2.0,1.0,R$ 600 /mês,condomínio R$ 270,,-22.902953,-43.5591295,Campo Grande, Rio de Janeiro,600,139.47
"Rua Eulino Nogueira, Campo Grande",69 m²,1.0,2.0,1.0,R$ 1.100 /mês,condomínio R$ 402,IPTU R$ 30,-22.9349335,-43.5718415,Rua Eulino Nogueira, Campo Grande,1100,255.69
"Rua Hélio de Brito, Recreio dos Bandeirantes",99 m²,2.0,2.0,2.0,R$ 1.700 /mês,condomínio R$ 900,IPTU R$ 240,-23.0185151,-43.4634021,Rua Hélio de Brito, Recreio dos Bandeirantes,1700,395.16
"Rua Senador Nabuco, Vila Isabel",80 m²,1.0,2.0,1.0,R$ 1.900 /mês,condomínio R$ 660,IPTU R$ 50,-22.9138756,-43.2557634,Rua Senador Nabuco, Vila Isabel,1900,441.65
"Avenida Salvador Allende, Recreio dos Bandeirantes",80 m²,2.0,2.0,2.0,R$ 4.000 /mês,condomínio R$ 700,IPTU R$ 160,-22.9966799,-43.4249176,Avenida Salvador Allende, Recreio dos Bandeirantes,4000,929.78
"Avenida Jornalista Tim Lopes, Barra da Tijuca",98 m²,2.0,2.0,1.0,R$ 3.000 /mês,condomínio R$ 1.600,IPTU R$ 363,-22.9978724,-43.3470975,Avenida Jornalista Tim Lopes, Barra da Tijuca,3000,697.34
"Rua Fala Amendoeira, Barra da Tijuca",172 m²,4.0,4.0,3.0,R$ 7.200 /mês,condomínio R$ 2.850,IPTU R$ 541,-23.0050344,-43.3847972,Rua Fala Amendoeira, Barra da Tijuca,7200,1673.61
"Avenida Epitácio Pessoa, Lagoa",225 m²,2.0,3.0,3.0,R$ 7.900 /mês,condomínio R$ 4.597,IPTU R$ 1.319,-22.9803652,-43.2139765,Avenida Epitácio Pessoa, Lagoa,7900,1836.32
"Rua Comandante Rúbens Silva, Freguesia (Jacarepaguá)",98 m²,2.0,3.0,1.0,R$ 1.500 /mês,condomínio R$ 750,IPTU R$ 197,-22.9375718,-43.3373098,Rua Comandante Rúbens Silva, Freguesia (Jacarepaguá),1500,348.67
"Rua Vital, Quintino Bocaiúva",55 m²,1.0,2.0,1.0,R$ 1.300 /mês,condomínio R$ 440,,-22.8860044,-43.3187474,Rua Vital, Quintino Bocaiúva,1300,302.18
"Rua dos Inválidos, Centro",47 m²,,2.0,,R$ 1.600 /mês,condomínio R$ 579,,-22.9095503,-43.185598999999996,Rua dos Inválidos, Centro,1600,371.91
"Taquara, Rio de Janeiro",68 m²,1.0,2.0,1.0,R$ 1.080 /mês,condomínio R$ 550,IPTU R$ 44,-22.921886399999998,-43.384646000000004,Taquara, Rio de Janeiro,1080,251.04
"Travessa da Benevolência, Vila da Penha",65 m²,,1.0,1.0,R$ 900 /mês,condomínio R$ 220,IPTU R$ 40,-22.8381556,-43.30833,Travessa da Benevolência, Vila da Penha,900,209.2
"Travessa Caruaru, Grajaú",80 m²,1.0,2.0,,R$ 1.500 /mês,condomínio R$ 350,IPTU R$ 65,-22.920693,-43.267005100000006,Travessa Caruaru, Grajaú,1500,348.67
"Rua Dona Mariana, Botafogo",90 m²,3.0,2.0,1.0,R$ 5.500 /mês,condomínio R$ 1.155,IPTU R$ 130,-22.953016899999998,-43.1885829,Rua Dona Mariana, Botafogo,5500,1278.45
"Rua Professor Taciel Cylleno, Recreio dos Bandeirantes",75 m²,3.0,3.0,2.0,R$ 1.950 /mês,condomínio R$ 808,IPTU R$ 157,-23.0138747,-43.4472612,Rua Professor Taciel Cylleno, Recreio dos Bandeirantes,1950,453.27
"Rua Humberto de Campos, Leblon",50 m²,,1.0,,R$ 1.700 /mês,condomínio R$ 100,,-22.9821181,-43.2140392,Rua Humberto de Campos, Leblon,1700,395.16
"Estrada do Pré, Senador Vasconcelos",75 m²,,2.0,1.0,R$ 1.200 /mês,,,-22.8997079,-43.5392258,Estrada do Pré, Senador Vasconcelos,1200,278.94
"Rua Júlio de Castilhos, Copacabana",36 m²,1.0,1.0,,R$ 1.500 /mês,condomínio R$ 626,IPTU R$ 97,-22.984220800000003,-43.1916424,Rua Júlio de Castilhos, Copacabana,1500,348.67
"Rua Amaral, Andaraí",70 m²,1.0,2.0,1.0,R$ 1.200 /mês,condomínio R$ 675,IPTU R$ 90,-22.92292,-43.244423700000006,Rua Amaral, Andaraí,1200,278.94
"Rua Ituverava, Anil",71 m²,2.0,2.0,1.0,R$ 1.200 /mês,condomínio R$ 646,IPTU R$ 53,-22.9454515,-43.33619829999999,Rua Ituverava, Anil,1200,278.94
"Estrada dos Bandeirantes, Taquara",60 m²,1.0,1.0,2.0,R$ 1.100 /mês,condomínio R$ 450,IPTU R$ 33,-22.9243928,-43.373984899999996,Estrada dos Bandeirantes, Taquara,1100,255.69
"Avenida Geremário Dantas, Pechincha",62 m²,1.0,2.0,1.0,R$ 1.200 /mês,condomínio R$ 379,IPTU R$ 51,-22.9248493,-43.3596031,Avenida Geremário Dantas, Pechincha,1200,278.94
"Avenida Prefeito Dulcídio Cardoso, Barra da Tijuca",84 m²,2.0,2.0,1.0,R$ 2.300 /mês,condomínio R$ 1.500,IPTU R$ 305,-23.0048388,-43.366279799999994,Avenida Prefeito Dulcídio Cardoso, Barra da Tijuca,2300,534.63
"Avenida Prefeito Dulcídio Cardoso, Barra da Tijuca",262 m²,6.0,4.0,3.0,R$ 15.500 /mês,condomínio R$ 2.300,IPTU R$ 850,-23.0048388,-43.366279799999994,Avenida Prefeito Dulcídio Cardoso, Barra da Tijuca,15500,3602.91
"Rua Paula Freitas, Copacabana",200 m²,,3.0,1.0,R$ 3.400 /mês,condomínio R$ 2.700,,-22.9672354,-43.18357460000001,Rua Paula Freitas, Copacabana,3400,790.32
"Rua Tirol, Jacarepaguá",45 m²,1.0,2.0,,R$ 1.200 /mês,condomínio R$ 310,,-22.939245899999996,-43.3212971,Rua Tirol, Jacarepaguá,1200,278.94
"Rua Vilela Tavares, Méier",88 m²,1.0,2.0,1.0,R$ 1.200 /mês,condomínio R$ 771,IPTU R$ 97,-22.907383199999998,-43.2876155,Rua Vilela Tavares, Méier,1200,278.94
"Rua Canudos, Irajá",75 m²,1.0,3.0,1.0,R$ 1.100 /mês,condomínio R$ 60,,-22.8218716,-43.3341693,Rua Canudos, Irajá,1100,255.69
"Travessa Cunha Galvão, Freguesia (Jacarepaguá)",55 m²,,2.0,1.0,R$ 1.400 /mês,condomínio R$ 600,,-22.937724,-43.3503318,Travessa Cunha Galvão, Freguesia (Jacarepaguá),1400,325.42
"Avenida General Felicíssimo Cardoso, Barra da Tijuca",67 m²,2.0,1.0,1.0,R$ 1.800 /mês,condomínio R$ 1.266,IPTU R$ 236,-23.0027973,-43.3526055,Avenida General Felicíssimo Cardoso, Barra da Tijuca,1800,418.4
"Avenida Visconde de Albuquerque, Leblon",115 m²,4.0,3.0,1.0,R$ 6.200 /mês,condomínio R$ 1.600,IPTU R$ 600,-22.9877577,-43.2286995,Avenida Visconde de Albuquerque, Leblon,6200,1441.17
"Rua Caiapó, Engenho Novo",90 m²,2.0,3.0,1.0,R$ 1.000 /mês,condomínio R$ 620,IPTU R$ 55,-22.9099206,-43.2739525,Rua Caiapó, Engenho Novo,1000,232.45
"Rua Magalhães Couto, Méier",100 m²,1.0,2.0,1.0,R$ 1.300 /mês,condomínio R$ 677,IPTU R$ 67,-22.9004513,-43.2902148,Rua Magalhães Couto, Méier,1300,302.18
"Rua Hélio do Amaral, Padre Miguel",51 m²,1.0,2.0,1.0,R$ 850 /mês,,,-22.8788135,-43.4485569,Rua Hélio do Amaral, Padre Miguel,850,197.58
"Vila Isabel, Rio de Janeiro",55 m²,2.0,2.0,1.0,R$ 900 /mês,condomínio R$ 720,IPTU R$ 58,-22.9152219,-43.2472627,Vila Isabel, Rio de Janeiro,900,209.2
"Rua Retiro dos Artistas, Pechincha",76 m²,2.0,3.0,1.0,R$ 1.750 /mês,condomínio R$ 800,IPTU R$ 105,-22.930480300000003,-43.3555556,Rua Retiro dos Artistas, Pechincha,1750,406.78
"Praia Botafogo, Botafogo",90 m²,3.0,2.0,,R$ 2.700 /mês,condomínio R$ 797,IPTU R$ 240,-22.9454241,-43.18079099640421,Praia Botafogo, Botafogo,2700,627.6
"Rua Retiro dos Artistas, Pechincha",75 m²,2.0,3.0,1.0,R$ 1.100 /mês,condomínio R$ 720,IPTU R$ 95,-22.930480300000003,-43.3555556,Rua Retiro dos Artistas, Pechincha,1100,255.69
"Rua Almirante Calheiros da Graça, Todos os Santos",63 m²,1.0,2.0,1.0,R$ 1.200 /mês,condomínio R$ 572,,-22.8992045,-43.2843641,Rua Almirante Calheiros da Graça, Todos os Santos,1200,278.94
"Rua Marquês de São Vicente, Gávea",61 m²,1.0,1.0,1.0,R$ 2.800 /mês,condomínio R$ 830,IPTU R$ 240,-22.9770236,-43.230294,Rua Marquês de São Vicente, Gávea,2800,650.85
"Estrada Cachamorra, Campo Grande",58 m²,1.0,2.0,,R$ 1.200 /mês,condomínio R$ 548,IPTU R$ 32,-22.94624115,-43.557178065955135,Estrada Cachamorra, Campo Grande,1200,278.94
"Rua Delgado de Carvalho, Tijuca",50 m²,1.0,2.0,,R$ 1.400 /mês,condomínio R$ 520,IPTU R$ 61,-22.9248989,-43.219175899999996,Rua Delgado de Carvalho, Tijuca,1400,325.42
"Rua General Roca, Tijuca",100 m²,1.0,3.0,1.0,R$ 2.000 /mês,condomínio R$ 675,IPTU R$ 125,-22.9240387,-43.234421399999995,Rua General Roca, Tijuca,2000,464.89
"Estrada Adhemar Bebiano, Inhaúma",55 m²,1.0,2.0,1.0,R$ 1.000 /mês,condomínio R$ 225,IPTU R$ 40,-22.866812699999997,-43.2879224,Estrada Adhemar Bebiano, Inhaúma,1000,232.45
"Rua São Francisco Xavier, Tijuca",44 m²,,1.0,,R$ 1.300 /mês,condomínio R$ 416,,-22.920797,-43.22250379999999,Rua São Francisco Xavier, Tijuca,1300,302.18
"Rua Desembargador Izidro, Tijuca",52 m²,1.0,1.0,,R$ 1.500 /mês,condomínio R$ 400,IPTU R$ 67,-22.9293303,-43.233988399999994,Rua Desembargador Izidro, Tijuca,1500,348.67
"Avenida Salvador Allende, Recreio dos Bandeirantes",51 m²,1.0,2.0,1.0,R$ 1.250 /mês,condomínio R$ 530,IPTU R$ 55,-22.9966799,-43.4249176,Avenida Salvador Allende, Recreio dos Bandeirantes,1250,290.56
"Rua Amoroso Lima, Cidade Nova",53 m²,1.0,2.0,,R$ 2.500 /mês,condomínio R$ 537,IPTU R$ 479,-22.909821899999997,-43.202231700000006,Rua Amoroso Lima, Cidade Nova,2500,581.12
"Rua Bolivar, Copacabana",60 m²,2.0,2.0,,R$ 2.900 /mês,condomínio R$ 755,IPTU R$ 132,-22.975793300000003,-43.1912304,Rua Bolivar, Copacabana,2900,674.09
"Avenida Nelson Cardoso, Taquara",53 m²,,2.0,,R$ 1.150 /mês,condomínio R$ 80,IPTU R$ 90,-22.923004100000004,-43.373985499999996,Avenida Nelson Cardoso, Taquara,1150,267.31
"Rua Barão da Torre, Ipanema",100 m²,3.0,3.0,1.0,R$ 5.900 /mês,condomínio R$ 1.105,IPTU R$ 437,-22.983158399999997,-43.2050161,Rua Barão da Torre, Ipanema,5900,1371.43
"Rua Ajuratuba, Todos os Santos",63 m²,1.0,3.0,,R$ 1.100 /mês,condomínio R$ 370,IPTU R$ 15,-22.9009341,-43.2865096,Rua Ajuratuba, Todos os Santos,1100,255.69
"Rua Senador Nabuco, Vila Isabel",71 m²,3.0,2.0,1.0,R$ 1.100 /mês,condomínio R$ 890,IPTU R$ 65,-22.9138756,-43.2557634,Rua Senador Nabuco, Vila Isabel,1100,255.69
"Avenida Lúcio Costa, Barra da Tijuca",60 m²,,2.0,2.0,R$ 5.500 /mês,,,-23.014923800000002,-43.407209,Avenida Lúcio Costa, Barra da Tijuca,5500,1278.45
"Avenida Epitácio Pessoa, Lagoa",214 m²,4.0,3.0,2.0,R$ 12.000 /mês,condomínio R$ 3.575,IPTU R$ 1.231,-22.9803652,-43.2139765,Avenida Epitácio Pessoa, Lagoa,12000,2789.35
"Rua Duvivier, Copacabana",150 m²,2.0,3.0,,R$ 3.300 /mês,condomínio R$ 1.211,IPTU R$ 423,-22.965578,-43.17784879999999,Rua Duvivier, Copacabana,3300,767.07
"Rua das Amendoeiras, Cosmos",45 m²,1.0,2.0,1.0,R$ 600 /mês,condomínio R$ 274,,-22.9191815,-43.6155325,Rua das Amendoeiras, Cosmos,600,139.47
"Rua Daniel Carneiro, Engenho de Dentro",55 m²,1.0,1.0,,R$ 1.230 /mês,condomínio R$ 230,IPTU R$ 17,-22.897966699999998,-43.296836799999994,Rua Daniel Carneiro, Engenho de Dentro,1230,285.91
"Rua General Mário Hermes, Jardim Guanabara",95 m²,3.0,3.0,2.0,R$ 2.100 /mês,condomínio R$ 570,IPTU R$ 1.100,-22.8114955,-43.1967786,Rua General Mário Hermes, Jardim Guanabara,2100,488.14
"Rua Barão da Torre, Ipanema",100 m²,3.0,3.0,1.0,R$ 5.700 /mês,condomínio R$ 1.300,IPTU R$ 315,-22.983158399999997,-43.2050161,Rua Barão da Torre, Ipanema,5700,1324.94
"Rua Hugo Baldessarini, Vista Alegre",43 m²,1.0,2.0,,R$ 700 /mês,condomínio R$ 243,IPTU R$ 11,-22.830479800000003,-43.3143446,Rua Hugo Baldessarini, Vista Alegre,700,162.71
"Avenida Olof Palme, Recreio dos Bandeirantes",74 m²,2.0,2.0,1.0,R$ 1.500 /mês,condomínio R$ 800,IPTU R$ 86,-23.0185151,-43.4634021,Avenida Olof Palme, Recreio dos Bandeirantes,1500,348.67
"Estrada dos Bandeirantes, Jacarepaguá",68 m²,1.0,2.0,2.0,R$ 1.200 /mês,condomínio R$ 390,IPTU R$ 50,-22.9548472,-43.3765899,Estrada dos Bandeirantes, Jacarepaguá,1200,278.94
"Rua Dias da Cruz, Méier",55 m²,,2.0,,R$ 1.000 /mês,condomínio R$ 350,IPTU R$ 52,-22.9042905,-43.286152200000004,Rua Dias da Cruz, Méier,1000,232.45
"Avenida Marechal Henrique Lott, Barra da Tijuca",110 m²,2.0,3.0,2.0,R$ 3.260 /mês,condomínio R$ 1.700,IPTU R$ 334,-23.001908,-43.3501969,Avenida Marechal Henrique Lott, Barra da Tijuca,3260,757.77
"Rua Henrique Stamile Coutinho, Recreio dos Bandeirantes",83 m²,3.0,3.0,2.0,R$ 2.200 /mês,condomínio R$ 400,IPTU R$ 216,-23.020068300000002,-43.4642256,Rua Henrique Stamile Coutinho, Recreio dos Bandeirantes,2200,511.38
"Rua Uruguai, Andaraí",60 m²,1.0,1.0,,R$ 1.300 /mês,condomínio R$ 512,IPTU R$ 601,-22.9215236,-43.248205299999995,Rua Uruguai, Andaraí,1300,302.18
"Avenida Princesa Isabel, Copacabana",75 m²,,2.0,,R$ 2.250 /mês,condomínio R$ 877,,-22.9629697,-43.1746635,Avenida Princesa Isabel, Copacabana,2250,523.0
"Rua Xingú, Jacarepaguá",150 m²,4.0,3.0,2.0,R$ 1.999 /mês,condomínio R$ 1.060,IPTU R$ 180,-22.9362315,-43.3419326,Rua Xingú, Jacarepaguá,1999,464.66
"Rua Rino Levi, Barra da Tijuca",92 m²,2.0,2.0,2.0,R$ 2.600 /mês,condomínio R$ 1.080,IPTU R$ 94,-23.0013982,-43.3767102,Rua Rino Levi, Barra da Tijuca,2600,604.36
"Rua Gustavo Sampaio, Leme",82 m²,1.0,2.0,,R$ 1.900 /mês,condomínio R$ 790,IPTU R$ 222,-22.9628638,-43.1699883,Rua Gustavo Sampaio, Leme,1900,441.65
"Estrada dos Bandeirantes, Vargem Grande",54 m²,1.0,3.0,1.0,R$ 1.000 /mês,condomínio R$ 520,IPTU R$ 57,-22.9850925,-43.48973839999999,Estrada dos Bandeirantes, Vargem Grande,1000,232.45
"Avenida José Luiz Ferraz, Recreio dos Bandeirantes",92 m²,3.0,3.0,1.0,R$ 2.400 /mês,condomínio R$ 1.000,IPTU R$ 200,-23.0217111,-43.486967799999995,Avenida José Luiz Ferraz, Recreio dos Bandeirantes,2400,557.87
"Avenida Nossa Senhora de Copacabana, Copacabana",70 m²,2.0,2.0,,R$ 4.000 /mês,condomínio R$ 840,IPTU R$ 208,-22.968132699999998,-43.1830609,Avenida Nossa Senhora de Copacabana, Copacabana,4000,929.78
"Rua Guilherme Baptista, Recreio dos Bandeirantes",125 m²,5.0,3.0,2.0,R$ 2.500 /mês,condomínio R$ 1.295,IPTU R$ 292,-23.014163800000002,-43.4585169,Rua Guilherme Baptista, Recreio dos Bandeirantes,2500,581.12
"Rua Geovani de Castro, Freguesia (Jacarepaguá)",52 m²,,2.0,1.0,R$ 900 /mês,condomínio R$ 555,IPTU R$ 48,-22.949289899999997,-43.3502755,Rua Geovani de Castro, Freguesia (Jacarepaguá),900,209.2
"Rua Alice, Laranjeiras",120 m²,3.0,3.0,2.0,R$ 2.400 /mês,condomínio R$ 1.050,IPTU R$ 150,-22.935362100000003,-43.1921849,Rua Alice, Laranjeiras,2400,557.87
"Rua Hermengarda, Méier",80 m²,2.0,3.0,,R$ 1.150 /mês,condomínio R$ 500,IPTU R$ 50,-22.9043628,-43.2782031,Rua Hermengarda, Méier,1150,267.31
"Rua Hermínia, Cachambi",95 m²,1.0,3.0,1.0,R$ 1.400 /mês,condomínio R$ 750,,-22.8931103,-43.273839100000004,Rua Hermínia, Cachambi,1400,325.42
"Rua Bolivar, Copacabana",70 m²,2.0,2.0,,R$ 2.000 /mês,condomínio R$ 1.140,IPTU R$ 252,-22.975793300000003,-43.1912304,Rua Bolivar, Copacabana,2000,464.89
"Rua Aberema, Jardim Guanabara",51 m²,1.0,1.0,1.0,R$ 1.200 /mês,IPTU R$ 66,,-22.811805,-43.19978029999999,Rua Aberema, Jardim Guanabara,1200,278.94
"Rua São Francisco Xavier, São Francisco Xavier",75 m²,1.0,3.0,1.0,R$ 1.200 /mês,condomínio R$ 605,IPTU R$ 53,-22.9075293,-43.239144,Rua São Francisco Xavier, São Francisco Xavier,1200,278.94
"Rua Carneiro da Rocha, Higienópolis",40 m²,2.0,1.0,,R$ 850 /mês,condomínio R$ 300,IPTU R$ 25,-22.8756443,-43.2579974,Rua Carneiro da Rocha, Higienópolis,850,197.58
"Rua Professor Saldanha, Lagoa",110 m²,2.0,3.0,2.0,R$ 3.400 /mês,condomínio R$ 1.141,IPTU R$ 381,-22.961100100000003,-43.2049879,Rua Professor Saldanha, Lagoa,3400,790.32
"Rua Doutor Juvenal Murtinho, Santíssimo",40 m²,1.0,2.0,1.0,R$ 550 /mês,condomínio R$ 280,,-22.875001,-43.5337295,Rua Doutor Juvenal Murtinho, Santíssimo,550,127.85
"Rua Domingos Ferreira, Copacabana",35 m²,1.0,1.0,,R$ 1.600 /mês,condomínio R$ 600,IPTU R$ 88,-22.9721962,-43.1865848,Rua Domingos Ferreira, Copacabana,1600,371.91
"Rua Joaquim Pinheiro, Freguesia (Jacarepaguá)",78 m²,1.0,2.0,1.0,R$ 2.175 /mês,condomínio R$ 850,IPTU R$ 84,-22.9333806,-43.3347821,Rua Joaquim Pinheiro, Freguesia (Jacarepaguá),2175,505.57
"Rua Professor Saldanha, Lagoa",70 m²,2.0,2.0,1.0,R$ 2.900 /mês,condomínio R$ 950,IPTU R$ 180,-22.961100100000003,-43.2049879,Rua Professor Saldanha, Lagoa,2900,674.09
"Rua Alfredo Ceschiatti, Barra da Tijuca",,,3.0,,R$ 2.100 /mês,condomínio R$ 1.393,IPTU R$ 164,-22.9997404,-43.3659929,Rua Alfredo Ceschiatti, Barra da Tijuca,2100,488.14
"Avenida Prefeito Dulcídio Cardoso, Barra da Tijuca",,,2.0,,R$ 1.700 /mês,condomínio R$ 1.470,IPTU R$ 230,-23.0048388,-43.366279799999994,Avenida Prefeito Dulcídio Cardoso, Barra da Tijuca,1700,395.16
"Rua Comendador Martinelli, Grajaú",,,1.0,,R$ 1.300 /mês,condomínio R$ 504,,-22.9241463,-43.26704960000001,Rua Comendador Martinelli, Grajaú,1300,302.18
"Praça Condessa Paulo de Frontin, Rio Comprido",,,1.0,,R$ 800 /mês,condomínio R$ 427,IPTU R$ 16,-22.92456235,-43.20917609537287,Praça Condessa Paulo de Frontin, Rio Comprido,800,185.96
"Rua José Linhares, Leblon",,,4.0,,R$ 15.000 /mês,condomínio R$ 4.500,IPTU R$ 1.350,-22.9840518,-43.221537899999994,Rua José Linhares, Leblon,15000,3486.69
"Rua Barão de Petrópolis, Rio Comprido",,,2.0,,R$ 1.000 /mês,condomínio R$ 500,IPTU R$ 13,-22.9254767,-43.205225399999996,Rua Barão de Petrópolis, Rio Comprido,1000,232.45
"Rua Prudente de Morais, Ipanema",,,3.0,,R$ 4.300 /mês,condomínio R$ 1.200,IPTU R$ 265,-22.9855992,-43.1969718,Rua Prudente de Morais, Ipanema,4300,999.52
"Rua Domingos Ferreira, Copacabana",,,2.0,,R$ 2.700 /mês,condomínio R$ 611,IPTU R$ 178,-22.9721962,-43.1865848,Rua Domingos Ferreira, Copacabana,2700,627.6
"Rua Engenheiro Cortês Sigaud, Leblon",,,2.0,,R$ 5.500 /mês,condomínio R$ 1.273,,-22.9845355,-43.2307023,Rua Engenheiro Cortês Sigaud, Leblon,5500,1278.45
"Rua Sacopa, Lagoa",,,2.0,,R$ 3.600 /mês,condomínio R$ 1.300,IPTU R$ 260,-22.9646379,-43.20259,Rua Sacopa, Lagoa,3600,836.81
"Rua Humberto de Campos, Leblon",,,2.0,,R$ 3.800 /mês,condomínio R$ 927,IPTU R$ 331,-22.9821181,-43.2140392,Rua Humberto de Campos, Leblon,3800,883.29
"Estrada do Rio Grande, Taquara",,,2.0,,R$ 1.000 /mês,condomínio R$ 360,IPTU R$ 53,-22.9183909,-43.3971464,Estrada do Rio Grande, Taquara,1000,232.45
"Avenida Vice-Presidente José Alencar, Jacarepaguá",,,2.0,,R$ 2.400 /mês,condomínio R$ 1.991,,-22.9662234,-43.382768799999994,Avenida Vice-Presidente José Alencar, Jacarepaguá,2400,557.87
"Avenida Oswaldo Cruz, Flamengo",,,3.0,,R$ 4.700 /mês,condomínio R$ 1.860,IPTU R$ 275,-22.9393527,-43.1745967,Avenida Oswaldo Cruz, Flamengo,4700,1092.5
"Rua Sousa Franco, Vila Isabel",,,2.0,,R$ 1.000 /mês,condomínio R$ 643,IPTU R$ 25,-22.9155343,-43.2459053,Rua Sousa Franco, Vila Isabel,1000,232.45
"Avenida Epitácio Pessoa, Lagoa",,,4.0,,R$ 7.200 /mês,condomínio R$ 4.700,IPTU R$ 11.461,-22.9803652,-43.2139765,Avenida Epitácio Pessoa, Lagoa,7200,1673.61
"Rua Pedro Américo, Catete",,,1.0,,R$ 1.320 /mês,condomínio R$ 499,IPTU R$ 24,-22.923823300000002,-43.17771,Rua Pedro Américo, Catete,1320,306.83
"Rua Paul Redfern, Ipanema",,,4.0,,R$ 25.000 /mês,condomínio R$ 4.300,IPTU R$ 1.410,-22.9848029,-43.2143121,Rua Paul Redfern, Ipanema,25000,5811.15
"Rua Décio Vilares, Copacabana",,,2.0,,R$ 3.650 /mês,condomínio R$ 1.500,IPTU R$ 493,-22.9663701,-43.1901344,Rua Décio Vilares, Copacabana,3650,848.43
"Rua Joana Angélica, Ipanema",,,2.0,,R$ 7.500 /mês,condomínio R$ 2.341,IPTU R$ 640,-22.9832693,-43.204855,Rua Joana Angélica, Ipanema,7500,1743.35
"Rua Barata Ribeiro, Copacabana",,,1.0,,R$ 2.200 /mês,condomínio R$ 610,IPTU R$ 105,-22.9654545,-43.18084520000001,Rua Barata Ribeiro, Copacabana,2200,511.38
"Rua Paulo Silva Araújo, Méier",,,1.0,,R$ 800 /mês,condomínio R$ 616,,-22.9009367,-43.284310999999995,Rua Paulo Silva Araújo, Méier,800,185.96
"Rua Visconde de Pirajá, Ipanema",,,2.0,,R$ 2.700 /mês,condomínio R$ 1.028,IPTU R$ 300,-22.9847565,-43.19540679999999,Rua Visconde de Pirajá, Ipanema,2700,627.6
"Avenida Prefeito Mendes de Morais, São Conrado",,,4.0,,R$ 9.000 /mês,condomínio R$ 3.557,IPTU R$ 1.665,-22.9997388,-43.2684256,Avenida Prefeito Mendes de Morais, São Conrado,9000,2092.01
"Avenida Nossa Senhora de Copacabana, Copacabana",,,3.0,,R$ 4.000 /mês,condomínio R$ 1.800,IPTU R$ 185,-22.968132699999998,-43.1830609,Avenida Nossa Senhora de Copacabana, Copacabana,4000,929.78
"Avenida Prefeito Dulcídio Cardoso, Barra da Tijuca",,,2.0,,R$ 2.300 /mês,condomínio R$ 1.194,IPTU R$ 220,-23.0048388,-43.366279799999994,Avenida Prefeito Dulcídio Cardoso, Barra da Tijuca,2300,534.63
