price,title,furnishing,tenants preferred,bathroom,availability,latitude,longitude,balcony,floor,facing,overlooking,car parking,owner resides,curr_mark,hasLac,inr_pmo,usd_pmo
"₹ 7,000","1 BHK House for rent in Old Nallakunta, New Nallakunta",Unfurnished,Bachelors,1,Immediately,17.401262283325195,78.5020523071289,1,1 out of 1 Floor,East,"Garden/Park, Main Road",1 Open,,₹,False,7000.0,98.15
"₹ 38,000","2 BHK Apartment for rent in Aparna Serene Park, Kondapur 1380 sqft",,,,,17.464033800000003,78.33749499999999,,,,,,,₹,False,38000.0,532.84
"₹ 12,500","2 BHK House for rent in Vasavi Colony, LB Nagar, NH 9 900 sqft",Unfurnished,Bachelors/Family,2,From Mar '20,17.361982345581055,78.54914093017578,1,2 out of 4 Floors,East,Garden/Park,1 Covered,,₹,False,12500.0,175.28
"₹ 32,000","3 BHK Apartment for rent in DD Colony, Amberpet 1600 sqft",Semi-Furnished,Bachelors/Family,3,Immediately,17.404525756835938,78.5179672241211,,2 out of 5 Floors,North,"Garden/Park, Main Road",,,₹,False,32000.0,448.7
"₹ 16,900","3 BHK House for rent in Upparpally, Hyderabad Expressway 1800 sqft",Furnished,Bachelors/Family,2,Immediately,17.35642155,78.41129804626378,,Upper Basement out of 5 Floors,,,,,₹,False,16900.0,236.97
"₹ 11,200","2 BHK Apartment for rent in Red Hills, Lakdikapul, NH 7 1000 sqft",Unfurnished,Bachelors/Family,2,Immediately,17.397249221801758,78.46661376953125,1,2 out of 5 Floors,,,,,₹,False,11200.0,157.05
"₹ 12,000","2 BHK House for rent in Mahendra Hills, Secunderabad 800 sqft",Semi-Furnished,Bachelors/Family,2,Immediately,17.4528643,78.5195537,,1 out of 1 Floor,East,,,,₹,False,12000.0,168.26
"₹ 21,500","3 BHK Builder Floor for rent in Mohan Nagar, Kothapet 1850 sqft",Semi-Furnished,Bachelors/Family,4,Immediately,17.374784469604492,78.54894256591797,2,4 out of 4 Floors,West,,1 Covered,,₹,False,21500.0,301.47
"₹ 56,500","3 BHK Apartment for rent in Aparna WestSide, Manikonda, Outer Ring Road 2405 sqft",,,,,17.415941,78.369176,,,,,,,₹,False,56500.0,792.24
"₹ 60,000","3 BHK Apartment for rent in Khaja Guda, Outer Ring Road 2825 sqft",Semi-Furnished,Family,3,Immediately,,,2,4 out of 14 Floors,West,,,,₹,False,60000.0,841.32
"₹ 24,000",2 BHK Apartment for rent in Hitech City 1250 sqft,Semi-Furnished,Family,2,Immediately,78.37617492675781,17.447917938232422,2,3 out of 5 Floors,East,Main Road,1 Covered,,₹,False,24000.0,336.53
"₹ 8,500","2 BHK House for rent in Beeramguda, Ramachandra Puram, NH 9 900 sqft",Unfurnished,Family,2,Immediately,17.51469238029113,78.29343477293742,,2 out of 3 Floors,North - East,,,Same Premise,₹,False,8500.0,119.19
"₹ 8,000",2 BHK House for rent in Badangpet 100 sqyrd,Unfurnished,Bachelors,2,Immediately,17.2994709014893,78.529167175293,,,West,Main Road,,,₹,False,8000.0,112.18
"₹ 8,000",1 BHK Villa for rent in BHEL,Semi-Furnished,Bachelors/Family,1,Immediately,10.7264832,78.7630502,,,,,,,₹,False,8000.0,112.18
"₹ 32,000",4 BHK Apartment for rent in Emami swanlake apartment 2000 sqft,Unfurnished,Bachelors,3,Immediately,,,1,2 out of 16 Floors,West,Garden/Park,,,₹,False,32000.0,448.7
"₹ 95,000","4 BHK Apartment for rent in DSR Fortune Prime, Madhapur 3400 sqft",,,,,17.4396,78.38888100000001,,,,,,,₹,False,95000.0,1332.09
"₹ 15,000","2 BHK House for rent in Malakpet, NH 9 1250 sqft",Semi-Furnished,Bachelors/Family,2,Immediately,17.434255599975586,78.38674926757812,,1 out of 2 Floors,,Main Road,,,₹,False,15000.0,210.33
"₹ 22,000",3 BHK Apartment for rent in Kondapur 1560 sqft,Unfurnished,Bachelors,3,Immediately,17.462682723999027,78.35317993164062,2,4 out of 4 Floors,East,,,,₹,False,22000.0,308.48
"₹ 8,500",2 BHK Builder Floor for rent in Medipally 1050 sqft,Unfurnished,Family,2,Immediately,17.41178321838379,78.60076141357422,,1 out of 5 Floors,East,Main Road,,,₹,False,8500.0,119.19
"₹ 9,500",2 BHK House for rent in Aminpur 900 sqft,Semi-Furnished,Bachelors/Family,2,Immediately,,,,Ground out of 2 Floors,,,,,₹,False,9500.0,133.21
"₹ 10,000","2 BHK House for rent in Mallampet, Outer Ring Road 1100 sqft",Furnished,Bachelors/Family,2,Immediately,17.549383163452152,78.33509826660156,,Ground out of 2 Floors,,,,,₹,False,10000.0,140.22
"₹ 28,000","3 BHK Villa for rent in Peerzadiguda, NH 2 2 166 sqft",Furnished,Bachelors/Family,3,Immediately,17.3945004,78.5925253,2,,East,Garden/Park,,,₹,False,28000.0,392.62
"₹ 8,000","1 BHK Apartment for rent in Yousufguda, NH 9",Semi-Furnished,Bachelors/Family,1,Immediately,17.4387499,78.4279866,,3 out of 3 Floors,,,,,₹,False,8000.0,112.18
₹ 1.1 Lac,4 BHK Apartment for rent in Whitefields 4320 sqft,Semi-Furnished,Bachelors/Family,5,Immediately,17.4543363,78.36589,2,3 out of 15 Floors,East,,2 Covered,,₹,True,1.1,1542.42
"₹ 35,000","3 BHK House for rent in Habsiguda, NH 2 2 1800 sqft",Semi-Furnished,Bachelors/Family,2,Immediately,17.407220840454098,78.54273986816406,2,2 out of 3 Floors,North - East,Main Road,1 Covered,,₹,False,35000.0,490.77
"₹ 11,000","2 BHK House for rent in Beeramguda, Ramachandra Puram, NH 9 150 sqyrd",Unfurnished,Bachelors,2,Immediately,17.520044326782227,78.29974365234375,,Ground out of 1 Floor,West,Garden/Park,,,₹,False,11000.0,154.24
"₹ 10,000",2 BHK House for rent in Gajularamaram 1000 sqft,Unfurnished,Family,2,Immediately,17.5271759,78.4200077,2,3 out of 3 Floors,North - East,Main Road,,Same Premise,₹,False,10000.0,140.22
"₹ 10,500","2 BHK House for rent in Kukatpally, NH 9 1100 sqft",Unfurnished,Bachelors/Family,2,Immediately,17.4930841,78.4054408,,1 out of 2 Floors,,,,,₹,False,10500.0,147.23
"₹ 85,000","5 BHK Apartment for rent in Quiescent Heights, Hitech City 4375 sqft",,,,,17.442211399999998,78.3825746,,,,,,,₹,False,85000.0,1191.87
"₹ 38,900","3 BHK House for rent in Gopalnagar Society, Hafeezpet 1690 sqft",Furnished,Bachelors/Family,3,Immediately,,,,5 out of 11 Floors,,,,,₹,False,38900.0,545.46
₹ 1.2 Lac,"3 BHK House for rent in MLA Colony, Banjara Hills 3100 sqft",Semi-Furnished,Bachelors/Family,4,Immediately,17.4144728,78.4205979,1,Ground out of 1 Floor,East,Garden/Park,"1 Covered, 1 Open",,₹,True,1.2,1682.64
"₹ 50,000","3 BHK Apartment for rent in Aparna Aura, Jubilee Hills 2210 sqft",,,,,17.414598,78.404154,,,,,,,₹,False,50000.0,701.1
"₹ 10,000","2 BHK Builder Floor for rent in Shastripuram, Nawab Saheb Kunta, NH 7 120 sqyrd",Unfurnished,Bachelors/Family,2,Immediately,17.329059600830078,78.44623565673828,,1 out of 3 Floors,,,,,₹,False,10000.0,140.22
"₹ 20,000",2 BHK Apartment for rent in Kondapur 1350 sqft,Semi-Furnished,Bachelors,2,Immediately,17.462682723999027,78.35317993164062,2,3 out of 4 Floors,West,"Main Road, Garden/Park",,,₹,False,20000.0,280.44
"₹ 35,000","3 BHK Apartment for rent in Somajiguda, NH 9 1850 sqft",Semi-Furnished,Bachelors/Family,3,Immediately,17.4255053,78.4585197,,6 out of 8 Floors,,,,,₹,False,35000.0,490.77
"₹ 9,000",2 BHK House for rent in Nagarjuna Sagar Road 1100 sqft,Semi-Furnished,Family,2,Immediately,17.32314109802246,78.55963134765625,2,1 out of 2 Floors,,,1 Covered,Same Premise,₹,False,9000.0,126.2
"₹ 14,000","2 BHK Builder Floor for rent in Upparpally, Hyderabad Expressway 1000 sqft",Semi-Furnished,Bachelors/Family,2,From Mar '20,17.35642155,78.41129804626378,,3 out of 5 Floors,East,,,,₹,False,14000.0,196.31
"₹ 7,000","1 BHK House for rent in Beeramguda, Ramachandra Puram, NH 9",Semi-Furnished,Bachelors/Family,1,Immediately,,,,2 out of 2 Floors,,,,,₹,False,7000.0,98.15
"₹ 6,500",1 BHK House for rent in Toli Chowki,Semi-Furnished,Bachelors/Family,1,Immediately,,,,Ground out of 2 Floors,,,,,₹,False,6500.0,91.14
"₹ 5,500",1 BHK House for rent in Karmanghat,Semi-Furnished,Bachelors/Family,1,Immediately,17.3410061,78.5329747,,2 out of 3 Floors,,,,,₹,False,5500.0,77.12
"₹ 14,000","2 BHK Apartment for rent in K P H B Phase 5, Kukatpally 1250 sqft",Unfurnished,Bachelors/Family,2,Immediately,17.478853225708008,78.3919448852539,2,4 out of 5 Floors,,,,,₹,False,14000.0,196.31
"₹ 14,000","1 BHK House for rent in Mallampet, Outer Ring Road",,Bachelors,3,Immediately,17.55777885527467,78.36149163106039,1,Ground out of 1 Floor,East,Main Road,1 Covered,,₹,False,14000.0,196.31
"₹ 12,500","2 BHK House for rent in Pasha Colony, Ibrahim Bagh 1350 sqft",Semi-Furnished,Family,2,Immediately,,,2,3 out of 4 Floors,,,1 Covered,,₹,False,12500.0,175.28
"₹ 30,000",2 BHK House for rent in Vijaynagar Colony 1800 sqft,Unfurnished,Bachelors/Family,2,Immediately,20.0132845,73.8117415,,1 out of 3 Floors,,,,,₹,False,30000.0,420.66
"₹ 12,000",2 BHK House for rent in Attapur 1500 sqft,Semi-Furnished,Bachelors/Family,2,Immediately,17.3847673,77.9793799,,,East,,,,₹,False,12000.0,168.26
"₹ 7,000","1 BHK House for rent in Hydershakote, Bandlaguda, Chevella Road",Semi-Furnished,Bachelors/Family,1,Immediately,,,1,,,,,,₹,False,7000.0,98.15
"₹ 9,500",2 BHK House for rent in Gajularamaram 1350 sqft,Unfurnished,Bachelors/Family,2,Immediately,17.5271759,78.4200077,,1 out of 1 Floor,,,,,₹,False,9500.0,133.21
"₹ 16,000","3 BHK Apartment for rent in Sri Mahalakshmi Residency, Attapur 1800 sqft",,,,,17.3541456,78.4087385,,,,,,,₹,False,16000.0,224.35
"₹ 14,000","2 BHK Apartment for rent in Madinaguda, Hafeezpet, NH 9 1150 sqft",Semi-Furnished,Bachelors/Family,2,From Mar '20,,,,3 out of 5 Floors,South,,1 Covered,,₹,False,14000.0,196.31
"₹ 5,000",2 BHK Apartment for rent in sai vinayaka residency 800 sqft,Unfurnished,Bachelors,3,Immediately,,,1,1 out of 5 Floors,East,,,,₹,False,5000.0,70.11
"₹ 12,500",1 BHK Builder Floor for rent in Hitech City,Unfurnished,Bachelors/Family,1,Immediately,17.4698143,78.3853779,,2 out of 4 Floors,,,,,₹,False,12500.0,175.28
"₹ 10,000",2 BHK House for rent in Saibaba Nagar-Kismatpur 1000 sqft,Semi-Furnished,Bachelors/Family,2,Immediately,,,2,1 out of 2 Floors,East,Main Road,,,₹,False,10000.0,140.22
"₹ 20,000","4 BHK Villa for rent in SRR Pride, Bachupally, Outer Ring Road 2400 sqft",,,,,17.543962,78.3505943,,,,,,,₹,False,20000.0,280.44
"₹ 15,500","2 BHK Apartment for rent in Sai Vardhini Residency, Nizampet 1145 sqft",,,,,17.5145,78.39094200000001,,,,,,,₹,False,15500.0,217.34
"₹ 6,500",2 BHK House for rent in Nagaram 1500 sqft,Unfurnished,Bachelors/Family,2,Immediately,15.99476825,80.69933616700834,2,1 out of 4 Floors,,,,,₹,False,6500.0,91.14
"₹ 35,000",3 BHK Apartment for rent in Nanakram Guda 1805 sqft,Semi-Furnished,Bachelors/Family,3,Immediately,,,,4 out of 8 Floors,,,,,₹,False,35000.0,490.77
"₹ 75,000","4 BHK Villa for rent in Prestige Royal Woods, Kismatpur, Outer Ring Road 4000 sqft",,,,,17.343221917632302,78.3750564116008,,,,,,,₹,False,75000.0,1051.65
"₹ 50,000","3 BHK Apartment for rent in Estella, Hitech City 2520 sqft",,,,,17.455118300000002,78.3693554,,,,,,,₹,False,50000.0,701.1
"₹ 75,000","5 BHK Apartment for rent in Quiescent Heights, Hitech City 4375 sqft",,,,,17.442211399999998,78.3825746,,,,,,,₹,False,75000.0,1051.65
"₹ 12,000","2 BHK House for rent in Bhudevi Nagar, Secunderabad, Siddipet Road 1100 sqft",Unfurnished,Family,1,Immediately,,,,Ground out of 1 Floor,East,Main Road,1 Open,,₹,False,12000.0,168.26
"₹ 20,000","4 BHK Villa for rent in Bachupally, Outer Ring Road 2400 sqft",Furnished,Bachelors/Family,3,Immediately,17.551816940307614,78.38607025146484,,,,,,,₹,False,20000.0,280.44
"₹ 5,500","1 BHK House for rent in Ramanthapur, NH 2 2",Semi-Furnished,Bachelors/Family,1,Immediately,17.441627,78.1273134,1,Ground out of 3 Floors,North - East,Main Road,,,₹,False,5500.0,77.12
"₹ 40,000","4 BHK House for rent in Somajiguda, NH 9 2000 sqft",,Bachelors/Family,,Immediately,17.4255053,78.4585197,,,,,,,₹,False,40000.0,560.88
"₹ 28,000","3 BHK House for rent in Narsingi, Outer Ring Road 1915 sqft",Semi-Furnished,Family,3,Immediately,17.39329138779801,78.36370605285713,2,4 out of 5 Floors,East,Main Road,1 Covered,,₹,False,28000.0,392.62
"₹ 21,000",3 BHK Apartment for rent in Moti Nagar 1250 sqft,Semi-Furnished,Bachelors/Family,2,Immediately,28.657859,77.1424288,,3 out of 5 Floors,,,,,₹,False,21000.0,294.46
"₹ 6,500","1 BHK House for rent in Jaya Puri Colony, Nagole",Unfurnished,Bachelors/Family,1,Immediately,17.378982543945312,78.58555603027344,1,Ground out of 3 Floors,North,,,,₹,False,6500.0,91.14
"₹ 30,000",3 BHK Builder Floor for rent in Kondapur 1600 sqft,Semi-Furnished,Bachelors/Family,3,Immediately,17.462682723999027,78.35317993164062,2,4 out of 5 Floors,East,,,,₹,False,30000.0,420.66
"₹ 13,000",2 BHK House for rent in Aminpur 1400 sqft,Semi-Furnished,Bachelors/Family,2,Immediately,17.49774169921875,78.3200912475586,,Ground out of 1 Floor,East,,,,₹,False,13000.0,182.29
"₹ 23,000",2 BHK House for rent in Balkampet 1600 sqft,Furnished,Bachelors/Family,2,Immediately,17.445369720458984,78.45032501220703,2,Ground out of 1 Floor,,,"1 Covered, 1 Open",,₹,False,23000.0,322.51
₹ 7.5 Lac,"3 BHK Builder Floor for rent in Banjara Hills, NH 9 3000 sqft",Furnished,Bachelors/Family,3,Immediately,17.428239822387695,78.43399047851562,,,East,,,,₹,True,7.5,10516.5
"₹ 50,000","2 BHK Apartment for rent in Golf Edge, Gachibowli, Outer Ring Road 1035 sqft",,,,,17.425396,78.34774300000001,,,,,,,₹,False,50000.0,701.1
"₹ 7,000","1 BHK House for rent in Moosarambagh, NH 9",Unfurnished,Bachelors/Family,1,Immediately,17.3743532,78.5160835,1,1 out of 2 Floors,East,,,,₹,False,7000.0,98.15
"₹ 12,000","2 BHK Apartment for rent in Kakateeya Nagar, Secunderabad 1450 sqft",Unfurnished,Bachelors/Family,2,Immediately,17.419645309448242,78.54962921142578,,2 out of 5 Floors,East,Main Road,1 Covered,,₹,False,12000.0,168.26
"₹ 30,000",3 BHK Apartment for rent in Attapur 1700 sqft,Furnished,Bachelors/Family,2,From Feb '20,17.3847673,77.9793799,,3 out of 5 Floors,,,,,₹,False,30000.0,420.66
"₹ 10,000",2 BHK House for rent in Osman Nagar 1086 sqft,Unfurnished,Family,2,Immediately,17.449577331542972,78.28820037841797,,1 out of 1 Floor,West,,1 Covered,,₹,False,10000.0,140.22
"₹ 14,000","3 BHK Villa for rent in Beeramguda, Ramachandra Puram, NH 9 1500 sqft",Unfurnished,Bachelors/Family,2,Immediately,,,,,North - West,,,,₹,False,14000.0,196.31
"₹ 16,000",3 BHK Apartment for rent in Current location 1456 sqft,Unfurnished,Bachelors,2,Immediately,17.365093231201172,78.55345916748047,2,2 out of 4 Floors,North,,,,₹,False,16000.0,224.35
"₹ 8,000","1 BHK House for rent in Surya Nagar, Toli Chowki",Unfurnished,Bachelors,1,Immediately,,,1,2 out of 2 Floors,East,,,Same Premise,₹,False,8000.0,112.18
"₹ 11,000",2 BHK House for rent in Adarsh Nagar Colony-Bandlaguda Jagir 120 sqyrd,Semi-Furnished,Bachelors/Family,2,Immediately,,,,Ground out of 3 Floors,,,,,₹,False,11000.0,154.24
"₹ 25,000","3 BHK Apartment for rent in Chitrapuri Colony, Manikonda, Outer Ring Road 1640 sqft",,,,,17.41673666666667,78.37749166666667,,,,,,,₹,False,25000.0,350.55
"₹ 45,000","3 BHK Apartment for rent in Lanco Hills, Manikonda, Outer Ring Road 2500 sqft",,,,,17.40896,78.37323,,,,,,,₹,False,45000.0,630.99
"₹ 5,000",1 BHK House for rent in Current location,Unfurnished,Bachelors/Family,1,Immediately,17.551435470581055,78.43899536132812,1,2 out of 4 Floors,East,,,,₹,False,5000.0,70.11
"₹ 30,000","2 BHK Apartment for rent in Lodha Meridian, Kukatpally Housing Board Colony, NH 9 1350 sqft",,,,,17.475719,78.3919494427829,,,,,,,₹,False,30000.0,420.66
"₹ 8,000","2 BHK House for rent in Uppal, NH 2 2 160 sqyrd",Furnished,Bachelors/Family,2,Immediately,17.403547286987305,78.5636215209961,,Ground out of 1 Floor,,,,,₹,False,8000.0,112.18
"₹ 15,000",2 BHK Apartment for rent in KOUSALYACOLONY BACHUPALLY ROAD 1200 sqft,Unfurnished,Family,2,Immediately,,,2,2 out of 5 Floors,West,,2 Open,,₹,False,15000.0,210.33
"₹ 6,600",3 BHK House for rent in Srinivasapuram 200 sqyrd,Semi-Furnished,Bachelors/Family,2,Immediately,16.6362741,79.6679592,,Ground out of 1 Floor,South,,,,₹,False,6600.0,92.55
"₹ 12,000",2 BHK House for rent in Osman Nagar 1430 sqft,Semi-Furnished,Bachelors/Family,2,Immediately,17.4418133,78.2782231,4,Ground out of 1 Floor,West,Main Road,"1 Covered, 1 Open",,₹,False,12000.0,168.26
"₹ 14,000",2 BHK Apartment for rent in Alakapur,Unfurnished,Bachelors/Family,2,Immediately,17.393661499023438,78.36815643310547,2,1 out of 5 Floors,West,,,,₹,False,14000.0,196.31
"₹ 14,000","1 BHK Apartment for rent in Kondapur, Kondapur",,,,,17.469431,78.355377,,,,,,,₹,False,14000.0,196.31
"₹ 18,000","2 BHK Apartment for rent in Kukatpally, NH 9 1170 sqft",Furnished,Bachelors,2,From Mar '20,17.49273681640625,78.40123748779297,1,5 out of 5 Floors,North,Garden/Park,,,₹,False,18000.0,252.4
"₹ 15,000","3 BHK Apartment for rent in Miyapur, NH 9 1550 sqft",Unfurnished,Bachelors/Family,2,Immediately,17.4981608,78.3567628,,2 out of 3 Floors,,,,,₹,False,15000.0,210.33
"₹ 16,000",2 BHK Apartment for rent in Asif Nagar 1100 sqft,Unfurnished,Bachelors/Family,2,Immediately,19.0654081,72.9226293,,4 out of 5 Floors,,,,,₹,False,16000.0,224.35
"₹ 10,000","2 BHK House for rent in Yella Reddy Guda, NH 9 450 sqft",Semi-Furnished,Bachelors/Family,1,Immediately,,,1,3 out of 3 Floors,,,,,₹,False,10000.0,140.22
"₹ 25,000",2 BHK Apartment for rent in Kondapur 1300 sqft,Semi-Furnished,Bachelors/Family,2,Immediately,17.462682723999027,78.35317993164062,1,2 out of 5 Floors,North,Garden/Park,,,₹,False,25000.0,350.55
"₹ 45,000","3 BHK Apartment for rent in Lodha Meridian, Kukatpally Housing Board Colony, NH 9 2259 sqft",,,,,17.475719,78.3919494427829,,,,,,,₹,False,45000.0,630.99
"₹ 26,500","3 BHK House for rent in Gopalnagar Society, Hafeezpet 1300 sqft",Furnished,Bachelors/Family,3,Immediately,,,,1 out of 7 Floors,,,,,₹,False,26500.0,371.58
"₹ 16,000","2 BHK Apartment for rent in Sri Mahalakshmi Residency, Attapur 1395 sqft",,,,,17.3541456,78.4087385,,,,,,,₹,False,16000.0,224.35
"₹ 22,000",3 BHK House for rent in Suchitra Circle 1350 sqft,Furnished,Bachelors/Family,3,Immediately,17.500880350000003,78.47678215798669,,Upper Basement out of 5 Floors,,,,,₹,False,22000.0,308.48
"₹ 23,200",3 BHK House for rent in Hasmathpet 1400 sqft,Furnished,Bachelors/Family,3,Immediately,17.4761698,78.4824765,,Upper Basement out of 5 Floors,,,,,₹,False,23200.0,325.31
"₹ 12,000",2 BHK House for rent in Bandam Kommu 1350 sqft,Unfurnished,Bachelors,2,Immediately,17.429485321044922,78.42740631103516,2,Ground out of 2 Floors,East,Main Road,"1 Covered, 1 Open",,₹,False,12000.0,168.26
"₹ 38,000",3 BHK Apartment for rent in Nanakram Guda 1520 sqft,Semi-Furnished,Bachelors/Family,3,Immediately,,,1,22 out of 30 Floors,East,"Garden/Park, Pool, Main Road","2 Covered, 2 Open",,₹,False,38000.0,532.84
"₹ 35,000","3 BHK Apartment for rent in Muppas Alankrita, Narsingi, Outer Ring Road 1870 sqft",,,,,17.39412,78.356196,,,,,,,₹,False,35000.0,490.77
"₹ 45,000","3 BHK Apartment for rent in MTI The Fountain Head, Khaja Guda, Outer Ring Road 2580 sqft",,,,,17.418082199999997,78.3659729,,,,,,,₹,False,45000.0,630.99
"₹ 17,000","3 BHK Apartment for rent in Keerthi Prime, Chandanagar, NH 9 1400 sqft",,,,,17.499153,78.323202,,,,,,,₹,False,17000.0,238.37
"₹ 15,000","3 BHK Apartment for rent in Sanjana Enclave, Shanti Nagar, Secunderabad, NH 2 2 1200 sqft",,,,,17.555166600000003,78.4941193,,,,,,,₹,False,15000.0,210.33
"₹ 10,000",1 BHK Apartment for rent in Karkhana,Furnished,Bachelors/Family,1,Immediately,17.461576461791992,78.50407409667969,,1 out of 3 Floors,East,Main Road,1 Open,Same Premise,₹,False,10000.0,140.22
"₹ 6,500",1 BHK House for rent in Kishan Bagh,Furnished,Bachelors/Family,2,Immediately,17.347612380981445,78.44071197509766,1,,,,,,₹,False,6500.0,91.14
"₹ 22,000","3 BHK Apartment for rent in Pearl Heights, Attapur 1707 sqft",,,,,17.3735955,78.4254766,,,,,,,₹,False,22000.0,308.48
"₹ 15,000","1 BHK Apartment for rent in Khaja Guda, Outer Ring Road",Unfurnished,Bachelors,1,Immediately,17.458383560180664,78.45375061035156,,3 out of 5 Floors,East,Main Road,1 Open,,₹,False,15000.0,210.33
"₹ 8,500","1 BHK House for rent in Hafeezpet, NH 9",Unfurnished,Bachelors/Family,1,Immediately,17.483285903930664,78.35848236083984,,Lower Basement out of 2 Floors,,,,,₹,False,8500.0,119.19
"₹ 12,000","2 BHK Villa for rent in The Pride, Balapur 1050 sqft",,,,,17.340752,78.50335759999999,,,,,,,₹,False,12000.0,168.26
"₹ 55,000",4 BHK House for rent in Jubilee Hills 2000 sqft,Semi-Furnished,Bachelors/Family,4,Immediately,18.017391204833984,79.57548522949219,1,Ground out of 3 Floors,East,Main Road,,,₹,False,55000.0,771.21
"₹ 17,000","2 BHK House for rent in Salar Jung Colony, Toli Chowki 1000 sqft",Furnished,Bachelors/Family,2,Immediately,,,,Upper Basement out of 5 Floors,,,,,₹,False,17000.0,238.37
"₹ 13,500","3 BHK Builder Floor for rent in Kismatpur, Outer Ring Road 1620 sqft",Unfurnished,Bachelors,2,Immediately,17.323055267333984,78.37516784667969,2,1 out of 3 Floors,East,Main Road,,,₹,False,13500.0,189.3
"₹ 9,000","2 BHK House for rent in Maruthi Nagar-Attapur, Attapur 1206 sqft",Unfurnished,Bachelors/Family,1,Immediately,17.458385467529293,78.45375061035156,1,3 out of 3 Floors,North - East,,,,₹,False,9000.0,126.2
"₹ 12,500",2 BHK Apartment for rent in Nizampet 1150 sqft,Furnished,Bachelors/Family,2,Immediately,17.515397,78.3817156,1,2 out of 3 Floors,,,1 Covered,,₹,False,12500.0,175.28
"₹ 17,000",2 BHK Builder Floor for rent in Madhapur 1150 sqft,Unfurnished,Bachelors/Family,2,Immediately,17.451690673828125,78.39234161376953,2,2 out of 5 Floors,East,Main Road,1 Open,,₹,False,17000.0,238.37
"₹ 40,000",4 BHK House for rent in Puppalaguda 2800 sqft,Semi-Furnished,Family,4,Immediately,17.4000018,78.38618967941075,1,Ground out of 3 Floors,West,Garden/Park,1 Covered,,₹,False,40000.0,560.88
"₹ 8,000",2 BHK Villa for rent in Aminpur 1030 sqft,Semi-Furnished,Bachelors/Family,2,Immediately,,,,,,,,,₹,False,8000.0,112.18
"₹ 7,500",2 BHK House for rent in Dammaiguda 1600 sqft,Unfurnished,Family,2,Immediately,17.5038613,78.5913259,,Ground out of 1 Floor,West,,1 Covered,,₹,False,7500.0,105.16
"₹ 25,000",3 BHK Apartment for rent in Madhapur 1800 sqft,Semi-Furnished,Bachelors/Family,3,Immediately,17.4411487579346,78.3910675048828,3,4 out of 8 Floors,North - East,Garden/Park,,,₹,False,25000.0,350.55
"₹ 12,000",2 BHK Apartment for rent in Attapur 1080 sqft,Unfurnished,Bachelors/Family,2,Immediately,17.458427429199222,78.45384216308594,1,4 out of 5 Floors,East,Main Road,1 Covered,,₹,False,12000.0,168.26
"₹ 13,000",2 BHK House for rent in Bandlaguda Jagir 150 sqyrd,Unfurnished,Bachelors/Family,2,Immediately,17.345947265625,78.3792419433594,,,East,,,,₹,False,13000.0,182.29
"₹ 10,000",2 BHK House for rent in Serilingampally 1000 sqft,Unfurnished,Bachelors/Family,2,Immediately,17.46565735,78.34067239565113,1,1 out of 2 Floors,East,,1 Open,,₹,False,10000.0,140.22
₹ 1.5 Lac,4 BHK Apartment for rent in Jubilee Hills 4000 sqft,Semi-Furnished,Bachelors/Family,4,Immediately,78.40977478027344,17.432273864746097,2,2 out of 5 Floors,North - East,"Pool, Garden/Park, Main Road",,,₹,True,1.5,2103.3
₹ 1.3 Lac,"4 BHK Apartment for rent in High End Boutique Villas, Jubilee Hills 3000 sqft",,,,,,,,,,,,,₹,True,1.3,1822.86
"₹ 13,500","2 BHK House for rent in Kakatiya Hills, Nizampet 1050 sqft",Furnished,Bachelors/Family,2,Immediately,,,,Ground out of 6 Floors,,,,,₹,False,13500.0,189.3
"₹ 9,000","1 BHK House for rent in Vidyanagar, Adikmet",Unfurnished,Bachelors/Family,1,Immediately,17.4055614471436,78.5123825073242,,1 out of 2 Floors,East,Main Road,1 Open,,₹,False,9000.0,126.2
"₹ 21,000","3 BHK Apartment for rent in Vidyanagar, Adikmet 1500 sqft",Semi-Furnished,Bachelors/Family,3,Immediately,17.405561447143555,78.51238250732422,2,2 out of 5 Floors,East,Main Road,,,₹,False,21000.0,294.46
"₹ 55,000",3 BHK Villa for rent in Gopanapalli 3330 sqft,Semi-Furnished,Bachelors/Family,3,Immediately,17.458383560180664,78.45377349853516,2,,East,"Garden/Park, Pool, Main Road",2 Covered,,₹,False,55000.0,771.21
"₹ 65,000",3 BHK Apartment for rent in OU Colony 3325 sqft,Semi-Furnished,Bachelors/Family,4,Immediately,17.4048835,78.3917278,3,6 out of 8 Floors,West,"Garden/Park, Main Road",2 Covered,,₹,False,65000.0,911.43
"₹ 14,000",2 BHK Apartment for rent in Shaikpet 900 sqft,Semi-Furnished,Family,2,Immediately,17.399038314819336,78.40162658691406,1,2 out of 3 Floors,East,"Garden/Park, Main Road",1 Open,Same Premise,₹,False,14000.0,196.31
"₹ 55,000","4 BHK Apartment for rent in Lanco Hills, Manikonda, Outer Ring Road 3600 sqft",,,,,17.40896,78.37323,,,,,,,₹,False,55000.0,771.21
"₹ 12,000","2 BHK Apartment for rent in Kalimandir, Bandlaguda 1095 sqft",Unfurnished,Bachelors/Family,2,Immediately,17.458358764648438,78.4537582397461,1,2 out of 4 Floors,North - East,Main Road,1 Covered,,₹,False,12000.0,168.26
