areas,bathrooms,bedrooms,r$_pmo,coord,class
90.0,3.0,2.0,4250,"(-22.94884465, -43.179829096252966)",0.0
93.0,3.0,3.0,1200,"(-22.921886399999998, -43.384646000000004)",0.0
100.0,3.0,3.0,3100,"(-22.940859399999997, -43.1915055)",0.0
45.0,1.0,2.0,1000,"(-22.969351, -43.4257664)",0.0
30.0,1.0,1.0,1750,"(-22.96436700000001, -43.1746755)",0.0
228.0,1.0,4.0,20000,"(-23.014923800000002, -43.407209)",0.0
161.0,1.0,3.0,4500,"(-23.0011303, -43.3608268)",0.0
31.0,1.0,1.0,1700,"(-22.98422080000001, -43.1916424)",0.0
62.0,1.0,2.0,1000,"(-22.923876500000002, -43.353021999999996)",0.0
202.0,2.0,4.0,12000,"(-23.014923800000002, -43.407209)",0.0
66.0,1.0,1.0,900,"(-22.8299726, -43.3197998)",0.0
230.0,3.0,4.0,6500,"(-22.9973818, -43.260230799999995)",0.0
60.0,3.0,2.0,2697,"(-23.013892000000002, -43.4634254)",0.0
90.0,3.0,3.0,2300,"(-22.9665038, -43.3713193)",0.0
130.0,,4.0,11000,"(-22.98459200000001, -43.2241076)",0.0
120.0,2.0,3.0,7800,"(-22.91230830000001, -43.1732237)",0.0
70.0,2.0,2.0,1650,"(-22.9451467, -43.3374151)",0.0
70.0,1.0,1.0,1900,"(-23.001908, -43.3501969)",0.0
30.0,1.0,1.0,900,"(-22.9111852, -43.19324260000001)",0.0
160.0,1.0,3.0,3900,"(-22.9604618, -43.203900899999994)",0.0
114.0,1.0,3.0,1350,"(-22.9739287, -43.35973320000001)",0.0
600.0,6.0,5.0,15500,"(-22.9766415, -43.188297)",0.0
270.0,3.0,4.0,15000,"(-22.9766415, -43.188297)",0.0
41.0,1.0,1.0,800,"(-22.843897600000002, -43.3069659)",0.0
25.0,1.0,1.0,1200,"(-22.9506576, -43.1759883)",0.0
71.0,2.0,2.0,1300,"(-22.9039197, -43.2733079)",0.0
80.0,1.0,3.0,2000,"(-22.937735600000003, -43.3446284)",0.0
66.0,1.0,1.0,2300,"(-23.014923800000002, -43.407209)",0.0
65.0,1.0,2.0,2200,"(-22.9530993, -43.177193700000004)",0.0
85.0,2.0,2.0,2000,"(-22.912447600000004, -43.2220924)",0.0
86.0,2.0,3.0,1600,"(-22.9195247, -43.2615033)",0.0
64.0,2.0,2.0,1800,"(-22.9709611, -43.395351399999996)",0.0
325.0,3.0,4.0,10000,"(-23.0143229, -43.2972041)",0.0
90.0,3.0,3.0,3500,"(-22.9656645, -43.223445299999995)",0.0
190.0,2.0,3.0,3800,"(-22.9839557, -43.202216299999996)",0.0
146.0,2.0,3.0,3200,"(-22.9690461, -43.18946629999999)",0.0
389.0,5.0,4.0,9500,"(-22.9766415, -43.188297)",0.0
70.0,,1.0,2300,"(-23.014923800000002, -43.407209)",0.0
88.0,2.0,2.0,1400,"(-22.881858800000003, -43.3709908)",0.0
70.0,1.0,2.0,807,"(-22.9059313, -43.279063)",0.0
60.0,1.0,1.0,650,"(-22.890891, -43.2256822)",0.0
75.0,1.0,2.0,3000,"(-22.968515300000004, -43.1850961)",0.0
32.0,1.0,1.0,750,"(-22.9806891, -43.494756)",0.0
30.0,1.0,1.0,850,"(-22.9766415, -43.188297)",0.0
69.0,1.0,2.0,450,"(-22.8761423, -43.33473970000001)",0.0
115.0,,3.0,3000,"(-23.0248278, -43.45716289999999)",0.0
100.0,2.0,2.0,1800,"(-22.9107177, -43.2886664)",0.0
45.0,1.0,1.0,700,"(-22.8247681, -43.3303814)",0.0
128.0,,4.0,3200,"(-22.9984979, -43.385681)",0.0
81.0,2.0,2.0,1600,"(-23.0185151, -43.4634021)",0.0
118.0,5.0,3.0,2950,"(-22.999740399999997, -43.3659929)",0.0
45.0,1.0,1.0,1000,"(-23.0068092, -43.5514684)",0.0
80.0,1.0,2.0,1300,"(-22.9251523, -43.3478346)",0.0
60.0,1.0,1.0,1700,"(-23.014923800000002, -43.407209)",0.0
30.0,1.0,1.0,1200,"(-22.97579330000001, -43.1912304)",0.0
80.0,,1.0,4500,"(-22.985288399999998, -43.2282029)",0.0
70.0,1.0,2.0,1300,"(-22.9205272, -43.2382218)",0.0
80.0,3.0,2.0,2400,"(-22.960081, -43.2091516)",0.0
110.0,2.0,3.0,3000,"(-22.9279379, -43.236188)",0.0
72.0,1.0,3.0,1900,"(-23.013892000000002, -43.4634254)",0.0
58.0,1.0,2.0,1100,"(-22.863659100000003, -43.2542351)",0.0
58.0,1.0,2.0,1400,"(-22.9997404, -43.3659929)",0.0
65.0,1.0,2.0,1300,"(-22.9435521, -43.1853684)",0.0
76.0,2.0,2.0,3700,"(-22.98422080000001, -43.1916424)",0.0
85.0,2.0,2.0,1850,"(-22.9159421, -43.23091270000001)",0.0
50.0,1.0,1.0,2500,"(-22.9448095, -43.18365120000001)",0.0
82.0,1.0,3.0,2000,"(-22.933034, -43.2428477)",0.0
202.0,6.0,4.0,3500,"(-23.0292488, -43.4693688)",0.0
50.0,2.0,1.0,2800,"(-22.968515300000004, -43.1850961)",0.0
60.0,1.0,2.0,750,"(-22.870838199999998, -43.3417588)",0.0
65.0,2.0,2.0,1500,"(-23.0211861, -43.4540997)",0.0
85.0,2.0,2.0,2800,"(-22.98682130000001, -43.3571161)",0.0
43.0,1.0,2.0,890,"(-22.9056436, -43.3157305)",0.0
65.0,1.0,2.0,900,"(-22.8869338, -43.2970637)",0.0
45.0,1.0,1.0,650,"(-22.8666607, -43.3608367)",0.0
93.0,4.0,3.0,4000,"(-22.962703899999998, -43.1767378)",0.0
72.0,2.0,2.0,2500,"(-23.000725199999998, -43.421142700000004)",0.0
78.0,1.0,2.0,800,"(-22.9665038, -43.3713193)",0.0
60.0,2.0,3.0,1000,"(-22.9030276, -43.2511816)",0.0
90.0,2.0,2.0,2500,"(-23.001908, -43.3501969)",0.0
70.0,1.0,2.0,2100,"(-22.980819399999998, -43.1910909)",0.0
40.0,1.0,1.0,2490,"(-6.5899848, -37.9149013)",0.0
98.0,2.0,2.0,1300,"(-22.941189399999995, -43.36007160000001)",1.0
50.0,1.0,2.0,800,"(-22.8852277, -43.5562164)",0.0
75.0,2.0,3.0,1200,"(-22.907092199999997, -43.379624799999995)",0.0
169.0,3.0,4.0,2000,"(-22.9912255, -43.492756799999995)",0.0
70.0,1.0,1.0,2500,"(-22.961110199999997, -43.218739299999996)",0.0
210.0,4.0,4.0,4500,"(-22.9506576, -43.1759883)",0.0
31.0,1.0,1.0,1300,"(-22.9654545, -43.18084520000001)",0.0
56.0,1.0,1.0,1900,"(-22.934022100000004, -43.176146)",0.0
56.0,2.0,1.0,1200,"(-22.9215236, -43.248205299999995)",0.0
45.0,1.0,1.0,15000,"(-22.9339841, -43.1745744)",0.0
108.0,2.0,3.0,6800,"(-22.9864374, -43.20719879999999)",0.0
48.0,,2.0,1100,"(-22.917668799999998, -43.363978700000004)",0.0
56.0,,1.0,700,"(-22.9042905, -43.286152200000004)",0.0
195.0,2.0,3.0,6500,"(-22.9766415, -43.188297)",0.0
52.0,1.0,1.0,1120,"(-22.84806780000001, -43.2608815)",0.0
100.0,1.0,2.0,5000,"(-22.9790043, -43.21843320000001)",0.0
325.0,4.0,4.0,19000,"(-22.984189699999998, -43.2223282)",0.0
70.0,1.0,2.0,6500,"(-22.9869482, -43.2307504)",0.0
61.0,1.0,2.0,750,"(-22.873998999999998, -43.2613682)",0.0
109.0,3.0,3.0,2900,"(-22.934022100000004, -43.176146)",0.0
65.0,1.0,2.0,700,"(-22.9411582, -43.3441051)",0.0
32.0,1.0,1.0,1900,"(-22.926836399999996, -43.17931289999999)",0.0
110.0,3.0,2.0,3700,"(-22.9938255, -43.35094820000001)",0.0
121.0,3.0,2.0,6400,"(-22.983158399999997, -43.2050161)",0.0
252.0,5.0,4.0,12500,"(-22.9622039, -43.2099987)",0.0
50.0,,3.0,25600,"(-6.5899848, -37.9149013)",0.0
120.0,2.0,3.0,4500,"(-22.9654545, -43.18084520000001)",0.0
78.0,2.0,2.0,2000,"(-22.9665038, -43.3713193)",0.0
358.0,,4.0,8000,"(-22.9997388, -43.2684256)",0.0
100.0,2.0,3.0,2800,"(-22.930774600000003, -43.1868679)",0.0
53.0,1.0,3.0,950,"(-22.9818187, -43.4578117)",0.0
140.0,1.0,4.0,3000,"(-22.999740399999997, -43.3659929)",0.0
40.0,1.0,1.0,1800,"(-22.9654545, -43.18084520000001)",0.0
165.0,2.0,4.0,2900,"(-22.922655, -43.2302143)",0.0
168.0,,3.0,6500,"(-22.9938255, -43.35094820000001)",0.0
264.0,2.0,3.0,6000,"(-22.9387029, -43.17358170000001)",0.0
77.0,1.0,3.0,1200,"(-12.8059674, -41.3322919)",0.0
63.0,2.0,2.0,1600,"(-22.9219008, -43.2417747)",0.0
43.0,1.0,2.0,1300,"(-22.7991187, -43.2091024)",0.0
260.0,4.0,4.0,20000,"(-22.9862375, -43.209178200000004)",0.0
71.0,2.0,3.0,1500,"(-22.927310100000003, -43.3599944)",0.0
166.0,3.0,4.0,4900,"(-22.995434399999997, -43.25830379999999)",0.0
77.0,3.0,2.0,3400,"(-22.983158399999997, -43.2050161)",0.0
55.0,1.0,1.0,900,"(-23.018515100000002, -43.4634021)",0.0
170.0,2.0,3.0,2750,"(-22.980819399999998, -43.1910909)",0.0
52.0,1.0,1.0,2500,"(-22.9171723, -43.17680170000001)",0.0
193.0,5.0,3.0,8250,"(-22.988339899999996, -43.3529408)",0.0
80.0,3.0,2.0,3000,"(-22.9279379, -43.236188)",0.0
70.0,2.0,2.0,1000,"(-22.9395378, -43.3607092)",0.0
51.0,1.0,2.0,1600,"(-22.920797, -43.22250379999999)",0.0
63.0,2.0,2.0,1500,"(-22.9226546, -43.2311464)",0.0
97.0,3.0,3.0,1800,"(-23.000417300000002, -43.332459)",0.0
120.0,2.0,2.0,12000,"(-22.9646379, -43.20259)",0.0
125.0,4.0,4.0,3200,"(-22.9333806, -43.3347821)",0.0
40.0,1.0,1.0,300,"(-22.9070211, -43.1854641)",0.0
57.0,1.0,1.0,1650,"(-22.9137764, -43.24434220000001)",0.0
86.0,3.0,2.0,1000,"(-22.9332164, -43.2381453)",0.0
80.0,1.0,2.0,2400,"(-22.9275788, -43.24193629999999)",0.0
90.0,2.0,3.0,3400,"(-22.98698730000001, -43.1909986)",0.0
52.0,1.0,1.0,2550,"(-22.9368391, -43.1751217)",0.0
246.0,1.0,4.0,12000,"(-22.9862574, -43.1922967)",0.0
72.0,1.0,2.0,2000,"(-22.9857245, -43.19650410000001)",0.0
120.0,2.0,3.0,5490,"(-22.968132699999998, -43.1830609)",0.0
100.0,1.0,3.0,1445,"(-5.815403400000001, -46.1361454)",0.0
133.0,3.0,3.0,6200,"(-22.953016899999998, -43.1885829)",0.0
170.0,1.0,3.0,4500,"(-22.9766415, -43.188297)",0.0
57.0,1.0,2.0,1000,"(-22.9418283, -43.3575148)",0.0
90.0,2.0,2.0,1500,"(-22.9665038, -43.3713193)",0.0
60.0,1.0,2.0,2100,"(-23.005536, -43.428404)",0.0
56.0,1.0,2.0,800,"(-22.9418283, -43.3575148)",0.0
47.0,1.0,2.0,1100,"(-22.8869846, -43.28713610000001)",0.0
90.0,2.0,3.0,3500,"(-22.9656645, -43.223445299999995)",0.0
64.0,2.0,2.0,1300,"(-22.9315642, -43.2425412)",0.0
50.0,1.0,1.0,1700,"(-22.968132699999998, -43.1830609)",0.0
50.0,1.0,1.0,1700,"(-22.928698, -43.1779096)",0.0
77.0,1.0,2.0,1000,"(-22.9739287, -43.35973320000001)",0.0
50.0,1.0,2.0,1500,"(-22.9110975, -43.1882859)",0.0
24.0,1.0,1.0,1000,"(-22.9091631, -43.1886929)",0.0
15.0,1.0,1.0,900,"(-28.9348832, -49.4858389)",0.0
169.0,4.0,3.0,5000,"(-23.014923800000002, -43.407209)",0.0
47.0,1.0,1.0,1000,"(-11.0136465, -37.2071134)",0.0
175.0,4.0,3.0,9750,"(-22.977000600000004, -43.19617720000001)",0.0
120.0,2.0,3.0,4500,"(-22.9779756, -43.229873299999994)",0.0
390.0,5.0,4.0,20000,"(-22.9766415, -43.188297)",0.0
600.0,5.0,5.0,8000,"(-22.9282465, -43.170790419174786)",0.0
84.0,,2.0,6300,"(-22.986815, -43.23017279999999)",0.0
100.0,,2.0,14000,"(-22.9862375, -43.209178200000004)",0.0
30.0,1.0,1.0,2300,"(-22.98459200000001, -43.2241076)",0.0
120.0,1.0,2.0,800,"(-22.8944615, -43.289128399999996)",0.0
85.0,3.0,2.0,4500,"(-22.9847565, -43.19540679999999)",0.0
68.0,1.0,2.0,1700,"(-23.0185151, -43.4634021)",0.0
69.0,2.0,2.0,1100,"(-22.9009367, -43.284310999999995)",0.0
123.0,1.0,3.0,1500,"(-22.9454515, -43.33619829999999)",0.0
68.0,1.0,2.0,1900,"(-22.953291600000004, -43.185387)",0.0
65.0,2.0,2.0,2300,"(-22.9732812, -43.379219299999995)",0.0
56.0,1.0,2.0,1300,"(-22.9997404, -43.3659929)",0.0
58.0,1.0,2.0,1100,"(-22.935433800000002, -43.3447568)",0.0
95.0,1.0,2.0,12000,"(-22.9862375, -43.209178200000004)",0.0
400.0,6.0,4.0,14000,"(-22.9997388, -43.2684256)",0.0
97.0,1.0,3.0,2200,"(-22.9332164, -43.2381453)",0.0
188.0,4.0,4.0,7000,"(-22.9997404, -43.3659929)",0.0
200.0,3.0,3.0,4500,"(-22.980819399999998, -43.1910909)",0.0
69.0,2.0,2.0,2000,"(-22.9662234, -43.382768799999994)",0.0
100.0,3.0,3.0,2000,"(-22.9279379, -43.236188)",0.0
250.0,1.0,3.0,4500,"(-22.9986176, -43.2529098)",0.0
100.0,3.0,3.0,3500,"(-22.9920076, -43.4023471)",0.0
200.0,1.0,2.0,8000,"(-23.014923800000002, -43.407209)",0.0
240.0,3.0,4.0,13500,"(-22.9840518, -43.221537899999994)",0.0
68.0,1.0,2.0,1000,"(-22.8194378, -43.2915908)",1.0
73.0,2.0,2.0,1200,"(-22.9306672, -43.242268100000004)",0.0
308.0,5.0,4.0,10500,"(-22.9607745, -43.2028991)",0.0
74.0,,2.0,2850,"(-22.959020300000002, -43.2035583)",0.0
135.0,3.0,3.0,4200,"(-22.9805083, -43.213479299999996)",0.0
85.0,3.0,2.0,3000,"(-22.983158399999997, -43.2050161)",0.0
150.0,3.0,4.0,1840,"(-22.9243928, -43.373984899999996)",0.0
48.0,,1.0,900,"(-22.91230830000001, -43.1732237)",0.0
330.0,5.0,4.0,18500,"(-22.984189699999998, -43.2223282)",0.0
240.0,4.0,4.0,20000,"(-22.9840518, -43.221537899999994)",0.0
60.0,1.0,1.0,3900,"(-22.9629697, -43.1746635)",0.0
77.0,2.0,2.0,2200,"(-23.0048388, -43.366279799999994)",0.0
82.0,2.0,3.0,1300,"(-22.8888363, -43.282397100000004)",0.0
376.0,6.0,5.0,15000,"(-23.0048388, -43.366279799999994)",0.0
50.0,1.0,1.0,900,"(-22.912072100000003, -43.2718329)",0.0
100.0,2.0,4.0,5000,"(-22.9639208, -43.1739732)",0.0
76.0,2.0,2.0,900,"(-22.92307730000001, -43.3704929)",0.0
260.0,3.0,3.0,8500,"(-23.0143229, -43.2972041)",0.0
50.0,1.0,2.0,1600,"(-22.9966799, -43.4249176)",0.0
85.0,2.0,2.0,3500,"(-22.9654545, -43.18084520000001)",0.0
410.0,4.0,4.0,19900,"(-22.9913592, -43.2675329)",0.0
46.0,1.0,2.0,900,"(-22.881872100000002, -43.343320500000004)",0.0
50.0,1.0,2.0,800,"(-22.9336616, -43.2001532)",0.0
46.0,1.0,1.0,710,"(-22.8774407, -43.2627515)",0.0
70.0,1.0,2.0,1000,"(-22.8790904, -43.2955477)",0.0
70.0,1.0,1.0,2811,"(-22.9719642, -43.1843432)",0.0
100.0,2.0,3.0,3000,"(-22.9847565, -43.19540679999999)",0.0
110.0,2.0,3.0,1700,"(-22.896715, -43.2349464)",0.0
80.0,2.0,3.0,1700,"(-22.9306672, -43.242268100000004)",0.0
87.0,2.0,3.0,1850,"(-22.9233439, -43.2640862)",0.0
80.0,2.0,2.0,1000,"(-22.9079117, -43.2974949)",1.0
96.0,1.0,3.0,2700,"(-22.935445899999998, -43.1865273)",0.0
97.0,2.0,2.0,4400,"(-6.5899848, -37.9149013)",0.0
160.0,3.0,3.0,8000,"(-22.981271300000003, -43.2004164)",0.0
71.0,1.0,2.0,2215,"(-23.0111148, -43.46874260000001)",0.0
100.0,2.0,3.0,2400,"(-22.968132699999998, -43.1830609)",0.0
50.0,1.0,2.0,1500,"(-22.886248100000003, -43.306259399999995)",0.0
235.0,3.0,3.0,5000,"(-23.0027387, -43.37833970000001)",0.0
66.0,1.0,2.0,1900,"(-22.962703899999998, -43.1767378)",0.0
30.0,1.0,1.0,700,"(-22.907383199999998, -43.2876155)",0.0
30.0,1.0,1.0,1200,"(-22.926836399999996, -43.17931289999999)",0.0
110.0,3.0,3.0,2000,"(-22.9279379, -43.236188)",0.0
200.0,3.0,3.0,2500,"(-22.97579330000001, -43.1912304)",0.0
65.0,2.0,2.0,1200,"(-22.9004345, -43.2808042)",0.0
,,2.0,1900,"(-22.962703899999998, -43.1767378)",0.0
,,1.0,700,"(-22.907383199999998, -43.2876155)",0.0
,,1.0,1200,"(-22.926836399999996, -43.17931289999999)",0.0
,,3.0,6000,"(-22.9387029, -43.17358170000001)",0.0
,,3.0,2000,"(-22.9279379, -43.236188)",0.0
,,3.0,2500,"(-22.97579330000001, -43.1912304)",0.0
,,2.0,1200,"(-22.9004345, -43.2808042)",0.0
,,2.0,8000,"(-22.987760199999997, -43.2281667147424)",0.0
,,2.0,1600,"(-22.968253100000002, -43.3830095)",0.0
,,3.0,15000,"(-22.9871664, -43.2242641)",0.0
,,3.0,3800,"(-22.979191500000002, -43.2195349)",0.0
,,2.0,2700,"(-23.0048388, -43.366279799999994)",0.0
,,4.0,6500,"(-23.0048388, -43.366279799999994)",0.0
,,3.0,3500,"(-23.000417300000002, -43.332459)",0.0
,,1.0,900,"(-22.9267586, -43.181342)",1.0
,,4.0,15000,"(-22.9839557, -43.202216299999996)",0.0
,,3.0,4000,"(-22.988339899999996, -43.3529408)",0.0
,,1.0,700,"(-22.8795536, -43.3080761)",0.0
,,3.0,5000,"(-22.979191500000002, -43.2195349)",0.0
,,2.0,1200,"(-22.9332164, -43.2381453)",0.0
,,2.0,1150,"(-22.8893627, -43.3275348)",0.0
,,4.0,2338,"(-23.0197777, -43.479158899999995)",0.0
,,3.0,1200,"(-22.927310100000003, -43.3599944)",0.0
,,2.0,1400,"(-22.9912255, -43.492756799999995)",0.0
,,2.0,2300,"(-23.0000794, -43.4164657)",0.0
,,2.0,1000,"(-22.8503472, -43.3463053)",0.0
,,4.0,7500,"(-23.000417300000002, -43.332459)",0.0
,,1.0,7000,"(-22.9860948, -43.2254539)",0.0
,,1.0,3300,"(-22.9838087, -43.1952591)",0.0
,,1.0,900,"(-22.948937, -43.3408375)",0.0
,,3.0,2100,"(-23.020068300000002, -43.4642256)",0.0
,,4.0,8500,"(-23.0015257, -43.395351700000006)",0.0
,,2.0,1000,"(-22.901774, -43.2747859)",0.0
,,4.0,15000,"(-22.9862375, -43.209178200000004)",0.0
,,2.0,1500,"(-22.9966799, -43.4249176)",0.0
83.0,1.0,2.0,2000,"(-23.0248278, -43.45716289999999)",0.0
139.0,1.0,2.0,5500,"(-22.9803652, -43.2139765)",0.0
120.0,2.0,4.0,5500,"(-22.9766415, -43.188297)",0.0
140.0,3.0,3.0,4180,"(-22.9282465, -43.170790419174786)",0.0
200.0,3.0,3.0,7000,"(-22.9766415, -43.188297)",0.0
69.0,2.0,3.0,1200,"(-22.964776399999998, -43.40202539999999)",0.0
143.0,,4.0,5000,"(-22.9662234, -43.382768799999994)",0.0
75.0,1.0,2.0,4500,"(-22.98698730000001, -43.1909986)",0.0
510.0,6.0,4.0,17000,"(-22.9997388, -43.2684256)",0.0
600.0,5.0,5.0,17000,"(-22.9766415, -43.188297)",0.0
71.0,2.0,2.0,1650,"(-22.970773, -43.3975035)",0.0
58.0,1.0,2.0,1098,"(-22.9411582, -43.3441051)",0.0
220.0,,4.0,15000,"(-22.9839557, -43.202216299999996)",0.0
70.0,,2.0,3350,"(-22.9670992, -43.202347100000004)",0.0
50.0,1.0,1.0,2300,"(-22.9535105, -43.181536799999996)",0.0
172.0,3.0,4.0,7200,"(-23.0050344, -43.3847972)",0.0
93.0,2.0,3.0,3800,"(-6.5899848, -37.9149013)",0.0
67.0,2.0,2.0,950,"(-22.9381303, -43.3495544)",0.0
74.0,3.0,2.0,1800,"(-22.9997404, -43.3659929)",0.0
91.0,3.0,2.0,2200,"(-22.9323641, -43.1821872)",0.0
61.0,1.0,2.0,1297,"(-22.923718700000002, -43.2558997)",0.0
58.0,1.0,3.0,1300,"(-22.8191421, -43.1816768)",1.0
60.0,2.0,2.0,1500,"(-22.9548472, -43.3765899)",0.0
70.0,2.0,2.0,1900,"(-22.9662234, -43.382768799999994)",0.0
196.0,4.0,3.0,2200,"(-22.923876500000002, -43.353021999999996)",0.0
91.0,2.0,3.0,2500,"(-22.9318016, -43.1823899)",0.0
50.0,1.0,1.0,1200,"(-22.9247841, -43.2096901)",0.0
60.0,1.0,2.0,900,"(-22.8908854, -43.2854592)",0.0
240.0,4.0,4.0,4000,"(-22.9282465, -43.170790419174786)",0.0
97.0,1.0,1.0,2000,"(-23.018515100000002, -43.4634021)",0.0
255.0,5.0,4.0,15000,"(-22.983556, -43.22493770000001)",0.0
230.0,1.0,3.0,5000,"(-22.9707145, -43.1899429)",0.0
75.0,2.0,2.0,3200,"(-22.963023, -43.21633610000001)",0.0
80.0,2.0,2.0,3500,"(-22.9766415, -43.188297)",0.0
68.0,1.0,2.0,1450,"(-23.0108535, -43.4375641)",0.0
55.0,1.0,1.0,1600,"(-23.014923800000002, -43.407209)",0.0
94.0,,2.0,3800,"(-22.9805083, -43.213479299999996)",0.0
80.0,1.0,3.0,1800,"(-23.0063466, -43.4358159)",0.0
45.0,1.0,1.0,850,"(-22.928988, -43.3534191)",1.0
61.0,2.0,2.0,1650,"(-23.0077797, -43.2872344)",0.0
72.0,1.0,2.0,2000,"(-23.018515100000002, -43.4634021)",0.0
110.0,3.0,2.0,9000,"(-22.9839032, -43.2242984)",0.0
77.0,2.0,2.0,1700,"(-22.9966799, -43.4249176)",0.0
75.0,1.0,3.0,3000,"(-23.0223214, -43.5099059)",0.0
192.0,5.0,3.0,3500,"(-23.018515100000002, -43.4634021)",0.0
76.0,2.0,2.0,2850,"(-22.9997404, -43.3659929)",0.0
30.0,1.0,1.0,800,"(-22.9654545, -43.18084520000001)",0.0
57.0,,2.0,1200,"(-22.9057599, -43.2848323)",0.0
80.0,2.0,2.0,1100,"(-22.9077385, -43.2887029)",0.0
56.0,1.0,2.0,2000,"(-22.9654545, -43.18084520000001)",0.0
60.0,1.0,2.0,900,"(-22.8498977, -43.259691499999995)",0.0
48.0,1.0,2.0,900,"(-22.9393043, -43.348503)",0.0
86.0,1.0,2.0,1000,"(-22.941189399999995, -43.36007160000001)",1.0
97.0,3.0,2.0,2300,"(-23.0248278, -43.45716289999999)",0.0
68.0,1.0,2.0,900,"(-22.9137159, -43.271651500000004)",1.0
100.0,2.0,3.0,2500,"(-22.940859399999997, -43.1915055)",0.0
57.0,1.0,2.0,800,"(-22.921886399999998, -43.384646000000004)",0.0
85.0,2.0,2.0,3500,"(-22.9665038, -43.371319299999996)",0.0
76.0,2.0,1.0,1300,"(-22.9026425, -43.2817263)",0.0
60.0,1.0,3.0,2500,"(-22.94624115, -43.557178065955135)",0.0
302.0,,3.0,3200,"(-23.020743799999998, -43.4687696)",0.0
52.0,1.0,2.0,1300,"(-22.9548472, -43.3765899)",0.0
40.0,1.0,1.0,1000,"(-22.93784710000001, -43.3650124)",0.0
40.0,1.0,1.0,649,"(-22.8896225, -43.29803010000001)",0.0
92.0,2.0,3.0,5600,"(-22.983158399999997, -43.2050161)",0.0
,,2.0,900,"(-22.9393043, -43.348503)",0.0
,,2.0,1000,"(-22.941189399999995, -43.36007160000001)",1.0
,,2.0,2300,"(-23.0248278, -43.45716289999999)",0.0
,,2.0,900,"(-22.9137159, -43.271651500000004)",1.0
,,3.0,2500,"(-22.940859399999997, -43.1915055)",0.0
,,2.0,800,"(-22.921886399999998, -43.384646000000004)",0.0
,,2.0,3500,"(-22.9665038, -43.371319299999996)",0.0
,,1.0,1300,"(-22.9026425, -43.2817263)",0.0
,,3.0,3600,"(-6.5899848, -37.9149013)",0.0
,,3.0,2500,"(-22.94624115, -43.557178065955135)",0.0
,,3.0,3200,"(-23.020743799999998, -43.4687696)",0.0
,,2.0,1300,"(-22.9548472, -43.3765899)",0.0
,,1.0,3000,"(-22.9832566, -43.2265394)",0.0
,,1.0,1000,"(-22.93784710000001, -43.3650124)",0.0
,,1.0,649,"(-22.8896225, -43.29803010000001)",0.0
,,3.0,5600,"(-22.983158399999997, -43.2050161)",0.0
,,1.0,3395,"(-22.9842762, -43.219898799999996)",0.0
,,3.0,2000,"(-23.017635000000002, -43.453629)",0.0
,,3.0,3500,"(-22.9804105, -43.221005700000006)",0.0
,,2.0,2400,"(-22.9997404, -43.3659929)",0.0
,,2.0,1800,"(-22.96436700000001, -43.1746755)",0.0
,,4.0,3800,"(-23.0185151, -43.4634021)",0.0
,,1.0,1800,"(-22.924047, -43.23641660000001)",0.0
,,2.0,2500,"(-22.9662234, -43.382768799999994)",0.0
,,2.0,3260,"(-23.014923800000002, -43.407209)",0.0
,,2.0,2000,"(-23.0108535, -43.4375641)",0.0
,,3.0,1500,"(-22.9362315, -43.3419326)",0.0
,,2.0,1100,"(-22.9333806, -43.3347821)",0.0
,,3.0,1800,"(-23.0063466, -43.4358159)",0.0
,,2.0,1105,"(-22.8878966, -43.2990186)",0.0
,,4.0,7300,"(-22.94884465, -43.179829096252966)",0.0
,,2.0,1200,"(-22.9519909, -43.3872901)",1.0
,,2.0,950,"(-22.9548472, -43.3765899)",0.0
,,2.0,700,"(-22.9047924, -43.26502070000001)",0.0
,,3.0,1100,"(-22.9850925, -43.48973839999999)",0.0
,,2.0,1900,"(-22.915698100000004, -43.2319433)",0.0
58.0,1.0,2.0,1025,"(-22.905686499999998, -43.27046170000001)",0.0
69.0,1.0,2.0,1100,"(-22.9312854, -43.36198529999999)",0.0
71.0,2.0,2.0,5500,"(-22.9828411, -43.2170388)",0.0
50.0,1.0,1.0,800,"(-22.826610600000002, -43.3112119)",0.0
41.0,2.0,2.0,700,"(-22.9070091, -43.2833301)",0.0
58.0,2.0,2.0,1350,"(-22.9063362, -43.2416565)",0.0
677.0,,4.0,30000,"(-22.9766415, -43.188297)",0.0
210.0,5.0,4.0,4500,"(-22.968132699999998, -43.1830609)",0.0
80.0,2.0,2.0,1500,"(-22.9130991, -43.1914879)",0.0
77.0,2.0,3.0,1800,"(-22.9416844, -43.3339874)",0.0
157.0,2.0,4.0,5900,"(-23.0143229, -43.2972041)",0.0
251.0,4.0,4.0,12000,"(-22.9622039, -43.2099987)",0.0
58.0,1.0,2.0,800,"(-22.8956799, -43.3929967)",0.0
68.0,1.0,2.0,1800,"(-22.9247841, -43.2096901)",0.0
59.0,1.0,2.0,1200,"(-22.91459960000001, -43.2068474)",0.0
50.0,2.0,1.0,2000,"(-22.9654545, -43.18084520000001)",0.0
101.0,3.0,3.0,5500,"(-22.9533486, -43.189868)",0.0
50.0,1.0,2.0,900,"(-22.8923285, -43.2968314)",0.0
66.0,1.0,2.0,1100,"(-22.8770437, -43.29160020000001)",0.0
66.0,1.0,3.0,2000,"(-22.923718700000002, -43.2558997)",0.0
94.0,3.0,2.0,1900,"(-22.9729585, -43.3822057)",0.0
