areas,bathrooms,bedrooms,r$_pmo,coord,class
101.0,3.0,3.0,4800,"(-22.9533486, -43.189868)",0.0
65.0,1.0,2.0,750,"(-22.8549789, -43.33186720000001)",1.0
50.0,1.0,1.0,1700,"(-22.9500463, -43.191054799999996)",0.0
96.0,3.0,3.0,2500,"(-22.92994980000001, -43.237162700000006)",0.0
92.0,2.0,2.0,10000,"(-22.9832566, -43.2265394)",0.0
115.0,2.0,3.0,4000,"(-22.9690461, -43.18946629999999)",0.0
36.0,1.0,1.0,1000,"(-22.9548472, -43.3765899)",0.0
250.0,4.0,3.0,18000,"(-22.9843423, -43.2007642)",0.0
478.0,1.0,5.0,15000,"(-22.9997388, -43.2684256)",0.0
76.0,1.0,2.0,1850,"(-22.9382421, -43.3327874)",0.0
90.0,3.0,3.0,4300,"(-22.9804105, -43.221005700000006)",0.0
161.0,2.0,3.0,4300,"(-23.0011303, -43.3608268)",0.0
500.0,10.0,5.0,5000,"(-22.9387029, -43.17358170000001)",0.0
450.0,5.0,4.0,15000,"(-22.984338600000005, -43.2328045)",0.0
105.0,2.0,2.0,9000,"(-22.9862375, -43.209178200000004)",0.0
179.0,4.0,4.0,15000,"(-22.943613199999998, -43.185880499999996)",0.0
72.0,1.0,2.0,2200,"(-23.014923800000002, -43.407209)",0.0
57.0,1.0,1.0,1400,"(-22.904393399999996, -43.1830653)",0.0
305.0,5.0,3.0,8500,"(-22.9282465, -43.170790419174786)",0.0
189.0,5.0,3.0,3500,"(-23.014148499999997, -43.4556143)",0.0
150.0,1.0,2.0,4000,"(-22.981749100000002, -43.1906689)",0.0
60.0,1.0,2.0,1100,"(-22.9183909, -43.3971464)",1.0
140.0,3.0,4.0,5000,"(-22.984338600000005, -43.2328045)",0.0
150.0,,3.0,5500,"(-22.9819833, -43.206933)",0.0
46.0,1.0,1.0,650,"(-22.873999, -43.2613682)",0.0
86.0,,1.0,3700,"(-22.9766415, -43.188297)",0.0
280.0,,4.0,30000,"(-22.9862375, -43.209178200000004)",0.0
240.0,3.0,4.0,12000,"(-23.014923800000002, -43.407209)",0.0
66.0,1.0,1.0,2500,"(-23.014923800000002, -43.407209)",0.0
160.0,2.0,3.0,6200,"(-22.9766415, -43.188297)",0.0
75.0,1.0,2.0,3000,"(-22.93536210000001, -43.1921849)",0.0
200.0,3.0,3.0,3000,"(-22.9408899, -43.3422564)",1.0
56.0,1.0,2.0,1000,"(-22.8508744, -43.317637100000006)",0.0
60.0,1.0,2.0,1300,"(-22.8954986, -43.318400399999994)",0.0
70.0,1.0,2.0,3000,"(-22.9804176, -43.2025893)",0.0
50.0,1.0,2.0,850,"(-22.917009, -43.25892879999999)",0.0
60.0,2.0,1.0,1350,"(-22.9070211, -43.1854641)",0.0
46.0,1.0,1.0,800,"(-22.915478, -43.2439792)",0.0
52.0,1.0,3.0,900,"(-22.842364399999997, -43.255829)",0.0
83.0,1.0,3.0,1200,"(-23.017587, -43.4528801)",0.0
137.0,2.0,3.0,6500,"(-22.9843423, -43.2007642)",0.0
50.0,1.0,1.0,2500,"(-22.9248707, -43.1767511)",0.0
66.0,,1.0,2100,"(-23.014923800000002, -43.407209)",0.0
210.0,4.0,2.0,10000,"(-22.9803652, -43.2139765)",0.0
128.0,4.0,4.0,2500,"(-22.936339899999997, -43.3330978)",0.0
20.0,1.0,1.0,1290,"(-22.9766415, -43.188297)",0.0
86.0,2.0,2.0,10000,"(-22.9855992, -43.1969718)",0.0
60.0,1.0,1.0,600,"(-22.8717641, -43.4211716)",0.0
,,3.0,1800,"(-22.9144776, -43.2161726)",0.0
,,3.0,6500,"(-22.9839557, -43.202216299999996)",0.0
,,4.0,3500,"(-22.963153600000002, -43.1908961)",0.0
,,1.0,1173,"(-22.914151999999998, -43.265304799999996)",1.0
,,2.0,3965,"(-22.985771399999997, -43.1951706)",0.0
,,2.0,1200,"(-22.8990537, -43.280358899999996)",0.0
,,2.0,1000,"(-22.903637600000003, -43.3121029)",0.0
,,2.0,2500,"(-23.000725199999998, -43.421142700000004)",0.0
,,2.0,8000,"(-22.9997388, -43.2684256)",0.0
,,1.0,1000,"(-22.917668799999998, -43.363978700000004)",0.0
,,1.0,1200,"(-21.512665600000002, -44.9033355)",0.0
,,2.0,2800,"(-22.9847565, -43.19540679999999)",0.0
,,2.0,800,"(-22.886248100000003, -43.306259399999995)",0.0
,,2.0,3000,"(-27.5660564, -53.9719817)",0.0
,,2.0,3400,"(-22.965476199999998, -43.2299029)",0.0
,,3.0,3000,"(-22.9408899, -43.3422564)",1.0
,,2.0,1200,"(-22.9144523, -43.2335999)",0.0
,,2.0,850,"(-22.8833862, -43.555969299999994)",0.0
,,3.0,7000,"(-22.988339899999996, -43.3529408)",0.0
,,2.0,4900,"(-22.9641285, -43.2174013)",0.0
,,2.0,800,"(-22.852291, -43.32259970000001)",0.0
,,2.0,1500,"(-23.005536, -43.428404)",0.0
,,2.0,2000,"(-22.9548472, -43.3765899)",0.0
,,1.0,1100,"(-22.948937, -43.3408375)",0.0
,,1.0,2300,"(-22.968515300000004, -43.1850961)",0.0
,,1.0,1800,"(-22.9654545, -43.18084520000001)",0.0
,,1.0,900,"(-22.9111852, -43.19324260000001)",0.0
,,1.0,650,"(-22.882893399999997, -43.3430304)",0.0
,,2.0,3000,"(-22.96029960000001, -43.2031108)",0.0
,,3.0,1800,"(-22.9422731, -43.329581299999994)",0.0
,,3.0,4300,"(-22.98327260000001, -43.202763)",0.0
,,3.0,3500,"(-22.9646242, -43.1916985)",1.0
,,3.0,1900,"(-22.9306672, -43.242268100000004)",0.0
,,2.0,935,"(-22.9138756, -43.2557634)",1.0
240.0,3.0,4.0,6200,"(-22.9997388, -43.2684256)",0.0
60.0,1.0,2.0,900,"(-22.9183909, -43.3971464)",1.0
11.0,1.0,1.0,900,"(-22.9489811, -43.165986600000004)",0.0
90.0,3.0,3.0,2200,"(-22.90999110000001, -43.2406283)",0.0
70.0,2.0,2.0,2100,"(-22.9662234, -43.382768799999994)",0.0
180.0,2.0,4.0,2500,"(-22.9312548, -43.1766407)",0.0
82.0,3.0,2.0,2800,"(-22.9920076, -43.4023471)",0.0
98.0,3.0,2.0,2000,"(-23.013892000000002, -43.4634254)",0.0
77.0,1.0,2.0,2400,"(-22.9641285, -43.2174013)",0.0
185.0,,3.0,10000,"(-23.014923800000002, -43.407209)",0.0
163.0,3.0,4.0,2200,"(-22.8146716, -43.210201299999994)",0.0
156.0,2.0,3.0,13000,"(-22.9837378, -43.21888660000001)",0.0
69.0,2.0,2.0,2950,"(-22.959020300000002, -43.2035583)",0.0
140.0,2.0,3.0,5390,"(-22.9866109, -43.2268916)",0.0
214.0,2.0,3.0,14000,"(-22.9803652, -43.2139765)",0.0
120.0,,2.0,6500,"(-22.9847565, -43.19540679999999)",0.0
69.0,2.0,2.0,1200,"(-22.899549399999998, -43.2808274)",0.0
62.0,2.0,2.0,1050,"(-5.8121386, -35.82343570000001)",0.0
210.0,5.0,4.0,8000,"(-6.5899848, -37.9149013)",0.0
130.0,,2.0,9800,"(-22.9849095, -43.219823999999996)",0.0
31.0,1.0,1.0,2400,"(-22.9415522, -43.1814436)",0.0
205.0,3.0,4.0,11000,"(-22.9840518, -43.221537899999994)",0.0
51.0,2.0,1.0,1800,"(-22.9746064, -43.190522200000004)",0.0
110.0,3.0,3.0,2100,"(-23.0227662, -43.4516402)",0.0
60.0,1.0,3.0,1200,"(-22.9009341, -43.2865096)",0.0
80.0,1.0,2.0,600,"(-22.9059573, -43.2593453)",0.0
87.0,2.0,2.0,2800,"(-22.9306672, -43.242268100000004)",0.0
65.0,2.0,2.0,2000,"(-22.9322135, -43.177597799999994)",0.0
21.0,1.0,1.0,1150,"(-22.9454241, -43.18079099640421)",0.0
58.0,1.0,2.0,1500,"(-22.928988, -43.353419099999996)",1.0
71.0,2.0,2.0,2500,"(-22.972089699999998, -43.1900211)",0.0
233.0,1.0,3.0,15000,"(-22.9913592, -43.2675329)",0.0
81.0,3.0,2.0,3000,"(-22.926758300000003, -43.2432095)",0.0
47.0,1.0,2.0,950,"(-22.9548472, -43.3765899)",0.0
49.0,,2.0,700,"(-22.9047924, -43.26502070000001)",0.0
55.0,1.0,3.0,1100,"(-22.9850925, -43.48973839999999)",0.0
92.0,,2.0,1900,"(-22.915698100000004, -43.2319433)",0.0
30.0,1.0,2.0,1200,"(-22.969351, -43.4257664)",0.0
67.0,1.0,2.0,1600,"(-22.902495300000002, -43.29326210000001)",0.0
98.0,1.0,2.0,3500,"(-22.98165, -43.2133493)",0.0
75.0,1.0,2.0,900,"(-22.9004513, -43.2902148)",0.0
70.0,3.0,2.0,1701,"(-23.008528, -43.4381613)",0.0
170.0,2.0,3.0,7000,"(-22.9832693, -43.204855)",0.0
71.0,2.0,2.0,1800,"(-22.988001899999997, -43.3660133)",0.0
90.0,3.0,3.0,6400,"(-22.9804105, -43.221005700000006)",0.0
170.0,,4.0,9900,"(-22.9804456, -43.2221655)",0.0
72.0,1.0,3.0,1200,"(-22.948937, -43.3408375)",0.0
57.0,1.0,2.0,500,"(-22.893324300000003, -43.2790424)",0.0
60.0,1.0,2.0,900,"(-22.865189899999997, -43.2527453)",0.0
80.0,1.0,2.0,2350,"(-22.9351193, -43.24199160000001)",0.0
53.0,1.0,2.0,790,"(-22.9035303, -43.2453622)",0.0
127.0,3.0,3.0,3000,"(-22.9674748, -43.18745360000001)",0.0
105.0,4.0,4.0,6000,"(-22.9986176, -43.2529098)",0.0
100.0,3.0,2.0,2700,"(-23.0048388, -43.366279799999994)",0.0
110.0,3.0,4.0,2500,"(-23.001445899999997, -43.3715864)",0.0
47.0,1.0,2.0,1000,"(-22.923718700000002, -43.2558997)",0.0
58.0,1.0,2.0,900,"(-22.9870911, -43.3049379)",1.0
46.0,1.0,1.0,600,"(-22.887306, -43.328049)",1.0
112.0,3.0,3.0,2000,"(-23.0027748, -43.4195583)",0.0
87.0,2.0,2.0,2200,"(-22.9997404, -43.3659929)",0.0
78.0,1.0,2.0,2500,"(-22.98104660000001, -43.19462070000001)",0.0
40.0,1.0,1.0,550,"(-22.92398810000001, -43.5471926)",0.0
30.0,1.0,1.0,1000,"(-30.0342118, -51.2393593)",0.0
82.0,2.0,2.0,2600,"(-23.000725199999998, -43.421142700000004)",0.0
126.0,2.0,3.0,2350,"(-22.9226546, -43.2311464)",0.0
200.0,3.0,3.0,20000,"(-22.9837378, -43.21888660000001)",0.0
589.0,4.0,4.0,60000,"(-22.9862375, -43.209178200000004)",0.0
70.0,1.0,2.0,600,"(-22.9018765, -43.5592695)",0.0
80.0,1.0,2.0,800,"(-22.8929679, -43.2788216)",0.0
57.0,1.0,2.0,900,"(-22.8928956, -43.2738066)",0.0
58.0,1.0,2.0,2800,"(-9.3429057, -38.2552548)",0.0
70.0,2.0,2.0,1530,"(-23.003845300000002, -43.3422799)",0.0
100.0,2.0,4.0,1400,"(-22.9398345, -43.2458734)",0.0
68.0,1.0,2.0,1097,"(-22.921886399999998, -43.384646000000004)",0.0
54.0,1.0,2.0,1100,"(-22.8956799, -43.3929967)",0.0
200.0,1.0,3.0,15000,"(-22.9805083, -43.213479299999996)",0.0
55.0,1.0,2.0,1250,"(-22.9042268, -43.2775135)",0.0
140.0,4.0,4.0,3480,"(-22.9202866, -43.1815614)",1.0
160.0,3.0,4.0,8750,"(-23.0143229, -43.2972041)",0.0
590.0,5.0,4.0,17500,"(-22.9997388, -43.2684256)",0.0
110.0,4.0,2.0,3500,"(-22.9938255, -43.35094820000001)",0.0
120.0,2.0,3.0,1500,"(-22.935433800000002, -43.3447568)",0.0
270.0,3.0,2.0,20000,"(-22.98679, -43.2200859)",0.0
56.0,1.0,2.0,900,"(-22.830564399999997, -43.3149229)",0.0
280.0,3.0,3.0,25000,"(-22.9862375, -43.209178200000004)",0.0
280.0,3.0,4.0,8000,"(-22.9387029, -43.17358170000001)",0.0
96.0,2.0,2.0,7500,"(-22.9877577, -43.2286995)",0.0
58.0,2.0,2.0,1800,"(-22.9205223, -43.212459)",0.0
125.0,,4.0,4650,"(-23.0048388, -43.366279799999994)",0.0
62.0,2.0,2.0,900,"(-22.9041717, -43.3525951)",1.0
70.0,2.0,2.0,1800,"(-22.9323641, -43.1821872)",0.0
150.0,,2.0,12000,"(-22.983158399999997, -43.2050161)",0.0
114.0,1.0,3.0,3500,"(-22.917734799999998, -43.2188065)",0.0
94.0,2.0,3.0,2000,"(-22.9732812, -43.379219299999995)",0.0
105.0,1.0,3.0,1950,"(-22.9272417, -43.232426200000006)",0.0
100.0,3.0,4.0,1500,"(-22.899894800000002, -43.2887274)",0.0
165.0,3.0,4.0,2600,"(-22.9315642, -43.2425412)",0.0
310.0,,4.0,13000,"(-22.988339899999996, -43.3529408)",0.0
75.0,1.0,2.0,1800,"(-12.8640352, -38.6313039734052)",0.0
85.0,,2.0,2800,"(-22.9500463, -43.191054799999996)",0.0
142.0,4.0,3.0,3600,"(-22.9757782, -43.373473)",0.0
65.0,1.0,2.0,800,"(-22.8984698, -43.2775544)",0.0
66.0,1.0,2.0,1370,"(-22.8659317, -43.253318)",0.0
96.0,3.0,2.0,7500,"(-22.9877577, -43.2286995)",0.0
80.0,2.0,2.0,2200,"(-22.9567449, -43.19296920000001)",0.0
75.0,4.0,2.0,8000,"(-22.98698730000001, -43.1909986)",0.0
250.0,4.0,3.0,4500,"(-22.97579330000001, -43.1912304)",0.0
56.0,1.0,1.0,3600,"(-22.983234799999998, -43.228120000000004)",0.0
53.0,2.0,2.0,850,"(-22.9280511, -43.5727909)",0.0
45.0,1.0,1.0,850,"(-22.908684, -43.1825919)",0.0
33.0,1.0,1.0,1000,"(-22.762697199999998, -43.1100817)",0.0
250.0,6.0,4.0,9500,"(-23.0015257, -43.395351700000006)",0.0
212.0,5.0,4.0,9000,"(-22.9872369, -43.19614960000001)",0.0
95.0,,2.0,2100,"(-23.000725199999998, -43.421142700000004)",0.0
50.0,1.0,1.0,900,"(-22.8774407, -43.2627515)",0.0
212.0,2.0,4.0,7000,"(-22.9862574, -43.1922967)",0.0
150.0,1.0,3.0,3500,"(-22.9393527, -43.1745967)",0.0
84.0,3.0,3.0,3500,"(-23.002106100000002, -43.39327614523657)",0.0
329.0,7.0,5.0,13000,"(-22.9530884, -43.168109)",0.0
228.0,1.0,3.0,4500,"(-23.010876899999996, -43.315508799999996)",0.0
104.0,2.0,3.0,6000,"(-22.95854, -43.1949511)",0.0
65.0,1.0,1.0,4500,"(-23.014923800000002, -43.407209)",0.0
50.0,1.0,2.0,350,"(-22.8709032, -43.544092)",0.0
70.0,1.0,2.0,900,"(-22.8984698, -43.2775544)",0.0
80.0,3.0,2.0,2600,"(-22.9332164, -43.2381453)",0.0
157.0,4.0,3.0,6800,"(-22.9871664, -43.2242641)",0.0
95.0,1.0,2.0,4000,"(-22.9766415, -43.188297)",0.0
204.0,1.0,3.0,6800,"(-22.94884465, -43.179829096252966)",0.0
92.0,2.0,2.0,4300,"(-22.9847565, -43.19540679999999)",0.0
110.0,3.0,3.0,2300,"(-22.9997404, -43.3659929)",0.0
78.0,3.0,2.0,3000,"(-22.9434938, -43.1613911)",0.0
35.0,1.0,1.0,1950,"(-22.9628638, -43.1699883)",0.0
61.0,2.0,2.0,1700,"(-22.9209625, -43.1763804)",1.0
49.0,1.0,2.0,400,"(-22.8182767, -43.391898499999996)",0.0
93.0,3.0,3.0,2500,"(-23.021078, -43.490284499999994)",0.0
80.0,1.0,2.0,2600,"(-22.9674748, -43.18745360000001)",0.0
140.0,4.0,3.0,4800,"(-22.9803652, -43.2139765)",0.0
135.0,3.0,3.0,5000,"(-22.951239800000003, -43.1752885)",0.0
140.0,,3.0,4950,"(-22.9819833, -43.206933)",0.0
82.0,3.0,2.0,3250,"(-22.978935699999997, -43.2283484)",0.0
80.0,1.0,2.0,1116,"(-22.9090942, -43.2678381)",0.0
75.0,1.0,2.0,2000,"(-22.9243928, -43.373984899999996)",0.0
82.0,1.0,3.0,1300,"(-22.907383199999998, -43.2876155)",0.0
78.0,1.0,1.0,980,"(-22.8234392, -43.3004581)",0.0
35.0,1.0,1.0,1800,"(-22.968132699999998, -43.1830609)",0.0
75.0,2.0,2.0,2300,"(-22.9241242, -43.23563950000001)",0.0
40.0,1.0,1.0,650,"(-22.9248707, -43.1767511)",0.0
100.0,3.0,2.0,3000,"(-27.5660564, -53.9719817)",0.0
38.0,1.0,1.0,1400,"(-23.025188399999998, -43.485234999999996)",0.0
44.0,1.0,2.0,1120,"(-22.95194930000001, -43.388407799999996)",1.0
40.0,,1.0,800,"(-22.90038, -43.2309388)",1.0
50.0,1.0,1.0,720,"(-23.7074096, -47.42523189999999)",0.0
60.0,1.0,2.0,850,"(-22.83554010000001, -43.2737295)",0.0
100.0,2.0,3.0,8200,"(-22.9862375, -43.209178200000004)",0.0
58.0,1.0,2.0,2200,"(-22.9859524, -43.1911156)",0.0
87.0,2.0,2.0,2800,"(-22.957790399999997, -43.18483079999999)",0.0
36.0,1.0,1.0,1300,"(-22.9183909, -43.3971464)",1.0
53.0,1.0,2.0,900,"(-22.8917275, -43.2826428)",0.0
80.0,1.0,3.0,1200,"(-22.9077385, -43.2887029)",0.0
159.0,4.0,3.0,3500,"(-22.985511, -43.19287620000001)",0.0
76.0,1.0,2.0,3300,"(-22.934022100000004, -43.176146)",0.0
79.0,2.0,3.0,3500,"(-22.9642979, -43.1771955)",0.0
80.0,1.0,1.0,799,"(-22.9047427, -43.254988899999994)",0.0
50.0,1.0,1.0,2500,"(-22.9847565, -43.19540679999999)",0.0
198.0,2.0,3.0,5000,"(-22.968132699999998, -43.1830609)",0.0
78.0,1.0,2.0,1400,"(-22.9026425, -43.2817263)",0.0
75.0,2.0,2.0,1600,"(-23.024787699999997, -43.490656099999995)",0.0
61.0,1.0,2.0,600,"(-22.8961484, -43.3478335)",0.0
60.0,1.0,2.0,2200,"(-22.9997404, -43.3659929)",0.0
57.0,2.0,2.0,1800,"(-22.9770236, -43.230294)",0.0
70.0,1.0,2.0,1200,"(-22.9120005, -43.2444441)",0.0
99.0,2.0,2.0,2200,"(-23.001445899999997, -43.3715864)",0.0
40.0,1.0,1.0,1052,"(-22.8887124, -43.268156299999994)",0.0
80.0,2.0,3.0,1400,"(-22.9099622, -43.27971160000001)",0.0
75.0,2.0,3.0,1200,"(-22.9226695, -43.374314299999995)",0.0
106.0,3.0,2.0,5000,"(-22.955651, -43.1737289)",0.0
37.0,2.0,1.0,1650,"(-22.9373944, -43.177594)",0.0
65.0,1.0,2.0,900,"(-22.9180484, -43.2541291)",0.0
50.0,2.0,1.0,5000,"(-22.9859524, -43.1911156)",0.0
97.0,2.0,3.0,2800,"(-22.941976, -43.1820186)",0.0
80.0,2.0,2.0,2400,"(-22.9429878, -43.192039799999996)",0.0
70.0,1.0,2.0,1600,"(-22.91119710000001, -43.21369979999999)",0.0
170.0,4.0,4.0,5000,"(-23.014309, -43.45027260000001)",0.0
190.0,4.0,4.0,5899,"(-22.9971839, -43.25708570000001)",0.0
113.0,3.0,2.0,3200,"(-22.9654545, -43.18084520000001)",0.0
150.0,2.0,3.0,6000,"(-22.9843423, -43.2007642)",0.0
170.0,4.0,4.0,11000,"(-22.9860948, -43.2254539)",0.0
65.0,1.0,2.0,1950,"(-22.8264095, -43.1726886)",0.0
36.0,,1.0,3000,"(-22.9770236, -43.230294)",0.0
140.0,4.0,4.0,3500,"(-22.9202866, -43.1815614)",1.0
99.0,1.0,2.0,1700,"(-23.0217111, -43.486967799999995)",0.0
83.0,2.0,1.0,900,"(-22.9276427, -43.366564200000006)",0.0
55.0,1.0,2.0,1200,"(-22.8960388, -43.2764297)",0.0
108.0,2.0,3.0,2000,"(-22.926758300000003, -43.2432095)",0.0
121.0,2.0,2.0,2500,"(-23.006916600000004, -43.4527851)",0.0
75.0,3.0,2.0,2300,"(-23.0015257, -43.395351700000006)",0.0
70.0,,2.0,2600,"(-22.9662234, -43.382768799999994)",0.0
110.0,3.0,3.0,5500,"(-22.9855992, -43.1969718)",0.0
115.0,2.0,3.0,3800,"(-23.014923800000002, -43.407209)",0.0
50.0,1.0,1.0,800,"(-22.8373235, -43.3210006)",0.0
45.0,1.0,1.0,600,"(-22.900933600000002, -43.349234100000004)",0.0
131.0,2.0,2.0,1500,"(-23.01930560000001, -43.480878000000004)",0.0
61.0,1.0,2.0,1200,"(-22.894402, -43.2685289)",0.0
140.0,2.0,3.0,5500,"(-22.968132699999998, -43.1830609)",0.0
168.0,2.0,3.0,2100,"(-22.9454515, -43.33619829999999)",0.0
90.0,2.0,2.0,3800,"(-22.9500463, -43.191054799999996)",0.0
100.0,2.0,2.0,2800,"(-23.0048388, -43.366279799999994)",0.0
54.0,1.0,2.0,1700,"(-22.7904418, -43.31496420000001)",0.0
60.0,1.0,2.0,1200,"(-22.8997237, -43.285844899999994)",0.0
120.0,2.0,3.0,1700,"(-23.013892000000002, -43.4634254)",0.0
52.0,1.0,2.0,1050,"(-22.8990537, -43.280358899999996)",0.0
49.0,1.0,1.0,1600,"(-22.919845000000002, -43.17533529999999)",0.0
110.0,3.0,3.0,2900,"(-22.9252297, -43.2213959)",0.0
65.0,1.0,2.0,1650,"(-22.923590700000002, -43.2617675)",0.0
70.0,2.0,3.0,1500,"(-22.9090942, -43.2678381)",0.0
46.0,1.0,2.0,800,"(-22.8869255, -43.2937512)",0.0
75.0,1.0,2.0,1300,"(-22.9226695, -43.374314299999995)",0.0
62.0,1.0,2.0,950,"(-22.8811146, -43.3098844)",0.0
180.0,3.0,3.0,4900,"(-22.9282465, -43.170790419174786)",0.0
32.0,1.0,1.0,1900,"(-22.9628638, -43.1699883)",0.0
150.0,3.0,3.0,5500,"(-22.9848957, -43.1952136)",0.0
130.0,3.0,3.0,3800,"(-22.968384550000003, -43.22869449858106)",0.0
280.0,5.0,4.0,15000,"(-23.014923800000002, -43.407209)",0.0
50.0,1.0,1.0,1200,"(-22.92126780000001, -43.255565399999995)",0.0
80.0,2.0,3.0,1700,"(-22.923718700000002, -43.2558997)",0.0
25.0,1.0,1.0,800,"(-22.94924330000001, -43.1932515)",0.0
55.0,2.0,1.0,1500,"(-22.915698100000004, -43.2319433)",0.0
500.0,,4.0,18500,"(-23.014923800000002, -43.407209)",0.0
100.0,2.0,3.0,2900,"(-23.0091645, -43.4215641)",0.0
90.0,2.0,2.0,5500,"(-22.98459200000001, -43.2241076)",0.0
63.0,1.0,2.0,1000,"(-22.8976585, -43.3523512)",0.0
244.0,5.0,4.0,6000,"(-22.972089699999998, -43.1900211)",0.0
200.0,3.0,1.0,8000,"(-23.014923800000002, -43.407209)",0.0
317.0,2.0,4.0,11000,"(-22.9758762, -43.2187075)",0.0
255.0,2.0,4.0,4500,"(-22.9721962, -43.1865848)",0.0
69.0,1.0,2.0,2600,"(-22.9632619, -43.20233020000001)",0.0
67.0,2.0,2.0,950,"(-22.9248493, -43.3596031)",0.0
110.0,3.0,2.0,9000,"(-22.9862375, -43.209178200000004)",0.0
300.0,,4.0,22000,"(-22.9622039, -43.2099987)",0.0
65.0,1.0,2.0,3000,"(-22.9877577, -43.2286995)",0.0
60.0,1.0,2.0,1000,"(-22.8825033, -43.301931)",0.0
70.0,2.0,2.0,1500,"(-22.924047, -43.23641660000001)",0.0
237.0,1.0,4.0,7500,"(-23.0048388, -43.366279799999994)",0.0
152.0,3.0,4.0,11000,"(-22.911013699999998, -43.2093727)",0.0
100.0,2.0,3.0,2500,"(-22.968132699999998, -43.1830609)",0.0
52.0,1.0,1.0,2800,"(-22.999740399999997, -43.3659929)",0.0
83.0,2.0,2.0,1300,"(-22.9152219, -43.2472627)",0.0
100.0,1.0,3.0,3900,"(-22.98459200000001, -43.2241076)",0.0
65.0,2.0,3.0,1500,"(-22.928988, -43.353419099999996)",1.0
150.0,3.0,4.0,6000,"(-22.9971839, -43.25708570000001)",0.0
144.0,1.0,2.0,1500,"(-22.8981957, -43.1818071)",0.0
55.0,,2.0,1500,"(-22.9252297, -43.2213959)",0.0
140.0,5.0,4.0,3480,"(-22.9202866, -43.1815614)",1.0
70.0,1.0,2.0,1300,"(-22.9180484, -43.2541291)",0.0
47.0,,1.0,2500,"(-6.5899848, -37.9149013)",0.0
103.0,2.0,3.0,1800,"(-22.9422731, -43.329581299999994)",0.0
126.0,2.0,3.0,3400,"(-22.9803652, -43.2139765)",0.0
60.0,1.0,2.0,1400,"(-22.999740399999997, -43.3659929)",0.0
92.0,2.0,3.0,2450,"(-23.018515100000002, -43.4634021)",0.0
110.0,3.0,3.0,1615,"(-22.9210288, -43.2609171)",0.0
52.0,1.0,3.0,900,"(-22.8202335, -43.3058318)",0.0
91.0,1.0,2.0,2800,"(-22.9323641, -43.1821872)",0.0
110.0,3.0,3.0,2300,"(-23.0048388, -43.366279799999994)",0.0
84.0,2.0,3.0,2500,"(-23.0063466, -43.4358159)",0.0
100.0,3.0,3.0,3149,"(-23.7074096, -47.42523189999999)",0.0
96.0,2.0,3.0,2200,"(-22.9862574, -43.1922967)",0.0
65.0,2.0,2.0,1400,"(-22.9997404, -43.3659929)",0.0
72.0,1.0,2.0,1200,"(-22.9333806, -43.3347821)",0.0
71.0,1.0,2.0,1900,"(-22.9207621, -43.222878)",0.0
80.0,2.0,3.0,2200,"(-22.9228633, -43.2280357)",0.0
150.0,4.0,3.0,3600,"(-23.006916600000004, -43.4527851)",0.0
90.0,1.0,1.0,2790,"(-22.9217795, -43.182587700000006)",0.0
70.0,2.0,2.0,3200,"(-22.9842762, -43.219898799999996)",0.0
70.0,2.0,1.0,2000,"(-22.9662234, -43.382768799999994)",0.0
69.0,2.0,2.0,2500,"(-23.000725199999998, -43.421142700000004)",0.0
120.0,2.0,3.0,3565,"(-22.9805083, -43.213479299999996)",0.0
70.0,2.0,3.0,1000,"(-22.8929679, -43.2788216)",0.0
32.0,,1.0,1250,"(-22.9282465, -43.170790419174786)",0.0
50.0,,2.0,1500,"(-21.512665600000002, -44.9033355)",0.0
77.0,2.0,2.0,2200,"(-22.924047, -43.23641660000001)",0.0
77.0,,2.0,2600,"(-22.9332164, -43.2381453)",0.0
95.0,1.0,3.0,3000,"(-22.9662234, -43.382768799999994)",0.0
50.0,1.0,2.0,800,"(-22.863930800000002, -43.3330383)",1.0
65.0,2.0,3.0,2200,"(-22.9770236, -43.230294)",0.0
60.0,1.0,1.0,1800,"(-23.000417300000002, -43.332459)",0.0
100.0,3.0,3.0,1700,"(-22.9205272, -43.2382218)",0.0
200.0,3.0,4.0,9000,"(-22.9766415, -43.188297)",0.0
100.0,3.0,3.0,4100,"(-22.965375299999998, -43.183738500000004)",0.0
57.0,2.0,2.0,1300,"(-22.915698100000004, -43.2319433)",0.0
30.0,1.0,,99887,"(-22.928182500000002, -43.1748537)",0.0
174.0,3.0,3.0,12000,"(-22.9821776, -43.2133851)",0.0
39.0,1.0,1.0,850,"(-22.9026953, -43.255175)",0.0
60.0,2.0,2.0,1100,"(-22.9014952, -43.3525042)",0.0
435.0,,4.0,12000,"(-23.000417300000002, -43.332459)",0.0
120.0,1.0,3.0,3900,"(-22.983158399999997, -43.2050161)",0.0
83.0,2.0,2.0,1400,"(-22.8076969, -43.184903399999996)",0.0
70.0,2.0,2.0,1700,"(-22.9709611, -43.395351399999996)",0.0
23.0,1.0,1.0,2000,"(-22.9210997, -43.2188249)",0.0
25.0,1.0,1.0,1200,"(-22.9248707, -43.1767511)",0.0
554.0,5.0,5.0,30000,"(-23.000417300000002, -43.332459)",0.0
122.0,2.0,3.0,2600,"(-22.920405499999998, -43.1847866)",0.0
75.0,,2.0,4500,"(-22.9775074, -43.194117299999995)",1.0
46.0,1.0,2.0,700,"(-22.9248493, -43.3596031)",0.0
73.0,,2.0,2550,"(-23.000417300000002, -43.332459)",0.0
