areas,bathrooms,bedrooms,price,coord,class
53.0,1.0,1.0,3775,"(-23.014923800000002, -43.407209)",0.0
99.0,,2.0,22649,"(-23.014923800000002, -43.407209)",0.0
71.0,2.0,3.0,1887,"(-22.900933600000002, -43.349234100000004)",0.0
224.0,3.0,4.0,12268,"(-23.0048388, -43.366279799999994)",0.0
309.0,4.0,4.0,13212,"(-22.959020300000002, -43.2035583)",0.0
96.0,1.0,2.0,2265,"(-22.9230635, -43.2327041)",0.0
89.0,,2.0,5473,"(-23.0048388, -43.366279799999994)",0.0
80.0,2.0,2.0,3775,"(-22.937425, -43.193449799999996)",0.0
80.0,1.0,3.0,3586,"(-22.9319478, -43.1969954)",0.0
103.0,3.0,3.0,4719,"(-22.937072600000004, -43.3354416)",0.0
50.0,1.0,1.0,3209,"(-23.014923800000002, -43.407209)",0.0
95.0,4.0,3.0,3397,"(-23.000417300000002, -43.332459)",0.0
76.0,1.0,2.0,2718,"(-22.917662399999998, -43.24595770000001)",0.0
92.0,2.0,3.0,4530,"(-22.9966799, -43.4249176)",0.0
44.0,1.0,1.0,3397,"(-22.9104023, -43.1840864)",0.0
95.0,2.0,2.0,5662,"(-23.0143229, -43.2972041)",0.0
77.0,,2.0,1510,"(-22.8783197, -43.3665015)",0.0
65.0,2.0,2.0,2076,"(-22.880716600000003, -43.3667204)",0.0
105.0,2.0,4.0,3775,"(-22.9279379, -43.236188)",0.0
35.0,1.0,1.0,1887,"(-22.8152517, -43.2005092)",0.0
84.0,3.0,3.0,4719,"(-23.0063466, -43.4358159)",0.0
80.0,2.0,2.0,1321,"(-22.863659100000003, -43.2542351)",0.0
45.0,1.0,2.0,1699,"(-22.8508744, -43.317637100000006)",0.0
100.0,3.0,2.0,5643,"(-23.000417300000002, -43.332459)",0.0
30.0,1.0,1.0,2454,"(-22.9183909, -43.3971464)",1.0
75.0,2.0,3.0,5662,"(-22.9323641, -43.1821872)",0.0
70.0,1.0,3.0,3209,"(-22.911293, -43.2125883)",0.0
71.0,1.0,2.0,3397,"(-23.0066417, -43.4845412)",0.0
45.0,1.0,1.0,1132,"(-22.905984600000004, -43.2648174)",1.0
34.0,1.0,1.0,2454,"(-22.9535105, -43.181536799999996)",0.0
50.0,1.0,2.0,1699,"(-22.93048030000001, -43.3555556)",0.0
72.0,2.0,2.0,6228,"(-23.004743899999998, -43.32773570000001)",0.0
70.0,2.0,2.0,5285,"(-22.9641285, -43.2174013)",0.0
70.0,,2.0,1887,"(-22.9454515, -43.33619829999999)",0.0
58.0,1.0,2.0,1887,"(-22.977255300000003, -43.3298409)",0.0
140.0,3.0,3.0,10381,"(-22.9848957, -43.1952136)",0.0
116.0,3.0,3.0,6606,"(-27.5660564, -53.9719817)",0.0
55.0,2.0,1.0,1887,"(-22.9010657, -43.2825049)",0.0
56.0,,1.0,4719,"(-22.9454241, -43.18079099640421)",0.0
49.0,1.0,1.0,4907,"(-22.965375299999998, -43.183738500000004)",0.0
120.0,2.0,2.0,16043,"(-22.9862375, -43.209178200000004)",0.0
26.0,1.0,1.0,3286,"(-22.9323641, -43.1821872)",0.0
58.0,1.0,2.0,1038,"(-22.896350199999997, -43.3432422)",0.0
86.0,2.0,3.0,3397,"(-22.939245899999996, -43.3212971)",0.0
,,3.0,21705,"(-22.984189699999998, -43.2223282)",0.0
,,2.0,1887,"(-22.870876199999998, -43.3406766)",0.0
,,1.0,3020,"(-27.5660564, -53.9719817)",0.0
,,2.0,4719,"(-22.9654545, -43.18084520000001)",0.0
,,3.0,7550,"(-23.0134205, -43.3075028)",0.0
,,3.0,4152,"(-22.915698100000004, -43.2319433)",0.0
,,2.0,1887,"(-22.8882525, -43.2772282)",0.0
,,2.0,9060,"(-22.984338600000005, -43.2328045)",0.0
,,2.0,1887,"(-22.901260999999998, -43.2647914)",0.0
,,2.0,6530,"(-22.959020300000002, -43.2035583)",0.0
,,2.0,3114,"(-22.8854895, -43.2733372)",0.0
,,1.0,4719,"(-22.961110199999997, -43.218739299999996)",0.0
,,2.0,1510,"(-22.8913914, -43.39836320000001)",0.0
,,2.0,5285,"(-22.930774600000003, -43.1868679)",0.0
,,2.0,1132,"(-22.9120074, -43.5835614)",0.0
,,1.0,4530,"(-22.9535609, -43.19070120000001)",0.0
,,3.0,6606,"(-23.0056458, -43.330188299999996)",0.0
,,3.0,4719,"(-22.9322135, -43.177597799999994)",0.0
,,2.0,2454,"(-22.9312854, -43.36198529999999)",0.0
,,1.0,2076,"(-22.911013699999998, -43.2093727)",0.0
,,3.0,2831,"(-22.9244782, -43.231045)",0.0
,,2.0,4152,"(-22.980819399999998, -43.1910909)",0.0
,,2.0,1699,"(-22.8984698, -43.2775544)",0.0
,,2.0,3775,"(-22.9148218, -43.250558399999996)",0.0
,,3.0,3020,"(-22.999740399999997, -43.3659929)",0.0
,,2.0,10381,"(-22.9871664, -43.2242641)",0.0
,,1.0,2454,"(-22.9183909, -43.3971464)",1.0
,,2.0,1699,"(-22.88879, -43.2985088)",0.0
,,2.0,4530,"(-22.9323641, -43.1821872)",0.0
,,1.0,3775,"(-22.98422080000001, -43.1916424)",0.0
,,1.0,6040,"(-22.9654545, -43.18084520000001)",0.0
,,2.0,1510,"(-22.84080725, -43.26685489233222)",0.0
,,3.0,1699,"(-22.896950600000004, -43.549359499999994)",0.0
,,3.0,5662,"(-22.9997404, -43.3659929)",0.0
,,2.0,4341,"(-22.933985999999997, -43.1760735)",0.0
150.0,1.0,3.0,9437,"(-22.9339841, -43.1745744)",0.0
262.0,5.0,4.0,35861,"(-22.9804456, -43.2221655)",0.0
103.0,3.0,4.0,4719,"(-23.0217111, -43.486967799999995)",0.0
120.0,2.0,3.0,9437,"(-22.9779756, -43.229873299999994)",0.0
120.0,1.0,3.0,14156,"(-22.9847565, -43.19540679999999)",0.0
70.0,2.0,3.0,3397,"(-22.922417199999998, -43.2216417)",0.0
135.0,3.0,3.0,18874,"(-22.984189699999998, -43.2223282)",0.0
91.0,1.0,2.0,2265,"(-22.9030276, -43.2511816)",0.0
80.0,2.0,2.0,9078,"(-22.9855992, -43.1969718)",0.0
126.0,3.0,3.0,5662,"(-22.9654545, -43.18084520000001)",0.0
80.0,1.0,2.0,1510,"(-12.8640352, -38.6313039734052)",0.0
560.0,7.0,7.0,28311,"(-23.0134205, -43.3075028)",0.0
40.0,1.0,1.0,2831,"(-22.9070211, -43.1854641)",0.0
86.0,1.0,2.0,1699,"(-22.902975, -43.5626402)",0.0
15.0,,,189,"(-22.9215236, -43.248205299999995)",0.0
65.0,1.0,3.0,1510,"(-22.8851407, -43.5625675)",0.0
65.0,2.0,2.0,2265,"(-22.8459628, -43.3243175)",0.0
480.0,4.0,4.0,71722,"(-22.9862375, -43.209178200000004)",0.0
131.0,3.0,3.0,5662,"(-22.9674748, -43.18745360000001)",0.0
71.0,2.0,2.0,2831,"(-23.0223214, -43.5099059)",0.0
340.0,4.0,5.0,33973,"(-22.9766415, -43.188297)",0.0
36.0,1.0,1.0,2265,"(-22.9642979, -43.1771955)",0.0
312.0,4.0,3.0,11324,"(-22.9282465, -43.170790419174786)",0.0
46.0,1.0,1.0,2454,"(-22.7115368, -43.4592138)",0.0
171.0,,3.0,24536,"(-23.0143229, -43.2972041)",0.0
90.0,2.0,3.0,6606,"(-22.9721962, -43.1865848)",0.0
60.0,2.0,3.0,2831,"(-22.8861097, -43.2879583)",0.0
70.0,1.0,2.0,5473,"(-22.9819833, -43.206933)",0.0
90.0,3.0,3.0,2642,"(-23.027836100000002, -43.4690364)",1.0
78.0,1.0,3.0,3775,"(-22.917734799999998, -43.2188065)",0.0
120.0,3.0,2.0,6606,"(-22.984338600000005, -43.2328045)",0.0
62.0,1.0,2.0,1887,"(-22.84193995, -43.31144627913845)",0.0
73.0,1.0,2.0,1793,"(-22.8929679, -43.2788216)",0.0
59.0,1.0,2.0,1321,"(-22.9166188, -43.3632528)",0.0
80.0,1.0,2.0,2454,"(-22.9739287, -43.35973320000001)",0.0
60.0,1.0,2.0,2246,"(-22.9090942, -43.2678381)",0.0
330.0,4.0,3.0,79271,"(-22.9862375, -43.209178200000004)",0.0
60.0,,1.0,2454,"(-22.923823300000002, -43.17771)",0.0
90.0,1.0,2.0,4907,"(-23.000417300000002, -43.332459)",0.0
350.0,6.0,4.0,32086,"(-23.014923800000002, -43.407209)",0.0
108.0,1.0,3.0,2548,"(-22.9395378, -43.3607092)",0.0
150.0,3.0,3.0,18874,"(-22.9837378, -43.21888660000001)",0.0
313.0,5.0,4.0,28311,"(-22.9339841, -43.1745744)",0.0
160.0,2.0,3.0,15099,"(-22.984338600000005, -43.2328045)",0.0
85.0,1.0,2.0,3209,"(-22.9416042, -43.2489054)",0.0
65.0,2.0,2.0,3020,"(-23.0217111, -43.486967799999995)",0.0
110.0,3.0,3.0,6795,"(-22.979191500000002, -43.2195349)",0.0
40.0,1.0,1.0,1246,"(-22.8533926, -43.3134107)",0.0
43.0,1.0,2.0,1887,"(-22.8919912, -43.27960820000001)",0.0
132.0,3.0,3.0,15099,"(-22.983556, -43.22493770000001)",0.0
40.0,,1.0,1793,"(-22.902949300000003, -43.2945851)",0.0
80.0,1.0,2.0,4907,"(-22.9163901, -43.2221112)",0.0
80.0,2.0,3.0,2642,"(-22.920822, -43.253494)",0.0
90.0,,1.0,3020,"(-22.920797, -43.22250379999999)",0.0
161.0,4.0,3.0,10381,"(-22.97668075, -43.19403508877312)",1.0
201.0,4.0,4.0,14156,"(-22.9721962, -43.1865848)",0.0
70.0,1.0,2.0,4152,"(-22.97579330000001, -43.1912304)",0.0
62.0,1.0,3.0,2548,"(-22.90038, -43.2309388)",1.0
65.0,2.0,2.0,1132,"(-20.4640173, -54.61629470000001)",0.0
100.0,2.0,2.0,18874,"(-22.9862375, -43.209178200000004)",0.0
140.0,3.0,3.0,7172,"(-22.968132699999998, -43.1830609)",0.0
56.0,1.0,2.0,1699,"(-22.907383199999998, -43.2876155)",0.0
78.0,1.0,3.0,3209,"(-22.921198999999998, -43.2186933)",0.0
57.0,1.0,2.0,3964,"(-22.9655383, -43.1885374)",0.0
61.0,2.0,1.0,2642,"(-22.9731137, -43.3709498)",0.0
84.0,3.0,2.0,2831,"(-22.9375718, -43.3373098)",0.0
129.0,3.0,3.0,4719,"(-22.9279379, -43.236188)",0.0
110.0,3.0,3.0,6040,"(-22.968132699999998, -43.1830609)",0.0
240.0,3.0,2.0,28311,"(-22.9766415, -43.188297)",0.0
38.0,1.0,1.0,1887,"(-22.91119710000001, -43.21369979999999)",0.0
101.0,3.0,3.0,1793,"(-22.907383199999998, -43.2876155)",0.0
29.0,1.0,1.0,1699,"(-22.968515300000004, -43.1850961)",0.0
85.0,,3.0,2831,"(-22.9396582, -43.3369363)",0.0
30.0,1.0,1.0,3020,"(-22.9373944, -43.177594)",0.0
70.0,1.0,3.0,1812,"(-22.8929679, -43.2788216)",0.0
64.0,1.0,2.0,4530,"(-22.97579330000001, -43.1912304)",0.0
120.0,2.0,3.0,14156,"(-22.98459200000001, -43.2241076)",0.0
72.0,2.0,2.0,2642,"(-22.93394695, -43.33649233654077)",0.0
72.0,2.0,2.0,3586,"(-22.9997404, -43.3659929)",0.0
90.0,2.0,1.0,3020,"(-22.921384699999997, -43.2309097)",0.0
180.0,5.0,3.0,4907,"(-23.0138747, -43.4472612)",0.0
80.0,2.0,3.0,9437,"(-22.9804105, -43.221005700000006)",0.0
137.0,3.0,3.0,6795,"(-22.9778117, -43.191251799999996)",1.0
86.0,2.0,3.0,2359,"(-22.9201549, -43.354941600000004)",0.0
100.0,3.0,2.0,4643,"(-23.030253100000003, -43.4750257)",0.0
85.0,1.0,2.0,3209,"(-22.9332164, -43.2381453)",0.0
82.0,,3.0,2831,"(-22.8954366, -43.2787678)",0.0
63.0,2.0,2.0,1699,"(-22.8970366, -43.2950595)",0.0
160.0,2.0,3.0,8305,"(-22.9862128, -43.1921237)",0.0
66.0,1.0,1.0,3964,"(-23.014923800000002, -43.407209)",0.0
125.0,,4.0,7738,"(-23.0048388, -43.366279799999994)",0.0
70.0,2.0,2.0,9437,"(-23.0028863, -43.326774)",0.0
70.0,,2.0,2831,"(-23.0266741, -43.4915213)",0.0
60.0,1.0,1.0,2038,"(-22.8766097, -43.260512799999994)",0.0
55.0,1.0,2.0,1321,"(-22.883722, -43.5567928)",0.0
120.0,2.0,2.0,7172,"(-23.0223214, -43.5099059)",0.0
75.0,1.0,3.0,1699,"(-22.8221528, -43.3406743)",1.0
31.0,,1.0,3397,"(-22.9339841, -43.1745744)",0.0
44.0,1.0,2.0,1699,"(-22.936339899999997, -43.3330978)",0.0
30.0,1.0,1.0,2831,"(-22.9654545, -43.18084520000001)",0.0
58.0,1.0,3.0,3737,"(-22.988240899999997, -43.43405720000001)",0.0
170.0,2.0,3.0,15099,"(-23.000725199999998, -43.421142700000004)",0.0
26.0,1.0,1.0,2454,"(-22.9255259, -43.17292970000001)",0.0
140.0,4.0,3.0,4341,"(-22.922513199999997, -43.239612)",0.0
66.0,1.0,2.0,2548,"(-22.8437508, -43.326964399999994)",0.0
64.0,2.0,2.0,6606,"(-22.9842762, -43.219898799999996)",0.0
78.0,1.0,2.0,3586,"(-22.9997404, -43.3659929)",0.0
80.0,1.0,2.0,6228,"(-22.9837378, -43.21888660000001)",0.0
70.0,2.0,2.0,4907,"(-22.9533486, -43.189868)",0.0
53.0,1.0,1.0,1038,"(-1.6710652, -45.3684095)",0.0
105.0,1.0,3.0,4247,"(-23.030253100000003, -43.4750257)",0.0
38.0,,1.0,2454,"(-22.9183909, -43.3971464)",1.0
75.0,,2.0,8493,"(-22.9617257, -43.2227999)",0.0
250.0,3.0,3.0,43410,"(-22.986815, -43.23017279999999)",0.0
47.0,1.0,1.0,1699,"(-22.926398000000002, -43.346323299999995)",0.0
100.0,3.0,3.0,4907,"(-22.9415522, -43.1814436)",0.0
73.0,3.0,2.0,2831,"(-22.8650152, -43.362670200000004)",0.0
49.0,1.0,2.0,1510,"(-22.841664, -43.2644477)",0.0
20.0,1.0,1.0,1510,"(-22.9159668, -43.18999470000001)",0.0
450.0,,4.0,56622,"(-22.98679, -43.2200859)",0.0
35.0,1.0,1.0,2831,"(-22.9228633, -43.2280357)",0.0
37.0,,1.0,5379,"(-22.9721962, -43.1865848)",0.0
68.0,1.0,2.0,1416,"(-22.9137159, -43.271651500000004)",1.0
53.0,1.0,2.0,3586,"(-22.9116725, -43.2200088)",0.0
70.0,3.0,2.0,6606,"(-22.9427792, -43.1928084)",0.0
230.0,4.0,3.0,16987,"(-22.98698730000001, -43.1909986)",0.0
70.0,1.0,2.0,4719,"(-22.933985999999997, -43.1760735)",0.0
85.0,2.0,2.0,6983,"(-22.9770236, -43.230294)",0.0
48.0,,2.0,1887,"(-22.8923285, -43.2968314)",0.0
62.0,1.0,2.0,5002,"(-22.9869482, -43.2307504)",0.0
400.0,1.0,4.0,62285,"(-22.9803652, -43.2139765)",0.0
45.0,2.0,1.0,3775,"(-22.9676704, -43.1844375)",0.0
140.0,3.0,3.0,7172,"(-22.9862128, -43.1921237)",0.0
76.0,2.0,2.0,3964,"(-22.9662234, -43.382768799999994)",0.0
134.0,3.0,2.0,20762,"(-22.9871664, -43.2242641)",0.0
50.0,1.0,1.0,4719,"(-23.014923800000002, -43.407209)",0.0
160.0,1.0,3.0,10381,"(-22.988339899999996, -43.3529408)",0.0
85.0,2.0,2.0,5096,"(-22.966940100000002, -43.181606200000004)",0.0
205.0,,2.0,10758,"(-22.9813398, -43.20901170000001)",0.0
280.0,3.0,3.0,9248,"(-22.97579330000001, -43.1912304)",0.0
91.0,1.0,3.0,3303,"(-10.9414907, -40.4205842)",0.0
70.0,1.0,2.0,2359,"(-22.8795186, -43.3803636)",0.0
120.0,3.0,2.0,3652,"(-22.924047, -43.23641660000001)",0.0
81.0,2.0,3.0,3209,"(-22.9042268, -43.2775135)",0.0
59.0,1.0,1.0,6795,"(-22.9839557, -43.202216299999996)",0.0
100.0,2.0,3.0,7927,"(-22.98327260000001, -43.202763)",0.0
70.0,2.0,2.0,3020,"(-22.9111171, -43.2036474)",0.0
65.0,2.0,2.0,2642,"(-22.9243251, -43.251933)",0.0
46.0,1.0,1.0,2454,"(-22.9207746, -43.2445802)",0.0
35.0,1.0,,2265,"(-23.000417300000002, -43.332459)",0.0
75.0,3.0,2.0,3403,"(-23.017635000000002, -43.453629)",0.0
320.0,4.0,4.0,17930,"(-23.0143229, -43.2972041)",0.0
184.0,3.0,4.0,10381,"(-22.9644432, -43.1803517)",0.0
78.0,2.0,2.0,2642,"(-22.9367841, -43.368588700000004)",0.0
78.0,2.0,2.0,1887,"(-22.898415300000003, -43.2607778)",0.0
65.0,1.0,1.0,1510,"(-22.928988, -43.353419099999996)",1.0
85.0,1.0,3.0,3397,"(-22.9319478, -43.1969954)",0.0
50.0,1.0,1.0,3020,"(-22.9265883, -43.22686029999999)",0.0
78.0,4.0,2.0,8871,"(-22.995434399999997, -43.25830379999999)",0.0
137.0,3.0,3.0,47185,"(-22.98679, -43.2200859)",0.0
80.0,1.0,1.0,1416,"(-22.8869338, -43.2970637)",0.0
115.0,2.0,3.0,6040,"(-23.000725199999998, -43.421142700000004)",0.0
81.0,3.0,2.0,4152,"(-23.011040700000002, -43.446195)",0.0
78.0,1.0,2.0,1887,"(-22.928988, -43.353419099999996)",1.0
80.0,,1.0,1302,"(-22.8997079, -43.5392258)",0.0
63.0,1.0,1.0,3775,"(-22.9571371, -43.1961964)",0.0
60.0,1.0,2.0,1887,"(-22.5144471, -43.1816234)",0.0
72.0,2.0,2.0,3775,"(-23.0143229, -43.2972041)",0.0
78.0,2.0,2.0,5285,"(-22.97579330000001, -43.1912304)",0.0
110.0,,2.0,4152,"(-22.92126780000001, -43.255565399999995)",0.0
55.0,1.0,1.0,2076,"(-5.8121386, -35.82343570000001)",0.0
73.0,3.0,2.0,4333,"(-22.9997404, -43.3659929)",0.0
55.0,,1.0,1510,"(-22.9183909, -43.3971464)",1.0
45.0,,1.0,1604,"(-22.9155837, -43.353417)",0.0
140.0,3.0,3.0,8493,"(-23.0019199, -43.390732898603055)",0.0
54.0,1.0,1.0,4530,"(-22.9513701, -43.1842679)",0.0
86.0,2.0,3.0,5851,"(-22.9628006, -43.2070138)",0.0
92.0,3.0,3.0,4624,"(-22.972927300000002, -43.3840598)",0.0
55.0,1.0,2.0,1604,"(-22.9074238, -43.2770935)",0.0
90.0,1.0,2.0,2265,"(-22.860339, -43.24997670000001)",0.0
80.0,3.0,2.0,8682,"(-22.983158399999997, -43.2050161)",0.0
120.0,3.0,4.0,3397,"(-22.8929679, -43.2788216)",0.0
100.0,2.0,2.0,2097,"(-22.9411582, -43.3441051)",0.0
148.0,3.0,3.0,8493,"(-22.968132699999998, -43.1830609)",0.0
140.0,3.0,3.0,8116,"(-22.983158399999997, -43.2050161)",0.0
65.0,1.0,2.0,1132,"(-22.8618164, -43.548308899999995)",0.0
60.0,1.0,2.0,1472,"(-22.88587810000001, -43.354672799999996)",1.0
105.0,2.0,3.0,3397,"(-22.9396582, -43.3369363)",0.0
51.0,,1.0,1321,"(-22.915698100000004, -43.2319433)",0.0
110.0,3.0,3.0,12268,"(-22.986815, -43.23017279999999)",0.0
56.0,1.0,2.0,4719,"(-22.930774600000003, -43.1868679)",0.0
60.0,1.0,1.0,1793,"(-22.917662399999998, -43.24595770000001)",0.0
105.0,2.0,1.0,5568,"(-23.0127366, -43.3078788)",0.0
55.0,1.0,2.0,1887,"(-22.834851899999997, -43.2750599)",0.0
60.0,2.0,2.0,1604,"(-22.8984698, -43.2775544)",0.0
102.0,2.0,1.0,5473,"(-22.9978724, -43.3470975)",0.0
80.0,2.0,2.0,2548,"(-22.93394695, -43.33649233654077)",0.0
75.0,1.0,3.0,2076,"(-22.8929679, -43.2788216)",0.0
68.0,1.0,2.0,2265,"(-22.8194378, -43.2915908)",1.0
100.0,3.0,3.0,9437,"(-22.979191500000002, -43.2195349)",0.0
60.0,1.0,2.0,1793,"(-22.8887056, -43.2894986)",1.0
63.0,1.0,2.0,1684,"(-22.8841816, -43.3283969)",0.0
75.0,2.0,2.0,3020,"(-22.9315642, -43.2425412)",0.0
102.0,2.0,3.0,2831,"(-22.9240842, -43.23212735085339)",0.0
73.0,2.0,2.0,1416,"(-22.863930800000002, -43.3330383)",1.0
65.0,2.0,2.0,5568,"(-22.983158399999997, -43.2050161)",0.0
68.0,2.0,2.0,3209,"(-22.9157017, -43.2212844)",0.0
60.0,,2.0,1510,"(-22.89429010000001, -43.5359128)",0.0
59.0,2.0,2.0,2359,"(-22.922873100000004, -43.227312100000006)",0.0
72.0,,3.0,2831,"(-22.963252, -43.39719960000001)",0.0
53.0,1.0,2.0,2076,"(-22.9248493, -43.3596031)",0.0
50.0,1.0,2.0,1604,"(-22.9036921, -43.5660667)",0.0
123.0,4.0,3.0,12834,"(-23.0132667, -43.3114104)",0.0
70.0,2.0,2.0,1887,"(-22.9997404, -43.3659929)",0.0
40.0,1.0,1.0,1132,"(-22.92398810000001, -43.5471926)",0.0
73.0,2.0,1.0,6040,"(-22.9631893, -43.2225979)",0.0
60.0,1.0,1.0,1416,"(-22.8929679, -43.2788216)",0.0
131.0,2.0,3.0,9248,"(-22.9778117, -43.191251799999996)",1.0
94.0,3.0,3.0,1699,"(-22.9070091, -43.2833301)",0.0
63.0,,3.0,2829,"(-22.969351, -43.4257664)",0.0
60.0,,2.0,1604,"(-22.8822555, -43.318588500000004)",0.0
50.0,,2.0,3209,"(-22.9166361, -43.2097521)",0.0
65.0,2.0,2.0,4058,"(-22.766370499999997, -43.3298666)",0.0
73.0,1.0,2.0,7078,"(-22.9779756, -43.229873299999994)",0.0
98.0,2.0,3.0,10381,"(-22.974769600000002, -43.2298327)",0.0
101.0,2.0,2.0,2548,"(-22.9022017, -43.2899906)",0.0
70.0,2.0,2.0,4530,"(-23.014923800000002, -43.407209)",0.0
90.0,3.0,2.0,5662,"(-22.975583899999997, -43.193523600000006)",0.0
80.0,1.0,2.0,2265,"(-22.8596968, -43.25616289999999)",0.0
110.0,1.0,3.0,3775,"(-22.981749100000002, -43.1906689)",0.0
86.0,2.0,3.0,4719,"(-22.9690461, -43.18946629999999)",0.0
44.0,,2.0,2359,"(-22.9077385, -43.2887029)",0.0
99.0,2.0,3.0,3020,"(-22.9454515, -43.33619829999999)",0.0
62.0,1.0,2.0,2076,"(-22.871789, -43.2540799)",0.0
90.0,3.0,3.0,6795,"(-22.9558831, -43.1901312)",0.0
76.0,2.0,2.0,5096,"(-22.9721962, -43.1865848)",0.0
40.0,1.0,2.0,1887,"(-22.988240899999997, -43.43405720000001)",0.0
70.0,,2.0,5473,"(-22.985511, -43.19287620000001)",0.0
87.0,2.0,3.0,5662,"(-23.0211861, -43.4540997)",0.0
26.0,1.0,1.0,2831,"(-22.918322500000002, -43.173923200000004)",0.0
110.0,2.0,2.0,3397,"(-22.9195247, -43.2615033)",0.0
86.0,,2.0,3586,"(-22.912032, -43.226347)",0.0
60.0,1.0,2.0,1510,"(-29.6465318, -50.7805672)",0.0
49.0,1.0,2.0,1510,"(-22.8459628, -43.3243175)",0.0
50.0,1.0,2.0,1510,"(-22.8888734, -43.2850003)",0.0
80.0,2.0,3.0,3775,"(-23.018515100000002, -43.4634021)",0.0
90.0,2.0,3.0,1699,"(-22.852422699999998, -43.269744)",0.0
50.0,1.0,2.0,1793,"(-22.9558133, -43.3384123)",0.0
43.0,1.0,2.0,1510,"(-22.902953, -43.5591295)",0.0
136.0,3.0,3.0,9437,"(-22.9848957, -43.1952136)",0.0
50.0,1.0,1.0,1699,"(-22.9044357, -43.298857700000006)",0.0
40.0,1.0,1.0,2925,"(-22.9383687, -43.1765099)",0.0
60.0,2.0,1.0,6040,"(-22.9654545, -43.18084520000001)",0.0
115.0,2.0,3.0,4719,"(-23.0197777, -43.479158899999995)",0.0
125.0,3.0,3.0,6606,"(-22.9803652, -43.2139765)",0.0
83.0,2.0,3.0,7927,"(-22.9770236, -43.230294)",0.0
59.0,2.0,2.0,2454,"(-22.8996367, -43.295828)",0.0
48.0,1.0,1.0,1416,"(-22.887878399999998, -43.2746974)",0.0
90.0,3.0,2.0,8022,"(-22.94884465, -43.179829096252966)",0.0
93.0,3.0,3.0,2265,"(-22.921886399999998, -43.384646000000004)",0.0
100.0,3.0,3.0,5851,"(-22.940859399999997, -43.1915055)",0.0
45.0,1.0,2.0,1887,"(-22.969351, -43.4257664)",0.0
30.0,1.0,1.0,3303,"(-22.96436700000001, -43.1746755)",0.0
228.0,1.0,4.0,37748,"(-23.014923800000002, -43.407209)",0.0
161.0,1.0,3.0,8493,"(-23.0011303, -43.3608268)",0.0
31.0,1.0,1.0,3209,"(-22.98422080000001, -43.1916424)",0.0
62.0,1.0,2.0,1887,"(-22.923876500000002, -43.353021999999996)",0.0
202.0,2.0,4.0,22649,"(-23.014923800000002, -43.407209)",0.0
66.0,1.0,1.0,1699,"(-22.8299726, -43.3197998)",0.0
230.0,3.0,4.0,12268,"(-22.9973818, -43.260230799999995)",0.0
60.0,3.0,2.0,5090,"(-23.013892000000002, -43.4634254)",0.0
90.0,3.0,3.0,4341,"(-22.9665038, -43.3713193)",0.0
130.0,,4.0,20762,"(-22.98459200000001, -43.2241076)",0.0
120.0,2.0,3.0,14722,"(-22.91230830000001, -43.1732237)",0.0
70.0,2.0,2.0,3114,"(-22.9451467, -43.3374151)",0.0
70.0,1.0,1.0,3586,"(-23.001908, -43.3501969)",0.0
30.0,1.0,1.0,1699,"(-22.9111852, -43.19324260000001)",0.0
160.0,1.0,3.0,7361,"(-22.9604618, -43.203900899999994)",0.0
114.0,1.0,3.0,2548,"(-22.9739287, -43.35973320000001)",0.0
600.0,6.0,5.0,29255,"(-22.9766415, -43.188297)",0.0
270.0,3.0,4.0,28311,"(-22.9766415, -43.188297)",0.0
41.0,1.0,1.0,1510,"(-22.843897600000002, -43.3069659)",0.0
25.0,1.0,1.0,2265,"(-22.9506576, -43.1759883)",0.0
71.0,2.0,2.0,2454,"(-22.9039197, -43.2733079)",0.0
80.0,1.0,3.0,3775,"(-22.937735600000003, -43.3446284)",0.0
66.0,1.0,1.0,4341,"(-23.014923800000002, -43.407209)",0.0
65.0,1.0,2.0,4152,"(-22.9530993, -43.177193700000004)",0.0
85.0,2.0,2.0,3775,"(-22.912447600000004, -43.2220924)",0.0
86.0,2.0,3.0,3020,"(-22.9195247, -43.2615033)",0.0
64.0,2.0,2.0,3397,"(-22.9709611, -43.395351399999996)",0.0
325.0,3.0,4.0,18874,"(-23.0143229, -43.2972041)",0.0
90.0,3.0,3.0,6606,"(-22.9656645, -43.223445299999995)",0.0
190.0,2.0,3.0,7172,"(-22.9839557, -43.202216299999996)",0.0
146.0,2.0,3.0,6040,"(-22.9690461, -43.18946629999999)",0.0
389.0,5.0,4.0,17930,"(-22.9766415, -43.188297)",0.0
70.0,,1.0,4341,"(-23.014923800000002, -43.407209)",0.0
88.0,2.0,2.0,2642,"(-22.881858800000003, -43.3709908)",0.0
70.0,1.0,2.0,1523,"(-22.9059313, -43.279063)",0.0
60.0,1.0,1.0,1227,"(-22.890891, -43.2256822)",0.0
75.0,1.0,2.0,5662,"(-22.968515300000004, -43.1850961)",0.0
32.0,1.0,1.0,1416,"(-22.9806891, -43.494756)",0.0
30.0,1.0,1.0,1604,"(-22.9766415, -43.188297)",0.0
69.0,1.0,2.0,849,"(-22.8761423, -43.33473970000001)",0.0
115.0,,3.0,5662,"(-23.0248278, -43.45716289999999)",0.0
100.0,2.0,2.0,3397,"(-22.9107177, -43.2886664)",0.0
45.0,1.0,1.0,1321,"(-22.8247681, -43.3303814)",0.0
128.0,,4.0,6040,"(-22.9984979, -43.385681)",0.0
