areas,bathrooms,bedrooms,price,coord,class
107.0,3.0,3.0,4435,"(-23.0138747, -43.4472612)",0.0
72.0,2.0,3.0,5096,"(-22.921514300000002, -43.2410925)",0.0
45.0,1.0,2.0,1604,"(-22.8204856, -43.3209722)",0.0
76.0,3.0,3.0,3397,"(-22.9382421, -43.3327874)",0.0
80.0,3.0,2.0,8493,"(-22.984338600000005, -43.2328045)",0.0
55.0,1.0,2.0,1434,"(-22.8508744, -43.317637100000006)",0.0
70.0,1.0,2.0,2076,"(-22.8435065, -43.3100585)",0.0
56.0,1.0,2.0,2152,"(-22.928988, -43.3534191)",1.0
77.0,2.0,2.0,4907,"(-22.934022100000004, -43.176146)",0.0
40.0,1.0,2.0,3775,"(-22.9814243, -43.2383245)",0.0
52.0,1.0,1.0,1793,"(-22.9312854, -43.36198529999999)",0.0
60.0,1.0,2.0,2642,"(-22.8984698, -43.2775544)",0.0
55.0,1.0,2.0,2076,"(-22.8202335, -43.3058318)",0.0
92.0,2.0,3.0,5511,"(-22.921037899999998, -43.2237992)",0.0
51.0,2.0,1.0,3586,"(-22.9654545, -43.18084520000001)",0.0
53.0,1.0,2.0,2831,"(-22.931289800000002, -43.2455843)",0.0
72.0,2.0,2.0,4341,"(-22.988001899999997, -43.3660133)",0.0
63.0,1.0,2.0,5285,"(-22.9373944, -43.177594)",0.0
150.0,1.0,2.0,2076,"(-22.8376218, -43.3280131)",0.0
70.0,2.0,2.0,3586,"(-23.0185151, -43.4634021)",0.0
54.0,1.0,2.0,1887,"(-22.912771, -43.544942299999995)",0.0
79.0,2.0,2.0,4719,"(-22.975583899999997, -43.193523600000006)",0.0
60.0,1.0,1.0,2076,"(-23.7074096, -47.42523189999999)",0.0
90.0,2.0,2.0,2831,"(-22.9181164, -43.2664799)",0.0
58.0,1.0,2.0,2265,"(-22.94624115, -43.557178065955135)",0.0
82.0,2.0,3.0,2265,"(-22.911878, -43.561698799999995)",0.0
65.0,2.0,2.0,3586,"(-22.917662399999998, -43.24595770000001)",0.0
107.0,2.0,3.0,4341,"(-23.0185151, -43.4634021)",0.0
70.0,,2.0,2076,"(-22.9333806, -43.3347821)",0.0
50.0,1.0,2.0,2076,"(-22.9665038, -43.371319299999996)",0.0
50.0,2.0,2.0,2076,"(-22.935018499999998, -43.3515126)",0.0
296.0,3.0,3.0,23593,"(-22.9766415, -43.188297)",0.0
170.0,1.0,4.0,16609,"(-22.98698730000001, -43.1909986)",0.0
159.0,,3.0,30010,"(-22.9862375, -43.209178200000004)",0.0
146.0,,3.0,4341,"(-22.9690461, -43.18946629999999)",0.0
160.0,2.0,3.0,10003,"(-22.9839557, -43.202216299999996)",0.0
50.0,,2.0,2265,"(-22.9319136, -43.2551227)",1.0
60.0,1.0,2.0,2454,"(-22.8473173, -43.3088888)",0.0
60.0,1.0,2.0,2831,"(-22.8888734, -43.2850003)",0.0
244.0,3.0,4.0,8493,"(-22.972089699999998, -43.1900211)",0.0
82.0,3.0,3.0,3964,"(-23.021078, -43.490284499999994)",0.0
430.0,2.0,4.0,47185,"(-22.9766415, -43.188297)",0.0
200.0,5.0,4.0,18874,"(-22.9805083, -43.213479299999996)",0.0
55.0,1.0,2.0,1604,"(-22.9312854, -43.36198529999999)",0.0
50.0,1.0,2.0,2038,"(-22.8747999, -43.44951939999999)",0.0
73.0,2.0,3.0,2265,"(-22.927310100000003, -43.3599944)",0.0
53.0,1.0,2.0,2171,"(-22.9248493, -43.3596031)",0.0
120.0,2.0,3.0,10003,"(-22.9839557, -43.202216299999996)",0.0
54.0,1.0,1.0,1793,"(-22.913055800000002, -43.265675099999996)",1.0
180.0,,4.0,23593,"(-22.9865648, -43.2324401)",0.0
300.0,5.0,5.0,28311,"(-22.9766415, -43.188297)",0.0
62.0,1.0,2.0,2076,"(-22.9548472, -43.3765899)",0.0
260.0,4.0,3.0,8116,"(-22.97579330000001, -43.1912304)",0.0
161.0,3.0,3.0,3397,"(-22.961944, -43.1688829)",0.0
250.0,,3.0,43410,"(-22.9862961, -43.209333)",0.0
80.0,1.0,1.0,1529,"(-22.8658153, -43.3073896)",0.0
60.0,2.0,2.0,1887,"(-22.9137159, -43.271651500000004)",1.0
75.0,,2.0,3964,"(-22.924047, -43.23641660000001)",0.0
68.0,,1.0,4719,"(-22.988001899999997, -43.3660133)",0.0
98.0,3.0,2.0,4719,"(-22.9582574, -43.1763134)",0.0
190.0,4.0,4.0,2076,"(-22.9294089, -43.3756395)",0.0
90.0,2.0,2.0,1604,"(-22.9289228, -43.2563658)",1.0
70.0,2.0,2.0,6795,"(-22.97378125, -43.2264527152946)",0.0
48.0,1.0,2.0,2265,"(-22.9063362, -43.2416565)",0.0
130.0,3.0,3.0,11324,"(-22.9877577, -43.2286995)",0.0
170.0,3.0,2.0,7550,"(-22.9323641, -43.1821872)",0.0
138.0,2.0,3.0,3775,"(-22.9260259, -43.2541955)",0.0
,,1.0,944,"(-22.8830403, -43.2638849)",0.0
,,3.0,6228,"(-22.915698100000004, -43.2319433)",0.0
,,1.0,2642,"(-22.9207621, -43.222878)",0.0
,,2.0,1887,"(-22.8992045, -43.2843641)",0.0
,,3.0,3020,"(-22.8992045, -43.2843641)",0.0
,,2.0,3775,"(-22.9295544, -43.24080670000001)",0.0
,,1.0,2831,"(-22.96436700000001, -43.1746755)",0.0
,,3.0,7550,"(-22.9847565, -43.19540679999999)",0.0
,,2.0,1416,"(-22.873085800000002, -43.5174089)",0.0
,,2.0,8493,"(-22.9629697, -43.1746635)",0.0
,,1.0,3114,"(-22.9416512, -43.1906631)",0.0
,,1.0,3020,"(-22.9202866, -43.1815614)",1.0
,,2.0,4581,"(-23.0111148, -43.46874260000001)",0.0
,,2.0,4152,"(-22.9500463, -43.191054799999996)",0.0
,,3.0,3020,"(-22.9165104, -43.3788967)",0.0
,,3.0,3775,"(-22.928988, -43.3534191)",1.0
,,3.0,14722,"(-22.983158399999997, -43.2050161)",0.0
,,2.0,1416,"(-22.863930800000002, -43.3330383)",1.0
,,2.0,1604,"(-22.89857210000001, -43.2689279)",0.0
,,2.0,3580,"(-23.013892000000002, -43.4634254)",0.0
,,3.0,2454,"(-5.815403400000001, -46.1361454)",0.0
,,2.0,1887,"(-22.830585199999998, -43.32339210000001)",1.0
,,2.0,3209,"(-22.917347, -43.2149751)",0.0
,,3.0,4719,"(-23.013892000000002, -43.4634254)",0.0
,,2.0,2454,"(-22.9207621, -43.222878)",0.0
,,2.0,2359,"(-22.9137898, -43.2662065)",1.0
,,2.0,3586,"(-22.977708399999997, -43.4172388)",0.0
,,3.0,4152,"(-23.014309, -43.45027260000001)",0.0
,,2.0,2831,"(-22.925552399999997, -43.3620285)",0.0
,,2.0,1755,"(-22.921886399999998, -43.384646000000004)",0.0
,,3.0,4341,"(-23.0138747, -43.4472612)",0.0
,,2.0,1416,"(-22.9191815, -43.6155325)",1.0
,,2.0,2454,"(-22.7991187, -43.2091024)",0.0
,,2.0,5473,"(-22.988339899999996, -43.3529408)",0.0
140.0,4.0,3.0,9437,"(-22.9986093, -43.2695956)",0.0
63.0,2.0,2.0,1510,"(-22.864691600000004, -43.3086342)",1.0
60.0,1.0,2.0,1604,"(-22.907092199999997, -43.379624799999995)",0.0
56.0,1.0,1.0,3492,"(-22.9323641, -43.1821872)",0.0
95.0,1.0,2.0,4152,"(-23.0185151, -43.4634021)",0.0
80.0,2.0,3.0,3397,"(-22.921037899999998, -43.2237992)",0.0
57.0,2.0,1.0,2831,"(-22.9205272, -43.2382218)",0.0
38.0,1.0,1.0,3020,"(-22.9500463, -43.191054799999996)",0.0
58.0,1.0,2.0,2454,"(-22.901260999999998, -43.2647914)",0.0
70.0,1.0,2.0,2076,"(-22.8425581, -43.284811499999996)",0.0
54.0,1.0,2.0,1510,"(-22.8694038, -43.307342299999995)",1.0
72.0,2.0,2.0,4662,"(-22.954389499999998, -43.1867818)",0.0
50.0,1.0,2.0,2076,"(-22.988240899999997, -43.43405720000001)",0.0
43.0,1.0,2.0,1416,"(-22.883722, -43.5567928)",0.0
97.0,2.0,3.0,2265,"(-22.9206741, -43.3604024)",0.0
85.0,3.0,3.0,5662,"(-23.0211861, -43.4540997)",0.0
80.0,1.0,2.0,2246,"(-22.9140512, -43.2843528)",1.0
60.0,1.0,2.0,1321,"(-22.9411582, -43.3441051)",0.0
105.0,3.0,2.0,6606,"(-6.5899848, -37.9149013)",0.0
118.0,3.0,2.0,2265,"(-22.9451467, -43.3374151)",0.0
65.0,2.0,2.0,2633,"(-22.9159818, -43.2477179)",0.0
60.0,,2.0,1887,"(-22.9137208, -43.3684508)",0.0
54.0,1.0,2.0,2076,"(-22.9557394, -43.3892209)",0.0
60.0,1.0,2.0,1321,"(-22.900933600000002, -43.349234100000004)",0.0
70.0,,4.0,1887,"(-22.9151927, -43.3557471)",0.0
120.0,3.0,3.0,22460,"(-22.98679, -43.2200859)",0.0
60.0,2.0,2.0,1887,"(-22.9451223, -43.3324588)",0.0
126.0,4.0,4.0,13401,"(-22.9845355, -43.2307023)",0.0
90.0,3.0,2.0,3586,"(-22.924411199999998, -43.2476356)",0.0
40.0,1.0,1.0,3775,"(-22.933692699999998, -43.178712899999994)",0.0
65.0,2.0,2.0,1850,"(-22.89482210000001, -43.283890899999996)",0.0
60.0,1.0,2.0,1887,"(-22.8432491, -43.28089600000001)",0.0
85.0,1.0,2.0,2076,"(-22.9366083, -43.3799177)",0.0
50.0,1.0,2.0,1699,"(-22.8256491, -43.32704260000001)",0.0
76.0,1.0,2.0,4719,"(-22.978700699999997, -43.2359204)",0.0
82.0,2.0,3.0,7361,"(-22.979191500000002, -43.2195349)",0.0
84.0,2.0,3.0,3964,"(-22.9558133, -43.3384123)",0.0
60.0,,2.0,2831,"(-22.9137764, -43.24434220000001)",0.0
50.0,1.0,1.0,4786,"(-22.9819833, -43.206933)",0.0
90.0,2.0,2.0,7550,"(-22.9721962, -43.1865848)",0.0
80.0,1.0,2.0,1604,"(-22.906554800000002, -43.2994139)",0.0
64.0,2.0,2.0,4341,"(-22.9732812, -43.379219299999995)",0.0
77.0,1.0,3.0,3756,"(-22.9709611, -43.395351399999996)",0.0
98.0,3.0,3.0,4719,"(-23.0240469, -43.4620723)",0.0
95.0,2.0,2.0,2831,"(-22.8049732, -43.219866107721046)",0.0
52.0,1.0,1.0,3020,"(-22.9966799, -43.4249176)",0.0
48.0,2.0,2.0,2076,"(-22.9548472, -43.3765899)",0.0
60.0,1.0,2.0,1510,"(-22.941189399999995, -43.36007160000001)",1.0
70.0,2.0,2.0,3209,"(-22.9382421, -43.3327874)",0.0
98.0,4.0,4.0,2831,"(-22.9548472, -43.3765899)",0.0
55.0,1.0,2.0,1982,"(-22.886189899999998, -43.29380250000001)",0.0
80.0,1.0,1.0,1453,"(-22.9454515, -43.33619829999999)",0.0
92.0,2.0,3.0,3209,"(-22.939245899999996, -43.3212971)",0.0
120.0,3.0,3.0,6228,"(-22.915698100000004, -43.2319433)",0.0
126.0,1.0,3.0,14156,"(-22.9624658, -43.20248839999999)",0.0
124.0,3.0,4.0,8493,"(-22.95854, -43.1949511)",0.0
182.0,5.0,4.0,18874,"(-23.014923800000002, -43.407209)",0.0
80.0,2.0,2.0,3018,"(-22.924047, -43.23641660000001)",0.0
140.0,3.0,3.0,17742,"(-22.9805083, -43.213479299999996)",0.0
55.0,1.0,2.0,1887,"(-22.8500266, -43.2998247)",0.0
100.0,3.0,2.0,4907,"(-23.0240469, -43.4620723)",0.0
106.0,3.0,3.0,3395,"(-22.9222747, -43.22472120000001)",0.0
180.0,3.0,4.0,8682,"(-22.8111588, -43.204330999999996)",0.0
68.0,2.0,2.0,2076,"(-22.9030276, -43.2511816)",0.0
70.0,1.0,2.0,3209,"(nan, nan)",
60.0,1.0,2.0,1510,"(-22.8909051, -43.398591499999995)",0.0
150.0,2.0,3.0,14156,"(-22.9819833, -43.206933)",0.0
33.0,,1.0,1472,"(-22.9332164, -43.2381453)",0.0
170.0,5.0,4.0,8493,"(-23.011219699999998, -43.3111692)",0.0
130.0,4.0,4.0,7361,"(-22.9690461, -43.18946629999999)",0.0
145.0,5.0,3.0,11324,"(-22.9732812, -43.379219299999995)",0.0
70.0,2.0,2.0,4719,"(-22.93394695, -43.33649233654077)",0.0
70.0,1.0,1.0,2265,"(-22.917009, -43.25892879999999)",0.0
78.0,1.0,2.0,3322,"(-22.9205272, -43.2382218)",0.0
80.0,2.0,2.0,2548,"(-22.9251523, -43.3478346)",0.0
80.0,2.0,3.0,3209,"(-22.9042268, -43.2775135)",0.0
85.0,2.0,2.0,4152,"(-22.9323641, -43.1821872)",0.0
93.0,3.0,2.0,8871,"(-22.983556, -43.22493770000001)",0.0
33.0,1.0,1.0,2454,"(-22.9654545, -43.18084520000001)",0.0
100.0,3.0,2.0,9437,"(-22.9855992, -43.1969718)",0.0
100.0,2.0,2.0,6564,"(-22.83979, -43.3357623)",0.0
158.0,2.0,3.0,13212,"(-22.9855992, -43.1969718)",0.0
90.0,3.0,3.0,4907,"(-22.988339899999996, -43.3529408)",0.0
65.0,1.0,2.0,1604,"(-22.8877934, -43.271276799999995)",0.0
260.0,,4.0,28311,"(-22.9775074, -43.194117299999995)",1.0
430.0,4.0,4.0,18874,"(-22.9387029, -43.17358170000001)",0.0
80.0,3.0,2.0,3114,"(-22.9201698, -43.268789399999996)",0.0
66.0,2.0,2.0,2642,"(-22.9709611, -43.395351399999996)",0.0
50.0,2.0,1.0,5945,"(-22.98459200000001, -43.2241076)",0.0
69.0,2.0,2.0,4247,"(-23.0048388, -43.366279799999994)",0.0
68.0,2.0,2.0,2246,"(-22.8903071, -43.27874620000001)",0.0
98.0,,2.0,5662,"(-22.9978724, -43.3470975)",0.0
58.0,2.0,2.0,1887,"(-22.8854895, -43.2733372)",0.0
60.0,2.0,2.0,2265,"(-22.936621600000002, -43.3626578)",0.0
67.0,2.0,2.0,5096,"(-23.0063466, -43.4358159)",0.0
65.0,2.0,2.0,2265,"(-22.9047924, -43.26502070000001)",0.0
119.0,2.0,2.0,7889,"(-22.9978724, -43.3470975)",0.0
48.0,1.0,2.0,2454,"(-22.948937, -43.3408375)",0.0
87.0,2.0,3.0,4341,"(-23.0199675, -43.4689148)",0.0
75.0,2.0,3.0,3020,"(-22.93048030000001, -43.3555556)",0.0
97.0,2.0,2.0,7550,"(-22.9821776, -43.2133851)",0.0
60.0,1.0,2.0,1982,"(-22.8837254, -43.2743083)",0.0
80.0,2.0,2.0,7172,"(-23.014923800000002, -43.407209)",0.0
130.0,4.0,3.0,5190,"(-23.0185151, -43.4634021)",0.0
58.0,1.0,2.0,2359,"(-22.94624115, -43.557178065955135)",0.0
75.0,2.0,3.0,2642,"(-22.935433800000002, -43.3447568)",0.0
75.0,2.0,2.0,5662,"(-22.9775074, -43.194117299999995)",1.0
60.0,1.0,2.0,2624,"(-22.8795618, -43.272420200000006)",0.0
52.0,2.0,1.0,2454,"(-22.920797, -43.22250379999999)",0.0
30.0,1.0,1.0,2265,"(-22.9642979, -43.1771955)",0.0
70.0,2.0,2.0,2454,"(-22.925552399999997, -43.3620285)",0.0
50.0,1.0,2.0,2076,"(-22.969351, -43.4257664)",0.0
51.0,1.0,2.0,1604,"(-22.912771, -43.544942299999995)",0.0
80.0,2.0,2.0,2642,"(-22.9375718, -43.3373098)",0.0
50.0,1.0,2.0,1887,"(-22.8654628, -43.367070299999995)",0.0
75.0,1.0,1.0,3775,"(-22.9162835, -43.221971999999994)",0.0
55.0,2.0,2.0,1604,"(-22.9026425, -43.2817263)",0.0
70.0,2.0,2.0,3964,"(-23.0000794, -43.4164657)",0.0
60.0,2.0,1.0,1887,"(-22.91230830000001, -43.1732237)",0.0
110.0,3.0,3.0,6795,"(-22.934022100000004, -43.176146)",0.0
75.0,2.0,2.0,3171,"(-23.014309, -43.45027260000001)",0.0
330.0,,4.0,66059,"(-22.9862375, -43.209178200000004)",0.0
28.0,1.0,1.0,2454,"(-22.9454241, -43.18079099640421)",0.0
11.0,1.0,2.0,5606,"(-22.9323641, -43.1821872)",0.0
155.0,2.0,4.0,7550,"(-22.9732812, -43.379219299999995)",0.0
240.0,3.0,3.0,22649,"(-22.9810448, -43.214665600000004)",0.0
201.0,1.0,3.0,11324,"(-23.014923800000002, -43.407209)",0.0
27.0,1.0,,5285,"(-22.9663701, -43.1901344)",0.0
49.0,1.0,2.0,1887,"(-22.9014952, -43.3525042)",0.0
200.0,,4.0,9437,"(-23.014923800000002, -43.407209)",0.0
80.0,1.0,2.0,7550,"(-22.9832693, -43.204855)",0.0
30.0,1.0,1.0,3775,"(-22.9657289, -43.1791402)",0.0
46.0,,1.0,5285,"(-22.9663701, -43.1901344)",0.0
50.0,,1.0,4341,"(-22.955022800000002, -43.1998851)",0.0
55.0,,1.0,3303,"(-22.966940100000002, -43.181606200000004)",0.0
170.0,2.0,3.0,6606,"(-22.929602499999998, -43.2320169)",0.0
91.0,1.0,2.0,3209,"(-22.9155343, -43.2459053)",0.0
50.0,2.0,2.0,4152,"(-22.93358060000001, -43.1799999)",0.0
101.0,1.0,3.0,9437,"(-22.9533486, -43.189868)",0.0
320.0,4.0,3.0,56622,"(-22.981271300000003, -43.2004164)",0.0
126.0,2.0,3.0,4813,"(-22.9654545, -43.18084520000001)",0.0
198.0,1.0,4.0,5096,"(-23.0138985, -43.4556901)",0.0
74.0,3.0,3.0,3397,"(-23.000417300000002, -43.332459)",0.0
127.0,4.0,3.0,6040,"(-22.9757782, -43.373473)",0.0
176.0,1.0,2.0,3209,"(-22.9332164, -43.2381453)",0.0
75.0,2.0,1.0,6228,"(-22.9803652, -43.2139765)",0.0
400.0,,4.0,22649,"(-22.9387029, -43.17358170000001)",0.0
85.0,3.0,2.0,4907,"(-22.9389088, -43.175371399999996)",0.0
75.0,2.0,2.0,4719,"(-23.000417300000002, -43.332459)",0.0
130.0,2.0,3.0,4719,"(-23.013892000000002, -43.4634254)",0.0
95.0,2.0,3.0,3209,"(-23.020196300000002, -43.4634347)",0.0
50.0,,1.0,4341,"(-22.9535105, -43.181536799999996)",0.0
80.0,2.0,2.0,9060,"(-22.9500463, -43.191054799999996)",0.0
,,2.0,6889,"(-22.9663701, -43.1901344)",0.0
,,3.0,6795,"(-22.983158399999997, -43.2050161)",0.0
,,4.0,8871,"(-22.988339899999996, -43.3529408)",0.0
,,2.0,2076,"(-22.94624115, -43.557178065955135)",0.0
,,2.0,4719,"(-22.95854, -43.1949511)",0.0
,,1.0,2831,"(-22.9247841, -43.2096901)",0.0
,,2.0,2831,"(-22.9548472, -43.3765899)",0.0
,,1.0,3586,"(-22.9500463, -43.191054799999996)",0.0
,,3.0,7550,"(-22.9819833, -43.206933)",0.0
,,2.0,5285,"(-22.98459200000001, -43.2241076)",0.0
,,1.0,8493,"(-22.9770236, -43.230294)",0.0
,,2.0,1699,"(-22.8903071, -43.27874620000001)",0.0
,,2.0,1699,"(-22.908013399999998, -43.2734717)",0.0
,,2.0,3020,"(-22.839160699999997, -43.3133385)",0.0
,,2.0,1793,"(-22.9022005, -43.2718717)",0.0
,,3.0,4907,"(-22.9065343, -43.22061420000001)",0.0
,,3.0,2265,"(-22.964776399999998, -43.40202539999999)",0.0
,,2.0,1887,"(-22.9301996, -43.3938251)",0.0
,,2.0,7172,"(-22.9847565, -43.19540679999999)",0.0
,,2.0,3964,"(-22.912447600000004, -43.2220924)",0.0
,,2.0,5096,"(-27.5660564, -53.9719817)",0.0
,,2.0,1887,"(-22.8445909, -43.260740999999996)",0.0
,,2.0,2831,"(-22.9312854, -43.36198529999999)",0.0
,,1.0,2265,"(-22.90999110000001, -43.2406283)",0.0
,,3.0,2265,"(-22.9121741, -43.2460158)",0.0
,,3.0,4152,"(-22.9408899, -43.3422564)",1.0
,,2.0,5643,"(-22.9770236, -43.230294)",0.0
,,2.0,2831,"(-22.9201021, -43.265567600000004)",0.0
,,3.0,1887,"(-22.8204856, -43.3209722)",0.0
,,2.0,3020,"(-23.0217111, -43.486967799999995)",0.0
,,1.0,3020,"(-22.926118399999996, -43.2300578)",0.0
,,1.0,3397,"(-23.010196899999997, -43.3208006)",0.0
,,2.0,1887,"(-22.9665038, -43.3713193)",0.0
,,2.0,4624,"(-22.962171899999998, -43.1737305)",0.0
,,2.0,2454,"(-22.9306672, -43.242268100000004)",0.0
,,3.0,4624,"(-23.0156911, -43.4518068)",0.0
,,2.0,4152,"(-22.919845000000002, -43.17533529999999)",0.0
,,3.0,6795,"(-22.9646242, -43.1916985)",1.0
,,2.0,4719,"(-22.9323641, -43.1821872)",0.0
,,2.0,4530,"(-23.013892000000002, -43.4634254)",0.0
,,2.0,4530,"(-22.9429878, -43.192039799999996)",0.0
,,2.0,3775,"(-22.94884465, -43.179829096252966)",0.0
,,3.0,4530,"(-23.0147819, -43.4610052)",0.0
,,3.0,3020,"(-23.014309, -43.45027260000001)",0.0
,,3.0,22649,"(-22.9674748, -43.18745360000001)",0.0
,,2.0,2076,"(-22.8508744, -43.317637100000006)",0.0
,,3.0,12268,"(-22.9848957, -43.1952136)",0.0
,,1.0,5077,"(-22.983158399999997, -43.2050161)",0.0
,,1.0,3586,"(-22.9070211, -43.1854641)",0.0
,,1.0,1793,"(-30.0342118, -51.2393593)",0.0
,,1.0,3209,"(-22.918030899999998, -43.18170429999999)",0.0
,,4.0,20762,"(-22.9997388, -43.2684256)",0.0
,,3.0,5002,"(-12.8059674, -41.3322919)",0.0
,,4.0,16420,"(-23.0088047, -43.3373664)",0.0
,,3.0,3020,"(-23.018473899999996, -43.4609316)",0.0
,,2.0,4152,"(-22.985511, -43.19287620000001)",0.0
,,1.0,2831,"(-22.969034100000002, -43.187025899999995)",0.0
,,4.0,21705,"(-10.8040231, -37.1658336)",0.0
,,3.0,3209,"(-23.0156911, -43.4518068)",0.0
,,2.0,1604,"(-22.9159904, -43.2470306)",0.0
,,2.0,1699,"(-22.9312854, -43.36198529999999)",0.0
,,2.0,1887,"(-22.90742695, -43.412571206899955)",0.0
,,3.0,8493,"(-23.0091645, -43.4215641)",0.0
,,3.0,3775,"(-22.9148218, -43.250558399999996)",0.0
,,3.0,10381,"(-23.014309, -43.45027260000001)",0.0
,,3.0,6606,"(-22.981271300000003, -43.2004164)",0.0
,,3.0,4907,"(-23.004016800000002, -43.3247702)",0.0
,,2.0,4530,"(-23.014923800000002, -43.407209)",0.0
,,1.0,6134,"(-22.9732812, -43.379219299999995)",0.0
,,3.0,8493,"(-22.984338600000005, -43.2328045)",0.0
,,3.0,7927,"(-23.0248278, -43.45716289999999)",0.0
95.0,2.0,2.0,5662,"(-22.983158399999997, -43.2050161)",0.0
85.0,2.0,2.0,5285,"(-23.001908, -43.3501969)",0.0
87.0,1.0,2.0,10381,"(-22.9855992, -43.1969718)",0.0
70.0,3.0,2.0,5473,"(-22.9641285, -43.2174013)",0.0
370.0,3.0,4.0,47185,"(-22.986815, -43.23017279999999)",0.0
124.0,4.0,2.0,7927,"(-23.014923800000002, -43.407209)",0.0
123.0,2.0,3.0,6606,"(-22.9646242, -43.1916985)",1.0
85.0,1.0,2.0,1887,"(-22.899547899999998, -43.2700858)",0.0
65.0,1.0,2.0,1510,"(-22.9023055, -43.29320728141141)",0.0
336.0,3.0,3.0,71722,"(-22.98679, -43.2200859)",0.0
53.0,1.0,2.0,2831,"(-22.9997404, -43.3659929)",0.0
80.0,2.0,2.0,2642,"(-23.0234203, -43.487091299999996)",0.0
78.0,1.0,2.0,2454,"(-22.908114899999998, -43.2807014)",0.0
120.0,3.0,3.0,4719,"(-22.9210997, -43.2188249)",0.0
130.0,4.0,3.0,6889,"(-22.965578, -43.17784879999999)",0.0
49.0,1.0,1.0,1321,"(-22.916182199999998, -43.371660799999994)",0.0
87.0,1.0,2.0,3209,"(-22.9245892, -43.235199200000004)",0.0
48.0,1.0,2.0,1604,"(-22.9044357, -43.298857700000006)",0.0
406.0,4.0,3.0,28311,"(-22.9672354, -43.18357460000001)",0.0
72.0,1.0,2.0,1604,"(-22.886189899999998, -43.29380250000001)",0.0
99.0,2.0,3.0,3020,"(-22.9279379, -43.236188)",0.0
100.0,1.0,2.0,6040,"(-22.7537242, -47.1673325)",0.0
103.0,3.0,3.0,5473,"(-23.0211861, -43.4540997)",0.0
47.0,1.0,1.0,2642,"(-22.9155343, -43.2459053)",0.0
78.0,4.0,2.0,2831,"(-22.995434399999997, -43.25830379999999)",0.0
50.0,1.0,2.0,1132,"(-22.8973512, -43.5483958)",0.0
50.0,1.0,1.0,4152,"(-22.9654545, -43.18084520000001)",0.0
65.0,1.0,1.0,5285,"(-22.9641285, -43.2174013)",0.0
145.0,2.0,3.0,5283,"(-22.966940100000002, -43.181606200000004)",0.0
80.0,1.0,1.0,1416,"(-22.893945600000002, -43.299163799999995)",0.0
289.0,2.0,3.0,9437,"(-22.98422080000001, -43.1916424)",0.0
200.0,3.0,4.0,12834,"(-22.9839557, -43.202216299999996)",0.0
96.0,1.0,3.0,3964,"(-22.9279379, -43.236188)",0.0
435.0,5.0,5.0,28311,"(-23.000417300000002, -43.332459)",0.0
205.0,3.0,4.0,16987,"(-22.9840518, -43.221537899999994)",0.0
168.0,2.0,3.0,16043,"(-22.9758762, -43.2187075)",0.0
58.0,1.0,2.0,3020,"(-22.925157100000003, -43.23006760000001)",0.0
99.0,1.0,2.0,3020,"(-22.9654545, -43.18084520000001)",0.0
70.0,2.0,2.0,4152,"(-22.9662234, -43.382768799999994)",0.0
62.0,1.0,3.0,1604,"(-22.9077385, -43.2887029)",0.0
51.0,1.0,2.0,1718,"(-22.8923285, -43.2968314)",0.0
116.0,2.0,3.0,13212,"(-22.9847565, -43.19540679999999)",0.0
76.0,3.0,2.0,3020,"(-23.0048388, -43.366279799999994)",0.0
162.0,5.0,4.0,11891,"(-22.9938255, -43.35094820000001)",0.0
60.0,1.0,1.0,944,"(-22.8790904, -43.2955477)",0.0
50.0,1.0,2.0,2265,"(-22.9732812, -43.379219299999995)",0.0
250.0,4.0,5.0,16043,"(-22.9646379, -43.20259)",0.0
105.0,1.0,3.0,5851,"(-22.9530993, -43.177193700000004)",0.0
50.0,1.0,2.0,2454,"(nan, nan)",
40.0,1.0,1.0,2265,"(-22.9183909, -43.3971464)",1.0
50.0,2.0,1.0,8493,"(-22.9770236, -43.230294)",0.0
250.0,2.0,4.0,11324,"(-22.965375299999998, -43.183738500000004)",0.0
95.0,,2.0,6606,"(-23.000417300000002, -43.332459)",0.0
345.0,3.0,4.0,43410,"(-22.986815, -43.23017279999999)",0.0
59.0,1.0,2.0,1887,"(-22.88537, -43.352706500000004)",0.0
158.0,5.0,4.0,9437,"(-22.9986176, -43.2529098)",0.0
65.0,1.0,3.0,2454,"(-22.829468, -43.3274693)",0.0
140.0,2.0,1.0,9437,"(-22.955651, -43.1737289)",0.0
185.0,3.0,4.0,9437,"(-23.014923800000002, -43.407209)",0.0
594.0,4.0,4.0,12268,"(-22.9282465, -43.170790419174786)",0.0
88.0,,2.0,4341,"(-22.965375299999998, -43.183738500000004)",0.0
70.0,2.0,2.0,4341,"(-22.9676704, -43.1844375)",0.0
89.0,1.0,2.0,3114,"(-22.9308143, -43.371767)",1.0
35.0,1.0,1.0,3869,"(-22.955022800000002, -43.1998851)",0.0
70.0,2.0,3.0,4341,"(-22.9318016, -43.1823899)",0.0
160.0,2.0,3.0,12268,"(-22.968132699999998, -43.1830609)",0.0
150.0,3.0,3.0,6606,"(-22.92126780000001, -43.255565399999995)",0.0
147.0,,3.0,8493,"(-22.9997404, -43.3659929)",0.0
220.0,2.0,3.0,6606,"(-22.9707145, -43.1899429)",0.0
38.0,1.0,1.0,3775,"(-22.975583899999997, -43.193523600000006)",0.0
55.0,1.0,2.0,1321,"(-22.8997079, -43.5392258)",0.0
