,price,coord,class
97,9700000.0,"(19.1612887, 72.93846789999998)",0.0
98,37650000.0,"(19.091282, 72.91643040000002)",0.0
99,8795500.0,"(19.147463100000003, 72.9259218)",1.0
100,16300000.0,"(19.1780266, 72.87170619999998)",0.0
101,12000000.0,"(19.149790600000006, 72.93267949999998)",0.0
102,28200000.0,"(19.0372959, 72.87871)",0.0
103,28900000.0,"(19.1298829, 72.8361467)",0.0
104,23400000.0,"(19.0638046, 72.8920434)",0.0
105,16499800.0,"(19.2198888, 72.86189820000001)",0.0
106,14400000.0,"(19.020062300000006, 72.8353928)",0.0
107,39502000.0,"(18.9162281, 72.8295801)",0.0
108,7800495.0,"(19.2022243, 72.8152705)",0.0
109,85997040.0,"(19.0017924, 72.82495899999998)",0.0
110,7565500.0,"(19.1139223, 72.933971)",0.0
111,12000000.0,"(19.1529775, 72.84461770000001)",0.0
112,11399999.999999998,"(19.1296561, 72.9333067)",1.0
113,13750000.0,"(19.1910861, 72.8626421)",1.0
114,18700000.0,"(18.9965184, 72.82901159999999)",0.0
115,22791500.0,"(19.2004454, 72.87370229999998)",0.0
116,4732500.0,"(19.148385, 72.9270698)",0.0
117,26000000.0,"(19.1705898, 72.93727990000002)",1.0
118,21250000.0,"(19.1124059, 72.8863937)",0.0
119,14550000.0,"(19.1296561, 72.9333067)",1.0
120,49998490.0,"(18.9710396, 72.8128308)",0.0
121,19001600.0,"(19.0720631, 72.8371073)",0.0
122,11901220.0,"(19.0588586, 72.8790468)",0.0
123,36001500.0,"(19.0484216, 72.82252290000002)",0.0
124,30000000.0,"(19.0461248, 72.9132122)",0.0
125,17500000.0,"(19.130626100000004, 72.83897259999998)",0.0
126,14100000.0,"(19.088571, 72.91483199999998)",0.0
127,5095000.0,"(19.148385, 72.9270698)",0.0
128,12703500.0,"(19.2081416, 72.8798446)",0.0
129,10900000.0,"(19.1517173, 72.93438569999998)",0.0
130,11299500.0,"(19.105854, 72.91746289999998)",0.0
131,11940000.0,"(19.1756223, 72.87776550000002)",0.0
132,13700000.0,"(19.177983, 72.8501228)",0.0
133,22600000.0,"(19.1652655, 72.95845870000002)",1.0
134,23999000.0,"(19.1139004, 72.8524015)",0.0
135,105000000.0,"(18.963602, 72.8197928)",0.0
136,34001000.0,"(19.1139004, 72.8524015)",0.0
137,69000000.0,"(19.060574, 72.85043999999998)",0.0
138,110000750.0,"(18.9345189, 72.8371021)",0.0
139,13969500.0,"(19.1656736, 72.85854350000002)",0.0
140,13876500.0,"(19.176289, 72.8623745)",0.0
141,21250000.0,"(19.1217876, 72.9178755)",0.0
142,10866000.0,"(19.2244924, 72.86621729999997)",1.0
143,4850000.0,"(19.1920516, 72.86713509999998)",1.0
144,24200000.0,"(19.1581084, 72.947482)",0.0
145,94550000.0,"(19.0086952, 72.8334279)",0.0
146,12800000.0,"(19.1956336, 72.8685115)",0.0
147,10250000.0,"(19.2005188, 72.86663259999997)",1.0
148,19750000.0,"(19.0701721, 72.8956536)",0.0
149,27498000.0,"(18.9713485, 72.8334349)",0.0
150,10001000.0,"(19.1631138, 72.93809040000002)",0.0
151,174998000.0,"(19.1137589, 72.8316308)",0.0
152,32498750.0,"(19.1289207, 72.8619092)",0.0
153,47503750.0,"(19.060574, 72.85043999999998)",0.0
154,10805000.0,"(19.2202063, 72.8666866)",0.0
155,10950000.0,"(19.071964, 72.9047906)",0.0
156,23750000.0,"(19.1146146, 72.8840941)",0.0
157,12900000.0,"(19.1458935, 72.85741750000003)",0.0
158,12816000.0,"(19.2004135, 72.8412127)",0.0
159,9582500.0,"(19.1228461, 72.8701047)",0.0
160,6990000.000000001,"(19.0636649, 72.90303420000002)",0.0
161,18550000.0,"(19.0517369, 72.88664849999998)",1.0
162,23550000.0,"(19.122313, 72.8857403)",0.0
163,12800000.0,"(19.1114388, 72.92678000000002)",0.0
164,21000900.0,"(19.160481, 72.9454193)",0.0
165,9970250.0,"(19.2438394, 72.86778819999998)",0.0
166,29900000.0,"(18.9713485, 72.8334349)",0.0
167,10999000.0,"(19.1511736, 72.8326275)",0.0
168,24890920.0,"(19.1423522, 72.8449636)",0.0
169,14250000.0,"(19.0573852, 72.9050061)",0.0
170,13750000.0,"(19.1452091, 72.8321637)",0.0
171,5863500.0,"(19.202119600000003, 72.82831159999998)",1.0
172,19800000.0,"(19.1705898, 72.93727990000002)",1.0
173,9350000.0,"(19.2410255, 72.86365789999998)",0.0
174,9183500.0,"(19.1943396, 72.8593747)",0.0
175,15200000.0,"(19.175116100000004, 72.86534809999998)",0.0
176,16600000.0,"(19.2022243, 72.8152705)",0.0
177,19500000.0,"(19.2490129, 72.8638785)",1.0
178,7099420.0,"(19.1969201, 72.876083)",0.0
179,11799000.0,"(19.1915579, 72.8604115)",0.0
180,11000775.0,"(19.0523035, 72.91507220000003)",0.0
181,7001000.0,"(19.1969201, 72.876083)",0.0
182,9501500.0,"(19.1367393, 72.9317595)",0.0
183,10700000.0,"(19.0561703, 72.91025350000002)",0.0
184,5887000.0,"(19.246381, 72.872314)",1.0
185,9308000.0,"(19.2053584, 72.824022)",0.0
186,15850000.0,"(19.1954037, 72.83340919999998)",0.0
187,8515500.0,"(19.2510181, 72.87208799999998)",0.0
188,26700000.0,"(19.1839665, 72.8425555)",1.0
189,16500000.0,"(19.2130374, 72.8188768)",0.0
190,19350000.0,"(19.1148576, 72.84996319999998)",0.0
191,15403000.0,"(19.0661753, 72.89272869999998)",0.0
192,11001080.0,"(19.160481, 72.9454193)",0.0
193,18500000.0,"(19.1011489, 72.91122419999998)",0.0
194,14801105.0,"(19.0357714, 72.85745159999998)",0.0
195,92500000.0,"(19.0764024, 72.8290568)",1.0
196,90003600.0,"(19.144455, 72.82492599999998)",0.0
197,14800000.0,"(19.2095239, 72.87463389999998)",0.0
198,10100000.0,"(19.2433451, 72.8605113)",1.0
199,16250000.0,"(18.9126831, 72.8212934)",0.0
200,6165000.0,"(19.0621229, 72.922263)",1.0
201,11600000.0,"(19.0703949, 72.8460777)",0.0
202,,"(18.9774928, 72.82627629999998)",0.0
203,,"(18.9449599, 72.79433320000003)",0.0
204,,"(19.151615600000003, 72.7977051)",0.0
205,17000000.0,"(18.9462445, 72.82649980000002)",0.0
206,,"(18.9492073, 72.80019589999998)",0.0
207,13999795.0,"(19.2198888, 72.86189820000001)",0.0
208,19001250.0,"(18.9946505, 72.83489920000002)",0.0
209,14000000.0,"(18.96851, 72.84378249999997)",0.0
210,12998900.0,"(19.1146891, 72.89624189999998)",0.0
211,15499000.0,"(19.195874, 72.839519)",0.0
212,16850000.0,"(19.1700756, 72.958497)",0.0
213,9711500.0,"(19.0093414, 72.8984317)",0.0
214,17900000.0,"(19.0523512, 72.9354908)",1.0
215,,"(19.0321447, 72.847383)",0.0
216,,"(19.0093414, 72.8984317)",0.0
217,14854000.0,"(19.0996248, 72.8848733)",0.0
218,28300000.0,"(18.9470425, 72.83002479999998)",0.0
219,30850000.0,"(19.1464196, 72.7954178)",0.0
220,,"(18.9905474, 72.81327499999998)",0.0
221,,"(18.9573691, 72.80736139999998)",0.0
222,24998750.0,"(19.1289207, 72.8619092)",0.0
223,8502000.0,"(19.160481, 72.9454193)",0.0
224,21001400.0,"(19.1146891, 72.89624189999998)",0.0
225,16998070.0,"(19.1146891, 72.89624189999998)",0.0
226,14399400.0,"(19.2198888, 72.86189820000001)",0.0
227,,"(18.9687784, 72.8229581)",0.0
228,,"(18.9587767, 72.8195887)",0.0
229,12900000.0,"(19.006585600000005, 72.85041729999998)",1.0
230,16850000.0,"(19.104834, 72.92874990000001)",0.0
231,258600000.0,"(18.9956254, 72.8208318)",0.0
232,,"(18.977367, 72.823894)",0.0
233,,"(18.9771208, 72.83074559999999)",0.0
234,,"(19.0732155, 72.8252838)",1.0
235,,"(19.0747117, 72.9176813)",0.0
236,,"(19.0125847, 72.8904232)",1.0
237,8400900.0,"(19.078160600000004, 72.914467)",0.0
238,3799375.0,"(19.1289496, 72.930686)",0.0
239,11800400.0,"(19.078160600000004, 72.914467)",0.0
240,28999000.0,"(19.0282347, 72.8785587)",0.0
241,25497000.0,"(19.1979771, 72.87249179999998)",0.0
242,,"(19.0844319, 72.828636)",0.0
243,10916000.0,"(19.0749268, 72.841814)",1.0
244,,"(19.0353849, 72.8423036)",0.0
245,,"(19.0303478, 72.8465834)",0.0
246,,"(18.9454613, 72.83455500000002)",0.0
247,38850000.0,"(19.0353999, 72.84334559999998)",0.0
248,22050000.0,"(19.0372848, 72.84634)",0.0
249,33800000.0,"(18.955950100000006, 72.83741549999998)",0.0
250,,"(19.03902, 72.83994100000002)",0.0
251,,"(18.9482031, 72.7973651)",0.0
252,9348500.0,"(19.172349, 72.881314)",0.0
253,31498775.0,"(19.1289207, 72.8619092)",0.0
254,45000000.0,"(19.1289207, 72.8619092)",0.0
255,26897500.0,"(19.1146891, 72.89624189999998)",0.0
256,30998900.0,"(19.1139004, 72.8524015)",0.0
257,53000000.0,"(19.1031881, 72.8485318)",0.0
258,,"(18.9588137, 72.823803)",0.0
259,,"(19.0047618, 72.85367109999999)",0.0
260,16764000.0,"(19.0747117, 72.9176813)",0.0
261,18650000.0,"(19.0382146, 72.84102929999997)",0.0
262,13650000.0,"(19.1372423, 72.9349833)",0.0
263,24150000.0,"(19.207669, 72.850634)",0.0
264,,"(18.9505708, 72.8214886)",0.0
265,18000000.0,"(19.109107, 72.8486975)",0.0
267,4799250.0,"(19.1631138, 72.93809040000002)",0.0
268,26999500.0,"(19.144455, 72.82492599999998)",0.0
269,10999000.0,"(19.195874, 72.839519)",0.0
270,6800000.0,"(19.1511736, 72.8326275)",0.0
271,13201500.0,"(19.2601514, 72.8542872)",0.0
272,26150000.0,"(18.9780586, 72.8308334)",0.0
273,26450000.0,"(18.9354415, 72.83425559999998)",0.0
274,,"(18.9472108, 72.8271266)",0.0
275,35000000.0,"(19.0287365, 72.84182360000001)",0.0
276,43000000.0,"(19.0312781, 72.8421781)",0.0
277,87500000.0,"(19.0360842, 72.83954790000001)",0.0
278,16100000.0,"(18.9618587, 72.83725890000002)",0.0
279,,"(19.0366153, 72.8436705)",0.0
280,,"(18.9629951, 72.8109079)",0.0
281,20650000.0,"(18.9536703, 72.82662479999998)",0.0
282,3401000.0,"(19.172349, 72.881314)",0.0
283,24898800.0,"(19.144455, 72.82492599999998)",0.0
284,31199370.0,"(19.0615644, 72.85591070000002)",0.0
285,4599050.0,"(19.1969201, 72.876083)",0.0
286,35998200.0,"(19.0615644, 72.85591070000002)",0.0
287,25300000.0,"(19.0993813, 72.84472889999998)",0.0
288,,"(19.0855298, 72.9117248)",0.0
289,,"(19.0050898, 72.83160509999998)",0.0
290,,"(19.0479104, 72.8589638)",0.0
291,30600000.0,"(19.0282347, 72.8785587)",0.0
292,50450000.0,"(18.9996394, 72.82537370000001)",0.0
293,23700000.0,"(19.13679, 72.93067590000003)",0.0
294,,"(18.9541664, 72.81955640000002)",0.0
295,37150000.0,"(19.026600100000003, 72.8785814)",0.0
296,,"(19.017476100000003, 72.83248139999998)",0.0
297,5999700.0,"(19.1631138, 72.93809040000002)",0.0
298,1099500.0,"(19.0088678, 72.8573828)",0.0
299,25999000.0,"(19.144455, 72.82492599999998)",0.0
300,24997550.0,"(19.160481, 72.9454193)",0.0
301,46002000.0,"(19.144455, 72.82492599999998)",0.0
302,,"(18.9728424, 72.83363899999998)",0.0
303,16647500.0,"(19.0747117, 72.9176813)",0.0
304,,"(19.0276124, 72.8410761)",0.0
305,,"(19.0341646, 72.842186)",0.0
306,13800000.0,"(18.9457286, 72.8311489)",0.0
307,,"(19.0880264, 72.9046444)",0.0
308,34400000.0,"(19.1402957, 72.86520970000002)",0.0
309,19500000.0,"(19.0961371, 72.9190564)",0.0
310,170000000.0,"(19.0261555, 72.8438161)",0.0
311,39250000.0,"(19.0353849, 72.8423036)",0.0
312,3899550.0,"(19.1878099, 72.845366)",0.0
313,10500000.0,"(19.1367393, 72.9317595)",0.0
314,4500000.0,"(19.1878099, 72.845366)",0.0
315,22000500.0,"(19.144455, 72.82492599999998)",0.0
316,17001500.0,"(19.1438971, 72.8427707)",0.0
317,7988000.0,"(19.0380334, 72.8537589)",1.0
318,56250000.0,"(19.0694678, 72.83715040000001)",0.0
319,,"(19.0650829, 72.83569530000003)",0.0
320,,"(19.0672579, 72.8379929)",0.0
321,55300000.0,"(19.0773781, 72.8298537)",0.0
322,51500000.0,"(19.0671554, 72.83294240000002)",0.0
323,37650000.0,"(19.1008731, 72.8457775)",0.0
324,,"(19.1201277, 72.84289629999998)",0.0
325,13899999.999999998,"(19.1926252, 72.8385253)",0.0
326,,"(19.0959575, 72.88739679999998)",0.0
327,14499480.0,"(18.9994335, 72.84483320000002)",0.0
328,4998950.0,"(19.172349, 72.881314)",0.0
329,6500000.0,"(19.1969201, 72.876083)",0.0
330,13999405.0,"(19.144455, 72.82492599999998)",0.0
331,21500000.0,"(19.160481, 72.9454193)",0.0
332,,"(19.0024302, 72.8490791)",1.0
333,22150000.0,"(19.1490839, 72.8390507)",0.0
334,26000000.0,"(19.1295977, 72.8373776)",0.0
335,,"(19.061658800000004, 72.9261243)",1.0
336,3750000.0,"(19.156474, 72.92965190000002)",1.0
337,59200000.0,"(19.0716521, 72.8326656)",0.0
338,,"(19.0542873, 72.8335647)",0.0
339,,"(19.0641325, 72.92406190000001)",1.0
340,20100000.0,"(19.0655502, 72.9216947)",1.0
341,,"(19.072908, 72.82993150000001)",0.0
342,13501250.0,"(19.0109799, 72.851241)",0.0
343,8300300.0,"(19.0638046, 72.8920434)",0.0
344,11999000.0,"(19.160481, 72.9454193)",0.0
345,9000800.0,"(19.2228758, 72.84217840000002)",0.0
346,6999800.0,"(19.1969201, 72.876083)",0.0
347,,"(19.2447186, 72.85156049999998)",0.0
348,,"(19.0182594, 72.8281884)",0.0
349,18200000.0,"(19.1333829, 72.93568509999999)",0.0
350,,"(19.083034, 72.88888)",1.0
351,121650000.0,"(18.9901402, 72.82127129999998)",0.0
352,,"(19.0527742, 72.8732811)",0.0
353,,"(19.0389455, 72.8420546)",0.0
354,63600000.0,"(19.1153163, 72.85108749999998)",0.0
355,120200000.0,"(19.0017924, 72.82495899999998)",0.0
356,24550000.0,"(19.0690922, 72.86165940000002)",0.0
357,14598100.0,"(19.195301800000006, 72.8398395)",0.0
358,10499075.0,"(19.071795, 72.86294199999998)",0.0
359,24002000.0,"(19.144455, 72.82492599999998)",0.0
360,10698820.0,"(19.160481, 72.9454193)",0.0
361,2949875.0,"(19.1878099, 72.845366)",0.0
362,15750000.0,"(19.1333829, 72.93568509999999)",0.0
363,,"(19.0272051, 72.85919770000002)",0.0
364,,"(18.968501, 72.8259285)",0.0
365,,"(19.683248000000006, 72.750856)",0.0
366,51700000.0,"(19.104658, 72.852273)",0.0
367,25850000.0,"(19.0260169, 72.8439259)",0.0
368,7736500.0,"(19.0374869, 72.84978620000003)",1.0
369,28250000.0,"(19.0260169, 72.8439259)",0.0
370,26050000.0,"(19.2242681, 72.8631418)",0.0
371,,"(19.218291, 72.866805)",1.0
372,8599000.0,"(19.1969201, 72.876083)",0.0
373,14000000.0,"(19.2438394, 72.86778819999998)",0.0
374,3999500.0,"(19.1725542, 72.942537)",0.0
375,22502750.0,"(19.1752424, 72.97103890000002)",0.0
376,14600000.0,"(19.1979771, 72.87249179999998)",0.0
377,137700000.0,"(19.0188042, 72.8301195)",0.0
378,,"(19.005184, 72.825239)",0.0
379,,"(19.003054, 72.83846159999997)",0.0
380,76700000.0,"(19.0320015, 72.8444312)",0.0
381,25400000.0,"(19.1372705, 72.8334612)",0.0
382,10753500.0,"(19.0899985, 72.83624689999998)",0.0
383,24000000.0,"(19.104658, 72.852273)",0.0
384,15600000.0,"(19.1296561, 72.9333067)",1.0
385,300350000.0,"(19.0188042, 72.8301195)",0.0
386,17700000.0,"(18.978315, 72.8317163)",1.0
387,15001000.0,"(19.078596, 72.85396479999999)",0.0
388,35500300.0,"(19.0357714, 72.85745159999998)",0.0
389,8498750.0,"(19.2022243, 72.8152705)",0.0
390,18000000.0,"(19.1969201, 72.876083)",0.0
391,15499900.0,"(19.1915579, 72.8604115)",0.0
392,24450000.0,"(19.1296561, 72.9333067)",1.0
393,,"(19.0168159, 72.83024909999997)",0.0
394,34450000.0,"(19.092818, 72.913595)",0.0
395,53000000.0,"(19.078354, 72.83985559999998)",0.0
397,,"(18.947059, 72.835608)",0.0
398,7751000.0,"(19.187751, 72.85033899999998)",0.0
399,32550000.0,"(18.9757559, 72.8252035)",0.0
400,,"(19.0753735, 72.90841429999998)",0.0
401,23300000.0,"(19.106840100000007, 72.84966419999998)",0.0
402,10699500.0,"(19.2022243, 72.8152705)",0.0
403,18000000.0,"(19.2175443, 72.8534756)",0.0
404,11999500.0,"(19.2175443, 72.8534756)",0.0
405,12000390.0,"(19.172349, 72.881314)",0.0
406,28900000.0,"(18.9921944, 72.8362523)",0.0
407,,"(19.1900475, 72.85116190000002)",0.0
408,,"(18.9589174, 72.8124046)",0.0
409,16850000.0,"(19.114031, 72.89768000000002)",0.0
410,12044500.0,"(19.1296561, 72.9333067)",1.0
411,20500000.0,"(19.090779, 72.90289090000002)",0.0
413,44400000.00000001,"(19.0744522, 72.8711402)",0.0
414,,"(19.0739163, 72.83102889999998)",0.0
415,24100000.0,"(19.122459, 72.88429789999998)",0.0
416,,"(19.1119391, 72.84166450000002)",0.0
417,3099600.0,"(19.172349, 72.881314)",0.0
418,20003000.0,"(19.160481, 72.9454193)",0.0
419,6500500.0,"(19.1725542, 72.942537)",0.0
420,8798750.0,"(19.2438394, 72.86778819999998)",0.0
421,32498000.0,"(19.0990278, 72.841453)",0.0
422,,"(19.0764024, 72.8290568)",1.0
423,38168000.0,"(19.0282347, 72.8785587)",0.0
424,,"(19.0943797, 72.84394209999998)",0.0
425,8312500.0,"(19.0827837, 72.88105589999998)",0.0
426,21700000.0,"(19.1260586, 72.85372530000002)",0.0
427,17250000.0,"(19.1254451, 72.92271769999998)",0.0
428,,"(19.200977, 72.86725909999998)",0.0
429,35450000.0,"(19.1080732, 72.8502908)",0.0
430,32700000.000000004,"(19.0938435, 72.9226175)",0.0
431,57500000.0,"(19.0597654, 72.8519688)",0.0
432,13299020.0,"(19.1969201, 72.876083)",0.0
433,19501250.0,"(18.9946505, 72.83489920000002)",0.0
434,5499250.0,"(19.1969201, 72.876083)",0.0
435,16498500.0,"(19.0461248, 72.9132122)",0.0
436,35001400.0,"(19.144455, 72.82492599999998)",0.0
437,,"(19.0993813, 72.84472889999998)",0.0
438,,"(19.048517, 72.8566965)",0.0
439,29100000.0,"(19.0146777, 72.85086120000003)",0.0
440,72200000.0,"(19.057416600000003, 72.85077740000001)",0.0
441,38300000.0,"(19.0018492, 72.8287309)",0.0
442,,"(19.0608902, 72.88283539999998)",0.0
443,33200000.0,"(19.0292811, 72.85220550000003)",0.0
444,10793000.0,"(19.0804525, 72.8878045)",0.0
445,74300000.0,"(19.0219643, 72.8375465)",0.0
446,,"(18.9842965, 72.84099119999998)",0.0
447,15499000.0,"(19.1289207, 72.8619092)",0.0
448,6600000.0,"(19.1289207, 72.8619092)",0.0
449,7800400.0,"(19.1969201, 72.876083)",0.0
450,9000000.0,"(19.2228758, 72.84217840000002)",0.0
451,17500835.0,"(19.1146891, 72.89624189999998)",0.0
452,,"(19.0177583, 72.8684712)",0.0
453,,"(18.6060873, 73.8227917)",0.0
454,13750000.0,"(18.9648916, 72.8261411)",0.0
455,,"(18.9534555, 72.82749940000002)",0.0
456,7738500.0,"(19.0959575, 72.88739679999998)",0.0
457,10905000.0,"(19.236527, 72.84269300000003)",0.0
458,25900000.0,"(19.134061, 72.86307790000002)",1.0
460,24000000.0,"(19.1572463, 72.84051079999998)",0.0
461,17900000.0,"(19.1073963, 72.91548379999998)",0.0
462,9998750.0,"(19.1011489, 72.91122419999998)",0.0
463,8499875.0,"(19.1969201, 72.876083)",0.0
464,18497280.0,"(19.172349, 72.881314)",0.0
465,7499600.0,"(19.2228758, 72.84217840000002)",0.0
466,7202500.0,"(19.1998211, 72.84259399999998)",0.0
467,116650000.0,"(19.0459014, 72.82003220000001)",0.0
468,20450000.0,"(19.1296561, 72.9333067)",1.0
469,86650000.0,"(19.0061264, 72.8296727)",0.0
470,,"(19.2494357, 72.85962789999998)",0.0
471,,"(19.228487, 72.84746700000002)",0.0
472,,"(19.2234445, 72.8566852)",0.0
473,12100000.0,"(19.1656736, 72.85854350000002)",0.0
474,,"(18.9945789, 72.8360848)",0.0
475,26700000.0,"(19.1833582, 72.86091549999998)",1.0
476,115300000.0,"(19.0188042, 72.8301195)",0.0
477,13098750.0,"(19.071795, 72.86294199999998)",0.0
478,7900800.0,"(19.1969201, 72.876083)",0.0
479,13500000.0,"(19.1011489, 72.91122419999998)",0.0
480,7200000.0,"(19.2471573, 72.8462833)",0.0
481,10005125.0,"(19.1969201, 72.876083)",0.0
482,,"(19.0272971, 72.8420293)",0.0
483,,"(18.9546327, 72.8236032)",0.0
484,22100000.0,"(19.2230136, 72.8450345)",0.0
485,15650000.0,"(19.0690361, 72.8943595)",0.0
486,18650000.0,"(19.2037789, 72.83452170000002)",0.0
487,62700000.0,"(19.0239138, 72.85222499999998)",0.0
488,,"(19.1418875, 72.93010009999998)",0.0
489,,"(19.1927427, 72.8325079)",0.0
490,32750000.0,"(19.163447100000006, 72.83478259999998)",0.0
491,,"(19.046079, 72.90104050000002)",0.0
492,7399540.0,"(19.2438394, 72.86778819999998)",0.0
493,17899820.0,"(19.1011489, 72.91122419999998)",0.0
494,8201500.0,"(19.172349, 72.881314)",0.0
495,17500500.0,"(19.1969201, 72.876083)",0.0
496,18500500.0,"(19.172349, 72.881314)",0.0
497,43850000.0,"(19.0201023, 72.8483609)",0.0
498,33900000.0,"(19.0855971, 72.90927940000002)",0.0
500,,"(18.949986600000006, 72.83527889999998)",0.0
501,,"(19.0649695, 72.8965808)",0.0
502,19050000.0,"(19.1663345, 72.96367740000002)",0.0
504,,"(18.9589339, 72.82203439999998)",0.0
505,11023500.0,"(19.254240600000006, 72.8661128)",0.0
506,83900000.0,"(18.9996394, 72.82537370000001)",0.0
507,6000600.0,"(19.2022243, 72.8152705)",0.0
