Avg. Rate,Configs,Possession Date,location,price,title,Avg. Price,Built Up Area,Possession Status,Plot Area
,,,"Mulund East, Mumbai",1.79 Cr,4 BHK Apartment, 13.77k / sqft.,1300 sqft.,,
,,,"Jogeshwari West, Mumbai",1.68 Cr,2 BHK Apartment, 13.77k / sqft.,1220 sqft.,,
,,,"Kandivali East, Mumbai",84.0 L,1 BHK Apartment, 13.77k / sqft.,610 sqft.,,
,,,"Bhandup West, Mumbai",84.0 L,1 BHK Apartment, 13.77k / sqft.,610 sqft.,,
,,,"Powai, Mumbai",1.68 Cr,2 BHK Apartment, 13.77k / sqft.,1220 sqft.,,
,,"30th Nov, 2021","Malad West, Mumbai",3.55 Cr,4 BHK Apartment, 13.77k / sqft.,2578 sqft.,,
,,,"Dahisar East, Mumbai",65.0 L,1 BHK Apartment, 13.77k / sqft.,472 sqft.,,
,,,"Chembur, Mumbai",2.5 Cr,3 BHK Apartment, 13.77k / sqft.,1815 sqft.,,
13.78k per sqft.,2 BHK Apartment,,"Mulund East, Mumbai",1.38 Cr,Neev Florenza,,,Ready to Move,
,,,"Borivali East, Mumbai",2.7 Cr,3 BHK Apartment, 13.78k / sqft.,1960 sqft.,,
,,,"Goregaon East, Mumbai",1.35 Cr,3 BHK Apartment, 13.78k / sqft.,980 sqft.,,
,,,"Dahisar West, Mumbai",1.35 Cr,2 BHK Apartment, 13.78k / sqft.,980 sqft.,,
,,"30th Dec, 2024","Mulund West, Mumbai",1.35 Cr,2 BHK Apartment, 13.78k / sqft.,980 sqft.,,
,,,"Malad West, Mumbai",1.35 Cr,2 BHK Apartment, 13.78k / sqft.,980 sqft.,,
,,,"Kandivali West, Mumbai",31.0 L,1 RK Apartment, 13.78k / sqft.,225 sqft.,,
,,,"Kandivali West, Mumbai",62.0 L,1 RK Apartment, 13.78k / sqft.,450 sqft.,Ready to move in,
,,,"Malad West, Mumbai",31.0 L,1 RK Apartment, 13.78k / sqft.,225 sqft.,,
,,,"Malad West, Mumbai",62.0 L,1 RK Apartment, 13.78k / sqft.,450 sqft.,,
,,,"Goregaon West, Mumbai",62.0 L,1 BHK Apartment, 13.78k / sqft.,450 sqft.,,
,,,"Goregaon East, Mumbai",93.0 L,1 BHK Apartment, 13.78k / sqft.,675 sqft.,,
,,,"Kandivali West, Mumbai",62.0 L,1 RK Apartment, 13.78k / sqft.,450 sqft.,,
,,,"Goregaon East, Mumbai",62.0 L,1 BHK Apartment, 13.78k / sqft.,450 sqft.,,
,,,"Andheri East, Mumbai",31.0 L,1 RK Apartment, 13.78k / sqft.,225 sqft.,,
,,,"Bandra West, Mumbai",62.0 L,2 BHK Independent House, 13.78k / sqft.,450 sqft.,,
,,,"Chembur, Mumbai",1.83 Cr,2 BHK Apartment, 13.78k / sqft.,1328 sqft.,,
,,,"Kanjurmarg East, Mumbai",1.25 Cr,2 BHK Apartment, 13.78k / sqft.,907 sqft.,Ready to move in,
,,,"Kurla East, Mumbai",1.25 Cr,2 BHK Apartment, 13.78k / sqft.,907 sqft.,Ready to move in,
,,,"Chembur, Mumbai",2.15 Cr,3 BHK Apartment, 13.78k / sqft.,1560 sqft.,,
,,"19th Dec, 2020","Chembur, Mumbai",90.0 L,1 BHK Apartment, 13.78k / sqft.,653 sqft.,,
,,"30th Dec, 2023","Kanjurmarg East, Mumbai",1.06 Cr,1 BHK Apartment, 13.78k / sqft.,769 sqft.,,
,,,"Bhandup West, Mumbai",1.7 Cr,3 BHK Apartment, 13.79k / sqft.,1233 sqft.,,
,,"30th Dec, 2022","Kanjurmarg East, Mumbai",2.5 Cr,3 BHK Apartment, 13.79k / sqft.,1813 sqft.,,
,,,"Mulund East, Mumbai",1.31 Cr,2 BHK Apartment, 13.79k / sqft.,950 sqft.,,
,,,"Borivali East, Mumbai",1.4 Cr,2 BHK Apartment, 13.79k / sqft.,1015 sqft.,,
,,,"Kandivali East, Mumbai",80.0 L,1 BHK Apartment, 13.79k / sqft.,580 sqft.,,
,,,"Mulund East, Mumbai",80.0 L,1 BHK Apartment, 13.79k / sqft.,580 sqft.,,
,,,"Malad West, Mumbai",1.0 Cr,1 BHK Apartment, 13.79k / sqft.,725 sqft.,,
,,,"Kanjurmarg East, Mumbai",80.0 L,1 BHK Apartment, 13.79k / sqft.,580 sqft.,,
,,,"Kandivali West, Mumbai",80.0 L,1 BHK Apartment, 13.79k / sqft.,580 sqft.,,
,,,"Mulund West, Mumbai",1.52 Cr,2 BHK Apartment, 13.79k / sqft.,1102 sqft.,,
,,,"Dahisar East, Mumbai",80.0 L,1 BHK Apartment, 13.79k / sqft.,580 sqft.,,
,,,"Ghatkopar West, Mumbai",80.0 L,1 BHK Apartment, 13.79k / sqft.,580 sqft.,,
,,,"Kandivali East, Mumbai",1.2 Cr,2 BHK Apartment, 13.79k / sqft.,870 sqft.,,
,,,"Bhandup West, Mumbai",1.4 Cr,2 BHK Apartment, 13.79k / sqft.,1015 sqft.,,
,,"30th Dec, 2020","Andheri West, Mumbai",1.6 Cr,2 BHK Apartment, 13.79k / sqft.,1160 sqft.,,
,,,"Kandivali East, Mumbai",3.4 Cr,4 BHK Apartment, 13.79k / sqft.,2465 sqft.,,
,,,"Powai, Mumbai",2.0 Cr,3 BHK Apartment, 13.79k / sqft.,1450 sqft.,,
,,,"Kandivali East, Mumbai",60.0 L,1 BHK Apartment, 13.79k / sqft.,435 sqft.,,
,,,"Dahisar West, Mumbai",80.0 L,1 BHK Apartment, 13.79k / sqft.,580 sqft.,Ready to move in,
,,,"Kandivali West, Mumbai",1.38 Cr,2 BHK Apartment, 13.8k / sqft.,1000 sqft.,,
,,,"Bhandup West, Mumbai",69.0 L,1 BHK Apartment, 13.8k / sqft.,500 sqft.,,
,,"17th Dec, 2024","Bhandup West, Mumbai",2.07 Cr,3 BHK Apartment, 13.8k / sqft.,1500 sqft.,,
,,"29th Apr, 2021","Jogeshwari West, Mumbai",1.38 Cr,2 BHK Apartment, 13.8k / sqft.,1000 sqft.,,
,,,"Dahisar East, Mumbai",69.0 L,1 BHK Apartment, 13.8k / sqft.,500 sqft.,,
,,,"Malad East, Mumbai",1.75 Cr,3 BHK Apartment, 13.8k / sqft.,1268 sqft.,,
,,,"Jogeshwari West, Mumbai",98.0 L,1 BHK Apartment, 13.8k / sqft.,710 sqft.,,
,,,"Sion, Mumbai",90.0 L,1 BHK Apartment, 13.8k / sqft.,652 sqft.,,
,,,"Kandivali East, Mumbai",78.0 L,1 BHK Apartment, 13.81k / sqft.,565 sqft.,,
,,"28th Dec, 2022","Mulund West, Mumbai",1.4 Cr,2 BHK Apartment, 13.81k / sqft.,1014 sqft.,,
,,,"Kandivali East, Mumbai",1.07 Cr,2 BHK Apartment, 13.81k / sqft.,775 sqft.,,
,,,"Chembur, Mumbai",1.32 Cr,2 BHK Apartment, 13.81k / sqft.,956 sqft.,,
,,,"Chembur, Mumbai",95.0 L,1 BHK Apartment, 13.81k / sqft.,688 sqft.,,
,,,"Mulund East, Mumbai",29.0 L,1 RK Apartment, 13.81k / sqft.,210 sqft.,,
,,,"Malad West, Mumbai",1.45 Cr,2 BHK Apartment, 13.81k / sqft.,1050 sqft.,,
,,,"Mulund East, Mumbai",87.0 L,1 BHK Apartment, 13.81k / sqft.,630 sqft.,,
,,,"Bhandup West, Mumbai",87.0 L,1 BHK Apartment, 13.81k / sqft.,630 sqft.,,
,,,"Chembur, Mumbai",1.45 Cr,1 BHK Apartment, 13.81k / sqft.,1050 sqft.,,
,,,"Andheri West, Mumbai",1.45 Cr,2 BHK Apartment, 13.81k / sqft.,1050 sqft.,,
,,,"Andheri East, Mumbai",1.45 Cr,2 BHK Apartment, 13.81k / sqft.,1050 sqft.,,
,,,"Kandivali West, Mumbai",1.45 Cr,3 BHK Apartment, 13.81k / sqft.,1050 sqft.,,
,,"30th Jan, 2024","Mulund West, Mumbai",1.45 Cr,2 BHK Apartment, 13.81k / sqft.,1050 sqft.,,
,,,"Kanjurmarg East, Mumbai",1.45 Cr,2 BHK Apartment, 13.81k / sqft.,1050 sqft.,,
,,,"Malad West, Mumbai",1.38 Cr,2 BHK Apartment, 13.81k / sqft.,999 sqft.,,
,,"30th Dec, 2021","Kandivali East, Mumbai",1.55 Cr,2 BHK Apartment, 13.81k / sqft.,1122 sqft.,,
,,"8th Apr, 2022","Kurla East, Mumbai",1.09 Cr,2 BHK Apartment, 13.81k / sqft.,789 sqft.,,
,,,"Borivali East, Mumbai",1.05 Cr,1 BHK Apartment, 13.82k / sqft.,760 sqft.,,
,,,"Goregaon East, Mumbai",1.47 Cr,2 BHK Apartment, 13.82k / sqft.,1064 sqft.,,
,,"30th Dec, 2020","Chembur, Mumbai",1.05 Cr,1 BHK Apartment, 13.82k / sqft.,760 sqft.,,
,,,"Goregaon East, Mumbai",1.35 Cr,2 BHK Independent Floor, 13.82k / sqft.,977 sqft.,,
,,,"Borivali West, Mumbai",1.52 Cr,2 BHK Apartment, 13.82k / sqft.,1100 sqft.,,
,,,"Dahisar East, Mumbai",76.0 L,1 BHK Apartment, 13.82k / sqft.,550 sqft.,,
,,"8th Dec, 2022","Kandivali West, Mumbai",1.48 Cr,2 BHK Apartment, 13.82k / sqft.,1071 sqft.,,
,,,"Kandivali West, Mumbai",76.0 L,1 BHK Apartment, 13.82k / sqft.,550 sqft.,,
,,,"Kandivali West, Mumbai",1.52 Cr,3 BHK Apartment, 13.82k / sqft.,1100 sqft.,,
,,,"Bhandup East, Mumbai",76.0 L,1 BHK Apartment, 13.82k / sqft.,550 sqft.,,
,,,"Dahisar West, Mumbai",76.0 L,1 BHK Apartment, 13.82k / sqft.,550 sqft.,,
,,,"Chembur, Mumbai",76.0 L,1 BHK Apartment, 13.82k / sqft.,550 sqft.,,
13.82k per sqft.,"2, 3, 4 BHK Apartments",,"Andheri West, Mumbai",1.51 Cr - 2.75 Cr,Evershine Cosmic,,,Ready to Move,
,,,"Malad West, Mumbai",85.0 L,1 BHK Apartment, 13.82k / sqft.,615 sqft.,,
,,,"Jogeshwari West, Mumbai",1.32 Cr,2 BHK Apartment, 13.82k / sqft.,955 sqft.,,
,,,"Khar West, Mumbai",2.35 Cr,2 BHK Apartment, 13.82k / sqft.,1700 sqft.,,
,,,"Goregaon East, Mumbai",47.0 L,1 RK Apartment, 13.82k / sqft.,340 sqft.,,
,,,"Kandivali West, Mumbai",47.0 L,1 RK Apartment, 13.82k / sqft.,340 sqft.,,
,,,"Kandivali East, Mumbai",77.0 L,1 BHK Apartment, 13.82k / sqft.,557 sqft.,,
,,"30th Nov, 2022","Kandivali East, Mumbai",79.5 L,1 BHK Apartment, 13.83k / sqft.,575 sqft.,,
,,,"Bhandup West, Mumbai",65.0 L,1 BHK Apartment, 13.83k / sqft.,470 sqft.,,
,,,"Malad East, Mumbai",3.25 Cr,3 BHK Apartment, 13.83k / sqft.,2350 sqft.,,
,,"30th Apr, 2020","Kurla East, Mumbai",1.3 Cr,2 BHK Apartment, 13.83k / sqft.,940 sqft.,,
,,,"Chembur, Mumbai",65.0 L,1 BHK Independent House, 13.83k / sqft.,470 sqft.,,
,,"29th Jun, 2022","Chembur, Mumbai",65.0 L,1 BHK Apartment, 13.83k / sqft.,470 sqft.,,
,,,"Malad West, Mumbai",1.04 Cr,1 BHK Apartment, 13.83k / sqft.,752 sqft.,,
,,,"Kandivali West, Mumbai",1.39 Cr,2 BHK Apartment, 13.83k / sqft.,1005 sqft.,,
,,,"Powai, Mumbai",1.66 Cr,2 BHK Apartment, 13.83k / sqft.,1200 sqft.,,
,,,"Kandivali East, Mumbai",83.0 L,1 BHK Apartment, 13.83k / sqft.,600 sqft.,,
,,,"Bhandup West, Mumbai",2.45 Cr,3 BHK Apartment, 13.83k / sqft.,1771 sqft.,,
,,,"Kandivali East, Mumbai",1.75 Cr,3 BHK Apartment, 13.83k / sqft.,1265 sqft.,,
,,,"Mulund East, Mumbai",83.0 L,1 BHK Apartment, 13.83k / sqft.,600 sqft.,,
13.83k per sqft.,1 BHK Apartment,,"Chembur, Mumbai",83.0 L,Aditya Kambodhi Apartment ,,,Ready to Move,
,,,"Borivali East, Mumbai",83.0 L,1 BHK Apartment, 13.83k / sqft.,600 sqft.,,
,,,"Bhandup West, Mumbai",83.0 L,1 BHK Apartment, 13.83k / sqft.,600 sqft.,,
,,"30th Jan, 2024","Mulund West, Mumbai",1.66 Cr,3 BHK Apartment, 13.83k / sqft.,1200 sqft.,,
,,"30th Dec, 2023","Kanjurmarg East, Mumbai",1.06 Cr,1 BHK Apartment, 13.84k / sqft.,766 sqft.,,
,,"30th Dec, 2020","Chembur, Mumbai",1.9 Cr,3 BHK Apartment, 13.84k / sqft.,1373 sqft.,,
,,,"Malad West, Mumbai",1.87 Cr,3 BHK Apartment, 13.84k / sqft.,1350 sqft.,,
,,,"Andheri East, Mumbai",1.12 Cr,1 BHK Apartment, 13.84k / sqft.,809 sqft.,,
,,,"Dahisar West, Mumbai",90.0 L,1 BHK Apartment, 13.85k / sqft.,650 sqft.,,
,,,"Dahisar East, Mumbai",90.0 L,1.5 BHK Apartment, 13.85k / sqft.,650 sqft.,,
,,,"Borivali West, Mumbai",1.35 Cr,2 BHK Apartment, 13.85k / sqft.,975 sqft.,,
,,,"Bhandup West, Mumbai",90.0 L,1 BHK Independent Floor, 13.85k / sqft.,650 sqft.,Ready to move in,
,,,"Borivali East, Mumbai",90.0 L,1 BHK Apartment, 13.85k / sqft.,650 sqft.,,
,,,"Goregaon West, Mumbai",90.0 L,1 BHK Apartment, 13.85k / sqft.,650 sqft.,,
,,"30th Dec, 2021","Jogeshwari West, Mumbai",1.8 Cr,2 BHK Apartment, 13.85k / sqft.,1300 sqft.,,
,,,"Chembur, Mumbai",1.8 Cr,2 BHK Apartment, 13.85k / sqft.,1300 sqft.,,
,,,"Dahisar East, Mumbai",90.0 L,1 BHK Apartment, 13.85k / sqft.,650 sqft.,,
,,"30th Dec, 2020","Borivali West, Mumbai",1.8 Cr,3 BHK Apartment, 13.85k / sqft.,1300 sqft.,,
,,,"Malad East, Mumbai",90.0 L,1 BHK Apartment, 13.85k / sqft.,650 sqft.,,
,,,"Mulund East, Mumbai",90.0 L,1 BHK Apartment, 13.85k / sqft.,650 sqft.,,
,,,"Kandivali West, Mumbai",90.0 L,1 BHK Apartment, 13.85k / sqft.,650 sqft.,,
,,,"Goregaon East, Mumbai",1.8 Cr,3 BHK Apartment, 13.85k / sqft.,1300 sqft.,,
,,,"Sakinaka, Mumbai",1.8 Cr,3 BHK Apartment, 13.85k / sqft.,1300 sqft.,,
,,,"Andheri East, Mumbai",1.8 Cr,2 BHK Apartment, 13.85k / sqft.,1300 sqft.,,
,,,"Malad East, Mumbai",1.8 Cr,2 BHK Apartment, 13.85k / sqft.,1300 sqft.,,
,,,"Bhandup West, Mumbai",90.0 L,1 BHK Apartment, 13.85k / sqft.,650 sqft.,,
,,,"Lower Parel, Mumbai",45.0 L,1 BHK Apartment, 13.85k / sqft.,325 sqft.,,
,,,"Dahisar West, Mumbai",1.8 Cr,3 BHK Apartment, 13.85k / sqft.,1300 sqft.,,
,,,"Bhandup East, Mumbai",72.0 L,1 BHK Apartment, 13.85k / sqft.,520 sqft.,,
,,"30th Dec, 2020","Borivali East, Mumbai",72.0 L,1 BHK Apartment, 13.85k / sqft.,520 sqft.,,
,,,"Kurla East, Mumbai",90.0 L,1 BHK Apartment, 13.85k / sqft.,650 sqft.,,
,,,"Kandivali West, Mumbai",1.8 Cr,3 BHK Apartment, 13.85k / sqft.,1300 sqft.,,
,,"30th Apr, 2021","Andheri East, Mumbai",72.0 L,1 BHK Apartment, 13.85k / sqft.,520 sqft.,,
,,,"Andheri East, Mumbai",90.0 L,1 BHK Apartment, 13.85k / sqft.,650 sqft.,,
,,,"Kanjurmarg East, Mumbai",90.0 L,1 BHK Apartment, 13.85k / sqft.,650 sqft.,,
,,,"Sion, Mumbai",2.21 Cr,2 BHK Apartment, 13.85k / sqft.,1596 sqft.,,
,,,"Bhandup East, Mumbai",1.45 Cr,2 BHK Apartment, 13.85k / sqft.,1047 sqft.,Ready to move in,
,,,"Jogeshwari West, Mumbai",2.06 Cr,3 BHK Apartment, 13.85k / sqft.,1487 sqft.,,
,,"23rd Sep, 2020","Malad East, Mumbai",2.38 Cr,3 BHK Apartment, 13.85k / sqft.,1718 sqft.,,
,,,"Chembur, Mumbai",1.51 Cr,2 BHK Apartment, 13.85k / sqft.,1090 sqft.,Ready to move in,
,,,"Kandivali East, Mumbai",1.15 Cr,2 BHK Apartment, 13.86k / sqft.,830 sqft.,,
,,"30th Nov, 2022","Goregaon East, Mumbai",1.15 Cr,1 BHK Apartment, 13.86k / sqft.,830 sqft.,,
,,,"Borivali West, Mumbai",2.3 Cr,3 BHK Apartment, 13.86k / sqft.,1660 sqft.,,
,,"29th Jun, 2020","Chembur, Mumbai",1.15 Cr,2 BHK Apartment, 13.86k / sqft.,830 sqft.,,
,,"29th Jun, 2022","Kandivali East, Mumbai",97.0 L,1 BHK Apartment, 13.86k / sqft.,700 sqft.,,
,,,"Bhandup West, Mumbai",97.0 L,1 BHK Apartment, 13.86k / sqft.,700 sqft.,,
,,,"Borivali West, Mumbai",1.46 Cr,2 BHK Apartment, 13.86k / sqft.,1050 sqft.,,
,,,"Bhandup East, Mumbai",97.0 L,1 BHK Apartment, 13.86k / sqft.,700 sqft.,,
,,"18th Mar, 2021","Ghatkopar East, Mumbai",1.39 Cr,2 BHK Apartment, 13.86k / sqft.,1003 sqft.,,
,,,"Bhandup West, Mumbai",65.0 L,1 BHK Apartment, 13.86k / sqft.,469 sqft.,,
,,"31st Dec, 2021","Kandivali East, Mumbai",79.0 L,1 BHK Apartment, 13.86k / sqft.,570 sqft.,,
,,,"Kandivali East, Mumbai",1.49 Cr,2 BHK Apartment, 13.86k / sqft.,1075 sqft.,,
,,,"Goregaon East, Mumbai",1.4 Cr,2 BHK Apartment, 13.86k / sqft.,1010 sqft.,,
,,,"Borivali West, Mumbai",70.0 L,1 BHK Apartment, 13.86k / sqft.,505 sqft.,,
,,,"Dahisar West, Mumbai",70.0 L,1 BHK Apartment, 13.86k / sqft.,505 sqft.,,
,,,"Ghatkopar West, Mumbai",2.01 Cr,2 BHK Apartment, 13.86k / sqft.,1450 sqft.,,
,,,"Malad East, Mumbai",1.17 Cr,2 BHK Apartment, 13.86k / sqft.,844 sqft.,,
,,,"Malad East, Mumbai",3.05 Cr,4 BHK Apartment, 13.86k / sqft.,2200 sqft.,,
,,,"Chembur, Mumbai",1.65 Cr,2.5 BHK Apartment, 13.87k / sqft.,1190 sqft.,,
,,,"Goregaon West, Mumbai",1.65 Cr,3 BHK Apartment, 13.87k / sqft.,1190 sqft.,,
,,,"Chembur, Mumbai",1.32 Cr,2 BHK Apartment, 13.87k / sqft.,952 sqft.,,
,,,"Malad West, Mumbai",1.04 Cr,1 BHK Apartment, 13.87k / sqft.,750 sqft.,,
,,"29th Jun, 2020","Kanjurmarg East, Mumbai",1.04 Cr,1 BHK Apartment, 13.87k / sqft.,750 sqft.,,
,,,"Dahisar East, Mumbai",1.04 Cr,2 BHK Apartment, 13.87k / sqft.,750 sqft.,,
,,,"Bhandup West, Mumbai",84.32 L,1 BHK Apartment, 13.87k / sqft.,608 sqft.,,
,,,"Mulund West, Mumbai",86.0 L,1 BHK Apartment, 13.87k / sqft.,620 sqft.,,
,,,"Andheri East, Mumbai",43.0 L,1 BHK Apartment, 13.87k / sqft.,310 sqft.,,
,,"30th Dec, 2021","Kanjurmarg East, Mumbai",2.15 Cr,3 BHK Apartment, 13.87k / sqft.,1550 sqft.,,
,,,"Kandivali East, Mumbai",77.0 L,1 BHK Apartment, 13.87k / sqft.,555 sqft.,,
,,"30th Dec, 2021","Vikhroli East, Mumbai",87.0 L,1 BHK Apartment, 13.88k / sqft.,627 sqft.,,
,,,"Kandivali East, Mumbai",58.0 L,1 RK Apartment, 13.88k / sqft.,418 sqft.,,
,,,"Mulund West, Mumbai",1.45 Cr,2 BHK Apartment, 13.88k / sqft.,1045 sqft.,,
,,,"Goregaon East, Mumbai",1.45 Cr,2 BHK Apartment, 13.88k / sqft.,1045 sqft.,,
,,,"Malad West, Mumbai",1.45 Cr,2 BHK Apartment, 13.88k / sqft.,1045 sqft.,Ready to move in,
,,,"Andheri West, Mumbai",1.7 Cr,2 BHK Apartment, 13.88k / sqft.,1225 sqft.,,
,,"29th Jun, 2020","Chembur, Mumbai",1.17 Cr,2 BHK Apartment, 13.88k / sqft.,843 sqft.,,
,,,"Andheri East, Mumbai",1.37 Cr,2 BHK Apartment, 13.88k / sqft.,987 sqft.,,
,,"30th Dec, 2020","Chembur, Mumbai",1.47 Cr,2 BHK Apartment, 13.88k / sqft.,1059 sqft.,,
,,,"Kandivali East, Mumbai",1.18 Cr,2 BHK Apartment, 13.88k / sqft.,850 sqft.,,
,,,"Kandivali West, Mumbai",1.18 Cr,2 BHK Apartment, 13.88k / sqft.,850 sqft.,,
,,,"Kandivali East, Mumbai",84.0 L,1 BHK Apartment, 13.88k / sqft.,605 sqft.,Ready to move in,
,,,"Borivali West, Mumbai",89.0 L,1 BHK Apartment, 13.88k / sqft.,641 sqft.,,
,,"16th Jun, 2021","Sion, Mumbai",1.83 Cr,3 BHK Apartment, 13.88k / sqft.,1318 sqft.,,
,,"29th Jun, 2021","Kanjurmarg West, Mumbai",1.62 Cr,2 BHK Apartment, 13.89k / sqft.,1170 sqft.,,
,,,"Mulund East, Mumbai",1.39 Cr,2 BHK Apartment, 13.89k / sqft.,1001 sqft.,Ready to move in,
,,,"Jogeshwari West, Mumbai",1.75 Cr,2 BHK Apartment, 13.89k / sqft.,1260 sqft.,,
,,,"Andheri West, Mumbai",25.0 L,1 RK Apartment, 13.89k / sqft.,180 sqft.,,
,,,"Vikhroli West, Mumbai",50.0 L,1 RK Apartment, 13.89k / sqft.,360 sqft.,,
,,,"Juhu, Mumbai",2.0 Cr,3 BHK Apartment, 13.89k / sqft.,1440 sqft.,,
,,,"Borivali East, Mumbai",1.5 Cr,2 BHK Apartment, 13.89k / sqft.,1080 sqft.,,
,,"30th Jul, 2021","Borivali East, Mumbai",1.75 Cr,2 BHK Apartment, 13.89k / sqft.,1260 sqft.,,
,,,"Santacruz East, Mumbai",25.0 L,1 BHK Independent House, 13.89k / sqft.,180 sqft.,,
,,,"Jogeshwari East, Mumbai",25.0 L,1 BHK Independent House, 13.89k / sqft.,180 sqft.,,
,,,"Borivali East, Mumbai",2.5 Cr,3 BHK Apartment, 13.89k / sqft.,1800 sqft.,,
,,,"Mulund East, Mumbai",1.25 Cr,2 BHK Apartment, 13.89k / sqft.,900 sqft.,,
,,"30th Apr, 2021","Bhandup West, Mumbai",1.25 Cr,2 BHK Apartment, 13.89k / sqft.,900 sqft.,,
,,,"Kandivali West, Mumbai",50.0 L,1 RK Apartment, 13.89k / sqft.,360 sqft.,,
,,,"Sakinaka, Mumbai",1.1 Cr,1 BHK Apartment, 13.89k / sqft.,792 sqft.,,
,,,"Kandivali West, Mumbai",1.25 Cr,2 BHK Apartment, 13.89k / sqft.,900 sqft.,,
,,,"Jogeshwari West, Mumbai",1.05 Cr,1 BHK Apartment, 13.89k / sqft.,756 sqft.,,
,,,"Powai, Mumbai",4.9 Cr,4 BHK Apartment, 13.89k / sqft.,3528 sqft.,,
,,"17th Dec, 2020","Sion, Mumbai",1.55 Cr,2 BHK Apartment, 13.89k / sqft.,1116 sqft.,,
,,,"Andheri West, Mumbai",2.5 Cr,3 BHK Apartment, 13.89k / sqft.,1800 sqft.,,
,,,"Goregaon West, Mumbai",1.25 Cr,2 BHK Apartment, 13.89k / sqft.,900 sqft.,,
,,,"Borivali West, Mumbai",1.25 Cr,1 BHK Apartment, 13.89k / sqft.,900 sqft.,,
,,"19th Dec, 2020","Dahisar East, Mumbai",1.25 Cr,3 BHK Apartment, 13.89k / sqft.,900 sqft.,,
,,"30th Jul, 2021","Jogeshwari West, Mumbai",1.25 Cr,2 BHK Apartment, 13.89k / sqft.,900 sqft.,,
,,,"Dahisar West, Mumbai",1.25 Cr,2 BHK Apartment, 13.89k / sqft.,900 sqft.,,
,,,"Malad West, Mumbai",1.5 Cr,2 BHK Apartment, 13.89k / sqft.,1080 sqft.,,
,,,"Kurla West, Mumbai",1.25 Cr,2 BHK Apartment, 13.89k / sqft.,900 sqft.,,
,,,"Malad West, Mumbai",1.35 Cr,2 BHK Apartment, 13.89k / sqft.,972 sqft.,Ready to move in,
,,,"Malad West, Mumbai",1.4 Cr,2 BHK Apartment, 13.89k / sqft.,1008 sqft.,,
,,,"Malad West, Mumbai",1.25 Cr,2 BHK Apartment, 13.89k / sqft.,900 sqft.,,
,,,"Kanjurmarg East, Mumbai",75.0 L,1 BHK Apartment, 13.89k / sqft.,540 sqft.,,
,,,"Bhandup West, Mumbai",1.25 Cr,2 BHK Apartment, 13.89k / sqft.,900 sqft.,,
,,,"Kurla East, Mumbai",1.25 Cr,2 BHK Apartment, 13.89k / sqft.,900 sqft.,,
,,,"Dahisar East, Mumbai",1.25 Cr,2 BHK Apartment, 13.89k / sqft.,900 sqft.,,
,,,"Borivali West, Mumbai",75.0 L,1 BHK Apartment, 13.89k / sqft.,540 sqft.,,
,,,"Kandivali West, Mumbai",1.25 Cr,2 BHK Independent Floor, 13.89k / sqft.,900 sqft.,,
,,,"Borivali East, Mumbai",71.0 L,1 BHK Apartment, 13.89k / sqft.,511 sqft.,,
,,,"Chembur, Mumbai",1.32 Cr,2 BHK Apartment, 13.89k / sqft.,950 sqft.,,
,,,"Chembur, Mumbai",1.32 Cr,1 BHK Apartment, 13.89k / sqft.,950 sqft.,,
,,,"Kandivali West, Mumbai",1.32 Cr,2 BHK Apartment, 13.89k / sqft.,950 sqft.,Ready to move in,
,,,"Kandivali East, Mumbai",1.48 Cr,2 BHK Apartment, 13.9k / sqft.,1065 sqft.,,
,,,"Dahisar East, Mumbai",1.33 Cr,2 BHK Apartment, 13.9k / sqft.,957 sqft.,,
,,,"Andheri East, Mumbai",41.0 L,1 RK Apartment, 13.9k / sqft.,295 sqft.,,
,,,"Dahisar West, Mumbai",82.0 L,1 BHK Apartment, 13.9k / sqft.,590 sqft.,,
13.9k per sqft.,1 BHK Apartment,"Dec, 2019","Borivali West, Mumbai",80.0 L,Bhoir Shree Krishna,,,,
,,,"Kanjurmarg East, Mumbai",1.46 Cr,2 BHK Apartment, 13.9k / sqft.,1050 sqft.,,
13.91k per sqft.,"1, 2 BHK Apartments","Jun, 2019","Kandivali East, Mumbai",66.54 L - 89.38 L,Rajesh Whitecity Phase 1 Wing A,,,,
,,,"Andheri West, Mumbai",1.1 Cr,1 BHK Apartment, 13.91k / sqft.,791 sqft.,,
,,,"Bhandup West, Mumbai",84.56 L,1 BHK Apartment, 13.91k / sqft.,608 sqft.,,
,,,"Bhandup West, Mumbai",2.42 Cr,3 BHK Apartment, 13.91k / sqft.,1740 sqft.,,
,,,"Borivali West, Mumbai",1.53 Cr,2 BHK Apartment, 13.91k / sqft.,1100 sqft.,,
,,"30th Dec, 2023","Malad West, Mumbai",2.22 Cr,3 BHK Apartment, 13.91k / sqft.,1596 sqft.,,
,,,"Kandivali East, Mumbai",90.0 L,1 BHK Apartment, 13.91k / sqft.,647 sqft.,,
,,,"Kandivali West, Mumbai",80.0 L,1 BHK Apartment, 13.91k / sqft.,575 sqft.,,
,,,"Goregaon West, Mumbai",1.6 Cr,2 BHK Apartment, 13.91k / sqft.,1150 sqft.,,
,,,"Jogeshwari West, Mumbai",1.6 Cr,2 BHK Apartment, 13.91k / sqft.,1150 sqft.,,
,,,"Dahisar East, Mumbai",1.6 Cr,2 BHK Apartment, 13.91k / sqft.,1150 sqft.,,
