price,longitude,latitude,bathroom,coord,bhk,sqft
15000.0,78.486671,17.385044,,"(17.385044, 78.486671)",2.0,836.0
23000.0,12.792342,80.223683,,"(12.7923083, 80.2236823)",3.0,1780.0
,78.486671,17.385044,,"(17.385044, 78.486671)",3.0,2085.0
10000.0,12.9585364,80.1981515,,"(17.385044, 78.486671)",2.0,880.0
10500.0,78.486671,17.385044,,"(17.385044, 78.486671)",2.0,750.0
20000.0,12.855795,80.066411,,"(12.85557, 80.0663685)",3.0,1451.0
12500.0,12.97907829284668,80.21918487548828,,"(12.9771281, 80.22274589999999)",1.0,
9000.0,80.21517800000002,12.963778,,"(12.963778, 80.21517800000001)",2.0,750.0
7000.0,78.486671,17.385044,,"(17.385044, 78.486671)",1.0,
10000.0,78.486671,17.385044,,"(17.385044, 78.486671)",1.0,
11000.0,12.808648,80.196444,,"(12.8097459, 80.195708)",3.0,1062.0
,13.028236389160154,80.258544921875,,"(17.385044, 78.486671)",5.0,5000.0
13500.0,78.486671,17.385044,,"(17.385044, 78.486671)",2.0,1000.0
12000.0,80.21596770000001,13.057991099999999,,"(13.0579911, 80.2159677)",2.0,750.0
25000.0,13.0476997302332,80.1208995785317,,"(13.0473759, 80.1214432)",4.0,2550.0
20000.0,78.486671,17.385044,,"(17.385044, 78.486671)",2.0,1406.0
14000.0,13.131854057312012,80.13072967529297,,"(13.1308482, 80.1335758)",2.0,1162.0
23000.0,12.979970407303,80.21841417495621,,"(17.5212415, 78.38309149999999)",3.0,1200.0
22000.0,12.817382,80.040285,,"(12.8173725, 80.0400986)",2.0,
18000.0,12.731912612915039,80.011474609375,,"(17.4520852, 78.3736304)",3.0,1566.0
18000.0,78.486671,17.385044,,"(17.385044, 78.486671)",3.0,1800.0
10000.0,80.2595053,12.981282499999999,,"(12.9812825, 80.2595053)",1.0,
,78.486671,17.385044,,"(17.385044, 78.486671)",4.0,4500.0
19000.0,12.9124071,80.17366240000001,,"(12.9034849, 80.1842301)",3.0,1750.0
20000.0,78.486671,17.385044,,"(17.385044, 78.486671)",3.0,1350.0
30000.0,78.5044874,17.437177600000002,,"(17.4371776, 78.5044874)",2.0,1100.0
9500.0,12.864663124084473,80.07218170166016,,"(17.385044, 78.486671)",2.0,
15000.0,78.486671,17.385044,,"(17.385044, 78.486671)",2.0,1000.0
10000.0,12.923486147166445,80.11274460645143,,"(17.4518572, 78.3856515)",2.0,900.0
85000.0,80.2295152,12.9179203,,"(12.9179203, 80.2295152)",4.0,3500.0
16000.0,80.1800043,13.0822085,,"(13.0822085, 80.1800043)",2.0,900.0
15000.0,13.0079929310737,80.1387578854966,,"(13.0135909, 80.13532409999999)",3.0,1260.0
