,title,price_per_month,deposit,rooms,baths,FOR FAMILY,FOR SINGLE MEN,FOR SINGLE WOMEN,FURNISHED,price
1460,1 BHK Flat for rent in Chembur,"₹ 30,000",₹ 100000,BHK1,1,1.0,,,,"['₹', '30,000', '/monthDeposit', '₹', '100000']"
1461,1 BHK Flat for rent in Ghansoli,"₹ 16,000",₹ 40000,BHK1,1,1.0,,,,"['₹', '16,000', '/monthDeposit', '₹', '40000']"
1462,3 BHK Flat for rent in Andheri (West),"₹ 80,000",₹ 500000,BHK3,3,1.0,,,,"['₹', '80,000', '/monthDeposit', '₹', '500000']"
1463,4 BHK Flat for rent in Hiranandani Estate,"₹ 75,000",₹ 400000,BHK4,4,1.0,1.0,1.0,,"['₹', '75,000', '/monthDeposit', '₹', '400000']"
1464,1 BHK Flat for rent in Bandra (West),"₹ 70,000",₹ 200000,BHK2,2,1.0,1.0,1.0,,"['₹', '70,000', '/monthDeposit', '₹', '200000']"
1465,3 BHK Flat for rent in Mulund (West),"₹ 47,000",₹ 250000,BHK2,2,1.0,,,,"['₹', '47,000', '/monthDeposit', '₹', '250000']"
1466,3 BHK Flat for rent in Hiranandani Estate,"₹ 37,000",₹ 185000,BHK2,2,1.0,,,,"['₹', '37,000', '/monthDeposit', '₹', '185000']"
1467,3 BHK Flat for rent in Bandra (West),"₹ 95,000",₹ 300000,BHK2,2,1.0,1.0,1.0,,"['₹', '95,000', '/monthDeposit', '₹', '300000']"
1468,2 BHK Flat for rent in Bandra (West),"₹ 80,000","80,000 /month",BHK2,2,,,,,"['₹', '80,000', '/month']"
1469,3 BHK Flat for rent in Lower Parel,₹ 1.68,month(s) rent,BHK3,3,1.0,,,1.0,"['₹', '1.68', 'Lac', '/monthDeposit', '4', 'month(s)', 'rent']"
1470,2 BHK Flat for rent in Deonar,"₹ 30,000",₹ 100000,BHK2,2,1.0,1.0,1.0,,"['₹', '30,000', '/monthDeposit', '₹', '100000']"
1471,3 BHK Flat for rent in Dahisar (West),"₹ 40,000",₹ 150000,BHK2,2,1.0,,,,"['₹', '40,000', '/monthDeposit', '₹', '150000']"
1472,2 BHK Flat for rent in Shilphata,"₹ 10,000",₹ 40000,BHK2,2,1.0,1.0,1.0,,"['₹', '10,000', '/monthDeposit', '₹', '40000']"
1473,2 BHK Flat for rent in kurla (west),"₹ 40,000",₹ 150000,BHK2,2,1.0,1.0,1.0,,"['₹', '40,000', '/monthDeposit', '₹', '150000']"
1474,2 BHK Flat for rent in Bhandup (West),"₹ 29,500",₹ 100000,BHK2,2,1.0,1.0,1.0,,"['₹', '29,500', '/monthDeposit', '₹', '100000']"
1475,2 BHK Flat for rent in Dadar West,₹ 1.15,₹ 500000,BHK2,2,1.0,,,1.0,"['₹', '1.15', 'Lac', '/monthDeposit', '₹', '500000']"
1476,3 BHK Flat for rent in Pokhran-2,"₹ 40,048",₹ 250000,BHK3,3,1.0,,,,"['₹', '40,048', '/monthDeposit', '₹', '250000']"
1477,3 BHK Flat for rent in Powai,"₹ 70,000","70,000 /month",BHK3,3,1.0,1.0,1.0,,"['₹', '70,000', '/month']"
1478,3 BHK Flat for rent in Wadala,"₹ 76,000",₹ 450000,BHK3,3,1.0,1.0,1.0,,"['₹', '76,000', '/monthDeposit', '₹', '450000']"
1479,1 BHK Flat for rent in Dadar (West),"₹ 62,000",₹ 150000,BHK2,2,1.0,1.0,1.0,1.0,"['₹', '62,000', '/monthDeposit', '₹', '150000']"
1480,2 BHK Flat for rent in Powai,"₹ 47,000",₹ 175000,BHK2,2,1.0,,,,"['₹', '47,000', '/monthDeposit', '₹', '175000']"
1481,2 BHK Flat for rent in Kasam Baug,"₹ 44,000",₹ 200000,BHK2,2,1.0,,,1.0,"['₹', '44,000', '/monthDeposit', '₹', '200000']"
1482,2 BHK Flat for rent in Sector-9 Ulwe,₹ 9500,₹ 50000,BHK2,2,1.0,,,,"['₹', '9500', '/monthDeposit', '₹', '50000']"
1483,2 BHK Flat for rent in Chembur,"₹ 45,000",₹ 200000,BHK2,2,1.0,1.0,1.0,,"['₹', '45,000', '/monthDeposit', '₹', '200000']"
1484,2 BHK Flat for rent in Sector-3 Ulwe,"₹ 11,000",₹ 50000,BHK2,2,1.0,,,,"['₹', '11,000', '/monthDeposit', '₹', '50000']"
1485,1 BHK Flat for rent in Sector 7 Airoli,"₹ 21,000",₹ 60000,BHK1,1,1.0,,,,"['₹', '21,000', '/monthDeposit', '₹', '60000']"
1486,1 BHK Flat for rent in Taloja,₹ 6000,₹ 30000,BHK1,1,1.0,,,,"['₹', '6000', '/monthDeposit', '₹', '30000']"
1487,1 BHK Flat for rent in Taloja,₹ 6000,₹ 30000,BHK1,1,1.0,,,,"['₹', '6000', '/monthDeposit', '₹', '30000']"
1488,2 BHK Flat for rent in Chembur,"₹ 45,000",₹ 200000,BHK2,2,1.0,1.0,1.0,,"['₹', '45,000', '/monthDeposit', '₹', '200000']"
1489,2 BHK Flat for rent in Sector 08,"₹ 20,000",₹ 100000,BHK2,2,1.0,,,1.0,"['₹', '20,000', '/monthDeposit', '₹', '100000']"
1490,2 BHK Flat for rent in Kandivali (East),"₹ 35,000",₹ 200000,BHK2,2,1.0,,,,"['₹', '35,000', '/monthDeposit', '₹', '200000']"
1491,4 BHK Flat for rent in Chembur (East),₹ 1.11,₹ 800000,BHK4,4,1.0,1.0,1.0,,"['₹', '1.11', 'Lac', '/monthDeposit', '₹', '800000']"
1492,2 BHK Flat for rent in Prabhadevi,₹ 1.2,month(s) rent,BHK2,2,1.0,,1.0,1.0,"['₹', '1.2', 'Lac', '/monthDeposit', '3', 'month(s)', 'rent']"
1493,2 BHK Flat for rent in Bandra (West),"₹ 80,000","80,000 /month",BHK2,2,1.0,1.0,1.0,,"['₹', '80,000', '/month']"
1494,2 BHK Flat for rent in Bandra (West),"₹ 87,000",₹ 200000,BHK2,2,,,,1.0,"['₹', '87,000', '/monthDeposit', '₹', '200000']"
1495,2 BHK Flat for rent in Bandra Kurla Complex,₹ 1,Lac /month,BHK2,2,1.0,1.0,1.0,,"['₹', '1', 'Lac', '/month']"
1496,3 BHK Flat for rent in Chembur,"₹ 75,000",₹ 500000,BHK3,3,1.0,,,,"['₹', '75,000', '/monthDeposit', '₹', '500000']"
1497,2 BHK Flat for rent in Ghansoli,"₹ 32,000",₹ 100000,BHK2,2,1.0,,,,"['₹', '32,000', '/monthDeposit', '₹', '100000']"
1498,3 BHK Flat for rent in Goregaon (East),"₹ 58,000",₹ 300000,BHK3,3,1.0,,,1.0,"['₹', '58,000', '/monthDeposit', '₹', '300000']"
1499,2 BHK Flat for rent in Bhandup (West),"₹ 42,000",₹ 42000,BHK2,2,1.0,,,1.0,"['₹', '42,000', '/monthDeposit', '₹', '42000']"
1500,1 BHK Flat for rent in Parel,"₹ 51,500",₹ 150000,BHK2,2,1.0,1.0,1.0,1.0,"['₹', '51,500', '/monthDeposit', '₹', '150000']"
1501,3 BHK Flat for rent in Lokhandwala Kandivali East,"₹ 38,500",₹ 200000,BHK3,3,1.0,,,1.0,"['₹', '38,500', '/monthDeposit', '₹', '200000']"
1502,2 BHK Flat for rent in Pali Hill,₹ 1,₹ 1,BHK2,2,,,,1.0,"['₹', '1', 'Lac', '/monthDeposit', '₹', '1']"
1503,2 BHK Flat for rent in Wadala,"₹ 67,400",₹ 199000,BHK2,2,1.0,1.0,1.0,,"['₹', '67,400', '/monthDeposit', '₹', '199000']"
1504,1 BHK Flat for rent in Goregaon (East),"₹ 22,000",₹ 75000,BHK1,1,1.0,,,,"['₹', '22,000', '/monthDeposit', '₹', '75000']"
1505,1 BHK Flat for rent in Sector 13 Sanpada,"₹ 16,000",₹ 50000,BHK1,1,1.0,1.0,1.0,,"['₹', '16,000', '/monthDeposit', '₹', '50000']"
1506,3 BHK Flat for rent in Hiranandani Estate,"₹ 27,000",₹ 100000,BHK2,2,1.0,1.0,1.0,,"['₹', '27,000', '/monthDeposit', '₹', '100000']"
1507,2 BHK Flat for rent in Hiranandani Gardens - Powai,"₹ 68,000",₹ 300000,BHK2,2,1.0,,,1.0,"['₹', '68,000', '/monthDeposit', '₹', '300000']"
1508,3 BHK Flat for rent in Hiranandani Estate,"₹ 31,000",₹ 125000,BHK3,3,1.0,1.0,1.0,,"['₹', '31,000', '/monthDeposit', '₹', '125000']"
1509,3 BHK Flat for rent in Chembur,"₹ 60,000",₹ 250000,BHK3,3,1.0,1.0,1.0,,"['₹', '60,000', '/monthDeposit', '₹', '250000']"
1510,2 BHK Flat for rent in Thakur Village,"₹ 34,000",₹ 200000,BHK2,2,1.0,,,,"['₹', '34,000', '/monthDeposit', '₹', '200000']"
1511,3 BHK Flat for rent in Bhoiwada,₹ 1.25,month(s) rent,BHK3,3,1.0,,,,"['₹', '1.25', 'Lac', '/monthDeposit', '3', 'month(s)', 'rent']"
1512,2 BHK Flat for rent in Powai,"₹ 48,000",₹ 150000,BHK2,2,1.0,1.0,1.0,,"['₹', '48,000', '/monthDeposit', '₹', '150000']"
1513,1 BHK Flat for rent in Charkop,"₹ 19,000",₹ 100000,BHK2,2,1.0,,,,"['₹', '19,000', '/monthDeposit', '₹', '100000']"
1514,3 BHK Flat for rent in Airoli,"₹ 37,000",₹ 125000,BHK3,3,1.0,,,,"['₹', '37,000', '/monthDeposit', '₹', '125000']"
1515,3 BHK Flat for rent in Bandra (West),₹ 1,₹ 400000,BHK2,2,1.0,1.0,1.0,,"['₹', '1', 'Lac', '/monthDeposit', '₹', '400000']"
1516,4 BHK Flat for rent in Chembur (East),₹ 1.2,₹ 800000,BHK4,4,1.0,,,,"['₹', '1.2', 'Lac', '/monthDeposit', '₹', '800000']"
1517,1 BHK Flat for rent in Hiranandani Gardens - Powai,"₹ 60,000","60,000 /month",BHK1,1,1.0,,,1.0,"['₹', '60,000', '/month']"
1518,1 BHK Flat for rent in Hiranandani Gardens - Powai,"₹ 60,000","60,000 /month",BHK1,1,1.0,,,1.0,"['₹', '60,000', '/month']"
1519,1 BHK Flat for rent in Chakala,"₹ 27,000",₹ 100000,BHK1,1,1.0,,,,"['₹', '27,000', '/monthDeposit', '₹', '100000']"
1520,3 BHK Flat for rent in Worli,₹ 1.25,₹ 600000,BHK3,3,1.0,,,,"['₹', '1.25', 'Lac', '/monthDeposit', '₹', '600000']"
1521,1 BHK Flat for rent in Naigaon (East),₹ 6625,₹ 25000,BHK1,1,1.0,1.0,1.0,,"['₹', '6625', '/monthDeposit', '₹', '25000']"
1522,1 BHK Flat for rent in Evershine Nagar,"₹ 28,000",₹ 100000,BHK2,2,1.0,1.0,1.0,1.0,"['₹', '28,000', '/monthDeposit', '₹', '100000']"
1523,2 BHK Flat for rent in Bhandup (West),"₹ 34,000",₹ 100000,BHK2,2,1.0,1.0,1.0,,"['₹', '34,000', '/monthDeposit', '₹', '100000']"
1524,3 BHK Flat for rent in Kandivali (East),"₹ 60,000",₹ 300000,BHK3,3,1.0,,,1.0,"['₹', '60,000', '/monthDeposit', '₹', '300000']"
1525,2 BHK Flat for rent in Nitin Company,"₹ 27,000",₹ 150000,BHK2,2,1.0,,,,"['₹', '27,000', '/monthDeposit', '₹', '150000']"
1526,2 BHK Flat for rent in Jacob Circle,₹ 1.5,₹ 500000,BHK2,2,1.0,,,,"['₹', '1.5', 'Lac', '/monthDeposit', '₹', '500000']"
1527,3 BHK Flat for rent in Hiranandani Estate,"₹ 35,000",month(s) rent,BHK2,2,1.0,,,,"['₹', '35,000', '/monthDeposit', '5', 'month(s)', 'rent']"
1528,1 BHK Flat for rent in Thakur Village,"₹ 22,500",₹ 100000,BHK2,2,1.0,,,,"['₹', '22,500', '/monthDeposit', '₹', '100000']"
1529,3 BHK Flat for rent in Sector 11 Koparkhairane,"₹ 65,000",₹ 300000,BHK3,3,1.0,,1.0,1.0,"['₹', '65,000', '/monthDeposit', '₹', '300000']"
1530,3 BHK Flat for rent in Pokhran-2,"₹ 40,074",₹ 200000,BHK3,3,1.0,,,,"['₹', '40,074', '/monthDeposit', '₹', '200000']"
1531,3 BHK Flat for rent in Sector-3 Belpada,"₹ 35,000",₹ 150000,BHK3,3,1.0,1.0,1.0,,"['₹', '35,000', '/monthDeposit', '₹', '150000']"
1532,2 BHK Flat for rent in Ranjnoli,"₹ 11,000",₹ 40000,BHK2,2,1.0,,,,"['₹', '11,000', '/monthDeposit', '₹', '40000']"
1533,2 BHK Flat for rent in Lokhandwala Kandivali East,"₹ 30,002",₹ 100000,BHK2,2,1.0,,,1.0,"['₹', '30,002', '/monthDeposit', '₹', '100000']"
1534,2 BHK Flat for rent in Vile Parle (East),"₹ 65,000",₹ 300000,BHK2,2,1.0,,,1.0,"['₹', '65,000', '/monthDeposit', '₹', '300000']"
1535,2 BHK Flat for rent in Sector-27 Nerul,"₹ 35,000",₹ 200000,BHK2,2,1.0,,,1.0,"['₹', '35,000', '/monthDeposit', '₹', '200000']"
1536,4 BHK Flat for rent in Powai,₹ 1.52,₹ 500000,BHK6,6,1.0,1.0,1.0,,"['₹', '1.52', 'Lac', '/monthDeposit', '₹', '500000']"
1537,3 BHK Flat for rent in Santacruz (West),₹ 1.5,₹ 500000,BHK4,4,1.0,1.0,1.0,,"['₹', '1.5', 'Lac', '/monthDeposit', '₹', '500000']"
1538,2 BHK Flat for rent in king circle,"₹ 55,000",₹ 200000,BHK2,2,1.0,1.0,1.0,1.0,"['₹', '55,000', '/monthDeposit', '₹', '200000']"
1539,2 BHK Flat for rent in Sector-18 Nerul,"₹ 50,000",month(s) rent,BHK2,2,1.0,1.0,1.0,1.0,"['₹', '50,000', '/monthDeposit', '6', 'month(s)', 'rent']"
1540,3 BHK Flat for rent in Malad (East),"₹ 55,200",₹ 250000,BHK3,3,1.0,1.0,1.0,,"['₹', '55,200', '/monthDeposit', '₹', '250000']"
1541,3 BHK Flat for rent in Marol,"₹ 64,000",₹ 200000,BHK2,2,1.0,1.0,1.0,1.0,"['₹', '64,000', '/monthDeposit', '₹', '200000']"
1542,3 BHK Flat for rent in Kolshet Road,"₹ 32,000",₹ 150000,BHK3,3,1.0,1.0,1.0,,"['₹', '32,000', '/monthDeposit', '₹', '150000']"
1543,2 BHK Flat for rent in Kandivali (East),"₹ 34,500",₹ 150000,BHK2,2,1.0,1.0,1.0,,"['₹', '34,500', '/monthDeposit', '₹', '150000']"
1544,3 BHK Flat for rent in Goregaon (East),₹ 1.2,₹ 1000000,BHK3,3,1.0,1.0,1.0,1.0,"['₹', '1.2', 'Lac', '/monthDeposit', '₹', '1000000']"
1545,2 BHK Flat for rent in Powai,"₹ 46,000",₹ 15000,BHK2,2,1.0,1.0,1.0,1.0,"['₹', '46,000', '/monthDeposit', '₹', '15000']"
1546,2 BHK Flat for rent in Andheri (East),"₹ 42,000",₹ 3,BHK2,2,1.0,1.0,1.0,1.0,"['₹', '42,000', '/monthDeposit', '₹', '3']"
1547,3 BHK Flat for rent in Malad (East),"₹ 54,000",₹ 200000,BHK3,3,1.0,1.0,1.0,,"['₹', '54,000', '/monthDeposit', '₹', '200000']"
1548,3 BHK Flat for rent in Malad (East),"₹ 53,000",₹ 200000,BHK3,3,1.0,1.0,1.0,,"['₹', '53,000', '/monthDeposit', '₹', '200000']"
1549,3 BHK Flat for rent in Ratan Nagar,"₹ 80,000",₹ 400000,BHK3,3,1.0,,,,"['₹', '80,000', '/monthDeposit', '₹', '400000']"
1550,2 BHK Flat for rent in Majiwada,"₹ 24,998",₹ 100000,BHK2,2,1.0,,,,"['₹', '24,998', '/monthDeposit', '₹', '100000']"
1551,3 BHK Flat for rent in Kandivali (East),"₹ 40,000",₹ 220000,BHK3,3,1.0,,,,"['₹', '40,000', '/monthDeposit', '₹', '220000']"
1552,2 BHK Flat for rent in Sher E Punjab Colony,"₹ 35,000",₹ 100000,BHK2,2,1.0,,,,"['₹', '35,000', '/monthDeposit', '₹', '100000']"
1553,1 BHK Flat for rent in Kasar vadavali,"₹ 12,000",₹ 50000,BHK1,1,1.0,,,,"['₹', '12,000', '/monthDeposit', '₹', '50000']"
1554,2 BHK Flat for rent in Chembur,"₹ 45,000",₹ 200000,BHK2,2,1.0,1.0,1.0,1.0,"['₹', '45,000', '/monthDeposit', '₹', '200000']"
1555,2 BHK Flat for rent in Vashi,"₹ 33,000",₹ 150000,BHK2,2,1.0,1.0,1.0,,"['₹', '33,000', '/monthDeposit', '₹', '150000']"
1556,1 BHK Flat for rent in Bandra (West),"₹ 62,000",₹ 200000,BHK2,2,,,,1.0,"['₹', '62,000', '/monthDeposit', '₹', '200000']"
1557,1 BHK Flat for rent in Bandra (West),"₹ 65,000",₹ 200000,BHK1,1,,,,1.0,"['₹', '65,000', '/monthDeposit', '₹', '200000']"
1558,3 BHK Flat for rent in Kandivali (East),"₹ 36,000",₹ 200000,BHK2,2,1.0,,,,"['₹', '36,000', '/monthDeposit', '₹', '200000']"
1559,1 BHK Flat for rent in Antop Hill,"₹ 30,000",₹ 100000,BHK2,2,1.0,,,,"['₹', '30,000', '/monthDeposit', '₹', '100000']"
1560,2 BHK Flat for rent in Lokhandwala Kandivali East,"₹ 33,000",₹ 150000,BHK2,2,1.0,,,,"['₹', '33,000', '/monthDeposit', '₹', '150000']"
1561,2 BHK Flat for rent in Marol,"₹ 52,000",₹ 200000,BHK2,2,1.0,1.0,1.0,1.0,"['₹', '52,000', '/monthDeposit', '₹', '200000']"
1562,2 BHK Flat for rent in Kandivali (East),"₹ 28,007",₹ 200000,BHK2,2,1.0,,,,"['₹', '28,007', '/monthDeposit', '₹', '200000']"
1563,2 BHK Flat for rent in Hiranandani Gardens - Powai,"₹ 75,000",₹ 300000,BHK2,2,1.0,1.0,1.0,,"['₹', '75,000', '/monthDeposit', '₹', '300000']"
1564,2 BHK Flat for rent in Tilak Nagar,"₹ 39,999",₹ 200000,BHK2,2,1.0,1.0,1.0,,"['₹', '39,999', '/monthDeposit', '₹', '200000']"
1565,2 BHK Flat for rent in Chandivali,"₹ 55,000",₹ 200000,BHK2,2,1.0,,,,"['₹', '55,000', '/monthDeposit', '₹', '200000']"
1566,4 BHK Flat for rent in Hiranandani Estate,"₹ 76,000",₹ 400000,BHK4,4,1.0,,,,"['₹', '76,000', '/monthDeposit', '₹', '400000']"
1567,3 BHK Flat for rent in Thakur Village,"₹ 54,000",₹ 250000,BHK3,3,1.0,1.0,1.0,,"['₹', '54,000', '/monthDeposit', '₹', '250000']"
1568,2 BHK Flat for rent in Khar West,"₹ 90,000",₹ 0,BHK2,2,,,,1.0,"['₹', '90,000', '/monthDeposit', '₹', '0']"
1569,2 BHK Flat for rent in Mulund (West),"₹ 35,000",month(s) rent,BHK2,2,1.0,,,,"['₹', '35,000', '/monthDeposit', '6', 'month(s)', 'rent']"
1570,2 BHK Flat for rent in Sector 36 Kharghar,"₹ 17,000","17,000 /month",BHK2,2,1.0,,,,"['₹', '17,000', '/month']"
1571,2 BHK Flat for rent in Sector-9 Ulwe,"₹ 13,000",₹ 40000,BHK2,2,1.0,,,,"['₹', '13,000', '/monthDeposit', '₹', '40000']"
1572,1 BHK Flat for rent in Wadala,"₹ 48,500",₹ 200000,BHK1,1,1.0,1.0,1.0,,"['₹', '48,500', '/monthDeposit', '₹', '200000']"
1573,2 BHK Flat for rent in Chikuwadi,"₹ 45,000",₹ 200000,BHK2,2,1.0,,,1.0,"['₹', '45,000', '/monthDeposit', '₹', '200000']"
1574,3 BHK Flat for rent in Vile Parle (East),"₹ 75,000",₹ 300000,BHK2,2,1.0,,,,"['₹', '75,000', '/monthDeposit', '₹', '300000']"
1575,2 BHK Flat for rent in Santacruz (West),₹ 1.05,₹ 300000,BHK2,2,1.0,1.0,1.0,,"['₹', '1.05', 'Lac', '/monthDeposit', '₹', '300000']"
1576,4 BHK Flat for rent in Andheri (East),"₹ 90,000",₹ 400000,BHK4,4,1.0,1.0,1.0,,"['₹', '90,000', '/monthDeposit', '₹', '400000']"
1577,2 BHK Flat for rent in Balkum,"₹ 24,019",₹ 150000,BHK2,2,1.0,,,,"['₹', '24,019', '/monthDeposit', '₹', '150000']"
1578,2 BHK Flat for rent in Powai,"₹ 38,000",₹ 100000,BHK2,2,1.0,1.0,1.0,,"['₹', '38,000', '/monthDeposit', '₹', '100000']"
1579,2 BHK Flat for rent in Powai,"₹ 38,000",₹ 100000,BHK2,2,1.0,1.0,1.0,,"['₹', '38,000', '/monthDeposit', '₹', '100000']"
1580,3 BHK Flat for rent in Naupada,"₹ 41,000",₹ 200000,BHK2,2,1.0,,,1.0,"['₹', '41,000', '/monthDeposit', '₹', '200000']"
1581,2 BHK Flat for rent in Marol,"₹ 45,000",₹ 150000,BHK2,2,1.0,1.0,1.0,1.0,"['₹', '45,000', '/monthDeposit', '₹', '150000']"
1582,5 BHK Flat for rent in Pali Hill,₹ 7.95,Lac /month,BHK5,5,1.0,,,,"['₹', '7.95', 'Lac', '/month']"
1583,1 BHK Flat for rent in Sankalp Colony,"₹ 37,000",₹ 150000,BHK1,1,1.0,1.0,1.0,1.0,"['₹', '37,000', '/monthDeposit', '₹', '150000']"
1584,2 BHK Flat for rent in kurla (west),"₹ 50,200",₹ 200000,BHK2,2,1.0,,,,"['₹', '50,200', '/monthDeposit', '₹', '200000']"
1585,1 BHK Flat for rent in Sector-6 Ghansoli,"₹ 14,500",₹ 50000,BHK1,1,1.0,,,,"['₹', '14,500', '/monthDeposit', '₹', '50000']"
1586,2 BHK Flat for rent in Dombivli (East),₹ 8200,₹ 35000,BHK2,2,1.0,1.0,1.0,,"['₹', '8200', '/monthDeposit', '₹', '35000']"
1587,2 BHK Flat for rent in Powai,"₹ 55,000",₹ 200000,BHK2,2,1.0,,,,"['₹', '55,000', '/monthDeposit', '₹', '200000']"
1588,1 BHK Flat for rent in Sakinaka,"₹ 35,000",₹ 100000,BHK2,2,1.0,1.0,1.0,,"['₹', '35,000', '/monthDeposit', '₹', '100000']"
1589,3 BHK Flat for rent in Lokhandwala Kandivali East,"₹ 43,000",₹ 200000,BHK3,3,1.0,,,1.0,"['₹', '43,000', '/monthDeposit', '₹', '200000']"
1590,2 BHK Flat for rent in Kala Nagar,"₹ 35,000",₹ 100000,BHK2,2,1.0,1.0,1.0,,"['₹', '35,000', '/monthDeposit', '₹', '100000']"
1591,2 BHK Flat for rent in Anand Nagar,"₹ 23,000",₹ 100000,BHK2,2,1.0,,,,"['₹', '23,000', '/monthDeposit', '₹', '100000']"
1592,3 BHK Flat for rent in Deonar,"₹ 75,000",₹ 300000,BHK3,3,1.0,1.0,1.0,,"['₹', '75,000', '/monthDeposit', '₹', '300000']"
1593,1 BHK Flat for rent in Dahisar (West),"₹ 16,000",₹ 100000,BHK1,1,1.0,,,1.0,"['₹', '16,000', '/monthDeposit', '₹', '100000']"
1594,2 BHK Flat for rent in Swastik Park,"₹ 48,000",₹ 200000,BHK2,2,1.0,1.0,1.0,,"['₹', '48,000', '/monthDeposit', '₹', '200000']"
1595,1 BHK Flat for rent in Dahisar,"₹ 16,000",₹ 60000,BHK2,2,1.0,,,,"['₹', '16,000', '/monthDeposit', '₹', '60000']"
1596,2 BHK Flat for rent in Palm Beach,"₹ 24,000",₹ 1000,BHK2,2,1.0,1.0,1.0,,"['₹', '24,000', '/monthDeposit', '₹', '1000']"
1597,2 BHK Flat for rent in Bandra (West),₹ 1.05,₹ 200000,BHK2,2,,,,,"['₹', '1.05', 'Lac', '/monthDeposit', '₹', '200000']"
1598,2 BHK Flat for rent in Pali Hill,₹ 1.25,₹ 300000,BHK2,2,1.0,1.0,1.0,1.0,"['₹', '1.25', 'Lac', '/monthDeposit', '₹', '300000']"
1599,1 BHK Flat for rent in Bandra (West),"₹ 55,000",₹ 200000,BHK2,2,,,,1.0,"['₹', '55,000', '/monthDeposit', '₹', '200000']"
1600,1 BHK Flat for rent in Band Stand,"₹ 68,000",₹ 200000,BHK2,2,,,,1.0,"['₹', '68,000', '/monthDeposit', '₹', '200000']"
1601,4 BHK Flat for rent in Marol,₹ 1.1,₹ 300000,BHK4,4,1.0,1.0,1.0,1.0,"['₹', '1.1', 'Lac', '/monthDeposit', '₹', '300000']"
1602,2 BHK Flat for rent in Sector-8 Nerul,"₹ 20,000",₹ 100000,BHK2,2,1.0,,1.0,,"['₹', '20,000', '/monthDeposit', '₹', '100000']"
1603,3 BHK Flat for rent in Goregaon (East),"₹ 60,000",₹ 300000,BHK3,3,1.0,,,1.0,"['₹', '60,000', '/monthDeposit', '₹', '300000']"
1604,3 BHK Flat for rent in Powai,"₹ 86,000",₹ 300000,BHK3,3,1.0,1.0,,,"['₹', '86,000', '/monthDeposit', '₹', '300000']"
1605,3 BHK Flat for rent in Lokhandwala Kandivali East,"₹ 45,000",₹ 200000,BHK3,3,1.0,,,1.0,"['₹', '45,000', '/monthDeposit', '₹', '200000']"
1606,2 BHK Flat for rent in Thakur Village,"₹ 28,000",₹ 150000,BHK2,2,1.0,,,,"['₹', '28,000', '/monthDeposit', '₹', '150000']"
1607,3 BHK Flat for rent in Malad (East),"₹ 70,000",₹ 400000,BHK3,3,1.0,1.0,1.0,1.0,"['₹', '70,000', '/monthDeposit', '₹', '400000']"
1608,3 BHK Flat for rent in Waghbil,"₹ 30,000",month(s) rent,BHK3,3,1.0,,,,"['₹', '30,000', '/monthDeposit', '6', 'month(s)', 'rent']"
1609,1 BHK Flat for rent in Hiranandani Estate,"₹ 21,000",month(s) rent,BHK2,2,1.0,1.0,1.0,,"['₹', '21,000', '/monthDeposit', '6', 'month(s)', 'rent']"
1610,1 BHK Flat for rent in Hiranandani Estate,"₹ 21,000",month(s) rent,BHK2,2,1.0,1.0,1.0,,"['₹', '21,000', '/monthDeposit', '6', 'month(s)', 'rent']"
1611,3 BHK Flat for rent in Bandra Kurla Complex,₹ 1.25,₹ 400000,BHK3,3,1.0,1.0,1.0,,"['₹', '1.25', 'Lac', '/monthDeposit', '₹', '400000']"
1612,2 BHK Flat for rent in Kandivali (East),"₹ 31,000",₹ 150000,BHK2,2,1.0,,,,"['₹', '31,000', '/monthDeposit', '₹', '150000']"
1613,1 BHK Flat for rent in Chembur,"₹ 32,000",₹ 100000,BHK2,2,1.0,,,,"['₹', '32,000', '/monthDeposit', '₹', '100000']"
1614,1 BHK Flat for rent in Worli,"₹ 20,000",₹ 50000,BHK1,1,1.0,1.0,1.0,,"['₹', '20,000', '/monthDeposit', '₹', '50000']"
1615,1 BHK Flat for rent in Worli,"₹ 19,000",₹ 50000,BHK1,1,1.0,1.0,1.0,,"['₹', '19,000', '/monthDeposit', '₹', '50000']"
1616,3 BHK Flat for rent in Ghodbunder Road,"₹ 24,100",₹ 6,BHK3,3,1.0,,,,"['₹', '24,100', '/monthDeposit', '₹', '6']"
1617,2 BHK Flat for rent in Sector 4 Kharghar,"₹ 19,000",₹ 60000,BHK2,2,1.0,1.0,1.0,,"['₹', '19,000', '/monthDeposit', '₹', '60000']"
1618,1 BHK Flat for rent in kurla (west),"₹ 32,000",₹ 100000,BHK1,1,1.0,1.0,1.0,1.0,"['₹', '32,000', '/monthDeposit', '₹', '100000']"
1619,1 BHK Flat for rent in Airoli,"₹ 22,500",₹ 60000,BHK1,1,1.0,1.0,1.0,,"['₹', '22,500', '/monthDeposit', '₹', '60000']"
1620,1 BHK Flat for rent in Ghatkopar West,"₹ 45,000",₹ 200000,BHK2,2,1.0,,,,"['₹', '45,000', '/monthDeposit', '₹', '200000']"
1621,2 BHK Flat for rent in Malad (East),"₹ 50,000",₹ 200000,BHK2,2,1.0,1.0,1.0,,"['₹', '50,000', '/monthDeposit', '₹', '200000']"
1622,2 BHK Flat for rent in Hiranandani Gardens - Powai,"₹ 75,000",₹ 300000,BHK2,2,1.0,1.0,1.0,,"['₹', '75,000', '/monthDeposit', '₹', '300000']"
