,title,price_per_month,deposit,rooms,baths,FOR FAMILY,FOR SINGLE MEN,FOR SINGLE WOMEN,FURNISHED,price
17684,1 BHK Flat for rent in Marol,"₹ 32,000",₹ 100000,BHK2,2,1.0,1.0,1.0,,"['₹', '32,000', '/monthDeposit', '₹', '100000']"
17685,2 BHK Flat for rent in Vakola,"₹ 60,000",₹ 200000,BHK2,2,1.0,1.0,1.0,,"['₹', '60,000', '/monthDeposit', '₹', '200000']"
17686,2 BHK Flat for rent in Vinay Nagar,"₹ 19,000",₹ 75000,BHK2,2,1.0,,,,"['₹', '19,000', '/monthDeposit', '₹', '75000']"
17687,2 BHK Flat for rent in Vinay Nagar,"₹ 19,000",₹ 75000,BHK2,2,1.0,,,,"['₹', '19,000', '/monthDeposit', '₹', '75000']"
17688,2 BHK Flat for rent in Vakola,"₹ 60,000",₹ 200000,BHK2,2,1.0,1.0,1.0,,"['₹', '60,000', '/monthDeposit', '₹', '200000']"
17689,2 BHK Flat for rent in Vinay Nagar,"₹ 19,000",₹ 75000,BHK2,2,1.0,,,,"['₹', '19,000', '/monthDeposit', '₹', '75000']"
17690,2 BHK Flat for rent in Bandra (West),"₹ 77,000",₹ 300000,BHK2,2,1.0,1.0,1.0,1.0,"['₹', '77,000', '/monthDeposit', '₹', '300000']"
17691,2 BHK Flat for rent in Sector 16A Nerul,"₹ 37,500",month(s) rent,BHK2,2,1.0,,,,"['₹', '37,500', '/monthDeposit', '6', 'month(s)', 'rent']"
17692,2 BHK Flat for rent in MUMBAI,"₹ 80,000",₹ 200000,BHK2,2,1.0,1.0,1.0,,"['₹', '80,000', '/monthDeposit', '₹', '200000']"
17693,2 BHK Flat for rent in Subhash Nagar,"₹ 42,000",₹ 150000,BHK2,2,1.0,1.0,1.0,1.0,"['₹', '42,000', '/monthDeposit', '₹', '150000']"
17694,2 BHK Flat for rent in Sector 10 Kharghar,"₹ 26,000",₹ 100000,BHK2,2,1.0,,,,"['₹', '26,000', '/monthDeposit', '₹', '100000']"
17695,2 BHK Flat for rent in Dadar (East),"₹ 62,000",₹ 200000,BHK2,2,1.0,1.0,1.0,,"['₹', '62,000', '/monthDeposit', '₹', '200000']"
17696,2 BHK Flat for rent in Ghansoli,"₹ 33,000",₹ 150000,BHK2,2,1.0,,,,"['₹', '33,000', '/monthDeposit', '₹', '150000']"
17697,3 BHK Flat for rent in Chembur (East),"₹ 77,000",₹ 250000,BHK3,3,1.0,1.0,1.0,1.0,"['₹', '77,000', '/monthDeposit', '₹', '250000']"
17698,3 BHK Flat for rent in Dadar (West),₹ 1.5,month(s) rent,BHK3,3,1.0,1.0,1.0,,"['₹', '1.5', 'Lac', '/monthDeposit', '4', 'month(s)', 'rent']"
17699,2 BHK Flat for rent in Chembur (East),"₹ 45,000",₹ 200000,BHK2,2,1.0,1.0,1.0,,"['₹', '45,000', '/monthDeposit', '₹', '200000']"
17700,2 BHK Flat for rent in Kandivali (East),"₹ 37,000",₹ 200000,BHK2,2,1.0,,,1.0,"['₹', '37,000', '/monthDeposit', '₹', '200000']"
17701,1 BHK Flat for rent in Samata Nagar,"₹ 17,000",₹ 100000,BHK2,2,1.0,,,,"['₹', '17,000', '/monthDeposit', '₹', '100000']"
17702,3 BHK Flat for rent in Sector 10 Kharghar,"₹ 40,000",₹ 200000,BHK3,3,1.0,,,,"['₹', '40,000', '/monthDeposit', '₹', '200000']"
17703,3 BHK Flat for rent in Bandra (West),₹ 1.5,₹ 600000,BHK3,3,1.0,1.0,1.0,1.0,"['₹', '1.5', 'Lac', '/monthDeposit', '₹', '600000']"
17704,2 BHK Flat for rent in Sector 5 Ulwe,"₹ 10,000",₹ 40000,BHK2,2,1.0,,,,"['₹', '10,000', '/monthDeposit', '₹', '40000']"
17705,2 BHK Flat for rent in Sewri,"₹ 98,000",₹ 500000,BHK2,2,1.0,1.0,1.0,,"['₹', '98,000', '/monthDeposit', '₹', '500000']"
17706,2 BHK Flat for rent in Kolshet Road,"₹ 24,000",₹ 125000,BHK2,2,1.0,,,,"['₹', '24,000', '/monthDeposit', '₹', '125000']"
17707,3 BHK Flat for rent in Bandra Kurla Complex,"₹ 85,000",₹ 300000,BHK3,3,1.0,1.0,1.0,,"['₹', '85,000', '/monthDeposit', '₹', '300000']"
17708,3 BHK Flat for rent in Bandra Kurla Complex,₹ 1.1,₹ 300000,BHK2,2,1.0,1.0,1.0,,"['₹', '1.1', 'Lac', '/monthDeposit', '₹', '300000']"
17709,1 BHK Flat for rent in Kandivali (East),"₹ 21,000",₹ 100000,BHK2,2,1.0,,,,"['₹', '21,000', '/monthDeposit', '₹', '100000']"
17710,3 BHK Flat for rent in Devipada,"₹ 48,500",₹ 300000,BHK3,3,1.0,,,,"['₹', '48,500', '/monthDeposit', '₹', '300000']"
17711,2 BHK Flat for rent in Ghansoli,"₹ 28,000",₹ 80000,BHK2,2,1.0,1.0,1.0,,"['₹', '28,000', '/monthDeposit', '₹', '80000']"
17712,1 BHK Flat for rent in Sector 21 Ulwe,₹ 9000,9000 /month,BHK1,1,1.0,,,,"['₹', '9000', '/month']"
17713,1 BHK Flat for rent in Tilak Nagar,"₹ 32,000",₹ 130000,BHK2,2,1.0,,,,"['₹', '32,000', '/monthDeposit', '₹', '130000']"
17714,2 BHK Flat for rent in Majiwada,"₹ 26,500",₹ 150000,BHK2,2,1.0,,,,"['₹', '26,500', '/monthDeposit', '₹', '150000']"
17715,3 BHK Flat for rent in Sector 21 Kharghar,"₹ 40,000",month(s) rent,BHK3,3,1.0,,,,"['₹', '40,000', '/monthDeposit', '6', 'month(s)', 'rent']"
17716,2 BHK Flat for rent in Majiwada,"₹ 25,500",month(s) rent,BHK2,2,1.0,,,,"['₹', '25,500', '/monthDeposit', '6', 'month(s)', 'rent']"
17717,1 BHK Flat for rent in Khar West,"₹ 27,000",month(s) rent,BHK1,1,,1.0,,1.0,"['₹', '27,000', '/monthDeposit', '3', 'month(s)', 'rent']"
17718,1 BHK Flat for rent in Khar West,"₹ 27,000",month(s) rent,BHK1,1,,1.0,,1.0,"['₹', '27,000', '/monthDeposit', '3', 'month(s)', 'rent']"
17719,2 BHK Flat for rent in Bandra (West),"₹ 80,000",₹ 200000,BHK2,2,,,,1.0,"['₹', '80,000', '/monthDeposit', '₹', '200000']"
17720,1 BHK Flat for rent in Bandra (West),"₹ 70,000",₹ 200000,BHK2,2,,,,,"['₹', '70,000', '/monthDeposit', '₹', '200000']"
17721,1 BHK Flat for rent in Bandra (West),"₹ 61,000",₹ 100000,BHK2,2,,,,1.0,"['₹', '61,000', '/monthDeposit', '₹', '100000']"
17722,1 BHK Flat for rent in Lokhandwala Kandivali East,"₹ 18,500",₹ 75000,BHK1,1,1.0,,,,"['₹', '18,500', '/monthDeposit', '₹', '75000']"
17723,4 BHK Flat for rent in Vasant Vihar,"₹ 75,000",month(s) rent,BHK4,4,1.0,,,,"['₹', '75,000', '/monthDeposit', '6', 'month(s)', 'rent']"
17724,2 BHK Flat for rent in Balkum,"₹ 22,000",₹ 100000,BHK2,2,1.0,1.0,1.0,,"['₹', '22,000', '/monthDeposit', '₹', '100000']"
17725,2 BHK Flat for rent in Kharghar,"₹ 32,000",₹ 90000,BHK2,2,1.0,,,1.0,"['₹', '32,000', '/monthDeposit', '₹', '90000']"
17726,1 BHK Flat for rent in Jankalyan Nagar,"₹ 22,000",₹ 100000,BHK1,1,1.0,,,,"['₹', '22,000', '/monthDeposit', '₹', '100000']"
17727,2 BHK Flat for rent in Sector 21 Nerul,"₹ 40,000",₹ 250000,BHK2,2,1.0,,,1.0,"['₹', '40,000', '/monthDeposit', '₹', '250000']"
17728,3 BHK Flat for rent in Sector-16 Sanpada,"₹ 45,000","45,000 /month",BHK3,3,1.0,,,,"['₹', '45,000', '/month']"
17729,3 BHK Flat for rent in Lokhandwala Kandivali East,"₹ 47,000",₹ 200000,BHK3,3,1.0,1.0,1.0,,"['₹', '47,000', '/monthDeposit', '₹', '200000']"
17730,1 BHK Flat for rent in Lower Parel,"₹ 42,000",₹ 100000,BHK1,1,1.0,1.0,1.0,1.0,"['₹', '42,000', '/monthDeposit', '₹', '100000']"
17731,2 BHK Flat for rent in J B Nagar,"₹ 48,000",₹ 150000,BHK2,2,1.0,,,,"['₹', '48,000', '/monthDeposit', '₹', '150000']"
17732,2 BHK Flat for rent in Goregaon (East),"₹ 47,000",₹ 200000,BHK2,2,1.0,,,,"['₹', '47,000', '/monthDeposit', '₹', '200000']"
17733,1 BHK Flat for rent in Dadar (West),"₹ 45,000",₹ 150000,BHK1,1,1.0,1.0,1.0,,"['₹', '45,000', '/monthDeposit', '₹', '150000']"
17734,3 BHK Flat for rent in Goregaon (East),"₹ 55,000",₹ 300000,BHK3,3,1.0,,,,"['₹', '55,000', '/monthDeposit', '₹', '300000']"
17735,2 BHK Flat for rent in Sector 19 Koparkhairne Navi Mumbai,"₹ 11,000",₹ 25000,BHK1,1,1.0,1.0,1.0,,"['₹', '11,000', '/monthDeposit', '₹', '25000']"
17736,2 BHK Flat for rent in Saraswat Colony,"₹ 65,000",₹ 200000,BHK2,2,1.0,1.0,1.0,,"['₹', '65,000', '/monthDeposit', '₹', '200000']"
17737,3 BHK Flat for rent in Kandivali (East),"₹ 55,000",₹ 300000,BHK3,3,1.0,,,,"['₹', '55,000', '/monthDeposit', '₹', '300000']"
17738,1 BHK Flat for rent in Marve Road,"₹ 32,000",₹ 100000,BHK1,1,1.0,1.0,1.0,,"['₹', '32,000', '/monthDeposit', '₹', '100000']"
17739,1 BHK Flat for rent in Rajan Pada,"₹ 22,000",₹ 75000,BHK1,1,1.0,1.0,1.0,,"['₹', '22,000', '/monthDeposit', '₹', '75000']"
17740,1 BHK Flat for rent in Mount Mary,"₹ 86,000",month(s) rent,BHK1,1,1.0,1.0,1.0,1.0,"['₹', '86,000', '/monthDeposit', '3', 'month(s)', 'rent']"
17741,1 BHK Flat for rent in Sector 10 Kharghar,"₹ 12,500",₹ 50000,BHK1,1,1.0,,,,"['₹', '12,500', '/monthDeposit', '₹', '50000']"
17742,1 BHK Flat for rent in kurla (west),"₹ 35,000",₹ 100000,BHK2,2,1.0,1.0,1.0,,"['₹', '35,000', '/monthDeposit', '₹', '100000']"
17743,2 BHK Flat for rent in Dadar (West),"₹ 90,000",₹ 200000,BHK3,3,1.0,1.0,1.0,1.0,"['₹', '90,000', '/monthDeposit', '₹', '200000']"
17744,1 BHK Flat for rent in Marine Lines,₹ 1.7,₹ 1000000,BHK1,1,1.0,1.0,1.0,1.0,"['₹', '1.7', 'Lac', '/monthDeposit', '₹', '1000000']"
17745,2 BHK Flat for rent in Sector 17 Ulwe,"₹ 10,500",₹ 50000,BHK2,2,1.0,,,,"['₹', '10,500', '/monthDeposit', '₹', '50000']"
17746,2 BHK Flat for rent in Sector 17 Ulwe,"₹ 11,000",₹ 60000,BHK2,2,1.0,,,,"['₹', '11,000', '/monthDeposit', '₹', '60000']"
17747,3 BHK Flat for rent in Khar West,₹ 1.1,₹ 400000,BHK3,3,1.0,1.0,1.0,,"['₹', '1.1', 'Lac', '/monthDeposit', '₹', '400000']"
17748,3 BHK Flat for rent in Marol,"₹ 80,000",₹ 300000,BHK3,3,1.0,1.0,1.0,,"['₹', '80,000', '/monthDeposit', '₹', '300000']"
17749,3 BHK Flat for rent in Marol,"₹ 80,000",₹ 300000,BHK3,3,1.0,1.0,1.0,,"['₹', '80,000', '/monthDeposit', '₹', '300000']"
17750,1 BHK Flat for rent in Andheri (East),"₹ 28,000",₹ 80000,BHK1,1,1.0,1.0,1.0,,"['₹', '28,000', '/monthDeposit', '₹', '80000']"
17751,2 BHK Flat for rent in J B Nagar,"₹ 52,000",₹ 150000,BHK2,2,1.0,1.0,1.0,1.0,"['₹', '52,000', '/monthDeposit', '₹', '150000']"
17752,2 BHK Flat for rent in Dadar (East),"₹ 75,000",₹ 300000,BHK2,2,1.0,1.0,1.0,,"['₹', '75,000', '/monthDeposit', '₹', '300000']"
17753,2 BHK Flat for rent in Kharghar,"₹ 20,000",₹ 80000,BHK2,2,1.0,,,,"['₹', '20,000', '/monthDeposit', '₹', '80000']"
17754,3 BHK Flat for rent in Mindspace,"₹ 65,000",₹ 250000,BHK3,3,1.0,,,,"['₹', '65,000', '/monthDeposit', '₹', '250000']"
17755,1 BHK Flat for rent in Virar West,"₹ 14,000",₹ 70000,BHK2,2,1.0,1.0,,1.0,"['₹', '14,000', '/monthDeposit', '₹', '70000']"
17756,2 BHK Flat for rent in Lower Parel West,"₹ 90,000",₹ 300000,BHK2,2,1.0,1.0,1.0,,"['₹', '90,000', '/monthDeposit', '₹', '300000']"
17757,1 BHK Flat for rent in Sector-30 Belapur,"₹ 25,000",month(s) rent,BHK1,1,1.0,,,1.0,"['₹', '25,000', '/monthDeposit', '6', 'month(s)', 'rent']"
17758,5 BHK Flat for rent in Ghodbunder Road,"₹ 42,000",month(s) rent,BHK5,5,1.0,1.0,1.0,,"['₹', '42,000', '/monthDeposit', '5', 'month(s)', 'rent']"
17759,2 BHK Flat for rent in Bandra (West),₹ 1.5,₹ 450000,BHK2,2,1.0,1.0,1.0,1.0,"['₹', '1.5', 'Lac', '/monthDeposit', '₹', '450000']"
17760,1 BHK Flat for rent in Sahar,"₹ 45,000",₹ 150000,BHK1,1,1.0,1.0,1.0,,"['₹', '45,000', '/monthDeposit', '₹', '150000']"
17761,3 BHK Flat for rent in Goregaon (East),₹ 1.15,₹ 500000,BHK3,3,1.0,,,,"['₹', '1.15', 'Lac', '/monthDeposit', '₹', '500000']"
17762,3 BHK Flat for rent in Juhu,₹ 1.6,month(s) rent,BHK3,3,1.0,1.0,1.0,,"['₹', '1.6', 'Lac', '/monthDeposit', '6', 'month(s)', 'rent']"
17763,3 BHK Flat for rent in Khar West,₹ 1.5,₹ 600000,BHK3,3,1.0,1.0,1.0,1.0,"['₹', '1.5', 'Lac', '/monthDeposit', '₹', '600000']"
17764,2 BHK Flat for rent in Manpada,"₹ 26,000",₹ 150000,BHK2,2,1.0,,,,"['₹', '26,000', '/monthDeposit', '₹', '150000']"
17765,3 BHK Flat for rent in Goregaon (East),"₹ 99,000",₹ 500000,BHK3,3,1.0,,,,"['₹', '99,000', '/monthDeposit', '₹', '500000']"
17766,2 BHK Flat for rent in Wadala,"₹ 70,000",₹ 200000,BHK2,2,1.0,,,,"['₹', '70,000', '/monthDeposit', '₹', '200000']"
17767,1 BHK Flat for rent in Kanjur Marg (East),"₹ 25,500",₹ 100000,BHK1,1,1.0,,,,"['₹', '25,500', '/monthDeposit', '₹', '100000']"
17768,2 BHK Flat for rent in Sector 14 Kharghar,"₹ 30,000",₹ 120000,BHK2,2,1.0,1.0,1.0,1.0,"['₹', '30,000', '/monthDeposit', '₹', '120000']"
17769,2 BHK Flat for rent in Hiranandani Gardens - Powai,"₹ 80,000",₹ 300000,BHK2,2,1.0,,,,"['₹', '80,000', '/monthDeposit', '₹', '300000']"
17770,1 BHK Flat for rent in Sector-5 Kopar Khairane,"₹ 21,000",₹ 60000,BHK1,1,1.0,,,1.0,"['₹', '21,000', '/monthDeposit', '₹', '60000']"
17771,3 BHK Flat for rent in Goregaon (East),₹ 1.9,₹ 400000,BHK3,3,1.0,,,1.0,"['₹', '1.9', 'Lac', '/monthDeposit', '₹', '400000']"
17772,2 BHK Flat for rent in Thane West,"₹ 23,000",month(s) rent,BHK2,2,1.0,,,1.0,"['₹', '23,000', '/monthDeposit', '6', 'month(s)', 'rent']"
17773,3 BHK Flat for rent in Jeejamata Nagar,"₹ 49,000",₹ 150000,BHK3,3,1.0,1.0,1.0,,"['₹', '49,000', '/monthDeposit', '₹', '150000']"
17774,2 BHK Flat for rent in Wadala East,"₹ 44,000",₹ 200000,BHK2,2,1.0,,,,"['₹', '44,000', '/monthDeposit', '₹', '200000']"
17775,1 BHK Flat for rent in Sector 30A Vashi,"₹ 26,000",₹ 100000,BHK2,2,1.0,,,,"['₹', '26,000', '/monthDeposit', '₹', '100000']"
17776,3 BHK Flat for rent in Wadala East,"₹ 80,000",₹ 250000,BHK3,3,1.0,1.0,1.0,,"['₹', '80,000', '/monthDeposit', '₹', '250000']"
17777,1 BHK Flat for rent in Ghansoli Gavtan,"₹ 10,000",₹ 50000,BHK1,1,1.0,,,,"['₹', '10,000', '/monthDeposit', '₹', '50000']"
17778,2 BHK Flat for rent in Chincholi Bunder,"₹ 45,000",₹ 150000,BHK2,2,1.0,1.0,1.0,,"['₹', '45,000', '/monthDeposit', '₹', '150000']"
17779,1 BHK Flat for rent in Film City Road,"₹ 32,000",₹ 100000,BHK2,2,1.0,1.0,1.0,1.0,"['₹', '32,000', '/monthDeposit', '₹', '100000']"
17780,1 BHK Flat for rent in Film City Road,"₹ 32,000",₹ 100000,BHK2,2,1.0,1.0,1.0,1.0,"['₹', '32,000', '/monthDeposit', '₹', '100000']"
17781,1 BHK Flat for rent in Dadar (West),"₹ 58,000",₹ 300000,BHK1,1,,1.0,1.0,,"['₹', '58,000', '/monthDeposit', '₹', '300000']"
17782,3 BHK Flat for rent in Parel,₹ 1.4,₹ 500000,BHK4,4,1.0,,,,"['₹', '1.4', 'Lac', '/monthDeposit', '₹', '500000']"
17783,2 BHK Flat for rent in Sector 35I Kharghar,"₹ 19,800",₹ 70000,BHK2,2,1.0,,,,"['₹', '19,800', '/monthDeposit', '₹', '70000']"
17784,2 BHK Flat for rent in Sector 35I Kharghar,"₹ 15,000",month(s) rent,BHK2,2,1.0,,,,"['₹', '15,000', '/monthDeposit', '6', 'month(s)', 'rent']"
17785,3 BHK Flat for rent in Chakala,"₹ 80,000",₹ 300000,BHK3,3,1.0,,,1.0,"['₹', '80,000', '/monthDeposit', '₹', '300000']"
17786,2 BHK Flat for rent in Marve Road,"₹ 42,000",₹ 150000,BHK2,2,1.0,,,,"['₹', '42,000', '/monthDeposit', '₹', '150000']"
17787,2 BHK Flat for rent in Andheri (East),"₹ 35,000",₹ 100000,BHK2,2,1.0,1.0,1.0,,"['₹', '35,000', '/monthDeposit', '₹', '100000']"
17788,3 BHK Flat for rent in Borivali (East),"₹ 38,000",₹ 150000,BHK3,3,1.0,1.0,1.0,,"['₹', '38,000', '/monthDeposit', '₹', '150000']"
17789,2 BHK Flat for rent in Film City Road,"₹ 45,000",₹ 150000,BHK2,2,1.0,1.0,1.0,1.0,"['₹', '45,000', '/monthDeposit', '₹', '150000']"
17790,2 BHK Flat for rent in Bandra (West),"₹ 90,000",₹ 300000,BHK3,3,1.0,1.0,1.0,,"['₹', '90,000', '/monthDeposit', '₹', '300000']"
17791,1 BHK Flat for rent in Sector-19 Airoli,"₹ 20,000",₹ 50000,BHK1,1,1.0,1.0,1.0,,"['₹', '20,000', '/monthDeposit', '₹', '50000']"
17792,3 BHK Flat for rent in Bhandup (West),"₹ 45,000",₹ 6,BHK3,3,1.0,1.0,1.0,,"['₹', '45,000', '/monthDeposit', '₹', '6']"
17793,6 BHK Flat for rent in Goregaon (East),₹ 2.51,₹ 1000000,BHK8,8,1.0,,,,"['₹', '2.51', 'Lac', '/monthDeposit', '₹', '1000000']"
17794,2 BHK Flat for rent in Bombay Metro,"₹ 50,750",₹ 152250,BHK2,2,,1.0,1.0,1.0,"['₹', '50,750', '/monthDeposit', '₹', '152250']"
17795,3 BHK Flat for rent in Jogeshwari (East),₹ 1.25,₹ 500000,BHK3,3,1.0,,,1.0,"['₹', '1.25', 'Lac', '/monthDeposit', '₹', '500000']"
17796,1 BHK Flat for rent in Kasar vadavali,"₹ 14,000",₹ 50000,BHK1,1,1.0,,,,"['₹', '14,000', '/monthDeposit', '₹', '50000']"
17797,4 BHK Flat for rent in Dadar (East),₹ 1.8,₹ 1000000,BHK6,6,1.0,1.0,1.0,,"['₹', '1.8', 'Lac', '/monthDeposit', '₹', '1000000']"
17798,"2 BHK Flat for rent in Sector 10 kamothe, Near Aishwarya hotel","₹ 11,000",₹ 45000,BHK2,2,1.0,,,,"['₹', '11,000', '/monthDeposit', '₹', '45000']"
17799,2 BHK Flat for rent in Sector-28 Nerul,"₹ 23,000",₹ 50000,BHK2,2,1.0,,,,"['₹', '23,000', '/monthDeposit', '₹', '50000']"
17800,2 BHK Flat for rent in Azad Nagar,"₹ 50,000",₹ 150000,BHK2,2,1.0,1.0,1.0,,"['₹', '50,000', '/monthDeposit', '₹', '150000']"
17801,2 BHK Flat for rent in Sector 36 Kamothe,"₹ 13,500",₹ 50000,BHK2,2,1.0,1.0,,,"['₹', '13,500', '/monthDeposit', '₹', '50000']"
17802,2 BHK Flat for rent in Sector-19 Airoli,"₹ 35,000",₹ 100000,BHK2,2,1.0,,,,"['₹', '35,000', '/monthDeposit', '₹', '100000']"
17803,2 BHK Flat for rent in Malad (West),"₹ 45,000",₹ 200000,BHK2,2,1.0,1.0,1.0,1.0,"['₹', '45,000', '/monthDeposit', '₹', '200000']"
17804,2 BHK Flat for rent in Thakur Village,"₹ 35,000",₹ 150000,BHK2,2,1.0,,,,"['₹', '35,000', '/monthDeposit', '₹', '150000']"
17805,2 BHK Flat for rent in Sector-8 Kopar Khairane,"₹ 25,000",₹ 100000,BHK2,2,1.0,1.0,1.0,1.0,"['₹', '25,000', '/monthDeposit', '₹', '100000']"
17806,1 BHK Flat for rent in Nilje Gaon,₹ 9500,₹ 60000,BHK1,1,1.0,1.0,1.0,,"['₹', '9500', '/monthDeposit', '₹', '60000']"
17807,3 BHK Flat for rent in Goregaon (East),"₹ 95,000",₹ 500000,BHK3,3,1.0,,,,"['₹', '95,000', '/monthDeposit', '₹', '500000']"
17808,3 BHK Flat for rent in Balkum,"₹ 30,000",month(s) rent,BHK3,3,1.0,1.0,1.0,,"['₹', '30,000', '/monthDeposit', '5', 'month(s)', 'rent']"
17809,3 BHK Flat for rent in Sector 10 Kharghar,"₹ 34,000",₹ 150000,BHK3,3,1.0,,,,"['₹', '34,000', '/monthDeposit', '₹', '150000']"
17810,3 BHK Flat for rent in G B Road,"₹ 35,000",month(s) rent,BHK3,3,1.0,1.0,1.0,1.0,"['₹', '35,000', '/monthDeposit', '6', 'month(s)', 'rent']"
17811,3 BHK Flat for rent in G B Road,"₹ 35,000",month(s) rent,BHK3,3,1.0,1.0,1.0,1.0,"['₹', '35,000', '/monthDeposit', '6', 'month(s)', 'rent']"
17812,2 BHK Flat for rent in Alika Nagar,"₹ 31,000",₹ 150000,BHK2,2,1.0,1.0,,,"['₹', '31,000', '/monthDeposit', '₹', '150000']"
17813,"1 BHK Flat for rent in Ghodbandar Road, Thane","₹ 22,000",₹ 100000,BHK1,1,1.0,,,,"['₹', '22,000', '/monthDeposit', '₹', '100000']"
17814,2 BHK Flat for rent in Parsik Nagar,"₹ 20,000",₹ 100000,BHK2,2,1.0,,,,"['₹', '20,000', '/monthDeposit', '₹', '100000']"
17815,1 BHK Flat for rent in Vikhroli (East),"₹ 44,000",₹ 200000,BHK1,1,1.0,,,,"['₹', '44,000', '/monthDeposit', '₹', '200000']"
17816,2 BHK Flat for rent in Bandra (West),"₹ 90,000",₹ 500000,BHK2,2,1.0,1.0,1.0,,"['₹', '90,000', '/monthDeposit', '₹', '500000']"
17817,2 BHK Flat for rent in Sector-46 Seawoods,"₹ 46,000",month(s) rent,BHK2,2,1.0,,,1.0,"['₹', '46,000', '/monthDeposit', '3', 'month(s)', 'rent']"
17818,3 BHK Flat for rent in Thakur Village,"₹ 42,000",₹ 200000,BHK2,2,1.0,,,,"['₹', '42,000', '/monthDeposit', '₹', '200000']"
17819,3 BHK Flat for rent in Yamuna Nagar,₹ 1.1,₹ 500000,BHK3,3,1.0,1.0,1.0,1.0,"['₹', '1.1', 'Lac', '/monthDeposit', '₹', '500000']"
17820,3 BHK Flat for rent in 4 Bunglows,"₹ 95,000",₹ 400000,BHK3,3,1.0,,,,"['₹', '95,000', '/monthDeposit', '₹', '400000']"
17821,2 BHK Flat for rent in Bandra (West),"₹ 80,000",₹ 200000,BHK2,2,1.0,1.0,1.0,,"['₹', '80,000', '/monthDeposit', '₹', '200000']"
17822,4 BHK Flat for rent in Bandra West,₹ 4,Lac /month,BHK4,4,1.0,1.0,1.0,1.0,"['₹', '4', 'Lac', '/month']"
17823,2 BHK Flat for rent in Mindspace,"₹ 43,000",₹ 200000,BHK2,2,1.0,,,,"['₹', '43,000', '/monthDeposit', '₹', '200000']"
17824,2 BHK Flat for rent in Chembur,"₹ 35,000",₹ 150000,BHK2,2,1.0,1.0,1.0,,"['₹', '35,000', '/monthDeposit', '₹', '150000']"
17825,1 BHK Flat for rent in Chembur,"₹ 26,000",₹ 100000,BHK2,2,,1.0,1.0,,"['₹', '26,000', '/monthDeposit', '₹', '100000']"
17826,1 BHK Flat for rent in Borivali (East),"₹ 17,000",₹ 50000,BHK1,1,1.0,,,,"['₹', '17,000', '/monthDeposit', '₹', '50000']"
17827,3 BHK Flat for rent in Goregaon (East),"₹ 95,000",₹ 300000,BHK3,3,1.0,,,,"['₹', '95,000', '/monthDeposit', '₹', '300000']"
17828,2 BHK Flat for rent in Sector 21 Ulwe,"₹ 12,000",₹ 50000,BHK2,2,1.0,,1.0,,"['₹', '12,000', '/monthDeposit', '₹', '50000']"
17829,3 BHK Flat for rent in Tilak Nagar,"₹ 40,500",₹ 230000,BHK2,2,1.0,1.0,1.0,,"['₹', '40,500', '/monthDeposit', '₹', '230000']"
17830,2 BHK Flat for rent in Hira Nagar,"₹ 30,000","30,000 /month",BHK2,2,1.0,,,,"['₹', '30,000', '/month']"
17831,2 BHK Flat for rent in Charkop,"₹ 34,000",₹ 150000,BHK2,2,1.0,,,,"['₹', '34,000', '/monthDeposit', '₹', '150000']"
17832,2 BHK Flat for rent in Powai,"₹ 60,000",₹ 300000,BHK2,2,1.0,1.0,1.0,,"['₹', '60,000', '/monthDeposit', '₹', '300000']"
17833,3 BHK Flat for rent in Sector 12 Kharghar,"₹ 34,000",month(s) rent,BHK3,3,1.0,,,,"['₹', '34,000', '/monthDeposit', '6', 'month(s)', 'rent']"
17834,4 BHK Flat for rent in LBS Marg,"₹ 85,000",month(s) rent,BHK6,6,1.0,,,,"['₹', '85,000', '/monthDeposit', '6', 'month(s)', 'rent']"
17835,2 BHK Flat for rent in Thakur Village,"₹ 42,000",₹ 150000,BHK2,2,1.0,,,,"['₹', '42,000', '/monthDeposit', '₹', '150000']"
17836,1 BHK Flat for rent in Hiranandani Estate,"₹ 19,500",₹ 100000,BHK1,1,1.0,1.0,1.0,,"['₹', '19,500', '/monthDeposit', '₹', '100000']"
17837,2 BHK Flat for rent in kurla (west),"₹ 39,000",₹ 150000,BHK2,2,1.0,1.0,1.0,,"['₹', '39,000', '/monthDeposit', '₹', '150000']"
17838,3 BHK Flat for rent in Sector 8 Airoli,"₹ 42,000",₹ 100000,BHK2,2,1.0,,,,"['₹', '42,000', '/monthDeposit', '₹', '100000']"
17839,2 BHK Flat for rent in Mindspace,"₹ 55,000",₹ 200000,BHK2,2,1.0,,,1.0,"['₹', '55,000', '/monthDeposit', '₹', '200000']"
17840,2 BHK Flat for rent in Badlapur (East),₹ 7500,₹ 40000,BHK2,2,1.0,,,,"['₹', '7500', '/monthDeposit', '₹', '40000']"
17841,3 BHK Flat for rent in Santacruz (West),₹ 2,₹ 1000000,BHK3,3,,1.0,1.0,,"['₹', '2', 'Lac', '/monthDeposit', '₹', '1000000']"
17842,3 BHK Flat for rent in Santacruz (West),₹ 2,₹ 1000000,BHK3,3,,1.0,1.0,,"['₹', '2', 'Lac', '/monthDeposit', '₹', '1000000']"
17843,2 BHK Flat for rent in Mulund (West),"₹ 38,000",month(s) rent,BHK2,2,1.0,,,,"['₹', '38,000', '/monthDeposit', '3', 'month(s)', 'rent']"
