price,title,longitude,latitude,floor,furnishing,tenants preferred,bathroom,balcony,availability,facing,overlooking,car parking,owner resides,address,gmaps_info,coord
"₹ 14,000",2 BHK Apartment for rent in Dwarka Sector 7 75 sqft,28.588363647460934,77.07222747802734,1 out of 3 Floors,Unfurnished,Bachelors/Family,1,1,Immediately,,,,," Dwarka Sector 7, New Delhi","[{'address_components': [{'long_name': 'Sector 7 Dwarka', 'short_name': 'Sector 7 Dwarka', 'types': ['political', 'sublocality', 'sublocality_level_2']}, {'long_name': 'Dwarka', 'short_name': 'Dwarka', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'New Delhi', 'short_name': 'New Delhi', 'types': ['locality', 'political']}, {'long_name': 'South West Delhi', 'short_name': 'South West Delhi', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Delhi', 'short_name': 'DL', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}], 'formatted_address': 'Sector 7 Dwarka, Dwarka, New Delhi, Delhi, India', 'geometry': {'bounds': {'northeast': {'lat': 28.5948867, 'lng': 77.0800326}, 'southwest': {'lat': 28.5804769, 'lng': 77.06571319999999}}, 'location': {'lat': 28.5842915, 'lng': 77.07155639999999}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 28.5948867, 'lng': 77.0800326}, 'southwest': {'lat': 28.5804769, 'lng': 77.06571319999999}}}, 'place_id': 'ChIJm5HKhT4bDTkRctdatTv7ZpU', 'types': ['political', 'sublocality', 'sublocality_level_2']}]","(28.5842915, 77.07155639999999)"
₹ 1.1 Lac,3 BHK Builder Floor for rent in Panchsheel Park 2400 sqft,77.21608499999999,28.5415056,1 out of 4 Floors,Semi-Furnished,Bachelors/Family,4,2,Immediately,North - West,Garden/Park,2 Covered,Same Premise," Panchsheel Park, New Delhi","[{'address_components': [{'long_name': 'Panchsheel Park', 'short_name': 'Panchsheel Park', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'New Delhi', 'short_name': 'New Delhi', 'types': ['locality', 'political']}, {'long_name': 'South Delhi', 'short_name': 'South Delhi', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Delhi', 'short_name': 'DL', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}], 'formatted_address': 'Panchsheel Park, New Delhi, Delhi, India', 'geometry': {'bounds': {'northeast': {'lat': 28.549082, 'lng': 77.2200901}, 'southwest': {'lat': 28.538092, 'lng': 77.208764}}, 'location': {'lat': 28.5415056, 'lng': 77.21608499999999}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 28.549082, 'lng': 77.2200901}, 'southwest': {'lat': 28.538092, 'lng': 77.208764}}}, 'place_id': 'ChIJE7FydxfiDDkR8askjRAvueA', 'types': ['political', 'sublocality', 'sublocality_level_1']}]","(28.5415056, 77.21608499999999)"
"₹ 50,000",3 BHK Builder Floor for rent in East Of Kailash 1300 sqft,28.55734443664551,77.25089263916016,2 out of 4 Floors,Semi-Furnished,Bachelors,2,2,Immediately,East,Garden/Park,,," East Of Kailash, New Delhi","[{'address_components': [{'long_name': 'East of Kailash', 'short_name': 'East of Kailash', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'New Delhi', 'short_name': 'New Delhi', 'types': ['locality', 'political']}, {'long_name': 'South Delhi', 'short_name': 'South Delhi', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Delhi', 'short_name': 'DL', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}, {'long_name': '110065', 'short_name': '110065', 'types': ['postal_code']}], 'formatted_address': 'East of Kailash, New Delhi, Delhi 110065, India', 'geometry': {'bounds': {'northeast': {'lat': 28.5626577, 'lng': 77.26241639999999}, 'southwest': {'lat': 28.55198, 'lng': 77.239317}}, 'location': {'lat': 28.5583464, 'lng': 77.2530829}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 28.5626577, 'lng': 77.26241639999999}, 'southwest': {'lat': 28.55198, 'lng': 77.239317}}}, 'place_id': 'ChIJm3fmGMjjDDkR0SBZ3jLAlYo', 'types': ['political', 'sublocality', 'sublocality_level_1']}]","(28.5583464, 77.2530829)"
"₹ 75,000",3 BHK Builder Floor for rent in Greater Kailash 1 2000 sqft,28.55557632446289,77.23369598388672,3 out of 4 Floors,Semi-Furnished,Bachelors,3,2,Immediately,East,Garden/Park,,," Greater Kailash 1, New Delhi","[{'address_components': [{'long_name': 'Greater Kailash-1', 'short_name': 'Greater Kailash-1', 'types': ['neighborhood', 'political']}, {'long_name': 'Block E', 'short_name': 'Block E', 'types': ['political', 'sublocality', 'sublocality_level_3']}, {'long_name': 'Greater Kailash I', 'short_name': 'G K 1', 'types': ['political', 'sublocality', 'sublocality_level_2']}, {'long_name': 'Greater Kailash', 'short_name': 'Greater Kailash', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'New Delhi', 'short_name': 'New Delhi', 'types': ['locality', 'political']}, {'long_name': 'South East Delhi', 'short_name': 'South East Delhi', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Delhi', 'short_name': 'DL', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}, {'long_name': '110048', 'short_name': '110048', 'types': ['postal_code']}], 'formatted_address': 'Greater Kailash-1, Block E, Greater Kailash I, Greater Kailash, New Delhi, Delhi 110048, India', 'geometry': {'bounds': {'northeast': {'lat': 28.5532316, 'lng': 77.247613}, 'southwest': {'lat': 28.5440462, 'lng': 77.23046699999999}}, 'location': {'lat': 28.5502164, 'lng': 77.2397968}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 28.5532316, 'lng': 77.247613}, 'southwest': {'lat': 28.5440462, 'lng': 77.23046699999999}}}, 'place_id': 'ChIJG5UEtszjDDkRZ8wqZe_XCBQ', 'types': ['neighborhood', 'political']}]","(28.5502164, 77.2397968)"
"₹ 55,000",2 BHK Builder Floor for rent in Greater Kailash 1 1800 sqft,28.55557632446289,77.23369598388672,3 out of 4 Floors,Unfurnished,Bachelors,2,2,Immediately,East,"Garden/Park, Main Road",,," Greater Kailash 1, New Delhi","[{'address_components': [{'long_name': 'Greater Kailash-1', 'short_name': 'Greater Kailash-1', 'types': ['neighborhood', 'political']}, {'long_name': 'Block E', 'short_name': 'Block E', 'types': ['political', 'sublocality', 'sublocality_level_3']}, {'long_name': 'Greater Kailash I', 'short_name': 'G K 1', 'types': ['political', 'sublocality', 'sublocality_level_2']}, {'long_name': 'Greater Kailash', 'short_name': 'Greater Kailash', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'New Delhi', 'short_name': 'New Delhi', 'types': ['locality', 'political']}, {'long_name': 'South East Delhi', 'short_name': 'South East Delhi', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Delhi', 'short_name': 'DL', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}, {'long_name': '110048', 'short_name': '110048', 'types': ['postal_code']}], 'formatted_address': 'Greater Kailash-1, Block E, Greater Kailash I, Greater Kailash, New Delhi, Delhi 110048, India', 'geometry': {'bounds': {'northeast': {'lat': 28.5532316, 'lng': 77.247613}, 'southwest': {'lat': 28.5440462, 'lng': 77.23046699999999}}, 'location': {'lat': 28.5502164, 'lng': 77.2397968}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 28.5532316, 'lng': 77.247613}, 'southwest': {'lat': 28.5440462, 'lng': 77.23046699999999}}}, 'place_id': 'ChIJG5UEtszjDDkRZ8wqZe_XCBQ', 'types': ['neighborhood', 'political']}]","(28.5502164, 77.2397968)"
"₹ 25,000",2 BHK Builder Floor for rent in Malviya Nagar 1150 sqft,28.52705001831055,77.2357177734375,Ground out of 4 Floors,Semi-Furnished,Bachelors,2,2,Immediately,South,Garden/Park,,," Malviya Nagar, New Delhi","[{'address_components': [{'long_name': 'Malviya Nagar', 'short_name': 'Malviya Nagar', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'New Delhi', 'short_name': 'New Delhi', 'types': ['locality', 'political']}, {'long_name': 'South Delhi', 'short_name': 'South Delhi', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Delhi', 'short_name': 'DL', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}, {'long_name': '110017', 'short_name': '110017', 'types': ['postal_code']}], 'formatted_address': 'Malviya Nagar, New Delhi, Delhi 110017, India', 'geometry': {'bounds': {'northeast': {'lat': 28.5418811, 'lng': 77.22456009999999}, 'southwest': {'lat': 28.5277799, 'lng': 77.1949881}}, 'location': {'lat': 28.5342332, 'lng': 77.2094473}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 28.5418811, 'lng': 77.22456009999999}, 'southwest': {'lat': 28.5277799, 'lng': 77.1949881}}}, 'place_id': 'ChIJA20wfR7iDDkRSHY9MsuMSwk', 'types': ['political', 'sublocality', 'sublocality_level_1']}]","(28.5342332, 77.2094473)"
₹ 5 Lac,5 BHK Villa for rent in Chanakyapuri 5000 sqft,77.1904041,28.5972383,,Unfurnished,Bachelors/Family,5,3,Immediately,North - East,Garden/Park,,," Chanakyapuri, New Delhi","[{'address_components': [{'long_name': 'Chanakyapuri', 'short_name': 'Chanakyapuri', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'New Delhi', 'short_name': 'New Delhi', 'types': ['locality', 'political']}, {'long_name': 'New Delhi', 'short_name': 'New Delhi', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Delhi', 'short_name': 'DL', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}], 'formatted_address': 'Chanakyapuri, New Delhi, Delhi, India', 'geometry': {'bounds': {'northeast': {'lat': 28.6098751, 'lng': 77.200598}, 'southwest': {'lat': 28.5808729, 'lng': 77.1683911}}, 'location': {'lat': 28.5972383, 'lng': 77.1904041}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 28.6098751, 'lng': 77.200598}, 'southwest': {'lat': 28.5808729, 'lng': 77.1683911}}}, 'place_id': 'ChIJoQX2wWcdDTkRrfapdHUI6BM', 'types': ['political', 'sublocality', 'sublocality_level_1']}]","(28.5972383, 77.1904041)"
"₹ 38,000",3 BHK Builder Floor for rent in Janakpuri 1550 sqft,28.62105369567871,77.09053039550781,3 out of 4 Floors,Semi-Furnished,Bachelors/Family,3,2,Immediately,North - East,Garden/Park,1 Covered,," Janakpuri, New Delhi","[{'address_components': [{'long_name': 'Janakpuri', 'short_name': 'Janakpuri', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'New Delhi', 'short_name': 'New Delhi', 'types': ['locality', 'political']}, {'long_name': 'West Delhi', 'short_name': 'West Delhi', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Delhi', 'short_name': 'DL', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}], 'formatted_address': 'Janakpuri, New Delhi, Delhi, India', 'geometry': {'bounds': {'northeast': {'lat': 28.636713, 'lng': 77.11400390000001}, 'southwest': {'lat': 28.605395, 'lng': 77.0670549}}, 'location': {'lat': 28.621899, 'lng': 77.08783849999999}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 28.636713, 'lng': 77.11400390000001}, 'southwest': {'lat': 28.605395, 'lng': 77.0670549}}}, 'place_id': 'ChIJD00Ga7oEDTkRPmD-EvfNCfY', 'types': ['political', 'sublocality', 'sublocality_level_1']}]","(28.621899, 77.08783849999999)"
"₹ 9,500",1 BHK Builder Floor for rent in Saket,28.523548126220703,77.20889282226562,1 out of 4 Floors,Unfurnished,Bachelors/Family,1,1,Immediately,South - East,"Garden/Park, Main Road",,," Saket, New Delhi","[{'address_components': [{'long_name': 'Saket', 'short_name': 'Saket', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'New Delhi', 'short_name': 'New Delhi', 'types': ['locality', 'political']}, {'long_name': 'South Delhi', 'short_name': 'South Delhi', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Delhi', 'short_name': 'DL', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}, {'long_name': '110017', 'short_name': '110017', 'types': ['postal_code']}], 'formatted_address': 'Saket, New Delhi, Delhi 110017, India', 'geometry': {'bounds': {'northeast': {'lat': 28.529262, 'lng': 77.2166529}, 'southwest': {'lat': 28.517834, 'lng': 77.20119559999999}}, 'location': {'lat': 28.5220971, 'lng': 77.2101534}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 28.529262, 'lng': 77.2166529}, 'southwest': {'lat': 28.517834, 'lng': 77.20119559999999}}}, 'place_id': 'ChIJ3T8F3fDhDDkRnxNgWBpc2Zc', 'types': ['political', 'sublocality', 'sublocality_level_1']}]","(28.5220971, 77.2101534)"
"₹ 12,000","1 BHK Builder Floor for rent in Tagore Garden, Rajouri Garden, Najafgarh Road",77.11283874511719,28.64379119873047,2 out of 3 Floors,Semi-Furnished,Bachelors/Family,1,2,Immediately,East,,,," Tagore Garden, Rajouri Garden, Najafgarh Road, New Delhi","[{'address_components': [{'long_name': 'Najafgarh Road', 'short_name': 'NG Road', 'types': ['route']}, {'long_name': 'Tagore Garden', 'short_name': 'Tagore Garden', 'types': ['political', 'sublocality', 'sublocality_level_2']}, {'long_name': 'Tagore Garden Extension', 'short_name': 'Tagore Garden Extension', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'New Delhi', 'short_name': 'New Delhi', 'types': ['locality', 'political']}, {'long_name': 'West Delhi', 'short_name': 'West Delhi', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Delhi', 'short_name': 'DL', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}], 'formatted_address': 'Najafgarh Rd, Tagore Garden, Tagore Garden Extension, New Delhi, Delhi, India', 'geometry': {'bounds': {'northeast': {'lat': 28.6468013, 'lng': 77.11738059999999}, 'southwest': {'lat': 28.6411837, 'lng': 77.10665519999999}}, 'location': {'lat': 28.6435865, 'lng': 77.1122905}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 28.6468013, 'lng': 77.11738059999999}, 'southwest': {'lat': 28.6411837, 'lng': 77.10665519999999}}}, 'place_id': 'Ek1OYWphZmdhcmggUmQsIFRhZ29yZSBHYXJkZW4sIFRhZ29yZSBHYXJkZW4gRXh0ZW5zaW9uLCBOZXcgRGVsaGksIERlbGhpLCBJbmRpYSIuKiwKFAoSCTurWs8NAw05EQEthbZfbzh-EhQKEgkZfze2egMNORFT1m8Rt5HMEg', 'types': ['route']}]","(28.6435865, 77.1122905)"
"₹ 45,000","2 BHK Builder Floor for rent in Old Rajendra Nagar, Rajinder Nagar 850 sqft",28.63959312438965,77.18600463867188,Ground out of 4 Floors,Furnished,Bachelors,2,1,Immediately,,Main Road,,," Old Rajendra Nagar, Rajinder Nagar, New Delhi","[{'address_components': [{'long_name': 'Old Rajinder Nagar', 'short_name': 'Old Rajinder Nagar', 'types': ['political', 'sublocality', 'sublocality_level_2']}, {'long_name': 'Rajinder Nagar', 'short_name': 'Rajinder Nagar', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'New Delhi', 'short_name': 'New Delhi', 'types': ['locality', 'political']}, {'long_name': 'Central Delhi', 'short_name': 'Central Delhi', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Delhi', 'short_name': 'DL', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}], 'formatted_address': 'Old Rajinder Nagar, Rajinder Nagar, New Delhi, Delhi, India', 'geometry': {'bounds': {'northeast': {'lat': 28.645115, 'lng': 77.19719099999999}, 'southwest': {'lat': 28.6340701, 'lng': 77.17481389999999}}, 'location': {'lat': 28.6404268, 'lng': 77.18589949999999}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 28.645115, 'lng': 77.19719099999999}, 'southwest': {'lat': 28.6340701, 'lng': 77.17481389999999}}}, 'place_id': 'ChIJY9GcLqMCDTkRtRLSiFBTQlo', 'types': ['political', 'sublocality', 'sublocality_level_2']}]","(28.6404268, 77.18589949999999)"
"₹ 16,000",2 BHK Builder Floor for rent in Laxmi Nagar 720 sqft,28.63454627990723,77.2745590209961,2 out of 3 Floors,Furnished,Bachelors/Family,1,1,Immediately,North - East,"Main Road, Garden/Park",,," Laxmi Nagar, New Delhi","[{'address_components': [{'long_name': 'Laxmi Nagar', 'short_name': 'Laxmi Nagar', 'types': ['neighborhood', 'political']}, {'long_name': 'Block S1', 'short_name': 'Block S1', 'types': ['political', 'sublocality', 'sublocality_level_3']}, {'long_name': 'Nanakpura', 'short_name': 'Nanakpura', 'types': ['political', 'sublocality', 'sublocality_level_2']}, {'long_name': 'Shakarpur', 'short_name': 'Shakarpur', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'New Delhi', 'short_name': 'New Delhi', 'types': ['locality', 'political']}, {'long_name': 'East Delhi', 'short_name': 'East Delhi', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Delhi', 'short_name': 'DL', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}, {'long_name': '110092', 'short_name': '110092', 'types': ['postal_code']}], 'formatted_address': 'Laxmi Nagar, Block S1, Nanakpura, Shakarpur, New Delhi, Delhi 110092, India', 'geometry': {'bounds': {'northeast': {'lat': 28.628037, 'lng': 77.27903359999999}, 'southwest': {'lat': 28.6270614, 'lng': 77.27794469999999}}, 'location': {'lat': 28.6275609, 'lng': 77.2784081}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 28.6288981802915, 'lng': 77.2798381302915}, 'southwest': {'lat': 28.6262002197085, 'lng': 77.27714016970849}}}, 'place_id': 'ChIJ_6e2GVPjDDkRJ9U6QoDKfRI', 'types': ['neighborhood', 'political']}]","(28.6275609, 77.2784081)"
