price,title,longitude,latitude,floor,furnishing,tenants preferred,bathroom,balcony,availability,facing,overlooking,car parking,owner resides,address,gmaps_info,coord
"₹ 9,800","2 BHK Builder Floor for rent in Mahaveer Nagar, South Extension 675 sqft",77.2243488,28.5727696,Ground out of 4 Floors,Unfurnished,Bachelors/Family,2,,Immediately,,,,," Mahaveer Nagar, South Extension, New Delhi","[{'address_components': [{'long_name': 'Mahaveer Nagar', 'short_name': 'Mahaveer Nagar', 'types': ['political', 'sublocality', 'sublocality_level_3']}, {'long_name': 'South Extension', 'short_name': 'South Extension', 'types': ['neighborhood', 'political']}, {'long_name': 'Bhola Nagar', 'short_name': 'Bhola Nagar', 'types': ['political', 'sublocality', 'sublocality_level_2']}, {'long_name': 'South Extension I', 'short_name': 'South Extension I', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'New Delhi', 'short_name': 'New Delhi', 'types': ['locality', 'political']}, {'long_name': 'South Delhi', 'short_name': 'South Delhi', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Delhi', 'short_name': 'DL', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}, {'long_name': '110003', 'short_name': '110003', 'types': ['postal_code']}], 'formatted_address': 'South Extension, Mahaveer Nagar, Bhola Nagar, South Extension I, New Delhi, Delhi 110003, India', 'geometry': {'bounds': {'northeast': {'lat': 28.5759361, 'lng': 77.2268929}, 'southwest': {'lat': 28.5706421, 'lng': 77.223004}}, 'location': {'lat': 28.5727696, 'lng': 77.2243488}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 28.5759361, 'lng': 77.2268929}, 'southwest': {'lat': 28.5706421, 'lng': 77.223004}}}, 'place_id': 'ChIJe7Pj41viDDkRaex_C4ohGbI', 'types': ['political', 'sublocality', 'sublocality_level_3']}]","(28.5727696, 77.2243488)"
"₹ 80,000","4 BHK Apartment for rent in DDA Flats Vasant Kunj, Vasant Kunj 2500 sqft",28.53838483,77.09200984,,,,,,,,,,," DDA Flats Vasant Kunj, Vasant Kunj, New Delhi","[{'address_components': [{'long_name': 'Vasant Kunj Marg', 'short_name': 'Vasant Kunj Marg', 'types': ['route']}, {'long_name': 'Rangpuri Pahari', 'short_name': 'Rangpuri Pahari', 'types': ['political', 'sublocality', 'sublocality_level_2']}, {'long_name': 'Mahipalpur', 'short_name': 'Mahipalpur', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'New Delhi', 'short_name': 'New Delhi', 'types': ['locality', 'political']}, {'long_name': 'New Delhi', 'short_name': 'New Delhi', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Delhi', 'short_name': 'DL', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}, {'long_name': '110076', 'short_name': '110076', 'types': ['postal_code']}], 'formatted_address': 'Vasant Kunj Marg, Rangpuri Pahari, Mahipalpur, New Delhi, Delhi 110076, India', 'geometry': {'location': {'lat': 28.5376652, 'lng': 77.1335282}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 28.5390141802915, 'lng': 77.13487718029151}, 'southwest': {'lat': 28.5363162197085, 'lng': 77.13217921970849}}}, 'place_id': 'ChIJB94vRdcdDTkRe8Ro4d90stc', 'plus_code': {'compound_code': 'G4QM+3C Delhi, India', 'global_code': '7JWVG4QM+3C'}, 'types': ['establishment', 'lodging', 'point_of_interest']}, {'address_components': [{'long_name': 'Vasant Kunj', 'short_name': 'Vasant Kunj', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Rangpuri Pahari', 'short_name': 'Rangpuri Pahari', 'types': ['political', 'sublocality', 'sublocality_level_2']}, {'long_name': 'New Delhi', 'short_name': 'New Delhi', 'types': ['locality', 'political']}, {'long_name': 'New Delhi', 'short_name': 'New Delhi', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Delhi', 'short_name': 'DL', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}, {'long_name': '110070', 'short_name': '110070', 'types': ['postal_code']}], 'formatted_address': 'Rangpuri Pahari, Vasant Kunj, New Delhi, Delhi 110070, India', 'geometry': {'location': {'lat': 28.5384084, 'lng': 77.1332192}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 28.5397573802915, 'lng': 77.13456818029151}, 'southwest': {'lat': 28.5370594197085, 'lng': 77.13187021970849}}}, 'place_id': 'ChIJ_6swrmUdDTkRVkPEau85uzw', 'plus_code': {'compound_code': 'G4QM+97 Delhi, India', 'global_code': '7JWVG4QM+97'}, 'types': ['establishment', 'point_of_interest']}]","(28.5384084, 77.1332192)"
"₹ 30,000","2 BHK Builder Floor for rent in NEB Valley Society, Saket 1000 sqft",28.5131430079774,77.2047032100515,,,,,,,,,,," NEB Valley Society, Saket, New Delhi","[{'address_components': [{'long_name': 'Neb Sarai', 'short_name': 'Neb Sarai', 'types': ['political', 'sublocality', 'sublocality_level_2']}, {'long_name': 'Block H', 'short_name': 'Block H', 'types': ['political', 'sublocality', 'sublocality_level_3']}, {'long_name': 'Sainik Farm', 'short_name': 'Sainik Farm', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'New Delhi', 'short_name': 'New Delhi', 'types': ['locality', 'political']}, {'long_name': 'South Delhi', 'short_name': 'South Delhi', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Delhi', 'short_name': 'DL', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}, {'long_name': '110062', 'short_name': '110062', 'types': ['postal_code']}], 'formatted_address': 'Block H, Neb Sarai, Sainik Farm, New Delhi, Delhi 110062, India', 'geometry': {'location': {'lat': 28.5096385, 'lng': 77.2053054}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 28.5109874802915, 'lng': 77.2066543802915}, 'southwest': {'lat': 28.50828951970849, 'lng': 77.20395641970849}}}, 'place_id': 'ChIJ93H9KubhDDkRE4oLzzZ5C7U', 'plus_code': {'compound_code': 'G654+V4 Sainik Farm, New Delhi, Delhi, India', 'global_code': '7JWVG654+V4'}, 'types': ['establishment', 'point_of_interest']}]","(28.5096385, 77.2053054)"
"₹ 11,000","3 BHK Builder Floor for rent in Raja Puri, Matiala 900 sqft",77.0557268,28.6056958,4 out of 4 Floors,Semi-Furnished,Bachelors/Family,2,,Immediately,,,,," Raja Puri, Matiala, New Delhi","[{'address_components': [{'long_name': 'Raja Puri', 'short_name': 'Raja Puri', 'types': ['political', 'sublocality', 'sublocality_level_2']}, {'long_name': 'Matiala', 'short_name': 'Matiala', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Delhi', 'short_name': 'Delhi', 'types': ['locality', 'political']}, {'long_name': 'South West Delhi', 'short_name': 'South West Delhi', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Delhi', 'short_name': 'DL', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}], 'formatted_address': 'Raja Puri, Matiala, Delhi, India', 'geometry': {'bounds': {'northeast': {'lat': 28.608356, 'lng': 77.058759}, 'southwest': {'lat': 28.6015801, 'lng': 77.050685}}, 'location': {'lat': 28.6056958, 'lng': 77.0557268}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 28.608356, 'lng': 77.058759}, 'southwest': {'lat': 28.6015801, 'lng': 77.050685}}}, 'place_id': 'ChIJs_tRXSobDTkRI4iKOYZKuuw', 'types': ['political', 'sublocality', 'sublocality_level_2']}]","(28.6056958, 77.0557268)"
"₹ 10,000",2 BHK Builder Floor for rent in Jhilmil Colony 1000 sqft,28.66811370849609,77.30692291259766,4 out of 4 Floors,Semi-Furnished,Bachelors,1,1,Immediately,East,"Garden/Park, Main Road",,," Jhilmil Colony, New Delhi","[{'address_components': [{'long_name': 'Jhilmil Colony', 'short_name': 'Jhilmil Colony', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'New Delhi', 'short_name': 'New Delhi', 'types': ['locality', 'political']}, {'long_name': 'East Delhi', 'short_name': 'East Delhi', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Delhi', 'short_name': 'DL', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}, {'long_name': '110095', 'short_name': '110095', 'types': ['postal_code']}], 'formatted_address': 'Jhilmil Colony, New Delhi, Delhi 110095, India', 'geometry': {'bounds': {'northeast': {'lat': 28.67632, 'lng': 77.3228701}, 'southwest': {'lat': 28.665945, 'lng': 77.3032739}}, 'location': {'lat': 28.6715031, 'lng': 77.30662579999999}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 28.67632, 'lng': 77.3228701}, 'southwest': {'lat': 28.665945, 'lng': 77.3032739}}}, 'place_id': 'ChIJTdK6IXP7DDkRVcfhbo-_BgI', 'types': ['political', 'sublocality', 'sublocality_level_1']}]","(28.6715031, 77.30662579999999)"
"₹ 15,000",1 BHK Builder Floor for rent in Patel Nagar West,28.65242958068848,77.16432189941406,3 out of 3 Floors,Furnished,Bachelors/Family,1,1,Immediately,East,"Garden/Park, Main Road",,," Patel Nagar West, New Delhi","[{'address_components': [{'long_name': 'West Patel Nagar', 'short_name': 'West Patel Nagar', 'types': ['political', 'sublocality', 'sublocality_level_2']}, {'long_name': 'Patel Nagar', 'short_name': 'Patel Nagar', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'New Delhi', 'short_name': 'New Delhi', 'types': ['locality', 'political']}, {'long_name': 'Central Delhi', 'short_name': 'Central Delhi', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Delhi', 'short_name': 'DL', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}, {'long_name': '110008', 'short_name': '110008', 'types': ['postal_code']}], 'formatted_address': 'West Patel Nagar, Patel Nagar, New Delhi, Delhi 110008, India', 'geometry': {'bounds': {'northeast': {'lat': 28.65647359999999, 'lng': 77.16988479999999}, 'southwest': {'lat': 28.6473098, 'lng': 77.157741}}, 'location': {'lat': 28.6518267, 'lng': 77.1644665}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 28.65647359999999, 'lng': 77.16988479999999}, 'southwest': {'lat': 28.6473098, 'lng': 77.157741}}}, 'place_id': 'ChIJC9u1JO4CDTkRrQUrO4fpkFY', 'types': ['political', 'sublocality', 'sublocality_level_2']}]","(28.6518267, 77.1644665)"
₹ 1 Lac,"4 BHK Builder Floor for rent in South Extension 2, South Ex 2 2700 sqft",28.56388854980469,77.22004699707031,1 out of 4 Floors,Unfurnished,Bachelors,4,3,Immediately,,,,," South Extension 2, South Ex 2, New Delhi","[{'address_components': [{'long_name': 'South Extension II', 'short_name': 'South Extension II', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'South Extension', 'short_name': 'South Extension', 'types': ['neighborhood', 'political']}, {'long_name': 'New Delhi', 'short_name': 'New Delhi', 'types': ['locality', 'political']}, {'long_name': 'South Delhi', 'short_name': 'South Delhi', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Delhi', 'short_name': 'DL', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}, {'long_name': '110049', 'short_name': '110049', 'types': ['postal_code']}], 'formatted_address': 'South Extension, South Extension II, New Delhi, Delhi 110049, India', 'geometry': {'bounds': {'northeast': {'lat': 28.5688831, 'lng': 77.225459}, 'southwest': {'lat': 28.5588959, 'lng': 77.21463399999999}}, 'location': {'lat': 28.5666032, 'lng': 77.2201326}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 28.5688831, 'lng': 77.225459}, 'southwest': {'lat': 28.5588959, 'lng': 77.21463399999999}}}, 'place_id': 'ChIJEak0_ELiDDkRIZ-YcbHniU4', 'types': ['political', 'sublocality', 'sublocality_level_1']}]","(28.5666032, 77.2201326)"
"₹ 31,000",Studio Apartment for rent in Vikaspuri,28.63776588439941,77.07596588134766,2 out of 3 Floors,Furnished,Bachelors/Family,3,2,Immediately,,,,," Vikaspuri, New Delhi","[{'address_components': [{'long_name': 'Vikaspuri', 'short_name': 'Vikaspuri', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'New Delhi', 'short_name': 'New Delhi', 'types': ['locality', 'political']}, {'long_name': 'West Delhi', 'short_name': 'West Delhi', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Delhi', 'short_name': 'DL', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}, {'long_name': '110018', 'short_name': '110018', 'types': ['postal_code']}], 'formatted_address': 'Vikaspuri, New Delhi, Delhi 110018, India', 'geometry': {'bounds': {'northeast': {'lat': 28.655628, 'lng': 77.088539}, 'southwest': {'lat': 28.6256079, 'lng': 77.06020099999999}}, 'location': {'lat': 28.6386438, 'lng': 77.07206}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 28.655628, 'lng': 77.088539}, 'southwest': {'lat': 28.6256079, 'lng': 77.06020099999999}}}, 'place_id': 'ChIJdwE-SekEDTkRuaLKac94nzE', 'types': ['political', 'sublocality', 'sublocality_level_1']}]","(28.6386438, 77.07206)"
₹ 1.2 Lac,4 BHK Builder Floor for rent in Sarvapriya Vihar 2500 sqft,28.540475845336914,77.20648193359375,3 out of 4 Floors,Semi-Furnished,Bachelors/Family,5,3,Immediately,North,Garden/Park,3 Covered,," Sarvapriya Vihar, New Delhi","[{'address_components': [{'long_name': 'Sarvapriya Vihar', 'short_name': 'Sarvapriya Vihar', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'New Delhi', 'short_name': 'New Delhi', 'types': ['locality', 'political']}, {'long_name': 'South Delhi', 'short_name': 'South Delhi', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Delhi', 'short_name': 'DL', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}], 'formatted_address': 'Sarvapriya Vihar, New Delhi, Delhi, India', 'geometry': {'bounds': {'northeast': {'lat': 28.543911, 'lng': 77.2099769}, 'southwest': {'lat': 28.53855, 'lng': 77.203669}}, 'location': {'lat': 28.542767, 'lng': 77.20674269999999}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 28.543911, 'lng': 77.2099769}, 'southwest': {'lat': 28.53855, 'lng': 77.203669}}}, 'place_id': 'ChIJUyJ46A_iDDkR__-FeCxFdW0', 'types': ['political', 'sublocality', 'sublocality_level_1']}]","(28.542767, 77.20674269999999)"
"₹ 45,000",3 BHK Builder Floor for rent in Lajpat Nagar 3 1700 sqft,28.56751251220703,77.23868560791016,2 out of 3 Floors,Unfurnished,Bachelors,3,2,Immediately,South - East,Garden/Park,"2 Covered, 1 Open",," Lajpat Nagar 3, New Delhi","[{'address_components': [{'long_name': 'Lajpat Nagar III', 'short_name': 'Lajpat Nagar III', 'types': ['political', 'sublocality', 'sublocality_level_2']}, {'long_name': 'Lajpat Nagar', 'short_name': 'Lajpat Nagar', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'New Delhi', 'short_name': 'New Delhi', 'types': ['locality', 'political']}, {'long_name': 'South Delhi', 'short_name': 'South Delhi', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Delhi', 'short_name': 'DL', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}], 'formatted_address': 'Lajpat Nagar III, Lajpat Nagar, New Delhi, Delhi, India', 'geometry': {'bounds': {'northeast': {'lat': 28.5706009, 'lng': 77.24644599999999}, 'southwest': {'lat': 28.564836, 'lng': 77.2339399}}, 'location': {'lat': 28.5674276, 'lng': 77.2397968}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 28.5706009, 'lng': 77.24644599999999}, 'southwest': {'lat': 28.564836, 'lng': 77.2339399}}}, 'place_id': 'ChIJ3-qeQ03iDDkR0DK1c9qd0qM', 'types': ['political', 'sublocality', 'sublocality_level_2']}]","(28.5674276, 77.2397968)"
"₹ 75,000",3 BHK Builder Floor for rent in Panchsheel Park 2000 sqft,28.5333423614502,77.2148742675781,2 out of 3 Floors,Unfurnished,Bachelors/Family,3,,Immediately,North - East,Garden/Park,"2 Covered, 1 Open",Same Premise," Panchsheel Park, New Delhi","[{'address_components': [{'long_name': 'Panchsheel Park', 'short_name': 'Panchsheel Park', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'New Delhi', 'short_name': 'New Delhi', 'types': ['locality', 'political']}, {'long_name': 'South Delhi', 'short_name': 'South Delhi', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Delhi', 'short_name': 'DL', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}], 'formatted_address': 'Panchsheel Park, New Delhi, Delhi, India', 'geometry': {'bounds': {'northeast': {'lat': 28.549082, 'lng': 77.2200901}, 'southwest': {'lat': 28.538092, 'lng': 77.208764}}, 'location': {'lat': 28.5415056, 'lng': 77.21608499999999}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 28.549082, 'lng': 77.2200901}, 'southwest': {'lat': 28.538092, 'lng': 77.208764}}}, 'place_id': 'ChIJE7FydxfiDDkR8askjRAvueA', 'types': ['political', 'sublocality', 'sublocality_level_1']}]","(28.5415056, 77.21608499999999)"
"₹ 48,000",3 BHK Builder Floor for rent in Saket 1800 sqft,28.5235481262207,77.2088928222656,1 out of 3 Floors,Unfurnished,Bachelors,3,3,Immediately,North - East,"Garden/Park, Main Road",2 Covered,," Saket, New Delhi","[{'address_components': [{'long_name': 'Saket', 'short_name': 'Saket', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'New Delhi', 'short_name': 'New Delhi', 'types': ['locality', 'political']}, {'long_name': 'South Delhi', 'short_name': 'South Delhi', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Delhi', 'short_name': 'DL', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}, {'long_name': '110017', 'short_name': '110017', 'types': ['postal_code']}], 'formatted_address': 'Saket, New Delhi, Delhi 110017, India', 'geometry': {'bounds': {'northeast': {'lat': 28.529262, 'lng': 77.2166529}, 'southwest': {'lat': 28.517834, 'lng': 77.20119559999999}}, 'location': {'lat': 28.5220971, 'lng': 77.2101534}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 28.529262, 'lng': 77.2166529}, 'southwest': {'lat': 28.517834, 'lng': 77.20119559999999}}}, 'place_id': 'ChIJ3T8F3fDhDDkRnxNgWBpc2Zc', 'types': ['political', 'sublocality', 'sublocality_level_1']}]","(28.5220971, 77.2101534)"
