price,title,latitude,longitude,floor,furnishing,tenants preferred,bathroom,balcony,availability,facing,overlooking,car parking,owner resides,curr_mark,hasLac,inr_pmo,usd_pmo
"₹ 28,500","3 BHK Apartment for rent in Roop Villa Apartment, Dwarka Sector 19 1900 sqft",28.5822201,77.0436733,,,,,,,,,,,₹,False,28500.0,399.63
"₹ 23,000","3 BHK Apartment for rent in Ankur Apartment, Paschim Vihar 1100 sqft",28.662873990541502,77.0977670161547,,,,,,,,,,,₹,False,23000.0,322.51
"₹ 24,000","3 BHK Apartment for rent in Sant Nagar Near East of Kailash, East of Kailash 1250 sqft",28.554370880126953,77.25187683105469,3 out of 4 Floors,Semi-Furnished,Bachelors,2,2,Immediately,East,Main Road,,,₹,False,24000.0,336.53
"₹ 25,222","2 BHK Apartment for rent in Nagarjuna Apartments, Mayur Vihar 1 1056 sqft",28.5853760153873,77.3008419125549,,,,,,,,,,,₹,False,25222.0,353.66
"₹ 56,000","3 BHK Builder Floor for rent in Patel Nagar East, Patel Nagar 1950 sqft",28.64567756652832,77.17430114746094,Ground out of 3 Floors,Semi-Furnished,Bachelors/Family,2,2,Immediately,East,"Garden/Park, Main Road",,,₹,False,56000.0,785.23
"₹ 32,000","3 BHK House for rent in Ganesh Market, Kirti Nagar 1700 sqft",,,3 out of 4 Floors,Semi-Furnished,Bachelors,3,2,Immediately,West,Garden/Park,"1 Covered, 2 Open",,₹,False,32000.0,448.7
"₹ 13,000",2 BHK Builder Floor for rent in Paschim Vihar 800 sqft,28.6695782,77.095956,2 out of 4 Floors,Semi-Furnished,Bachelors/Family,2,2,Immediately,East,"Garden/Park, Main Road",,,₹,False,13000.0,182.29
"₹ 13,000",2 BHK Apartment for rent in Paschim Vihar 700 sqft,28.6695782,77.095956,1 out of 4 Floors,Semi-Furnished,Bachelors/Family,1,2,Immediately,North - East,"Garden/Park, Main Road",,,₹,False,13000.0,182.29
"₹ 28,000",3 BHK Builder Floor for rent in Paschim Vihar 1800 sqft,28.6695782,77.095956,1 out of 4 Floors,Semi-Furnished,Bachelors/Family,3,2,Immediately,North - East,"Garden/Park, Main Road",,,₹,False,28000.0,392.62
"₹ 19,000",2 BHK Builder Floor for rent in Paschim Vihar Block A3 756 sqft,28.671010971069336,77.10498046875,1 out of 4 Floors,Semi-Furnished,Bachelors/Family,2,2,Immediately,North,"Garden/Park, Main Road",,,₹,False,19000.0,266.42
"₹ 40,000",2 BHK Apartment for rent in East Of Kailash 2200 sqft,28.557032200000002,77.24461392068525,3 out of 4 Floors,Furnished,Bachelors/Family,2,,Immediately,,,,,₹,False,40000.0,560.88
"₹ 20,000",1 BHK Builder Floor for rent in Patel Nagar West,28.6760162,77.422914,1 out of 1 Floor,Furnished,Bachelors/Family,1,1,Immediately,East,"Garden/Park, Main Road",,,₹,False,20000.0,280.44
"₹ 6,500",1 BHK Builder Floor for rent in New Ashok Nagar,28.592716217041016,77.29749298095703,3 out of 4 Floors,Unfurnished,Bachelors/Family,1,1,Immediately,East,Main Road,,,₹,False,6500.0,91.14
"₹ 36,000",3 BHK Builder Floor for rent in Paschim Vihar 1350 sqft,28.6695782,77.095956,1 out of 4 Floors,Semi-Furnished,Bachelors/Family,3,2,Immediately,North - East,"Garden/Park, Main Road",,,₹,False,36000.0,504.79
"₹ 8,000",1 BHK Apartment for rent in Paschim Vihar,28.6695782,77.095956,2 out of 4 Floors,Semi-Furnished,Bachelors/Family,1,2,Immediately,East,"Garden/Park, Main Road",,,₹,False,8000.0,112.18
"₹ 7,900",1 BHK Apartment for rent in Paschim Vihar,28.6695782,77.095956,3 out of 4 Floors,Semi-Furnished,Bachelors/Family,1,2,Immediately,East,"Garden/Park, Main Road",,,₹,False,7900.0,110.77
"₹ 8,700",1 BHK Apartment for rent in Paschim Vihar,28.6695782,77.095956,3 out of 4 Floors,Semi-Furnished,Bachelors/Family,1,2,Immediately,East,"Garden/Park, Main Road",,,₹,False,8700.0,121.99
"₹ 8,500",1 BHK Apartment for rent in Paschim Vihar,28.6695782,77.095956,4 out of 4 Floors,Semi-Furnished,Bachelors/Family,1,2,Immediately,East,"Garden/Park, Main Road",,,₹,False,8500.0,119.19
"₹ 50,000",3 BHK Builder Floor for rent in Hauz Khas 1500 sqft,28.55012130737305,77.19698333740234,Ground out of 3 Floors,Unfurnished,Bachelors/Family,3,2,Immediately,North - East,"Garden/Park, Main Road",1 Covered,,₹,False,50000.0,701.1
₹ 1.5 Lac,"4 BHK Builder Floor for rent in Safdarjung Development Area, Hauz Khas 500 sqyrd",28.54878234863281,77.19900512695312,4 out of 4 Floors,Semi-Furnished,Bachelors,4,4,Immediately,North - East,"Main Road, Garden/Park, Pool","2 Covered, 2 Open",,₹,True,1.5,2103.3
₹ 1 Lac,4 BHK Builder Floor for rent in Greater Kailash Enclave 1 2250 sqft,28.54452615,77.24271225505706,1 out of 3 Floors,Semi-Furnished,Bachelors/Family,4,2,Immediately,North - East,"Garden/Park, Main Road","1 Covered, 1 Open",,₹,True,,
"₹ 16,900",2 BHK Builder Floor for rent in Vikaspuri 850 sqft,28.63776588439941,77.07596588134766,1 out of 4 Floors,Semi-Furnished,Bachelors,2,2,Immediately,East,"Garden/Park, Main Road",,,₹,False,16900.0,236.97
"₹ 10,000",1 BHK Apartment for rent in Vikaspuri,28.63858795166016,77.07972717285156,3 out of 4 Floors,Unfurnished,Bachelors,1,1,Immediately,East,"Garden/Park, Main Road",,,₹,False,10000.0,140.22
₹ 1.7 Lac,4 BHK Builder Floor for rent in Safdarjung Enclave 4000 sqft,28.5656419,77.1934382,Ground out of 4 Floors,Semi-Furnished,Bachelors/Family,5,3,Immediately,North - East,"Garden/Park, Main Road",2 Covered,,₹,True,1.7,2383.74
"₹ 50,000",3 BHK Apartment for rent in Dwarka Sector 5 1680 sqft,28.70783615112305,77.0831069946289,6 out of 7 Floors,Furnished,Bachelors,2,3,Immediately,East,"Garden/Park, Main Road","1 Covered, 1 Open",,₹,False,50000.0,701.1
₹ 1.1 Lac,4 BHK Builder Floor for rent in Green Park 3400 sqft,28.8085507,77.5510193,1 out of 4 Floors,Semi-Furnished,Bachelors/Family,5,5,Immediately,North - East,"Garden/Park, Main Road",2 Covered,,₹,True,1.1,1542.42
"₹ 51,000","3 BHK Apartment for rent in Hauz Khas Apartment, Hauz Khas 1600 sqft",28.555251966525802,77.2065323489934,,,,,,,,,,,₹,False,51000.0,715.12
"₹ 75,000",3 BHK Builder Floor for rent in Green Park 320 sqyrd,28.557674407958984,77.20368957519531,1 out of 3 Floors,Unfurnished,Bachelors/Family,3,3,Immediately,North - East,"Garden/Park, Main Road",,,₹,False,75000.0,1051.65
"₹ 16,000","2 BHK Apartment for rent in Overseas Apartments, Vasundhara Enclave 1000 sqft",28.599369695330502,77.3179424885205,,,,,,,,,,,₹,False,16000.0,224.35
"₹ 35,000","4 BHK Apartment for rent in Arvind Apartment, Dwarka Sector 19 2200 sqft",28.5736161418505,77.0455018113597,,,,,,,,,,,₹,False,35000.0,490.77
"₹ 35,000","3 BHK Builder Floor for rent in Yojna Vihar, Anand Vihar 2100 sqft",28.662487030029297,77.31726837158203,4 out of 4 Floors,Semi-Furnished,Bachelors/Family,3,2,Immediately,North - East,"Pool, Garden/Park, Main Road",,,₹,False,35000.0,490.77
"₹ 5,000",1 BHK House for rent in Burari,28.753882,77.194833,Ground out of 2 Floors,Unfurnished,Bachelors/Family,1,1,Immediately,,,,,₹,False,5000.0,70.11
"₹ 12,000",2 BHK Builder Floor for rent in Mehrauli 630 sqft,28.5218262,77.1783232,3 out of 4 Floors,Semi-Furnished,Family,2,1,Immediately,,,,,₹,False,12000.0,168.26
"₹ 9,500","1 BHK Builder Floor for rent in Samaspur Village, Sector 51",28.615142822265625,77.28626251220703,1 out of 4 Floors,Unfurnished,Bachelors/Family,1,1,Immediately,North,Main Road,,,₹,False,9500.0,133.21
"₹ 20,000",2 BHK Builder Floor for rent in Patel Nagar 780 sqft,77.16743469238281,28.65266036987305,1 out of 4 Floors,Furnished,Bachelors/Family,2,1,Immediately,East,Main Road,,,₹,False,20000.0,280.44
"₹ 35,000","3 BHK Apartment for rent in KM Apartment, Dwarka Sector 12 1800 sqft",28.593165715226498,77.04622268684619,,,,,,,,,,,₹,False,35000.0,490.77
"₹ 90,000","4 BHK House for rent in Narain Vihar, Naraina 4000 sqft",28.62927436828613,77.13928985595703,3 out of 4 Floors,Semi-Furnished,Bachelors/Family,3,2,Immediately,North,Main Road,,,₹,False,90000.0,1261.98
"₹ 26,000",2 BHK Builder Floor for rent in Lajpat Nagar II 750 sqft,28.5700938,77.2431796,1 out of 3 Floors,Semi-Furnished,Bachelors/Family,2,,Immediately,,,,,₹,False,26000.0,364.57
"₹ 10,000",2 BHK Builder Floor for rent in Nangli Sakrawati 75 sqyrd,28.61961575,77.00170016381912,3 out of 4 Floors,Semi-Furnished,Bachelors/Family,2,,Immediately,,,,,₹,False,10000.0,140.22
₹ 1.4 Lac,4 BHK Builder Floor for rent in Greater Kailash 1 3400 sqft,31.8164399,75.2218363,Ground out of 4 Floors,Unfurnished,Bachelors/Family,4,,Immediately,North - East,Garden/Park,"1 Covered, 2 Open",,₹,True,1.4,1963.08
"₹ 7,500",1 BHK Apartment for rent in Paschim Vihar,28.667724609375,77.09795379638672,3 out of 4 Floors,Unfurnished,Family,1,1,Immediately,North,Garden/Park,1 Covered,,₹,False,7500.0,105.16
"₹ 40,000","3 BHK Builder Floor for rent in Avtar Enclave, Paschim Vihar 1500 sqft",28.667724609375,77.09795379638672,,Semi-Furnished,Family,3,2,Immediately,East,"Main Road, Garden/Park","1 Covered, 2 Open",,₹,False,40000.0,560.88
"₹ 12,000","1 BHK Apartment for rent in Akshardham Apartments, Dwarka Sector 19",28.584202898792896,77.044187,,,,,,,,,,,₹,False,12000.0,168.26
"₹ 13,000","2 BHK Apartment for rent in Keshav Puram, Tri Nagar 1000 sqft",28.686973571777344,77.1590347290039,1 out of 3 Floors,Unfurnished,Bachelors/Family,1,1,Immediately,,,,,₹,False,13000.0,182.29
"₹ 19,000","2 BHK Apartment for rent in Vidisha Apartment, Patparganj 1050 sqft",28.6367972914291,77.299238453445,,,,,,,,,,,₹,False,19000.0,266.42
"₹ 15,500",2 BHK Apartment for rent in Laxmi Nagar 750 sqft,28.635967254638672,77.26956176757812,2 out of 4 Floors,Furnished,Bachelors/Family,2,2,Immediately,North - East,"Garden/Park, Main Road",,,₹,False,15500.0,217.34
"₹ 50,000","4 BHK Builder Floor for rent in Jagriti Enclave, Anand Vihar 300 sqyrd",28.649553298950195,77.3132553100586,2 out of 4 Floors,Semi-Furnished,Bachelors,4,4,Immediately,North - East,"Garden/Park, Main Road","2 Covered, 2 Open",Same Premise,₹,False,50000.0,701.1
"₹ 90,000",3 BHK Apartment for rent in Defence Colony 2400 sqft,28.572269439697266,77.23197174072266,2 out of 4 Floors,Semi-Furnished,Bachelors/Family,3,3,Immediately,North,"Main Road, Garden/Park, Pool",,,₹,False,90000.0,1261.98
"₹ 25,000",3 BHK Apartment for rent in Vasant Kunj Enclave 1200 sqft,28.52691078186035,77.13365936279297,2 out of 3 Floors,Semi-Furnished,Bachelors/Family,2,2,Immediately,West,,,,₹,False,25000.0,350.55
₹ 1.7 Lac,"4 BHK Builder Floor for rent in Vasant Vihar Builder Floor, Vasant Vihar 3600 sqft",28.560307,77.16194,,,,,,,,,,,₹,True,1.7,2383.74
"₹ 22,000",2 BHK Apartment for rent in Dwarka Sector 12 1300 sqft,28.602684,77.0432335,Ground out of 3 Floors,Unfurnished,Bachelors/Family,2,2,Immediately,,Garden/Park,,,₹,False,22000.0,308.48
"₹ 70,000","3 BHK Builder Floor for rent in Kalindi Colony, Maharani Bagh, New Friends Colony 460 sqyrd",28.575140700000002,77.26775462,,,,,,,,,,,₹,False,70000.0,981.54
"₹ 44,300",3 BHK Builder Floor for rent in Kirti Nagar 1850 sqft,28.645421981811523,77.14124298095703,1 out of 4 Floors,Semi-Furnished,Bachelors,3,2,Immediately,North - East,"Garden/Park, Main Road",,,₹,False,44300.0,621.17
"₹ 15,000","1 BHK Builder Floor for rent in Indira Vihar, Mukherjee Nagar",28.70723533630371,77.21485900878906,3 out of 3 Floors,Furnished,Bachelors/Family,1,1,Immediately,North,Main Road,,,₹,False,15000.0,210.33
"₹ 10,000",2 BHK Builder Floor for rent in Govindpuri Main,28.537752151489254,77.26180267333984,Ground out of 5 Floors,Semi-Furnished,Bachelors/Family,1,,Immediately,,,,,₹,False,10000.0,140.22
"₹ 18,000",3 BHK Builder Floor for rent in Mayur Vihar 1 1200 sqft,28.60747528076172,77.29419708251953,3 out of 4 Floors,Semi-Furnished,Bachelors,2,1,Immediately,North - East,"Garden/Park, Main Road",1 Open,,₹,False,18000.0,252.4
"₹ 25,000","4 BHK Apartment for rent in Madipur, Punjabi Bagh 150 sqyrd",28.6764752,77.1193599,1 out of 4 Floors,Furnished,Bachelors/Family,2,,Immediately,,,,,₹,False,25000.0,350.55
"₹ 7,500",1 BHK House for rent in Pandav Nagar,28.6500237,77.1536755,2 out of 3 Floors,Semi-Furnished,Bachelors/Family,1,,Immediately,,,,,₹,False,7500.0,105.16
"₹ 80,000",4 BHK Builder Floor for rent in Saket 2500 sqft,28.5244107,77.2137253,Ground out of 4 Floors,Furnished,Bachelors/Family,4,2,Immediately,North,"Garden/Park, Main Road",2 Covered,,₹,False,80000.0,1121.76
"₹ 50,000",3 BHK Builder Floor for rent in Greater Kailash 1950 sqft,31.8164399,75.2218363,Ground out of 3 Floors,Unfurnished,Bachelors/Family,3,2,Immediately,,Garden/Park,1 Open,,₹,False,50000.0,701.1
"₹ 18,000",2 BHK Builder Floor for rent in Lajpat Nagar 1 900 sqft,28.5706151,77.2361692,Ground out of 3 Floors,Unfurnished,Bachelors/Family,2,2,Immediately,,Garden/Park,,,₹,False,18000.0,252.4
"₹ 40,000",3 BHK Builder Floor for rent in Lajpat Nagar 3 1800 sqft,28.5674266815186,77.2397994995117,2 out of 2 Floors,Semi-Furnished,Bachelors/Family,3,,Immediately,,,,,₹,False,40000.0,560.88
"₹ 14,000","1 BHK Builder Floor for rent in Tagore Garden, Rajouri Garden, Najafgarh Road",77.11283874511719,28.64379119873047,3 out of 4 Floors,Furnished,Bachelors/Family,1,1,Immediately,East,,,,₹,False,14000.0,196.31
"₹ 17,000","2 BHK Builder Floor for rent in Khirki extension, Malviya Nagar 750 sqft",28.532550811767575,77.21622467041016,1 out of 4 Floors,Semi-Furnished,Bachelors,2,1,Immediately,North - East,Main Road,,,₹,False,17000.0,238.37
"₹ 25,000",2 BHK Builder Floor for rent in Mansarover Garden 101 sqyrd,28.643165588378906,77.13326263427734,2 out of 4 Floors,Furnished,Bachelors/Family,2,1,Immediately,North,"Garden/Park, Main Road",,,₹,False,25000.0,350.55
"₹ 70,000",3 BHK Builder Floor for rent in Sarvapriya Vihar 1700 sqft,28.54123115539551,77.20682525634766,Ground out of 4 Floors,Unfurnished,Family,3,3,Immediately,North - East,"Garden/Park, Main Road","1 Covered, 1 Open",,₹,False,70000.0,981.54
"₹ 32,000",2 BHK Apartment for rent in Lajpat Nagar 4 1500 sqft,28.564285278320302,77.23692321777341,2 out of 3 Floors,Unfurnished,Bachelors/Family,2,2,Immediately,South - East,Garden/Park,,,₹,False,32000.0,448.7
"₹ 49,000",3 BHK Builder Floor for rent in Lajpat Nagar 2 1800 sqft,28.5688800811768,77.2261962890625,1 out of 3 Floors,Unfurnished,Bachelors/Family,3,2,Immediately,,,,,₹,False,49000.0,687.08
"₹ 20,000",2 BHK Builder Floor for rent in Rohini Sector 11 700 sqft,28.730722427368164,77.11187744140625,4 out of 4 Floors,Semi-Furnished,Bachelors,2,1,Immediately,North - East,"Garden/Park, Main Road","1 Covered, 1 Open",,₹,False,20000.0,280.44
"₹ 42,000","3 BHK Apartment for rent in Dharamkunj Apartment, Rohini Sector 9 1300 sqft",28.71481545473,77.12062125571659,,,,,,,,,,,₹,False,42000.0,588.92
"₹ 90,000",5 BHK Builder Floor for rent in Greater Kailash 2 4000 sqft,31.8164399,75.2218363,3 out of 3 Floors,Semi-Furnished,Bachelors/Family,4,1,Immediately,,,2 Open,,₹,False,90000.0,1261.98
"₹ 20,000",3 BHK Apartment for rent in Saket 1500 sqft,28.523548126220703,77.20889282226562,1 out of 4 Floors,Semi-Furnished,Bachelors,3,1,Immediately,East,Main Road,,,₹,False,20000.0,280.44
"₹ 26,000","2 BHK Builder Floor for rent in Amar Colony, Lajpat Nagar 900 sqft",28.560905456543,77.23907470703121,1 out of 3 Floors,Unfurnished,Bachelors/Family,2,2,Immediately,,,,,₹,False,26000.0,364.57
"₹ 24,000",2 BHK Builder Floor for rent in Lajpat Nagar 4 900 sqft,28.5669460296631,77.2196807861328,3 out of 3 Floors,Furnished,Bachelors/Family,2,2,Immediately,,Garden/Park,1 Open,,₹,False,24000.0,336.53
"₹ 19,000",2 BHK Builder Floor for rent in Lajpat Nagar 2 900 sqft,28.5698738098145,77.2431106567383,3 out of 3 Floors,Unfurnished,Bachelors/Family,2,2,Immediately,,,,,₹,False,19000.0,266.42
"₹ 45,000",3 BHK Apartment for rent in Lajpat Nagar 1 1800 sqft,28.5706151,77.2361692,3 out of 3 Floors,Furnished,Bachelors/Family,3,2,Immediately,,Garden/Park,1 Open,,₹,False,45000.0,630.99
"₹ 16,000",Studio Apartment for rent in Ber Sarai,28.54843765,77.18147936338744,3 out of 3 Floors,Furnished,Bachelors/Family,1,,Immediately,,,,,₹,False,16000.0,224.35
"₹ 20,000",Studio Apartment for rent in Kamla Nagar,28.680344249999997,77.20212920033055,2 out of 3 Floors,Furnished,Bachelors/Family,1,,Immediately,,,,,₹,False,20000.0,280.44
"₹ 16,000",1 BHK Builder Floor for rent in Subhash Nagar,77.11314392089844,28.63835144042969,1 out of 4 Floors,Furnished,Bachelors/Family,1,2,Immediately,East,Garden/Park,,,₹,False,16000.0,224.35
₹ 1.5 Lac,4 BHK Builder Floor for rent in Vasant Vihar 3000 sqft,28.56069055,77.16079073168567,2 out of 3 Floors,Unfurnished,Bachelors,5,4,Immediately,,,,,₹,True,1.5,2103.3
"₹ 18,000",2 BHK Apartment for rent in Paschim Vihar Block A2 1100 sqft,28.6695782,77.095956,1 out of 3 Floors,Semi-Furnished,Bachelors/Family,2,2,Immediately,North - East,"Garden/Park, Pool, Main Road",,,₹,False,18000.0,252.4
"₹ 15,000",3 BHK Builder Floor for rent in Dashrathpuri 1000 sqft,,,4 out of 4 Floors,Unfurnished,Bachelors/Family,2,1,Immediately,,,,,₹,False,15000.0,210.33
"₹ 23,000","2 BHK Builder Floor for rent in Tagore Garden, Rajouri Garden, Najafgarh Road 750 sqft",77.11283874511719,28.64379119873047,2 out of 3 Floors,Furnished,Bachelors/Family,1,1,Immediately,East,,,,₹,False,23000.0,322.51
"₹ 18,000","1 BHK Builder Floor for rent in Project Paryavaran Complex, Saket",28.514898,77.2029035,,,,,,,,,,,₹,False,18000.0,252.4
"₹ 42,000","2 BHK Apartment for rent in DDA Flat Sector D Pocket 3, Vasant Kunj 1300 sqft",28.517852863916996,77.15911411229709,,,,,,,,,,,₹,False,42000.0,588.92
"₹ 52,000",3 BHK Apartment for rent in Alaknanda 1750 sqft,30.2965383,79.1567896,6 out of 6 Floors,Unfurnished,Family,3,1,Immediately,West,Garden/Park,"1 Covered, 1 Open",,₹,False,52000.0,729.14
"₹ 25,000",3 BHK Apartment for rent in Chhattarpur 1200 sqft,28.495893478393555,77.18599700927734,1 out of 3 Floors,Unfurnished,Bachelors,2,2,Immediately,East,Main Road,,,₹,False,25000.0,350.55
"₹ 10,000","1 BHK Apartment for rent in Baljit Nagar, Patel Nagar",28.656747817993164,77.16055297851562,4 out of 4 Floors,Semi-Furnished,Bachelors/Family,1,,Immediately,,,,,₹,False,10000.0,140.22
"₹ 35,000","3 BHK Apartment for rent in Mahavir Apartment, Dwarka 1900 sqft",28.5591772276984,77.06270787938391,,,,,,,,,,,₹,False,35000.0,490.77
"₹ 48,000",3 BHK Builder Floor for rent in Janakpuri 1500 sqft,28.62105369567871,77.09053039550781,2 out of 4 Floors,Unfurnished,Bachelors,3,2,Immediately,North,"Garden/Park, Pool",,,₹,False,48000.0,673.06
"₹ 9,000",1 BHK Builder Floor for rent in Mayur Vihar 1,28.61086845397949,77.29025268554688,1 out of 4 Floors,Semi-Furnished,Bachelors,1,1,Immediately,East,"Garden/Park, Main Road",1 Open,,₹,False,9000.0,126.2
"₹ 40,000",2 BHK Builder Floor for rent in Chittaranjan Park 1600 sqft,28.537872314453125,77.24923706054688,2 out of 4 Floors,Furnished,Bachelors/Family,2,1,Immediately,East,"Garden/Park, Main Road",,,₹,False,40000.0,560.88
"₹ 18,000",2 BHK House for rent in Vikaspuri Block A 125 sqyrd,28.642225265502898,77.0656509399414,,Semi-Furnished,Family,1,,Immediately,North,"Garden/Park, Main Road",,,₹,False,18000.0,252.4
"₹ 17,000",1 BHK Builder Floor for rent in Janakpuri,28.6219272,77.0874757,2 out of 4 Floors,Semi-Furnished,Bachelors/Family,1,1,Immediately,,,,,₹,False,17000.0,238.37
"₹ 62,000","3 BHK Builder Floor for rent in RWA Flats, Saket 1800 sqft",28.523357,77.215735,,,,,,,,,,,₹,False,62000.0,869.36
"₹ 55,000","3 BHK Builder Floor for rent in Uday Park, South Extension 1600 sqft",28.56022644042969,77.21965026855469,2 out of 3 Floors,Semi-Furnished,Bachelors/Family,3,1,Immediately,North,Main Road,1 Open,,₹,False,55000.0,771.21
"₹ 14,000",1 BHK Builder Floor for rent in Patel Nagar West,28.6503963470459,77.16091918945312,2 out of 3 Floors,Unfurnished,Bachelors,1,1,Immediately,North,"Garden/Park, Main Road",,,₹,False,14000.0,196.31
"₹ 10,500",1 BHK Builder Floor for rent in Patel Nagar West,28.635540008544922,77.10698699951172,2 out of 3 Floors,Unfurnished,Bachelors,1,,Immediately,East,"Garden/Park, Main Road",,,₹,False,10500.0,147.23
"₹ 24,500",2 BHK Builder Floor for rent in Patel Nagar West 1000 sqft,28.655384063720703,77.16810607910156,2 out of 3 Floors,Furnished,Bachelors,2,1,Immediately,North,"Garden/Park, Main Road",,,₹,False,24500.0,343.54
"₹ 18,000",1 BHK Builder Floor for rent in Patel Nagar West,28.65401840209961,77.16132354736328,1 out of 3 Floors,Furnished,Bachelors,1,1,Immediately,East,"Garden/Park, Main Road",,,₹,False,18000.0,252.4
"₹ 30,000","3 BHK Builder Floor for rent in Gagan Vihar, Krishna Nagar 150 sqyrd",,,4 out of 4 Floors,Semi-Furnished,Bachelors,2,1,Immediately,North - East,"Garden/Park, Main Road",1 Covered,,₹,False,30000.0,420.66
₹ 1.5 Lac,3 BHK Builder Floor for rent in Gulmohar Park 3490 sqft,28.55706024169922,77.21258544921875,Ground out of 3 Floors,Semi-Furnished,Family,3,1,Immediately,East,Garden/Park,2 Covered,,₹,True,1.5,2103.3
"₹ 35,000","1 BHK Builder Floor for rent in Uday Park, South Extension",28.56022644042969,77.21965026855469,2 out of 3 Floors,Semi-Furnished,Bachelors/Family,1,1,Immediately,North,Main Road,1 Open,,₹,False,35000.0,490.77
"₹ 55,000",2 BHK Builder Floor for rent in Greater Kailash 2 2100 sqft,28.534725189208984,77.24182891845703,Ground out of 3 Floors,Furnished,Bachelors/Family,2,1,Immediately,East,Garden/Park,1 Open,Same Premise,₹,False,55000.0,771.21
"₹ 6,000",1 BHK House for rent in Shakarpur,28.626638412475586,77.28379821777344,Ground out of 5 Floors,Semi-Furnished,Bachelors,1,,Immediately,East,Main Road,,,₹,False,6000.0,84.13
"₹ 85,000",3 BHK Builder Floor for rent in Greater Kailash 1 2000 sqft,31.8164399,75.2218363,2 out of 3 Floors,Semi-Furnished,Bachelors/Family,3,3,Immediately,North - East,,"1 Covered, 1 Open",,₹,False,85000.0,1191.87
"₹ 60,000",2 BHK Builder Floor for rent in Greater Kailash 1 1400 sqft,28.55557632446289,77.23369598388672,2 out of 3 Floors,Furnished,Bachelors/Family,2,2,Immediately,East,Garden/Park,,,₹,False,60000.0,841.32
"₹ 23,500",2 BHK Apartment for rent in Dwarka Sector 11 1150 sqft,28.602684,77.0432335,4 out of 4 Floors,Furnished,Bachelors/Family,2,2,Immediately,,,"1 Covered, 1 Open",,₹,False,23500.0,329.52
"₹ 75,000",3 BHK Builder Floor for rent in E Block-Saket 200 sqyrd,77.20638275146484,28.52085876464844,Ground out of 4 Floors,Unfurnished,Bachelors,3,2,Immediately,East,Garden/Park,,,₹,False,75000.0,1051.65
"₹ 56,000","4 BHK Builder Floor for rent in Ram Vihar, Anand Vihar 3240 sqft",,,4 out of 4 Floors,Semi-Furnished,Family,3,2,Immediately,North - East,"Garden/Park, Main Road","2 Covered, 2 Open",Same Premise,₹,False,56000.0,785.23
"₹ 38,000",3 BHK Builder Floor for rent in Malviya Nagar 1800 sqft,28.53618812561035,77.2082290649414,Ground out of 4 Floors,Unfurnished,Bachelors/Family,3,2,Immediately,East,"Garden/Park, Main Road","1 Covered, 1 Open",,₹,False,38000.0,532.84
"₹ 12,800",2 BHK Builder Floor for rent in Shakarpur 65 sqyrd,28.62948875,77.28106072967365,2 out of 4 Floors,Semi-Furnished,Bachelors/Family,1,1,Immediately,North - East,,1 Open,,₹,False,12800.0,179.48
"₹ 10,500",1 BHK Builder Floor for rent in Laxmi Nagar,28.6305526,77.277575,1 out of 4 Floors,Semi-Furnished,Bachelors/Family,1,1,Immediately,North,Main Road,1 Open,,₹,False,10500.0,147.23
"₹ 80,000","3 BHK Apartment for rent in Boutique Residential, Greater Kailash 1 1700 sqft",,,,,,,,,,,,,₹,False,80000.0,1121.76
"₹ 35,000","3 BHK Builder Floor for rent in LIC Colony, Paschim Vihar 1600 sqft",28.662612915039066,77.08430480957031,3 out of 4 Floors,Semi-Furnished,Family,3,1,Immediately,South,Garden/Park,1 Covered,Same Premise,₹,False,35000.0,490.77
"₹ 14,000",1 BHK Builder Floor for rent in Paschim Vihar,28.667724609375,77.09795379638672,2 out of 3 Floors,Semi-Furnished,Bachelors/Family,1,,Immediately,North,Garden/Park,1 Open,Same Premise,₹,False,14000.0,196.31
"₹ 78,000",3 BHK Builder Floor for rent in Greater Kailash 1 1600 sqft,31.8164399,75.2218363,Ground out of 3 Floors,Semi-Furnished,Bachelors/Family,3,2,Immediately,South,"Garden/Park, Main Road","2 Covered, 1 Open",,₹,False,78000.0,1093.72
"₹ 18,000","3 BHK Apartment for rent in C51,mohan garden c block 1200 sqft",40.5991235,-4.5560696,4 out of 4 Floors,Semi-Furnished,Bachelors/Family,2,1,Immediately,,,,,₹,False,18000.0,252.4
"₹ 9,000",1 BHK Builder Floor for rent in Rohini Sector 2,28.7162092,77.1170743,2 out of 3 Floors,Semi-Furnished,Bachelors/Family,1,,Immediately,,,,,₹,False,9000.0,126.2
"₹ 25,500",2 BHK Builder Floor for rent in Patel Nagar West,28.65242958068848,77.16432189941406,1 out of 4 Floors,Furnished,Bachelors,2,1,Immediately,North,,,,₹,False,25500.0,357.56
"₹ 31,000","3 BHK Apartment for rent in Kamakshi Apartment, Dwarka Sector 6 Pocket 1 1500 sqft",28.587806,77.065218,,,,,,,,,,,₹,False,31000.0,434.68
"₹ 33,000","3 BHK Apartment for rent in Brahma Apartments, Dwarka Sector 7 1500 sqft",28.591429380679802,77.0711161346545,,,,,,,,,,,₹,False,33000.0,462.73
"₹ 31,500","3 BHK Apartment for rent in MeeraBai Apartment, Dwarka Sector 5 1500 sqft",28.602457,77.055877,,,,,,,,,,,₹,False,31500.0,441.69
"₹ 28,000","3 BHK Apartment for rent in Manjil Apartment, Dwarka Sector 9 1500 sqft",28.582646711579102,77.069538,,,,,,,,,,,₹,False,28000.0,392.62
