price,title,furnishing,tenants preferred,bathroom,availability,longitude,latitude,balcony,floor,facing,overlooking,car parking,owner resides
₹ 1 Lac,"4 BHK House for rent in Kukatpally Housing Board Colony, NH 9 5500 sqft",Furnished,Bachelors/Family,4,Immediately,17.484597078861743,78.38649083459582,4,Ground out of 3 Floors,East,,3 Covered,
"₹ 10,000","2 BHK House for rent in Shanti Nagar Colony, Patancheru, Outer Ring Road 800 sqft",Unfurnished,Bachelors/Family,1,Immediately,,,,1 out of 4 Floors,,,,
"₹ 20,000",3 BHK Apartment for rent in New Nallakunta 1500 sqft,Unfurnished,Bachelors,3,Immediately,17.40033531188965,78.50343322753906,1,1 out of 4 Floors,East,Garden/Park,,
"₹ 55,000","3 BHK Apartment for rent in My Home Vihanga, Gachibowli, Outer Ring Road 1835 sqft",,,,,17.435046,78.3314338843939,,,,,,
"₹ 18,000",2 BHK Apartment for rent in Vrindavan colony 1200 sqft,Semi-Furnished,Bachelors/Family,2,Immediately,,,,1 out of 5 Floors,,,,
"₹ 15,000",2 BHK Apartment for rent in Gandhinagar-Indira Park Road 1000 sqft,Unfurnished,Bachelors/Family,2,From Mar '20,,,1,2 out of 4 Floors,East,,,
"₹ 28,000","2 BHK Apartment for rent in Ameerpet, NH 9 1400 sqft",Unfurnished,Bachelors/Family,2,Immediately,17.4391860961914,78.4446334838867,1,3 out of 4 Floors,East,Main Road,1 Covered,
"₹ 14,000","3 BHK Apartment for rent in Miyapur, NH 9 1400 sqft",Semi-Furnished,Bachelors/Family,2,Immediately,,,1,5 out of 5 Floors,East,,,
"₹ 18,000",3 BHK House for rent in Sainikpuri 1800 sqft,Semi-Furnished,Bachelors/Family,3,Immediately,,,1,,,,,
"₹ 6,700",3 BHK Apartment for rent in Singapore Township Pocharam 1200 sqft,Furnished,Bachelors/Family,1,Immediately,,,,2 out of 4 Floors,,,,
"₹ 10,000",2 BHK House for rent in Osman Nagar 1500 sqft,Unfurnished,Bachelors/Family,2,Immediately,17.44957733154297,78.28820037841797,1,Ground out of 1 Floor,,,,
"₹ 8,000","2 BHK House for rent in Beeramguda, Ramachandra Puram, NH 9 1000 sqft",Semi-Furnished,Bachelors/Family,2,Immediately,,,,1 out of 2 Floors,,,,
"₹ 29,000","2 BHK House for rent in Gachibowli, Outer Ring Road 1600 sqft",Unfurnished,Bachelors,2,Immediately,,,1,2 out of 3 Floors,East,,1 Covered,
"₹ 40,000","3 BHK Apartment for rent in Vasavi Brindavanam, Moti Nagar 1910 sqft",,,,,17.45723052,78.42742861,,,,,,
"₹ 14,000","1 BHK House for rent in Banjara Hills, NH 9",Unfurnished,Bachelors,1,Immediately,17.415895462036133,78.43576049804688,1,1 out of 2 Floors,North - East,Main Road,,
"₹ 12,000",2 BHK House for rent in Attapur 1250 sqft,Semi-Furnished,Bachelors/Family,1,Immediately,17.368194580078125,78.43169403076172,,Ground out of 1 Floor,,,,
"₹ 10,000",3 BHK House for rent in MIGH Colony-Walker town 1500 sqft,Furnished,Bachelors/Family,2,Immediately,17.404354095458984,78.54057312011719,1,1 out of 1 Floor,West,,,
"₹ 75,000","4 BHK Villa for rent in Kukatpally Housing Board Colony, NH 9 3600 sqft",Furnished,Bachelors/Family,4,Immediately,,,2,,,,,
"₹ 28,000",2 BHK House for rent in Ayyappa Colony-Siddhi Vinayak Nagar 1100 sqft,Furnished,Bachelors/Family,2,Immediately,,,,Upper Basement out of 5 Floors,,,,
"₹ 10,000",2 BHK Apartment for rent in Peeranchuruvu 1000 sqft,Semi-Furnished,Bachelors/Family,2,Immediately,,,,1 out of 4 Floors,,,,
"₹ 15,000",3 BHK Apartment for rent in Gajularamaram 1300 sqft,Semi-Furnished,Bachelors/Family,2,Immediately,17.520015716552734,78.42662048339844,2,3 out of 3 Floors,East,,,
"₹ 55,000","3 BHK Apartment for rent in Jains Ravi Gayathri Heights, Hitech City 1972 sqft",,,,,17.4553894,78.377028,,,,,,
"₹ 10,000","2 BHK Apartment for rent in Venkata Ramana Colony, Nagole 1200 sqft",Furnished,Bachelors/Family,2,Immediately,17.38203239440918,78.56178283691406,1,,East,Main Road,"1 Covered, 1 Open",
"₹ 7,500",2 BHK House for rent in Almasguda 1275 sqft,Semi-Furnished,Family,2,Immediately,,,,Ground out of 1 Floor,West,Main Road,,
"₹ 12,800",3 BHK House for rent in Sainikpuri 1480 sqft,Unfurnished,Bachelors,3,Immediately,,,1,1 out of 2 Floors,South,,,
"₹ 35,000","3 BHK Apartment for rent in Kokapet, Outer Ring Road 2358 sqft",Semi-Furnished,Family,3,Immediately,,,3,6 out of 10 Floors,West,Pool,1 Covered,
"₹ 9,000",2 BHK Builder Floor for rent in Medipally 1000 sqft,Unfurnished,Bachelors/Family,1,Immediately,17.412559509277344,78.60189056396484,1,2 out of 3 Floors,East,"Garden/Park, Main Road",,
"₹ 7,000",1 BHK Apartment for rent in Sriram Nagar-Jeedimetla,Unfurnished,Bachelors,1,Immediately,17.510175704956055,78.47664642333984,2,Ground out of 3 Floors,East,,,
"₹ 8,500","2 BHK House for rent in Boduppal, NH 2 2 1000 sqft",Unfurnished,Bachelors,2,Immediately,,,,1 out of 2 Floors,North,,,
"₹ 9,000","2 BHK Builder Floor for rent in Madinaguda, Hafeezpet, NH 9 1130 sqft",Semi-Furnished,Bachelors/Family,2,Immediately,17.492399215698242,78.34172821044922,,Ground out of 2 Floors,,,,
"₹ 28,000",3 BHK Builder Floor for rent in Kondapur 1670 sqft,Semi-Furnished,Bachelors/Family,3,Immediately,17.462682723999023,78.35317993164062,2,4 out of 5 Floors,East,,,
₹ 1.4 Lac,"4 BHK Villa for rent in Kokapet, Outer Ring Road 4200 sqft",Semi-Furnished,Family,3,Immediately,,,2,,East,Garden/Park,2 Covered,
"₹ 23,000","2 BHK Apartment for rent in Madhava Nagar Colony, Hafeezpet 1200 sqft",Semi-Furnished,Bachelors/Family,2,Immediately,,,,1 out of 3 Floors,,,,
"₹ 9,000",2 BHK Apartment for rent in sree padmavathi residency,Semi-Furnished,Bachelors,2,Immediately,23.2264404296875,86.55850219726562,1,2 out of 4 Floors,East,Main Road,,
"₹ 15,000",3 BHK Builder Floor for rent in Bandari Layout 1800 sqft,Unfurnished,Bachelors/Family,3,Immediately,,,1,3 out of 4 Floors,East,,,
"₹ 15,000",2 BHK House for rent in Uppal Metro 850 sqft,Semi-Furnished,Bachelors/Family,2,Immediately,,,,1 out of 3 Floors,,,,
"₹ 16,000","3 BHK Villa for rent in Machabollaram, Medchal Road 2100 sqft",Unfurnished,Bachelors,3,Immediately,17.514171600341797,78.51356506347656,2,,West,,,
"₹ 25,000","3 BHK House for rent in Uppal, NH 2 2 2500 sqft",Semi-Furnished,Bachelors/Family,2,Immediately,17.370752334594727,78.58209228515625,1,Ground out of 2 Floors,West,,1 Open,
"₹ 25,000","3 BHK Apartment for rent in Madinaguda, Hafeezpet, NH 9 1740 sqft",Semi-Furnished,Bachelors/Family,,Immediately,,,2,Ground out of 4 Floors,,,,
"₹ 6,500",2 BHK House for rent in Keesara 1400 sqft,Unfurnished,Family,2,Immediately,,,1,Ground out of 1 Floor,South,,1 Covered,
"₹ 12,000",4 BHK House for rent in Bandam Kommu 1300 sqft,Unfurnished,Bachelors/Family,2,Immediately,,,,Ground out of 2 Floors,East,,,
"₹ 15,000",2 BHK House for rent in Trimulgherry 1200 sqft,Semi-Furnished,Bachelors/Family,2,Immediately,17.474775314331055,78.51396942138672,,Ground out of 2 Floors,North,"Garden/Park, Main Road",,
"₹ 6,990",2 BHK House for rent in Narapally 220 sqyrd,Unfurnished,Bachelors/Family,2,Immediately,,,2,,,,2 Covered,
"₹ 25,000","3 BHK House for rent in Radha Krishna Nagar-Attapur, Attapur 2300 sqft",Semi-Furnished,Family,3,Immediately,,,3,4 out of 4 Floors,North - East,,2 Covered,Same Premise
"₹ 11,000",2 BHK House for rent in Peeramcheru 1000 sqft,Semi-Furnished,Bachelors/Family,2,Immediately,,,,3 out of 3 Floors,,,,
"₹ 36,000",3 BHK Builder Floor for rent in Masab Tank 1600 sqft,Furnished,Bachelors/Family,3,Immediately,,,,2 out of 5 Floors,,,,
"₹ 20,000",2 BHK Builder Floor for rent in Pragati Nagar 1080 sqft,Furnished,Bachelors/Family,2,Immediately,,,,Ground out of 5 Floors,East,"Garden/Park, Main Road","1 Covered, 1 Open",
"₹ 11,000",2 BHK Builder Floor for rent in parimulgherry 800 sqft,Semi-Furnished,Bachelors/Family,2,Immediately,,,,1 out of 4 Floors,,,,
"₹ 19,000","5 BHK House for rent in Shastripuram, Nawab Saheb Kunta, NH 7 240 sqyrd",Unfurnished,Bachelors/Family,2,Immediately,,,,Ground out of 3 Floors,,,,
"₹ 12,000","2 BHK Apartment for rent in Pocharam, NH 2 2 947 sqft",Semi-Furnished,Bachelors/Family,2,Immediately,,,,7 out of 7 Floors,,,,
"₹ 15,000","2 BHK Apartment for rent in Chandanagar, NH 9 1200 sqft",Semi-Furnished,Bachelors/Family,2,Immediately,,,1,1 out of 5 Floors,East,,1 Covered,
"₹ 12,000","3 BHK Villa for rent in Old Alwal, Secunderabad, Siddipet Road 1000 sqft",Unfurnished,Bachelors,2,Immediately,17.51346206665039,78.50548553466797,3,,,,,
"₹ 17,000",2 BHK Apartment for rent in Moti Nagar 2200 sqft,Unfurnished,Bachelors/Family,2,Immediately,,,,2 out of 4 Floors,,,,
"₹ 12,000","2 BHK Apartment for rent in Annojiguda, NH 2 2 970 sqft",Semi-Furnished,Bachelors/Family,2,Immediately,,,,7 out of 7 Floors,,,,
"₹ 35,100","3 BHK Apartment for rent in Aparna Sarovar, Nalagantla 1800 sqft",,,,,17.46537,78.3098863,,,,,,
"₹ 12,000","2 BHK House for rent in Bachupally, Outer Ring Road 1000 sqft",Semi-Furnished,Bachelors/Family,2,Immediately,,,2,2 out of 3 Floors,East,,1 Covered,
"₹ 22,500",2 BHK Apartment for rent in Kondapur 1200 sqft,Unfurnished,Bachelors,2,Immediately,17.462682723999023,78.35317993164062,1,2 out of 4 Floors,North - East,,,
"₹ 36,000","2 BHK Apartment for rent in My Home Avatar, Narsingi, Outer Ring Road 1314 sqft",,,,,17.399043,78.355424,,,,,,
"₹ 20,000","2 BHK Apartment for rent in Chandanagar, NH 9 1100 sqft",Semi-Furnished,Bachelors/Family,2,Immediately,,,,1 out of 2 Floors,East,Main Road,1 Covered,
"₹ 9,500","2 BHK House for rent in Beeramguda, Ramachandra Puram, NH 9 1350 sqft",Semi-Furnished,Bachelors,2,Immediately,17.51835823059082,78.30586242675781,1,Ground out of 1 Floor,West,Main Road,,
"₹ 30,000",3 BHK Villa for rent in Ramkoti 1600 sqft,Semi-Furnished,Bachelors/Family,4,Immediately,,,3,,,,1 Open,
"₹ 10,000","2 BHK House for rent in Vokshith White Lotus, Gajularamaram 800 sqft",,,,,,,,,,,,
"₹ 19,000","3 BHK House for rent in Hyder Nagar, NH 9 1500 sqft",Unfurnished,Bachelors/Family,2,From Apr '20,,,2,3 out of 6 Floors,,,,
"₹ 12,000",2 BHK House for rent in Hyderguda 1100 sqft,Unfurnished,Bachelors/Family,2,Immediately,,,1,3 out of 3 Floors,East,Main Road,,
"₹ 14,000","2 BHK Builder Floor for rent in Durgabai Deshmukh Colony, Amberpet 980 sqft",Semi-Furnished,Bachelors/Family,2,Immediately,17.404287338256836,78.518310546875,,4 out of 6 Floors,South,Main Road,,
"₹ 20,000",3 BHK Villa for rent in Madhuban Colony 2000 sqft,Semi-Furnished,Bachelors/Family,3,Immediately,,,,,,,,
"₹ 14,000",3 BHK House for rent in A S Rao Nagar 1500 sqft,Furnished,Bachelors/Family,3,Immediately,,,3,Ground out of 2 Floors,East,,1 Covered,
"₹ 85,000",3 BHK Builder Floor for rent in Hitech City 1500 sqft,Furnished,Bachelors/Family,3,Immediately,,,,3 out of 4 Floors,,,,
"₹ 12,000",2 BHK Villa for rent in Osman Nagar 1300 sqft,Unfurnished,Bachelors/Family,2,Immediately,,,,,,,,
"₹ 70,000",3 BHK Villa for rent in Appa junction 2500 sqft,Furnished,Bachelors/Family,3,Immediately,,,,,East,,,
"₹ 9,000",2 BHK House for rent in Medchal 1800 sqft,Unfurnished,Bachelors,2,Immediately,17.63107681274414,78.48296356201172,1,1 out of 1 Floor,North - West,Main Road,,
"₹ 22,000","2 BHK Apartment for rent in Gachibowli, Outer Ring Road 1300 sqft",Unfurnished,Bachelors/Family,2,Immediately,,,1,2 out of 4 Floors,North - East,,,
"₹ 25,000",3 BHK Builder Floor for rent in Jubilee Hills 1430 sqft,Semi-Furnished,Bachelors/Family,2,Immediately,,,,3 out of 5 Floors,,,,
"₹ 18,000","3 BHK Builder Floor for rent in Kukatpally Housing Board Colony, NH 9 1450 sqft",Unfurnished,Bachelors/Family,2,Immediately,17.492969512939453,78.39796447753906,2,2 out of 5 Floors,East,,"1 Covered, 1 Open",
"₹ 6,500",Studio Apartment for rent in BHEL,Semi-Furnished,Bachelors/Family,1,Immediately,17.47874641418457,78.283447265625,1,3 out of 3 Floors,North - East,"Garden/Park, Main Road",,
"₹ 16,000","3 BHK Apartment for rent in Armsburg My Space, Kompally 1265 sqft",,,,,17.5136611790728,78.4689259570353,,,,,,
"₹ 32,000","3 BHK Apartment for rent in Tellapur, Outer Ring Road 1500 sqft",Semi-Furnished,Bachelors/Family,2,Immediately,,,,8 out of 13 Floors,,,,
"₹ 18,000","2 BHK Villa for rent in Vanasthalipuram PHASE I, NH 9 1200 sqft",Semi-Furnished,Bachelors/Family,2,Immediately,,,,,West,Garden/Park,3 Covered,
"₹ 75,000",2 BHK Builder Floor for rent in Appa junction 900 sqft,Semi-Furnished,Bachelors/Family,2,Immediately,,,,4 out of 5 Floors,,,,
"₹ 12,500",1 BHK Builder Floor for rent in Vayupuri,Semi-Furnished,Bachelors/Family,1,Immediately,,,,1 out of 2 Floors,,,,
"₹ 25,000",2 BHK Apartment for rent in Gowlidoddy 1080 sqft,Semi-Furnished,Bachelors/Family,2,Immediately,,,1,3 out of 5 Floors,East,"Garden/Park, Main Road",1 Covered,
"₹ 9,000",2 BHK House for rent in Bandlagudajagir (Appajunction) 1250 sqft,Semi-Furnished,Bachelors/Family,2,Immediately,,,,Ground out of 2 Floors,,,,
"₹ 28,000",2 BHK House for rent in Balaji Nagar 1100 sqft,Semi-Furnished,Bachelors/Family,2,Immediately,,,,,,,1 Covered,
"₹ 16,500",3 BHK House for rent in Vayupuri 1760 sqft,Semi-Furnished,Bachelors/Family,3,Immediately,,,2,2 out of 5 Floors,,,1 Covered,
"₹ 5,500","1 BHK Apartment for rent in Champapet, Koti",Unfurnished,Bachelors/Family,1,Immediately,,,,1 out of 2 Floors,,,,
"₹ 30,000",3 BHK Apartment for rent in Shaikpet 1550 sqft,Semi-Furnished,Bachelors/Family,3,Immediately,17.406675338745117,78.39454650878906,2,4 out of 5 Floors,,,,
"₹ 40,000","3 BHK Apartment for rent in Gachibowli Phase 3, Outer Ring Road 2200 sqft",Furnished,Bachelors,3,Immediately,17.4325717961173,78.3178520623725,,3 out of 4 Floors,North - East,Main Road,1 Covered,
"₹ 8,000","1 BHK House for rent in Secunderabad, Rashtrapati ROAd",Semi-Furnished,Bachelors/Family,1,Immediately,,,1,1 out of 2 Floors,,,,
"₹ 10,000","2 BHK House for rent in Beeramguda, Ramachandra Puram, NH 9 1500 sqft",Unfurnished,Bachelors,2,Immediately,,,1,Ground out of 1 Floor,West,Garden/Park,,
"₹ 80,000","4 BHK Villa for rent in Kukatpally, NH 9 3500 sqft",Semi-Furnished,Bachelors/Family,4,Immediately,,,3,,,,2 Covered,
"₹ 21,000",1 BHK Apartment for rent in Gudimalkapur,Furnished,Bachelors,2,Immediately,,,2,3 out of 3 Floors,East,Garden/Park,,
"₹ 8,000","2 BHK House for rent in Beeramguda, Ramachandra Puram, NH 9 1600 sqft",Unfurnished,Bachelors/Family,2,Immediately,,,,Ground out of 2 Floors,,,1 Covered,
"₹ 12,000",2 BHK Apartment for rent in Toli Chowki 1500 sqft,Furnished,Bachelors/Family,2,Immediately,17.395898818969727,78.41476440429688,1,1 out of 2 Floors,,,,
"₹ 9,250",3 BHK Apartment for rent in Bowenpally 1200 sqft,Semi-Furnished,Bachelors,2,Immediately,17.487319946289062,78.48365020751953,1,3 out of 3 Floors,West,,"1 Covered, 1 Open",
"₹ 17,000",2 BHK House for rent in Hafiz babanagar 100 sqyrd,Semi-Furnished,Bachelors/Family,2,Immediately,,,1,Ground out of 1 Floor,North,Main Road,"1 Covered, 1 Open",
"₹ 20,000",2 BHK Apartment for rent in 9th Phase KPHB 1500 sqft,Semi-Furnished,Bachelors/Family,2,Immediately,,,,3 out of 5 Floors,,,,
"₹ 8,000","2 BHK House for rent in Moosarambagh, NH 9 500 sqft",Semi-Furnished,Bachelors,1,Immediately,,,,Ground out of 2 Floors,,,,Same Premise
"₹ 97,000","3 BHK Apartment for rent in Lodha Bellezza, Hitech City 3500 sqft",,,,,17.474914,78.393383,,,,,,
"₹ 18,500","3 BHK Apartment for rent in Pragathi Nagar, Kukatpally",Furnished,Bachelors/Family,3,Immediately,17.51755714416504,78.3985595703125,2,2 out of 4 Floors,,,,
"₹ 35,000",3 BHK House for rent in Gauthmnagar 5000 sqft,Furnished,Bachelors/Family,3,Immediately,,,,Ground out of 2 Floors,,,,
"₹ 25,000",3 BHK Apartment for rent in Nizampet 1450 sqft,Semi-Furnished,Family,2,Immediately,,,,2 out of 5 Floors,East,Main Road,1 Covered,
"₹ 20,000","3 BHK House for rent in Vanasthalipuram, NH 9 1250 sqft",Furnished,Bachelors/Family,3,From Apr '20,,,,Ground out of 2 Floors,,,,
"₹ 11,000",3 BHK House for rent in Saidabad 1000 sqft,Unfurnished,Bachelors,1,Immediately,17.357362747192383,78.51119232177734,1,1 out of 1 Floor,East,,,
"₹ 70,000","3 BHK Penthouse for rent in Banjara Hills, NH 9 2700 sqft",Furnished,Bachelors/Family,3,Immediately,,,4,3 out of 3 Floors,East,Main Road,2 Covered,
"₹ 10,000","2 BHK House for rent in Senthan Greenpark, Beeramguda, Ramachandra Puram, NH 9 1500 sqft",,,,,17.532797,78.309778,,,,,,
"₹ 8,000",1 BHK House for rent in Shyamlal,Semi-Furnished,Bachelors,1,Immediately,,,,Ground out of 1 Floor,,,,
₹ 1 Lac,4 BHK Villa for rent in Gopanapalli 4000 sqft,Semi-Furnished,Bachelors,5,Immediately,,,3,,West,Pool,2 Covered,
"₹ 10,000",2 BHK House for rent in Langar Houz 1000 sqft,Unfurnished,Bachelors/Family,2,Immediately,,,,Ground out of 3 Floors,,,,
"₹ 55,000","3 BHK Apartment for rent in Vajras Jasmine County, Gachibowli, Outer Ring Road 2085 sqft",,,,,17.41471,78.34461,,,,,,
"₹ 11,000",1 BHK House for rent in Puppalaguda,Semi-Furnished,Bachelors/Family,1,Immediately,17.397506713867188,78.38412475585938,,2 out of 3 Floors,,,,
"₹ 30,000","3 BHK Builder Floor for rent in Kondapur, Kondapur 1680 sqft",,,,,17.469431,78.355377,,,,,,
₹ 1 Lac,"4 BHK Villa for rent in Financial District, Nanakram Guda",Furnished,Bachelors,4,Immediately,17.41388702392578,78.34066009521484,3,,East,Garden/Park,,
"₹ 32,000","3 BHK Apartment for rent in Aparna CyberLife, Nallagandla, Serilingampally 1965 sqft",,,,,17.470296,78.310249,,,,,,
"₹ 14,000",2 BHK Apartment for rent in Borabanda 850 sqft,Unfurnished,Bachelors/Family,2,Immediately,17.459065478986435,78.40241419444354,,1 out of 5 Floors,South,Main Road,1 Covered,Same Premise
"₹ 45,000","4 BHK Villa for rent in Sunrise Valley, Attapur 4000 sqft",,,,,17.357376,78.416417,,,,,,
"₹ 22,000","3 BHK Apartment for rent in Alkapur Township, Manikonda, Outer Ring Road 1500 sqft",Semi-Furnished,Bachelors/Family,2,Immediately,,,,1 out of 5 Floors,,,,
"₹ 5,000","Studio Apartment for rent in Old Nallakunta, New Nallakunta",Unfurnished,Bachelors/Family,1,Immediately,17.400606155395508,78.50102996826172,1,3 out of 3 Floors,North - East,Main Road,1 Open,
"₹ 50,000","3 BHK Apartment for rent in Kokapet, Outer Ring Road 2800 sqft",Semi-Furnished,Family,3,Immediately,,,2,6 out of 16 Floors,West,Pool,2 Covered,
"₹ 28,000",3 BHK Apartment for rent in Kondapur 1800 sqft,Unfurnished,Bachelors/Family,3,Immediately,,,2,1 out of 4 Floors,North,Main Road,2 Covered,
"₹ 11,500","2 BHK Apartment for rent in Bachupally, Outer Ring Road 1150 sqft",Semi-Furnished,Family,2,Immediately,,,1,3 out of 5 Floors,West,Main Road,1 Covered,
"₹ 18,000","2 BHK Apartment for rent in Sanskruti Singapore Township, Ghatkesar, NH 2 2",,,,,17.4411062,78.6485455,,,,,,
"₹ 12,500","2 BHK House for rent in Tellapur, Outer Ring Road 800 sqft",Furnished,Bachelors/Family,2,Immediately,,,,2 out of 4 Floors,,,,
"₹ 25,000","2 BHK Apartment for rent in Kavadiguda, NH 7 1150 sqft",Semi-Furnished,Bachelors/Family,2,Immediately,17.41608238220215,78.48926544189453,,3 out of 4 Floors,,,,
"₹ 14,000","2 BHK House for rent in Pragathi Nagar, Kukatpally 900 sqft",Unfurnished,Bachelors,2,Immediately,,,1,Upper Basement out of 2 Floors,East,,,
"₹ 15,000",2 BHK Apartment for rent in KPHB Road 1150 sqft,Semi-Furnished,Bachelors,2,Immediately,17.479948043823242,78.38768005371094,2,3 out of 3 Floors,East,Main Road,,
"₹ 11,000","2 BHK House for rent in New Bowenpally, NH 7 1200 sqft",Unfurnished,Bachelors/Family,2,Immediately,17.991777420043945,79.53527069091797,,Ground out of 2 Floors,East,,,
"₹ 8,500","3 BHK House for rent in Ashok Colony, Secunderabad 650 sqft",Furnished,Family,1,From Mar '20,,,1,3 out of 3 Floors,,,,Same Premise
"₹ 12,000","1 BHK House for rent in Kyettaian Gouda Nilayam, Manikonda",Semi-Furnished,Bachelors,1,Immediately,17.397397994995117,78.37812042236328,,Ground out of 2 Floors,North - West,Main Road,,
"₹ 10,000",2 BHK House for rent in Badangpet 1250 sqft,Semi-Furnished,Bachelors/Family,3,Immediately,17.31000328063965,78.51785278320312,,1 out of 1 Floor,South - East,Main Road,1 Open,
"₹ 33,000","3 BHK Apartment for rent in Bhavyas Akhila Exotica, Kukatpally, NH 9 2340 sqft",,,,,17.499778,78.385899,,,,,,
"₹ 12,000",2 BHK Apartment for rent in Musheerabad 1100 sqft,Furnished,Bachelors/Family,2,Immediately,17.4183101654053,78.4989471435547,,3 out of 4 Floors,West,Main Road,,
"₹ 17,000",2 BHK Apartment for rent in Nizampet 1060 sqft,Semi-Furnished,Bachelors/Family,2,Immediately,17.505939483642578,78.37785339355469,,4 out of 5 Floors,,,,
"₹ 11,000","2 BHK House for rent in Praga Tools Colony, Jeedimetla 950 sqft",Unfurnished,Bachelors,2,Immediately,17.515117645263672,78.47529602050781,2,2 out of 2 Floors,East,,,
"₹ 32,000",3 BHK Apartment for rent in Hitech City 1650 sqft,Semi-Furnished,Bachelors,3,Immediately,17.447917938232422,78.37617492675781,3,17 out of 20 Floors,North - West,"Pool, Garden/Park, Main Road",,
"₹ 6,000",Studio Apartment for rent in Begumpet,Semi-Furnished,Bachelors/Family,1,Immediately,17.4443416595459,78.4677734375,1,1 out of 1 Floor,North,Garden/Park,,
"₹ 45,000","3 BHK Apartment for rent in Aditya Empress Towers, Shaikpet 1550 sqft",,,,,17.406372,78.404193,,,,,,
₹ 4 Lac,5 BHK House for rent in Film Nagar 8000 sqft,Semi-Furnished,Bachelors/Family,6,Immediately,,,,Ground out of 3 Floors,,,,
"₹ 15,000",4 BHK Villa for rent in Almasguda 2000 sqft,Unfurnished,Bachelors/Family,3,Immediately,,,,,,,,
"₹ 12,000","3 BHK Apartment for rent in Engine Bowli, Aliabad 100 sqyrd",Semi-Furnished,Bachelors/Family,2,Immediately,,,,2 out of 3 Floors,,,,
"₹ 12,000","2 BHK Apartment for rent in Pragathi Nagar, Kukatpally 1000 sqft",Unfurnished,Bachelors/Family,2,Immediately,17.51755714416504,78.3985595703125,1,1 out of 4 Floors,,,1 Covered,
"₹ 25,000","2 BHK Apartment for rent in Ayyappa Society, Chanda Naik Nagar, Madhapur 1050 sqft",,,,,17.446831810877992,78.40090253627179,,,,,,
"₹ 90,000","3 BHK Apartment for rent in My Home Bhooja, Hitech City 2595 sqft",,,,,17.431098,78.377163,,,,,,
"₹ 12,000","2 BHK Apartment for rent in Salar Jung Colony, Toli Chowki 1500 sqft",Unfurnished,Bachelors/Family,2,Immediately,,,,2 out of 3 Floors,,,,
"₹ 25,000","2 BHK Apartment for rent in Sindhi Colony, Begumpet 1500 sqft",Furnished,Bachelors/Family,2,Immediately,,,2,2 out of 5 Floors,East,Main Road,1 Covered,
"₹ 15,000",1 BHK Apartment for rent in Kondapur,Semi-Furnished,Bachelors,1,Immediately,17.462682723999023,78.35317993164062,1,4 out of 4 Floors,East,Main Road,,
"₹ 45,000","3 BHK Apartment for rent in Vajras Jasmine County, Gachibowli, Outer Ring Road 1740 sqft",,,,,17.41471,78.34461,,,,,,
"₹ 28,000","2 BHK Apartment for rent in Gem Ascentia, Hitech City 1450 sqft",,,,,17.465592852586,78.3741957233688,,,,,,
"₹ 9,000",2 BHK House for rent in Aminpur 1300 sqft,Unfurnished,Bachelors,2,Immediately,,,1,Ground out of 2 Floors,East,,,
"₹ 8,000","1 BHK House for rent in Madinaguda,Miyapur",Furnished,Bachelors/Family,1,Immediately,,,1,1 out of 2 Floors,East,,,
"₹ 10,000","1 BHK House for rent in Moti Nagar-Erragadda, NH 9",Semi-Furnished,Bachelors/Family,1,Immediately,17.45684051513672,78.42443084716797,1,2 out of 4 Floors,,,,
"₹ 20,000",3 BHK Apartment for rent in Shaikpet 1800 sqft,Unfurnished,Bachelors,2,Immediately,17.406675338745117,78.39454650878906,2,1 out of 5 Floors,East,,,
"₹ 14,000",2 BHK House for rent in Ibrahim Bagh 300 sqft,Unfurnished,Bachelors/Family,2,Immediately,,,,1 out of 1 Floor,,,,
"₹ 20,000",3 BHK House for rent in Nagole 1952 sqft,Semi-Furnished,Bachelors/Family,3,Immediately,,,,1 out of 2 Floors,,,,
"₹ 10,500","1 BHK Apartment for rent in Banjara Hills, NH 9",Semi-Furnished,Bachelors/Family,1,Immediately,,,,Ground out of 4 Floors,,,,
"₹ 35,000","3 BHK Apartment for rent in Prajay Megapolis, Venkata Ramana Colony, Nagole 1695 sqft",,,,,17.48251,78.380754,,,,,,
"₹ 16,000","2 BHK Apartment for rent in Manikonda, Outer Ring Road 900 sqft",Unfurnished,Bachelors/Family,2,Immediately,,,,1 out of 3 Floors,,,,
"₹ 18,000",3 BHK House for rent in Nagaram 2500 sqft,Semi-Furnished,Bachelors/Family,3,Immediately,,,,,West,,1 Covered,
"₹ 8,500","2 BHK House for rent in Uppal, NH 2 2 590 sqft",Unfurnished,Bachelors,2,Immediately,,,1,2 out of 2 Floors,North - East,Garden/Park,"1 Covered, 1 Open",
"₹ 16,000","1 BHK House for rent in Chilka Nagar, NH 2 2",Unfurnished,Bachelors/Family,2,Immediately,,,1,Ground out of 1 Floor,South,Main Road,,
"₹ 20,000","3 BHK Apartment for rent in Nallagandla, Serilingampally 1450 sqft",Furnished,Family,2,Immediately,17.463356018066406,78.30661010742188,2,2 out of 5 Floors,West,,1 Covered,
"₹ 18,000",3 BHK House for rent in Yapral 2900 sqft,Semi-Furnished,Bachelors/Family,3,Immediately,17.5058116912842,78.5397796630859,1,,West,Main Road,1 Covered,
"₹ 9,500","2 BHK House for rent in Uppal, NH 2 2 900 sqft",Semi-Furnished,Bachelors/Family,2,Immediately,17.401283264160156,78.59542083740234,1,2 out of 3 Floors,East,Main Road,,
