price,bathroom,longitude,latitude,coord,bhk,sqft
30000.0,,17.356061999999998,78.42323499999998,"(17.3558014, 78.4226668)",2.0,1162.0
12000.0,1.0,78.48813729999998,17.3910378,"(17.3910378, 78.48813729999999)",2.0,900.0
45000.0,3.0,78.3771953,17.443464600000002,"(17.4434646, 78.3771953)",3.0,2200.0
7500.0,1.0,17.45594596862793,78.44197082519531,"(17.4523102, 78.4359218)",1.0,
12000.0,2.0,17.45561408996582,78.54325103759766,"(17.4545951, 78.5549542)",3.0,1500.0
11000.0,2.0,17.45594596862793,78.44197082519531,"(17.4523102, 78.4359218)",2.0,
40000.0,4.0,78.4844811,17.5366218,"(17.5366218, 78.4844811)",3.0,2800.0
7000.0,1.0,17.439186096191403,78.44463348388672,"(17.4355539, 78.44474699999999)",1.0,
30000.0,2.0,78.3423777,17.4169142,"(17.4169142, 78.3423777)",2.0,1250.0
13000.0,2.0,17.52589988708496,78.32382202148438,"(17.5171428, 78.315742)",2.0,1250.0
13000.0,2.0,78.39432629999999,17.362971899999998,"(17.3629719, 78.3943263)",2.0,1050.0
12500.0,1.0,17.496990203857422,78.38509368896484,"(17.499282, 78.3848778)",2.0,1000.0
15000.0,1.0,17.38604736328125,78.35657501220703,"(17.3903871, 78.35169189999999)",1.0,
12500.0,2.0,78.5459928,17.3542793,"(17.3542793, 78.5459928)",2.0,1400.0
13000.0,2.0,78.36979339999998,17.5612236,"(17.5612236, 78.36979339999999)",2.0,1050.0
22918.0,,17.445384,78.46476,"(17.44538, 78.4647604)",4.0,1500.0
20000.0,2.0,78.3042007,17.4657189,"(17.4657189, 78.3042007)",2.0,1200.0
21500.0,,17.514425,78.3864816,"(17.51416, 78.3869716)",2.0,1205.0
9000.0,2.0,78.573728,17.3140343,"(17.3140343, 78.573728)",2.0,1200.0
18000.0,2.0,78.3588692,17.428599399999996,"(17.4285994, 78.3588692)",2.0,800.0
10000.0,1.0,17.324419021606445,78.55677032470703,"(17.3250011, 78.5554381)",2.0,1450.0
30000.0,2.0,78.3423777,17.4169142,"(17.4169142, 78.3423777)",2.0,1275.0
12000.0,,17.41673666666667,78.37749166666667,"(17.4153172, 78.3556287)",1.0,
20000.0,3.0,78.3778542,17.519667499999997,"(17.5196675, 78.3778542)",3.0,1600.0
12000.0,1.0,78.3936193,17.4967483,"(17.4967483, 78.3936193)",1.0,
20000.0,2.0,17.462682723999027,78.35317993164062,"(17.4698577, 78.3578246)",2.0,
30000.0,,17.41673666666667,78.37749166666667,"(17.4153172, 78.3556287)",3.0,1670.0
16000.0,2.0,78.434546,17.438815899999998,"(17.4388159, 78.434546)",2.0,1200.0
45000.0,3.0,78.34131479999998,17.401576300000002,"(17.4015763, 78.34131479999999)",3.0,2700.0
9000.0,2.0,17.364944458007812,78.3805923461914,"(17.3650273, 78.3799564)",2.0,1400.0
9000.0,2.0,78.4656036,17.4024163,"(17.4024163, 78.4656036)",2.0,150.0
7000.0,1.0,78.50431669999998,17.3992072,"(17.3992072, 78.50431669999999)",1.0,
12000.0,2.0,78.50431669999998,17.3992072,"(17.3992072, 78.50431669999999)",2.0,1000.0
20000.0,3.0,78.50431669999998,17.3992072,"(17.3992072, 78.50431669999999)",3.0,1600.0
